core_a,core_b,feature,cliffs_delta,p_value,q_value,direction
CORE02,CORE04,chr8q,0.05714286,0.83761977,0.93280383,higher_in_core_a
CORE02,CORE04,chr9p,0.57142857,0.02072906,0.06771493,higher_in_core_a
CORE02,CORE04,chr9q,0.65714286,0.007717,0.0378133,higher_in_core_a
CORE02,CORE04,chr10p,-0.21428571,0.39586289,0.71841784,lower_in_core_a
CORE02,CORE04,chr10q,-0.07142857,0.7921706,0.93280383,higher_in_core_a
CORE02,CORE04,chr11p,-0.05714286,0.83761977,0.93280383,lower_in_core_a
CORE02,CORE04,chr11q,-0.21428571,0.39586289,0.71841784,lower_in_core_a
CORE02,CORE04,chr12p,-0.12857143,0.61868914,0.89164023,lower_in_core_a
CORE02,CORE04,chr12q,-0.18571429,0.46421431,0.75821671,lower_in_core_a
CORE02,CORE04,chr13p,0.0,,,
CORE02,CORE04,chr13q,-0.57142857,0.02072906,0.06771493,lower_in_core_a
CORE02,CORE04,chr14p,0.0,,,
CORE02,CORE04,chr14q,0.51428571,0.03764795,0.10248609,higher_in_core_a
CORE02,CORE04,chr15p,0.0,,,
CORE02,CORE04,chr15q,0.04285714,0.88361746,0.94124469,higher_in_core_a
CORE02,CORE04,chr16p,-0.51428571,0.03764795,0.10248609,lower_in_core_a
CORE02,CORE04,chr16q,-0.41428571,0.09515918,0.21194545,lower_in_core_a
CORE02,CORE04,chr17p,-0.6,0.01509919,0.05691233,lower_in_core_a
CORE02,CORE04,chr17q,-0.67142857,0.00647388,0.0378133,lower_in_core_a
CORE02,CORE04,chr18p,-0.01428571,0.97664367,0.99699041,higher_in_core_a
CORE02,CORE04,chr18q,0.02857143,0.93001099,0.96958593,higher_in_core_a
CORE02,CORE04,chr19p,-0.2,0.42924805,0.75118409,lower_in_core_a
CORE02,CORE04,chr19q,-0.1,0.70349932,0.93166126,higher_in_core_a
CORE02,CORE04,chr20p,-0.07142857,0.7921706,0.93280383,higher_in_core_a
CORE02,CORE04,chr20q,-0.11428571,0.66054921,0.89908087,higher_in_core_a
CORE02,CORE04,chr21p,0.0,,,
CORE02,CORE04,chr21q,-0.37142857,0.13540392,0.27644967,lower_in_core_a
CORE02,CORE04,chr22p,0.0,,,
CORE02,CORE04,chr22q,-0.47142857,0.05703987,0.13309303,lower_in_core_a
CORE02,CORE04,locus::VHL,0.72857143,0.00310671,0.02625308,higher_in_core_a
CORE02,CORE04,locus::SETD2,0.71428571,0.00375044,0.02625308,higher_in_core_a
CORE02,CORE04,locus::PBRM1,0.71428571,0.00375044,0.02625308,higher_in_core_a
CORE02,CORE04,locus::BAP1,0.71428571,0.00375044,0.02625308,higher_in_core_a
CORE02,CORE04,locus::JAK2,0.64285714,0.00916993,0.04084787,higher_in_core_a
CORE02,CORE04,locus::CDKN2A,0.48571429,0.04981383,0.12846725,higher_in_core_a
CORE02,CORE04,locus::PTEN,-0.07142857,0.7921706,0.93280383,lower_in_core_a
CORE02,CORE04,fga,-0.18571429,0.46421431,0.75821671,higher_in_core_a
CORE02,CORE04,gain_burden,-0.11428571,0.66054921,0.89908087,higher_in_core_a
CORE02,CORE04,loss_burden,-0.14285714,0.57803105,0.85828853,higher_in_core_a
CORE02,CORE05,chr1p,-0.41269841,0.10819725,0.27903501,lower_in_core_a
CORE02,CORE05,chr1q,-0.52380952,0.0406279,0.23138241,lower_in_core_a
CORE02,CORE05,chr2p,-0.14285714,0.59224748,0.82927453,lower_in_core_a
CORE02,CORE05,chr2q,-0.42857143,0.09496772,0.27396595,lower_in_core_a
CORE02,CORE05,chr3p,0.50793651,0.0472209,0.23138241,higher_in_core_a
CORE02,CORE05,chr3q,0.06349206,0.82549791,0.98657067,higher_in_core_a
CORE02,CORE05,chr4p,0.19047619,0.46880062,0.74100743,higher_in_core_a
CORE02,CORE05,chr4q,0.22222222,0.39509158,0.69141027,higher_in_core_a
CORE02,CORE05,chr5p,0.26984127,0.29861767,0.58529063,higher_in_core_a
CORE02,CORE05,chr5q,-0.20634921,0.43103254,0.70401982,lower_in_core_a
CORE02,CORE05,chr6p,-0.0952381,0.72899145,0.89301453,lower_in_core_a
CORE02,CORE05,chr6q,0.01587302,0.97487315,1.0,higher_in_core_a
CORE02,CORE05,chr7p,0.47619048,0.06312283,0.23680202,higher_in_core_a
CORE02,CORE05,chr7q,0.52380952,0.0406279,0.23138241,higher_in_core_a
CORE02,CORE05,chr8p,0.0,1.0,1.0,lower_in_core_a
CORE02,CORE05,chr8q,-0.20634921,0.43103254,0.70401982,lower_in_core_a
CORE02,CORE05,chr9p,0.46825397,0.06765772,0.23680202,higher_in_core_a
CORE02,CORE05,chr9q,0.5952381,0.01973455,0.23138241,higher_in_core_a
CORE02,CORE05,chr10p,-0.0952381,0.72899145,0.89301453,lower_in_core_a
CORE02,CORE05,chr10q,0.36507937,0.15637572,0.36487668,higher_in_core_a
CORE02,CORE05,chr11p,0.63492063,0.01283676,0.23138241,higher_in_core_a
CORE02,CORE05,chr11q,0.44444444,0.08321355,0.27183093,higher_in_core_a
CORE02,CORE05,chr12p,0.47619048,0.06312283,0.23680202,higher_in_core_a
CORE02,CORE05,chr12q,0.42857143,0.09504941,0.27396595,higher_in_core_a
CORE02,CORE05,chr13p,0.0,,,
CORE02,CORE05,chr13q,-0.22222222,0.39509158,0.69141027,lower_in_core_a
CORE02,CORE05,chr14p,0.0,,,
CORE02,CORE05,chr14q,0.14285714,0.59233895,0.82927453,higher_in_core_a
CORE02,CORE05,chr15p,0.0,,,
CORE02,CORE05,chr15q,0.36507937,0.15637572,0.36487668,higher_in_core_a
CORE02,CORE05,chr16p,-0.12698413,0.63660163,0.86648555,lower_in_core_a
CORE02,CORE05,chr16q,0.01587302,0.97487315,1.0,lower_in_core_a
CORE02,CORE05,chr17p,-0.15873016,0.54954388,0.8159894,lower_in_core_a
CORE02,CORE05,chr17q,0.01587302,0.97487315,1.0,lower_in_core_a
CORE02,CORE05,chr18p,0.0,1.0,1.0,lower_in_core_a
CORE02,CORE05,chr18q,0.0,1.0,1.0,lower_in_core_a
CORE02,CORE05,chr19p,0.11111111,0.68220101,0.89301453,higher_in_core_a
CORE02,CORE05,chr19q,0.3015873,0.24386098,0.51952991,higher_in_core_a
CORE02,CORE05,chr20p,0.26984127,0.29861767,0.58529063,higher_in_core_a
CORE02,CORE05,chr20q,0.23809524,0.36102477,0.68039284,higher_in_core_a
CORE02,CORE05,chr21p,0.0,,,
CORE02,CORE05,chr21q,0.04761905,0.87486247,1.0,lower_in_core_a
CORE02,CORE05,chr22p,0.0,,,
CORE02,CORE05,chr22q,0.15873016,0.54954388,0.8159894,lower_in_core_a
CORE02,CORE05,locus::VHL,0.58730159,0.02148882,0.23138241,higher_in_core_a
CORE02,CORE05,locus::SETD2,0.50793651,0.0472209,0.23138241,higher_in_core_a
CORE02,CORE05,locus::PBRM1,0.52380952,0.0406279,0.23138241,higher_in_core_a
CORE02,CORE05,locus::BAP1,0.52380952,0.0406279,0.23138241,higher_in_core_a
CORE02,CORE05,locus::JAK2,0.53174603,0.0375881,0.23138241,higher_in_core_a
CORE02,CORE05,locus::CDKN2A,0.46825397,0.06765772,0.23680202,higher_in_core_a
CORE02,CORE05,locus::PTEN,0.41269841,0.10819725,0.27903501,higher_in_core_a
CORE02,CORE05,fga,0.0952381,0.72899145,0.89301453,higher_in_core_a
CORE02,CORE05,gain_burden,-0.00793651,1.0,1.0,higher_in_core_a
CORE02,CORE05,loss_burden,0.31746032,0.21930265,0.48844681,higher_in_core_a
CORE02,CORE06,chr1p,0.0,1.0,1.0,higher_in_core_a
CORE02,CORE06,chr1q,-0.11428571,0.75386997,1.0,lower_in_core_a
CORE02,CORE06,chr2p,0.2,0.54714273,1.0,lower_in_core_a
CORE02,CORE06,chr2q,-0.11428571,0.74580233,1.0,lower_in_core_a
CORE02,CORE06,chr3p,0.71428571,0.01943584,0.19047123,higher_in_core_a
CORE02,CORE06,chr3q,0.28571429,0.39129687,1.0,higher_in_core_a
CORE02,CORE06,chr4p,0.2,0.55933953,1.0,higher_in_core_a
CORE02,CORE06,chr4q,0.2,0.55933953,1.0,higher_in_core_a
CORE02,CORE06,chr5p,0.22857143,0.499828,1.0,higher_in_core_a
CORE02,CORE06,chr5q,-0.42857143,0.18593051,0.82823591,lower_in_core_a
CORE02,CORE06,chr6p,-0.2,0.55933953,1.0,lower_in_core_a
CORE02,CORE06,chr6q,-0.14285714,0.68679051,1.0,lower_in_core_a
CORE02,CORE06,chr7p,-0.14285714,0.68679051,1.0,lower_in_core_a
CORE02,CORE06,chr7q,0.0,1.0,1.0,higher_in_core_a
CORE02,CORE06,chr8p,-0.08571429,0.82301342,1.0,lower_in_core_a
CORE02,CORE06,chr8q,0.0,1.0,1.0,lower_in_core_a
CORE02,CORE06,chr9p,0.6,0.05572755,0.30340555,higher_in_core_a
CORE02,CORE06,chr9q,0.62857143,0.04368765,0.30340555,higher_in_core_a
CORE02,CORE06,chr10p,-0.02857143,0.96439628,1.0,lower_in_core_a
CORE02,CORE06,chr10q,0.2,0.55933953,1.0,higher_in_core_a
CORE02,CORE06,chr11p,0.6,0.05572755,0.30340555,higher_in_core_a
CORE02,CORE06,chr11q,0.4,0.21929825,0.89546785,higher_in_core_a
CORE02,CORE06,chr12p,0.0,1.0,1.0,higher_in_core_a
CORE02,CORE06,chr12q,-0.05714286,0.89318885,1.0,higher_in_core_a
CORE02,CORE06,chr13p,0.0,,,
CORE02,CORE06,chr13q,-0.11428571,0.75386997,1.0,lower_in_core_a
CORE02,CORE06,chr14p,0.0,,,
CORE02,CORE06,chr14q,0.28571429,0.39129687,1.0,higher_in_core_a
CORE02,CORE06,chr15p,0.0,,,
CORE02,CORE06,chr15q,0.11428571,0.75386997,1.0,higher_in_core_a
CORE02,CORE06,chr16p,0.14285714,0.68679051,1.0,higher_in_core_a
CORE02,CORE06,chr16q,0.17142857,0.62160303,1.0,higher_in_core_a
CORE02,CORE06,chr17p,-0.11428571,0.75386997,1.0,lower_in_core_a
CORE02,CORE06,chr17q,0.08571429,0.82301342,1.0,lower_in_core_a
CORE02,CORE06,chr18p,-0.14285714,0.68679051,1.0,lower_in_core_a
CORE02,CORE06,chr18q,-0.08571429,0.82301342,1.0,lower_in_core_a
CORE02,CORE06,chr19p,0.11428571,0.75386997,1.0,higher_in_core_a
CORE02,CORE06,chr19q,0.25714286,0.44392845,1.0,higher_in_core_a
CORE02,CORE06,chr20p,-0.02857143,0.96439628,1.0,higher_in_core_a
CORE02,CORE06,chr20q,-0.08571429,0.82301342,1.0,lower_in_core_a
CORE02,CORE06,chr21p,0.0,,,
CORE02,CORE06,chr21q,-0.02857143,0.96439628,1.0,lower_in_core_a
CORE02,CORE06,chr22p,0.0,,,
CORE02,CORE06,chr22q,0.0,1.0,1.0,lower_in_core_a
CORE02,CORE06,locus::VHL,0.82857143,0.00498796,0.06110251,higher_in_core_a
CORE02,CORE06,locus::SETD2,0.82857143,0.00498796,0.06110251,higher_in_core_a
CORE02,CORE06,locus::PBRM1,0.82857143,0.00498796,0.06110251,higher_in_core_a
CORE02,CORE06,locus::BAP1,0.82857143,0.00498796,0.06110251,higher_in_core_a
CORE02,CORE06,locus::JAK2,0.62857143,0.04368765,0.30340555,higher_in_core_a
CORE02,CORE06,locus::CDKN2A,0.51428571,0.10681115,0.52337463,higher_in_core_a
CORE02,CORE06,locus::PTEN,0.25714286,0.44392845,1.0,higher_in_core_a
CORE02,CORE06,fga,-0.2,0.55933953,1.0,higher_in_core_a
CORE02,CORE06,gain_burden,-0.37142857,0.25662195,0.96726735,higher_in_core_a
CORE02,CORE06,loss_burden,0.22857143,0.499828,1.0,higher_in_core_a
CORE03,CORE04,chr1p,-0.17142857,0.50071126,0.58416314,lower_in_core_a
CORE03,CORE04,chr1q,0.02857143,0.93001099,0.93001099,higher_in_core_a
CORE03,CORE04,chr2p,-0.45714286,0.06511742,0.18769139,lower_in_core_a
CORE03,CORE04,chr2q,-0.47142857,0.05703987,0.1746846,lower_in_core_a
CORE03,CORE04,chr3p,0.57142857,0.02072906,0.0987165,higher_in_core_a
CORE03,CORE04,chr3q,-0.08571429,0.74741707,0.83235083,higher_in_core_a
CORE03,CORE04,chr4p,0.31428571,0.20806245,0.33983534,higher_in_core_a
CORE03,CORE04,chr4q,0.12857143,0.61868914,0.70501786,higher_in_core_a
CORE03,CORE04,chr5p,-0.65714286,0.007717,0.0698342,lower_in_core_a
CORE03,CORE04,chr5q,-0.31428571,0.20806245,0.33983534,lower_in_core_a
CORE03,CORE04,chr6p,0.2,0.42924805,0.53931165,higher_in_core_a
CORE03,CORE04,chr6q,-0.2,0.42924805,0.53931165,lower_in_core_a
CORE03,CORE04,chr7p,-0.31428571,0.20806245,0.33983534,lower_in_core_a
CORE03,CORE04,chr7q,-0.34285714,0.16881572,0.33087881,lower_in_core_a
CORE03,CORE04,chr8p,0.61428571,0.01282669,0.0698342,higher_in_core_a
CORE03,CORE04,chr8q,0.4,0.10734654,0.25047526,higher_in_core_a
CORE03,CORE04,chr9p,0.25714286,0.30550709,0.44028963,higher_in_core_a
CORE03,CORE04,chr9q,0.34285714,0.16881572,0.33087881,higher_in_core_a
CORE03,CORE04,chr10p,-0.04285714,0.88361746,0.90202616,higher_in_core_a
CORE03,CORE04,chr10q,0.18571429,0.46421431,0.55479271,higher_in_core_a
CORE03,CORE04,chr11p,-0.51428571,0.03764795,0.13176783,lower_in_core_a
CORE03,CORE04,chr11q,-0.55714286,0.02417547,0.0987165,lower_in_core_a
CORE03,CORE04,chr12p,-0.64285714,0.00916993,0.0698342,lower_in_core_a
CORE03,CORE04,chr12q,-0.65714286,0.007717,0.0698342,lower_in_core_a
CORE03,CORE04,chr13p,0.0,,,
CORE03,CORE04,chr13q,-0.5,0.04337165,0.14168072,lower_in_core_a
CORE03,CORE04,chr14p,0.0,,,
CORE03,CORE04,chr14q,-0.07142857,0.7921706,0.86258576,lower_in_core_a
CORE03,CORE04,chr15p,0.0,,,
CORE03,CORE04,chr15q,-0.05714286,0.83761977,0.87326316,higher_in_core_a
CORE03,CORE04,chr16p,-0.78571429,0.00141686,0.06284985,lower_in_core_a
CORE03,CORE04,chr16q,-0.61428571,0.01282669,0.0698342,lower_in_core_a
CORE03,CORE04,chr17p,-0.51428571,0.0376064,0.13176783,lower_in_core_a
CORE03,CORE04,chr17q,-0.61428571,0.01282669,0.0698342,lower_in_core_a
CORE03,CORE04,chr18p,-0.22857143,0.36409643,0.48218176,lower_in_core_a
CORE03,CORE04,chr18q,-0.22857143,0.36409643,0.48218176,lower_in_core_a
CORE03,CORE04,chr19p,-0.35714286,0.15140878,0.32256653,lower_in_core_a
CORE03,CORE04,chr19q,-0.3,0.23000069,0.36354948,lower_in_core_a
CORE03,CORE04,chr20p,-0.62857143,0.01086226,0.0698342,lower_in_core_a
CORE03,CORE04,chr20q,-0.32857143,0.18768277,0.33983534,lower_in_core_a
CORE03,CORE04,chr21p,0.0,,,
CORE03,CORE04,chr21q,-0.37142857,0.13540392,0.30158146,lower_in_core_a
CORE03,CORE04,chr22p,0.0,,,
CORE03,CORE04,chr22q,-0.74285714,0.0025653,0.06284985,lower_in_core_a
CORE03,CORE04,locus::VHL,0.55714286,0.02417547,0.0987165,higher_in_core_a
CORE03,CORE04,locus::SETD2,0.42857143,0.08410606,0.20605985,higher_in_core_a
CORE03,CORE04,locus::PBRM1,0.42857143,0.08410606,0.20605985,higher_in_core_a
CORE03,CORE04,locus::BAP1,0.42857143,0.08410606,0.20605985,higher_in_core_a
CORE03,CORE04,locus::JAK2,0.28571429,0.25353588,0.38822682,higher_in_core_a
CORE03,CORE04,locus::CDKN2A,0.18571429,0.46421431,0.55479271,higher_in_core_a
CORE03,CORE04,locus::PTEN,0.22857143,0.36399212,0.48218176,higher_in_core_a
CORE03,CORE04,fga,-0.25714286,0.30550709,0.44028963,lower_in_core_a
CORE03,CORE04,gain_burden,-0.05714286,0.83761977,0.87326316,lower_in_core_a
CORE03,CORE04,loss_burden,-0.32857143,0.18768277,0.33983534,lower_in_core_a
CORE03,CORE05,chr1p,-0.01587302,0.97487315,1.0,lower_in_core_a
CORE03,CORE05,chr1q,-0.06349206,0.82549791,1.0,lower_in_core_a
CORE03,CORE05,chr2p,0.07936508,0.776814,1.0,lower_in_core_a
CORE03,CORE05,chr2q,-0.06349206,0.82549791,1.0,lower_in_core_a
CORE03,CORE05,chr3p,0.14285714,0.59233895,0.9362777,higher_in_core_a
CORE03,CORE05,chr3q,0.01587302,0.97487315,1.0,higher_in_core_a
CORE03,CORE05,chr4p,0.25396825,0.32886221,0.91828672,higher_in_core_a
CORE03,CORE05,chr4q,0.17460317,0.50833157,0.92853966,higher_in_core_a
CORE03,CORE05,chr5p,0.25396825,0.32886221,0.91828672,higher_in_core_a
CORE03,CORE05,chr5q,0.34920635,0.1756175,0.91828672,higher_in_core_a
CORE03,CORE05,chr6p,0.16666667,0.52863147,0.92853966,higher_in_core_a
CORE03,CORE05,chr6q,-0.28571429,0.27028938,0.91828672,lower_in_core_a
CORE03,CORE05,chr7p,0.26984127,0.29861767,0.91828672,higher_in_core_a
CORE03,CORE05,chr7q,0.20634921,0.43103254,0.91828672,higher_in_core_a
CORE03,CORE05,chr8p,0.19047619,0.46880062,0.91884922,higher_in_core_a
CORE03,CORE05,chr8q,0.14285714,0.59233895,0.9362777,higher_in_core_a
CORE03,CORE05,chr9p,0.04761905,0.87486247,1.0,lower_in_core_a
CORE03,CORE05,chr9q,0.04761905,0.87486247,1.0,lower_in_core_a
CORE03,CORE05,chr10p,0.15873016,0.54954388,0.92853966,higher_in_core_a
CORE03,CORE05,chr10q,0.71428571,0.00505926,0.12124168,higher_in_core_a
CORE03,CORE05,chr11p,0.3015873,0.24386098,0.91828672,higher_in_core_a
CORE03,CORE05,chr11q,0.19047619,0.46880062,0.91884922,higher_in_core_a
CORE03,CORE05,chr12p,0.04761905,0.87486247,1.0,higher_in_core_a
CORE03,CORE05,chr12q,0.0,1.0,1.0,higher_in_core_a
CORE03,CORE05,chr13p,0.0,,,
CORE03,CORE05,chr13q,-0.12698413,0.63660163,0.94525697,lower_in_core_a
CORE03,CORE05,chr14p,0.0,,,
CORE03,CORE05,chr14q,-0.68253968,0.00742296,0.12124168,lower_in_core_a
CORE03,CORE05,chr15p,0.0,,,
CORE03,CORE05,chr15q,0.47619048,0.06312283,0.44185981,higher_in_core_a
CORE03,CORE05,chr16p,-0.23809524,0.36102477,0.91828672,lower_in_core_a
CORE03,CORE05,chr16q,-0.03174603,0.92471904,1.0,lower_in_core_a
CORE03,CORE05,chr17p,0.3015873,0.24374447,0.91828672,higher_in_core_a
CORE03,CORE05,chr17q,0.49206349,0.05469145,0.44185981,higher_in_core_a
CORE03,CORE05,chr18p,-0.53968254,0.03483238,0.42669666,lower_in_core_a
CORE03,CORE05,chr18q,-0.49206349,0.05469145,0.44185981,lower_in_core_a
CORE03,CORE05,chr19p,0.20634921,0.43103254,0.91828672,higher_in_core_a
CORE03,CORE05,chr19q,0.44444444,0.08321355,0.50968299,higher_in_core_a
CORE03,CORE05,chr20p,-0.20634921,0.43103254,0.91828672,lower_in_core_a
CORE03,CORE05,chr20q,0.15873016,0.54954388,0.92853966,higher_in_core_a
CORE03,CORE05,chr21p,0.0,,,
CORE03,CORE05,chr21q,0.23809524,0.36102477,0.91828672,higher_in_core_a
CORE03,CORE05,chr22p,0.0,,,
CORE03,CORE05,chr22q,0.25396825,0.32886221,0.91828672,higher_in_core_a
CORE03,CORE05,locus::VHL,0.20634921,0.43103254,0.91828672,higher_in_core_a
CORE03,CORE05,locus::SETD2,0.0952381,0.72899145,0.99223836,higher_in_core_a
CORE03,CORE05,locus::PBRM1,0.0952381,0.72899145,0.99223836,higher_in_core_a
CORE03,CORE05,locus::BAP1,0.0952381,0.72899145,0.99223836,higher_in_core_a
CORE03,CORE05,locus::JAK2,-0.02380952,0.94975882,1.0,lower_in_core_a
CORE03,CORE05,locus::CDKN2A,-0.01587302,0.97487315,1.0,lower_in_core_a
CORE03,CORE05,locus::PTEN,0.68253968,0.00740831,0.12124168,higher_in_core_a
CORE03,CORE05,fga,0.12698413,0.63660163,0.94525697,higher_in_core_a
CORE03,CORE05,gain_burden,0.0,1.0,1.0,lower_in_core_a
CORE03,CORE05,loss_burden,0.23809524,0.36102477,0.91828672,higher_in_core_a
CORE03,CORE06,chr1p,0.37142857,0.25662195,0.59878455,higher_in_core_a
CORE03,CORE06,chr1q,0.37142857,0.25662195,0.59878455,higher_in_core_a
CORE03,CORE06,chr2p,0.48571429,0.12985896,0.59878455,higher_in_core_a
CORE03,CORE06,chr2q,0.45714286,0.15600275,0.59878455,higher_in_core_a
CORE03,CORE06,chr3p,0.54285714,0.0870313,0.59878455,higher_in_core_a
CORE03,CORE06,chr3q,0.28571429,0.39129687,0.63911822,higher_in_core_a
CORE03,CORE06,chr4p,0.17142857,0.62160303,0.80154075,higher_in_core_a
CORE03,CORE06,chr4q,0.11428571,0.75386997,0.85906113,higher_in_core_a
CORE03,CORE06,chr5p,0.17142857,0.62160303,0.80154075,higher_in_core_a
CORE03,CORE06,chr5q,0.08571429,0.82301342,0.87668821,higher_in_core_a
CORE03,CORE06,chr6p,0.08571429,0.82301342,0.87668821,lower_in_core_a
CORE03,CORE06,chr6q,-0.54285714,0.0870313,0.59878455,lower_in_core_a
CORE03,CORE06,chr7p,-0.28571429,0.39129687,0.63911822,lower_in_core_a
CORE03,CORE06,chr7q,-0.34285714,0.29755762,0.60751347,lower_in_core_a
CORE03,CORE06,chr8p,0.11428571,0.75386997,0.85906113,lower_in_core_a
CORE03,CORE06,chr8q,0.31428571,0.34262126,0.63911822,higher_in_core_a
CORE03,CORE06,chr9p,0.37142857,0.25662195,0.59878455,higher_in_core_a
CORE03,CORE06,chr9q,0.37142857,0.25662195,0.59878455,higher_in_core_a
CORE03,CORE06,chr10p,0.17142857,0.62160303,0.80154075,lower_in_core_a
CORE03,CORE06,chr10q,0.48571429,0.12985896,0.59878455,higher_in_core_a
CORE03,CORE06,chr11p,0.2,0.55933953,0.80154075,higher_in_core_a
CORE03,CORE06,chr11q,0.11428571,0.75386997,0.85906113,higher_in_core_a
CORE03,CORE06,chr12p,-0.34285714,0.29755762,0.60751347,lower_in_core_a
CORE03,CORE06,chr12q,-0.4,0.21929825,0.59878455,lower_in_core_a
CORE03,CORE06,chr13p,0.0,,,
CORE03,CORE06,chr13q,0.0,1.0,1.0,lower_in_core_a
CORE03,CORE06,chr14p,0.0,,,
CORE03,CORE06,chr14q,-0.37142857,0.25662195,0.59878455,lower_in_core_a
CORE03,CORE06,chr15p,0.0,,,
CORE03,CORE06,chr15q,0.14285714,0.68679051,0.84131837,higher_in_core_a
CORE03,CORE06,chr16p,0.17142857,0.62160303,0.80154075,higher_in_core_a
CORE03,CORE06,chr16q,0.2,0.55933953,0.80154075,higher_in_core_a
CORE03,CORE06,chr17p,0.28571429,0.3789053,0.63911822,higher_in_core_a
CORE03,CORE06,chr17q,0.34285714,0.29755762,0.60751347,higher_in_core_a
CORE03,CORE06,chr18p,-0.5,0.11535228,0.59878455,lower_in_core_a
CORE03,CORE06,chr18q,-0.44285714,0.16472949,0.59878455,lower_in_core_a
CORE03,CORE06,chr19p,0.08571429,0.82301342,0.87668821,higher_in_core_a
CORE03,CORE06,chr19q,0.22857143,0.499828,0.76536163,higher_in_core_a
CORE03,CORE06,chr20p,-0.45714286,0.15600275,0.59878455,lower_in_core_a
CORE03,CORE06,chr20q,-0.28571429,0.39129687,0.63911822,lower_in_core_a
CORE03,CORE06,chr21p,0.0,,,
CORE03,CORE06,chr21q,0.25714286,0.44392845,0.70169336,higher_in_core_a
CORE03,CORE06,chr22p,0.0,,,
CORE03,CORE06,chr22q,-0.05714286,0.89318885,0.93119689,lower_in_core_a
CORE03,CORE06,locus::VHL,0.68571429,0.02579979,0.59878455,higher_in_core_a
CORE03,CORE06,locus::SETD2,0.57142857,0.07000344,0.59878455,higher_in_core_a
CORE03,CORE06,locus::PBRM1,0.57142857,0.07000344,0.59878455,higher_in_core_a
CORE03,CORE06,locus::BAP1,0.57142857,0.07000344,0.59878455,higher_in_core_a
CORE03,CORE06,locus::JAK2,0.4,0.21929825,0.59878455,higher_in_core_a
CORE03,CORE06,locus::CDKN2A,0.28571429,0.39129687,0.63911822,higher_in_core_a
CORE03,CORE06,locus::PTEN,0.51428571,0.10503989,0.59878455,higher_in_core_a
CORE03,CORE06,fga,-0.14285714,0.68679051,0.84131837,lower_in_core_a
CORE03,CORE06,gain_burden,-0.42857143,0.18593051,0.59878455,lower_in_core_a
CORE03,CORE06,loss_burden,0.02857143,0.96439628,0.98448787,higher_in_core_a
CORE04,CORE05,chr1p,0.15555556,0.5956109,0.71182766,higher_in_core_a
CORE04,CORE05,chr1q,-0.11111111,0.71330317,0.81283384,lower_in_core_a
CORE04,CORE05,chr2p,0.33333333,0.23644472,0.44560736,lower_in_core_a
CORE04,CORE05,chr2q,0.24444444,0.39126728,0.59608884,higher_in_core_a
CORE04,CORE05,chr3p,-0.2,0.48766835,0.6288355,lower_in_core_a
CORE04,CORE05,chr3q,0.04444444,0.90252325,0.98759046,lower_in_core_a
CORE04,CORE05,chr4p,-0.2,0.48766835,0.6288355,lower_in_core_a
CORE04,CORE05,chr4q,-0.02222222,0.96743555,0.98759046,lower_in_core_a
CORE04,CORE05,chr5p,0.8,0.00374877,0.07919641,higher_in_core_a
CORE04,CORE05,chr5q,0.57777778,0.03733642,0.16631678,higher_in_core_a
CORE04,CORE05,chr6p,-0.13333333,0.65337891,0.76227539,lower_in_core_a
CORE04,CORE05,chr6q,0.02222222,0.96743555,0.98759046,lower_in_core_a
CORE04,CORE05,chr7p,0.51111111,0.06619258,0.23167403,higher_in_core_a
CORE04,CORE05,chr7q,0.53333333,0.05501383,0.20735982,higher_in_core_a
CORE04,CORE05,chr8p,-0.46666667,0.09416638,0.27142074,lower_in_core_a
CORE04,CORE05,chr8q,-0.26666667,0.3477456,0.58757015,lower_in_core_a
CORE04,CORE05,chr9p,-0.22222222,0.43794282,0.59608884,lower_in_core_a
CORE04,CORE05,chr9q,-0.31111111,0.27034414,0.49062455,lower_in_core_a
CORE04,CORE05,chr10p,0.17777778,0.54029137,0.67882762,lower_in_core_a
CORE04,CORE05,chr10q,0.37777778,0.17790959,0.37902478,higher_in_core_a
CORE04,CORE05,chr11p,0.6,0.03048616,0.16631678,higher_in_core_a
CORE04,CORE05,chr11q,0.64444444,0.01996445,0.16304301,higher_in_core_a
CORE04,CORE05,chr12p,0.71111111,0.01011233,0.12387604,higher_in_core_a
CORE04,CORE05,chr12q,0.66666667,0.01601099,0.1569077,higher_in_core_a
CORE04,CORE05,chr13p,0.0,,,
CORE04,CORE05,chr13q,0.44444444,0.11134689,0.28715777,higher_in_core_a
CORE04,CORE05,chr14p,0.0,,,
CORE04,CORE05,chr14q,-0.44444444,0.11134689,0.28715777,lower_in_core_a
CORE04,CORE05,chr15p,0.0,,,
CORE04,CORE05,chr15q,0.28888889,0.30743417,0.5380098,lower_in_core_a
CORE04,CORE05,chr16p,0.6,0.03048616,0.16631678,higher_in_core_a
CORE04,CORE05,chr16q,0.46666667,0.09416638,0.27142074,higher_in_core_a
CORE04,CORE05,chr17p,0.57777778,0.03733642,0.16631678,higher_in_core_a
CORE04,CORE05,chr17q,0.77777778,0.00484876,0.07919641,higher_in_core_a
CORE04,CORE05,chr18p,-0.03333333,0.93489681,0.98759046,lower_in_core_a
CORE04,CORE05,chr18q,0.0,1.0,1.0,lower_in_core_a
CORE04,CORE05,chr19p,0.37777778,0.17790959,0.37902478,higher_in_core_a
CORE04,CORE05,chr19q,0.37777778,0.17790959,0.37902478,higher_in_core_a
