core_a,core_b,feature,effect_size,smd_a_vs_b,p_value,q_value,feature_family,medical_imaging_domain,interpretation
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Minimum,-0.39041908,-0.39041908,0.04943005,0.15823217,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Range,0.52146737,0.52146737,0.04943005,0.15823217,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,1.05260265,1.05260265,0.00580233,0.05122369,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,1.11636706,1.11636706,0.00310428,0.04479958,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Skewness,-0.06864704,-0.06864704,0.88950568,0.93501527,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.20277018,0.20277018,0.59204714,0.71705602,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Uniformity,-1.23312064,-1.23312064,0.00239257,0.04479958,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Variance,1.12189457,1.12189457,0.00453778,0.04619542,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.16884284,0.16884284,0.2111653,0.36653885,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_ClusterProminence,1.0092218,1.0092218,0.00400421,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_ClusterShade,-0.73654157,-0.73654157,0.02022695,0.09405948,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_ClusterTendency,1.23820095,1.23820095,0.00272729,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_Contrast,0.82721954,0.82721954,0.04943005,0.15823217,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_Correlation,1.02396823,1.02396823,0.01171608,0.06754679,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.84563376,0.84563376,0.0542082,0.16736411,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.94181518,0.94181518,0.02022695,0.09405948,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.87971815,0.87971815,0.02491469,0.10312674,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_Id,-0.84715309,-0.84715309,0.05936574,0.17469606,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_Idm,-0.84928241,-0.84928241,0.04943005,0.15823217,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_Idmn,0.32563086,0.32563086,0.31144132,0.47881455,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_Idn,-0.06850809,-0.06850809,0.92095127,0.9512568,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_Imc1,-0.58914371,-0.58914371,0.0916026,0.21475298,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_Imc2,1.04022625,1.04022625,0.0082988,0.05615356,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_InverseVariance,0.81877397,0.81877397,0.05936574,0.17469606,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_JointAverage,0.30709179,0.30709179,0.22602061,0.38063083,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_JointEnergy,-1.17336059,-1.17336059,0.00513498,0.04876073,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_JointEntropy,1.13741313,1.13741313,0.00580233,0.05122369,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_MCC,1.06286054,1.06286054,0.0082988,0.05615356,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_MaximumProbability,-1.10506617,-1.10506617,0.00737632,0.0544787,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_SumAverage,0.30709179,0.30709179,0.22602061,0.38063083,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_SumEntropy,1.21750241,1.21750241,0.00272729,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glcm_SumSquares,1.16521854,1.16521854,0.00400421,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_DependenceEntropy,1.36642046,1.36642046,0.00183325,0.04479958,gldm,gray-level dependence texture,gray-level dependence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,-0.22418135,-0.22418135,0.76592713,0.85103014,gldm,gray-level dependence texture,gray-level dependence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,-0.5725924,-0.5725924,0.12645617,0.25793407,gldm,gray-level dependence texture,gray-level dependence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.43457004,0.43457004,0.15879247,0.30672734,gldm,gray-level dependence texture,gray-level dependence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,-0.22995431,-0.22995431,0.56490854,0.69688499,gldm,gray-level dependence texture,gray-level dependence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,1.15542849,1.15542849,0.00453778,0.04619542,gldm,gray-level dependence texture,gray-level dependence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,0.17519356,0.17519356,0.1970292,0.35228322,gldm,gray-level dependence texture,gray-level dependence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,-0.5211087,-0.5211087,0.22602061,0.38063083,gldm,gray-level dependence texture,gray-level dependence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.06528156,0.06528156,0.27501302,0.44080101,gldm,gray-level dependence texture,gray-level dependence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,-0.78880238,-0.78880238,0.0916026,0.21475298,gldm,gray-level dependence texture,gray-level dependence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,-0.63453713,-0.63453713,0.48727551,0.63508803,gldm,gray-level dependence texture,gray-level dependence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,0.53138164,0.53138164,0.0916026,0.21475298,gldm,gray-level dependence texture,gray-level dependence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.35097969,0.35097969,0.01310555,0.07259447,gldm,gray-level dependence texture,gray-level dependence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,-0.20952979,-0.20952979,0.79639737,0.86614921,gldm,gray-level dependence texture,gray-level dependence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,-0.21226622,-0.21226622,0.6480424,0.75806202,glrlm,gray-level run-length texture,gray-level run-length texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,-1.16015853,-1.16015853,0.00272729,0.04479958,glrlm,gray-level run-length texture,gray-level run-length texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,1.13534187,1.13534187,0.00400421,0.04479958,glrlm,gray-level run-length texture,gray-level run-length texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.1702709,0.1702709,0.33079782,0.49641638,glrlm,gray-level run-length texture,gray-level run-length texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,-0.54617611,-0.54617611,0.24160715,0.40149423,glrlm,gray-level run-length texture,gray-level run-length texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,-0.04310005,-0.04310005,0.92095127,0.9512568,glrlm,gray-level run-length texture,gray-level run-length texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,-0.8308969,-0.8308969,0.02491469,0.10312674,glrlm,gray-level run-length texture,gray-level run-length texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,-0.5785964,-0.5785964,0.53838287,0.6759696,glrlm,gray-level run-length texture,gray-level run-length texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_RunEntropy,0.73499665,0.73499665,0.04943005,0.15823217,glrlm,gray-level run-length texture,gray-level run-length texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformity,-0.0813582,-0.0813582,0.98416534,0.98853941,glrlm,gray-level run-length texture,gray-level run-length texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.62197541,0.62197541,0.09949441,0.22219107,glrlm,gray-level run-length texture,gray-level run-length texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_RunPercentage,0.53553597,0.53553597,0.15879247,0.30672734,glrlm,gray-level run-length texture,gray-level run-length texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_RunVariance,-0.46739135,-0.46739135,0.31144132,0.47881455,glrlm,gray-level run-length texture,gray-level run-length texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,0.72550565,0.72550565,0.0916026,0.21475298,glrlm,gray-level run-length texture,gray-level run-length texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.27157219,0.27157219,0.04501037,0.15047846,glrlm,gray-level run-length texture,gray-level run-length texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,-0.3622264,-0.3622264,0.6197691,0.73797585,glrlm,gray-level run-length texture,gray-level run-length texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,0.31107335,0.31107335,0.95252096,0.9696835,glszm,gray-level zone-size texture,gray-level zone-size texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,-0.4304631,-0.4304631,0.4157989,0.56814118,glszm,gray-level zone-size texture,gray-level zone-size texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,0.94685874,0.94685874,0.01310555,0.07259447,glszm,gray-level zone-size texture,gray-level zone-size texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.31339009,0.31339009,0.02022695,0.09405948,glszm,gray-level zone-size texture,gray-level zone-size texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,-0.41322178,-0.41322178,0.29284702,0.46153017,glszm,gray-level zone-size texture,gray-level zone-size texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,-0.39098812,-0.39098812,0.4157989,0.56814118,glszm,gray-level zone-size texture,gray-level zone-size texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,-0.46359189,-0.46359189,0.22602061,0.38063083,glszm,gray-level zone-size texture,gray-level zone-size texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,-0.61647255,-0.61647255,0.56490854,0.69688499,glszm,gray-level zone-size texture,gray-level zone-size texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,0.24734125,0.24734125,0.51249708,0.65884152,glszm,gray-level zone-size texture,gray-level zone-size texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.0229255,0.0229255,0.98416534,0.98853941,glszm,gray-level zone-size texture,gray-level zone-size texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,0.00632208,0.00632208,0.95252096,0.9696835,glszm,gray-level zone-size texture,gray-level zone-size texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.13970368,0.13970368,0.11689951,0.24327154,glszm,gray-level zone-size texture,gray-level zone-size texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,-0.32057226,-0.32057226,0.46273979,0.61372766,glszm,gray-level zone-size texture,gray-level zone-size texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.51431268,0.51431268,0.25793517,0.42119471,glszm,gray-level zone-size texture,gray-level zone-size texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_ZonePercentage,0.45907135,0.45907135,0.2111653,0.36653885,glszm,gray-level zone-size texture,gray-level zone-size texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_glszm_ZoneVariance,-0.4126893,-0.4126893,0.29284702,0.46153017,glszm,gray-level zone-size texture,gray-level zone-size texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_ngtdm_Busyness,-0.39952048,-0.39952048,0.33079782,0.49641638,ngtdm,neighboring gray-tone texture,neighboring gray-tone texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_ngtdm_Coarseness,0.11904797,0.11904797,0.6480424,0.75806202,ngtdm,neighboring gray-tone texture,neighboring gray-tone texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_ngtdm_Complexity,0.3131542,0.3131542,0.07090483,0.19214019,ngtdm,neighboring gray-tone texture,neighboring gray-tone texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_ngtdm_Contrast,0.16486939,0.16486939,0.88950568,0.93501527,ngtdm,neighboring gray-tone texture,neighboring gray-tone texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_ngtdm_Strength,0.29807355,0.29807355,0.33079782,0.49641638,ngtdm,neighboring gray-tone texture,neighboring gray-tone texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_10Percentile,-1.04662911,-1.04662911,0.01818618,0.09013326,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_90Percentile,1.13028893,1.13028893,0.00453778,0.04619542,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Energy,0.25924436,0.25924436,0.4157989,0.56814118,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Entropy,1.37244287,1.37244287,0.00183325,0.04479958,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_InterquartileRange,1.2898367,1.2898367,0.00272729,0.04479958,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Kurtosis,-0.81185301,-0.81185301,0.07733005,0.20134322,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Maximum,0.6506899,0.6506899,0.0842219,0.21102161,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Mean,-0.42510135,-0.42510135,0.09949441,0.22219107,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,1.33275,1.33275,0.00139645,0.04479958,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Median,-0.40036408,-0.40036408,0.15879247,0.30672734,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Minimum,-0.34460068,-0.34460068,0.17085858,0.32124825,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Range,0.57453292,0.57453292,0.11689951,0.24327154,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,1.30147087,1.30147087,0.00209586,0.04479958,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,1.2975957,1.2975957,0.00209586,0.04479958,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Skewness,0.43351508,0.43351508,0.18359867,0.33679626,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_TotalEnergy,0.25924436,0.25924436,0.4157989,0.56814118,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Uniformity,-1.3317969,-1.3317969,0.00183325,0.04479958,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_firstorder_Variance,1.35062448,1.35062448,0.00139645,0.04479958,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.30232401,0.30232401,0.4157989,0.56814118,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_ClusterProminence,1.19014867,1.19014867,0.00239257,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_ClusterShade,-0.74592732,-0.74592732,0.02759273,0.10978797,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_ClusterTendency,1.34077116,1.34077116,0.00121609,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_Contrast,1.26565115,1.26565115,0.00400421,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_Correlation,1.24913402,1.24913402,0.00239257,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_DifferenceAverage,1.27436357,1.27436357,0.00400421,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,1.23394643,1.23394643,0.00513498,0.04876073,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_DifferenceVariance,1.23266601,1.23266601,0.00580233,0.05122369,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_Id,-1.27561861,-1.27561861,0.00400421,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_Idm,-1.27544678,-1.27544678,0.00400421,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_Idmn,0.17475166,0.17475166,0.95252096,0.9696835,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_Idn,-0.59670081,-0.59670081,0.14738265,0.2906499,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_Imc1,-0.80455885,-0.80455885,0.0842219,0.21102161,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_Imc2,1.25771191,1.25771191,0.00121609,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_InverseVariance,1.27411368,1.27411368,0.00352822,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_JointAverage,0.33924831,0.33924831,0.43890886,0.59114066,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_JointEnergy,-1.30991818,-1.30991818,0.00183325,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_JointEntropy,1.38647576,1.38647576,0.00139645,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-2-0-mm-3D_glcm_MCC,1.18253013,1.18253013,0.00183325,0.04479958,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in CORE A than CORE B
