core_id,CORE01,CORE02,CORE03,CORE04,CORE05,CORE06
CORE01,,0.97178129,0.98343361,0.9583127,0.97094662,0.94795649
CORE02,0.97178129,,0.96156034,0.96866147,0.96191259,0.96841967
CORE03,0.98343361,0.96156034,,0.96347869,0.96754,0.97382918
CORE04,0.9583127,0.96866147,0.96347869,,0.96552114,0.95894348
CORE05,0.97094662,0.96191259,0.96754,0.96552114,,0.95857788
CORE06,0.94795649,0.96841967,0.97382918,0.95894348,0.95857788,
