core_id,feature,q_value,fisher_p,odds_ratio,ci_low,ci_high,frequency_difference,gene,set_mutated_n,set_total_n,rest_mutated_n,rest_total_n,mutation_frequency,rest_mutation_frequency,delta_mutation_frequency
CORE04,mutation::LYST,1.0,1.0,0.64102564,0.0336566,12.20901423,-0.06451612903225806,LYST,0,10,6,93,0.0,0.06451612903225806,-0.06451612903225806
CORE04,mutation::MTOR,0.08459381,0.01153552,12.06666667,2.29831457,63.35270479,0.26774193548387093,MTOR,3,10,3,93,0.3,0.03225806451612903,0.26774193548387093
CORE04,mutation::MUC16,1.0,0.57166649,1.82105263,0.27878809,11.89517336,0.024731182795698928,MUC16,1,10,7,93,0.1,0.07526881720430108,0.024731182795698928
CORE04,mutation::PBRM1,0.0005929,2.695e-05,45.91525424,2.60246138,810.08332618,0.6881720430107527,PBRM1,10,10,29,93,1.0,0.3118279569892473,0.6881720430107527
CORE04,mutation::PIK3CA,1.0,1.0,0.94708995,0.04758232,18.85110435,-0.043010752688172046,PIK3CA,0,10,4,93,0.0,0.043010752688172046,-0.043010752688172046
CORE04,mutation::PTEN,1.0,1.0,0.76623377,0.03950922,14.8601806,-0.053763440860215055,PTEN,0,10,5,93,0.0,0.053763440860215055,-0.053763440860215055
CORE04,mutation::SETD2,1.0,1.0,0.64102564,0.0336566,12.20901423,-0.06451612903225806,SETD2,0,10,6,93,0.0,0.06451612903225806,-0.06451612903225806
CORE04,mutation::SPTA1,1.0,0.46690168,2.54066986,0.37045842,17.42436653,0.04623655913978495,SPTA1,1,10,5,93,0.1,0.053763440860215055,0.04623655913978495
CORE04,mutation::TP53,1.0,1.0,1.23129252,0.05941011,25.51891135,-0.03225806451612903,TP53,0,10,3,93,0.0,0.03225806451612903,-0.03225806451612903
CORE04,mutation::TSC1,1.0,1.0,1.74285714,0.07829071,38.79835841,-0.021505376344086023,TSC1,0,10,2,93,0.0,0.021505376344086023,-0.021505376344086023
CORE04,mutation::TSC2,1.0,1.0,1.74285714,0.07829071,38.79835841,-0.021505376344086023,TSC2,0,10,2,93,0.0,0.021505376344086023,-0.021505376344086023
CORE04,mutation::TTN,1.0,0.59229173,0.37868481,0.02065453,6.94289285,-0.10752688172043011,TTN,0,10,10,93,0.0,0.10752688172043011,-0.10752688172043011
CORE04,mutation::VHL,1.0,0.33897597,1.92640693,0.50856345,7.29711048,0.17311827956989245,VHL,7,10,49,93,0.7,0.5268817204301075,0.17311827956989245
CORE05,mutation::ARID1A,1.0,0.24205122,6.52941176,0.76614068,55.64672287,0.08983451536643025,ARID1A,1,9,2,94,0.1111111111111111,0.02127659574468085,0.08983451536643025
CORE05,mutation::ATM,1.0,1.0,0.71659919,0.03738289,13.73661658,-0.06382978723404255,ATM,0,9,6,94,0.0,0.06382978723404255,-0.06382978723404255
CORE05,mutation::BAP1,1.0,1.0,1.16470588,0.18591862,7.29641718,-0.01654846335697399,BAP1,1,9,12,94,0.1111111111111111,0.1276595744680851,-0.01654846335697399
CORE05,mutation::CDKN2A,1.0,1.0,9.94736842,0.18655094,530.41887448,0.0,CDKN2A,0,9,0,94,0.0,0.0,0.0
CORE05,mutation::DST,1.0,1.0,0.71659919,0.03738289,13.73661658,-0.06382978723404255,DST,0,9,6,94,0.0,0.06382978723404255,-0.06382978723404255
CORE05,mutation::ELOC,1.0,1.0,3.28070175,0.12474817,86.27785385,-0.010638297872340425,ELOC,0,9,1,94,0.0,0.010638297872340425,-0.010638297872340425
