core_id,feature,q_value,fisher_p,odds_ratio,ci_low,ci_high,frequency_difference,event,set_altered_n,set_total_n,rest_altered_n,rest_total_n,alteration_frequency,rest_alteration_frequency,delta_alteration_frequency
CORE01,chr8q::gain,1.0,0.58761799,0.42337662,0.02236412,8.01496962,-0.05813953488372093,gain,0,17,5,86,0.0,0.05813953488372093,-0.05813953488372093
CORE01,chr9p::loss,0.65068526,0.03839213,0.09268293,0.00533738,1.60942791,-0.23255813953488372,loss,0,17,20,86,0.0,0.23255813953488372,-0.23255813953488372
CORE01,chr9p::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,chr9q::loss,0.65068526,0.02004592,0.08190476,0.00472899,1.41856589,-0.2558139534883721,loss,0,17,22,86,0.0,0.2558139534883721,-0.2558139534883721
CORE01,chr9q::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,chr10p::loss,1.0,0.58761799,0.42337662,0.02236412,8.01496962,-0.05813953488372093,loss,0,17,5,86,0.0,0.05813953488372093,-0.05813953488372093
CORE01,chr10p::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE01,chr10q::loss,1.0,0.59660658,0.30285714,0.01651211,5.55486103,-0.08139534883720931,loss,0,17,7,86,0.0,0.08139534883720931,-0.08139534883720931
CORE01,chr10q::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE01,chr11p::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr11p::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,chr11q::loss,1.0,1.0,1.62857143,0.06367189,41.65487634,-0.011627906976744186,loss,0,17,1,86,0.0,0.011627906976744186,-0.011627906976744186
CORE01,chr11q::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,chr12p::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr12p::gain,0.65068526,0.0671828,0.12207792,0.00697851,2.13555804,-0.18604651162790697,gain,0,17,16,86,0.0,0.18604651162790697,-0.18604651162790697
CORE01,chr12q::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr12q::gain,1.0,0.46157282,0.41935484,0.07219163,2.43599535,-0.11559507523939809,gain,1,17,15,86,0.058823529411764705,0.1744186046511628,-0.11559507523939809
CORE01,chr13p::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr13p::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE01,chr13q::loss,1.0,1.0,1.34710744,0.20527675,8.84025308,0.0006839945280437756,loss,1,17,5,86,0.058823529411764705,0.05813953488372093,0.0006839945280437756
CORE01,chr13q::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE01,chr14p::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr14p::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE01,chr14q::loss,0.65068526,0.05631023,0.29026626,0.08389463,1.00428958,-0.2770177838577291,loss,3,17,39,86,0.17647058823529413,0.45348837209302323,-0.2770177838577291
CORE01,chr14q::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,chr15p::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr15p::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE01,chr15q::loss,1.0,1.0,0.68163265,0.0336758,13.79694083,-0.03488372093023256,loss,0,17,3,86,0.0,0.03488372093023256,-0.03488372093023256
CORE01,chr15q::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,chr16p::loss,1.0,1.0,1.62857143,0.06367189,41.65487634,-0.011627906976744186,loss,0,17,1,86,0.0,0.011627906976744186,-0.011627906976744186
CORE01,chr16p::gain,0.65068526,0.07017194,0.13179724,0.00751537,2.31133023,-0.1744186046511628,gain,0,17,15,86,0.0,0.1744186046511628,-0.1744186046511628
CORE01,chr16q::loss,1.0,1.0,1.62857143,0.06367189,41.65487634,-0.011627906976744186,loss,0,17,1,86,0.0,0.011627906976744186,-0.011627906976744186
CORE01,chr16q::gain,0.65068526,0.07017194,0.13179724,0.00751537,2.31133023,-0.1744186046511628,gain,0,17,15,86,0.0,0.1744186046511628,-0.1744186046511628
CORE01,chr17p::loss,1.0,1.0,0.52380952,0.02695443,10.17927114,-0.046511627906976744,loss,0,17,4,86,0.0,0.046511627906976744,-0.046511627906976744
CORE01,chr17p::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE01,chr17q::loss,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,loss,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,chr17q::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,chr18p::loss,1.0,0.20786206,0.20816327,0.01163583,3.72401005,-0.11627906976744186,loss,0,17,10,86,0.0,0.11627906976744186,-0.11627906976744186
CORE01,chr18p::gain,1.0,1.0,1.62857143,0.06367189,41.65487634,-0.011627906976744186,gain,0,17,1,86,0.0,0.011627906976744186,-0.011627906976744186
CORE01,chr18q::loss,1.0,0.20786206,0.20816327,0.01163583,3.72401005,-0.11627906976744186,loss,0,17,10,86,0.0,0.11627906976744186,-0.11627906976744186
CORE01,chr18q::gain,1.0,1.0,0.68163265,0.0336758,13.79694083,-0.03488372093023256,gain,0,17,3,86,0.0,0.03488372093023256,-0.03488372093023256
CORE01,chr19p::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr19p::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,chr19q::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr19q::gain,1.0,0.58761799,0.42337662,0.02236412,8.01496962,-0.05813953488372093,gain,0,17,5,86,0.0,0.05813953488372093,-0.05813953488372093
CORE01,chr20p::loss,1.0,0.42132077,3.07272727,0.37934013,24.88967617,0.03556771545827633,loss,1,17,2,86,0.058823529411764705,0.023255813953488372,0.03556771545827633
CORE01,chr20p::gain,0.86800069,0.11913735,0.15555556,0.00881576,2.74480279,-0.1511627906976744,gain,0,17,13,86,0.0,0.1511627906976744,-0.1511627906976744
CORE01,chr20q::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr20q::gain,0.65068526,0.0671828,0.12207792,0.00697851,2.13555804,-0.18604651162790697,gain,0,17,16,86,0.0,0.18604651162790697,-0.18604651162790697
CORE01,chr21p::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr21p::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE01,chr21q::loss,1.0,0.59660658,0.30285714,0.01651211,5.55486103,-0.08139534883720931,loss,0,17,7,86,0.0,0.08139534883720931,-0.08139534883720931
CORE01,chr21q::gain,1.0,0.58593479,0.35384615,0.01903511,6.57769305,-0.06976744186046512,gain,0,17,6,86,0.0,0.06976744186046512,-0.06976744186046512
CORE01,chr22p::loss,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,loss,0,17,0,86,0.0,0.0,0.0
CORE01,chr22p::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE01,chr22q::loss,1.0,1.0,0.52380952,0.02695443,10.17927114,-0.046511627906976744,loss,0,17,4,86,0.0,0.046511627906976744,-0.046511627906976744
CORE01,chr22q::gain,1.0,1.0,0.68163265,0.0336758,13.79694083,-0.03488372093023256,gain,0,17,3,86,0.0,0.03488372093023256,-0.03488372093023256
CORE01,locus::VHL::loss,1.0,0.29404477,2.76978417,0.48046684,15.96718791,0.13885088919288646,loss,16,17,69,86,0.9411764705882353,0.8023255813953488,0.13885088919288646
CORE01,locus::VHL::gain,1.0,1.0,0.68163265,0.0336758,13.79694083,-0.03488372093023256,gain,0,17,3,86,0.0,0.03488372093023256,-0.03488372093023256
CORE01,locus::SETD2::loss,1.0,0.45541617,2.2,0.37697486,12.83905239,0.10396716826265384,loss,16,17,72,86,0.9411764705882353,0.8372093023255814,0.10396716826265384
CORE01,locus::SETD2::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,locus::PBRM1::loss,1.0,0.46157282,2.38461538,0.41050981,13.85202089,0.11559507523939805,loss,16,17,71,86,0.9411764705882353,0.8255813953488372,0.11559507523939805
CORE01,locus::PBRM1::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,locus::BAP1::loss,1.0,0.29340143,2.57446809,0.44499445,14.89431147,0.12722298221614226,loss,16,17,70,86,0.9411764705882353,0.813953488372093,0.12722298221614226
CORE01,locus::BAP1::gain,1.0,1.0,0.96571429,0.04439488,21.00702023,-0.023255813953488372,gain,0,17,2,86,0.0,0.023255813953488372,-0.023255813953488372
CORE01,locus::JAK2::loss,0.65068526,0.02004592,0.08190476,0.00472899,1.41856589,-0.2558139534883721,loss,0,17,22,86,0.0,0.2558139534883721,-0.2558139534883721
CORE01,locus::JAK2::gain,1.0,0.51969624,2.16883117,0.29816012,15.77618294,0.023939808481532147,gain,1,17,3,86,0.058823529411764705,0.03488372093023256,0.023939808481532147
CORE01,locus::CDKN2A::loss,0.65068526,0.01048773,0.06890756,0.00399057,1.18986672,-0.29069767441860467,loss,0,17,25,86,0.0,0.29069767441860467,-0.29069767441860467
CORE01,locus::CDKN2A::gain,1.0,1.0,1.62857143,0.06367189,41.65487634,-0.011627906976744186,gain,0,17,1,86,0.0,0.011627906976744186,-0.011627906976744186
CORE01,locus::PTEN::loss,1.0,0.20374064,0.18757764,0.01054197,3.33764741,-0.12790697674418605,loss,0,17,11,86,0.0,0.12790697674418605,-0.12790697674418605
CORE01,locus::PTEN::gain,1.0,1.0,4.94285714,0.09483869,257.61467112,0.0,gain,0,17,0,86,0.0,0.0,0.0
CORE02,chr1p::loss,0.16781497,0.05100259,5.7826087,1.25650247,26.61241343,0.16934189406099517,loss,3,14,4,89,0.21428571428571427,0.0449438202247191,0.16934189406099517
CORE02,chr1p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr1q::loss,0.06592668,0.00205823,54.47826087,2.64222176,1123.25201227,0.21428571428571427,loss,3,14,0,89,0.21428571428571427,0.0,0.21428571428571427
CORE02,chr1q::gain,1.0,1.0,0.44297082,0.02365228,8.29616267,-0.06741573033707865,gain,0,14,6,89,0.0,0.06741573033707865,-0.06741573033707865
CORE02,chr2p::loss,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,loss,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr2p::gain,1.0,1.0,0.44297082,0.02365228,8.29616267,-0.06741573033707865,gain,0,14,6,89,0.0,0.06741573033707865,-0.06741573033707865
CORE02,chr2q::loss,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,loss,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr2q::gain,1.0,1.0,0.52978056,0.02777762,10.10408562,-0.056179775280898875,gain,0,14,5,89,0.0,0.056179775280898875,-0.056179775280898875
CORE02,chr3p::loss,0.07067959,0.00473688,0.18458418,0.05862514,0.58117249,-0.38041733547351525,loss,6,14,72,89,0.42857142857142855,0.8089887640449438,-0.38041733547351525
CORE02,chr3p::gain,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,gain,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr3q::loss,1.0,0.64307345,1.69473684,0.37241333,7.71221852,0.041733547351524874,loss,2,14,9,89,0.14285714285714285,0.10112359550561797,0.041733547351524874
CORE02,chr3q::gain,0.42425699,0.1871722,3.8,0.72536886,19.90711323,0.09791332263242375,gain,2,14,4,89,0.14285714285714285,0.0449438202247191,0.09791332263242375
CORE02,chr4p::loss,1.0,1.0,1.70707071,0.2567029,11.35199639,0.01524879614767255,loss,1,14,5,89,0.07142857142857142,0.056179775280898875,0.01524879614767255
CORE02,chr4p::gain,0.16270306,0.04785384,11.8,1.43184869,97.24491229,0.13162118780096307,gain,2,14,1,89,0.14285714285714285,0.011235955056179775,0.13162118780096307
CORE02,chr4q::loss,0.76969411,0.44775523,2.74603175,0.37278589,20.22793916,0.0377207062600321,loss,1,14,3,89,0.07142857142857142,0.033707865168539325,0.0377207062600321
CORE02,chr4q::gain,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,gain,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr5p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr5p::gain,0.64160465,0.34596329,0.50588235,0.12067048,2.12079173,-0.13804173354735155,gain,2,14,25,89,0.14285714285714285,0.2808988764044944,-0.13804173354735155
CORE02,chr5q::loss,0.33814824,0.13592233,19.88888889,0.77007919,513.6717197,0.07142857142857142,loss,1,14,0,89,0.07142857142857142,0.0,0.07142857142857142
CORE02,chr5q::gain,0.15363091,0.04217319,0.2556962,0.06178588,1.05817937,-0.2953451043338684,gain,2,14,39,89,0.14285714285714285,0.43820224719101125,-0.2953451043338684
CORE02,chr6p::loss,0.15363091,0.04108181,4.71428571,1.24241319,17.88816309,0.20706260032102727,loss,4,14,7,89,0.2857142857142857,0.07865168539325842,0.20706260032102727
CORE02,chr6p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr6q::loss,0.76969411,0.45276124,1.72463768,0.45655098,6.51488067,0.0682182985553772,loss,3,14,13,89,0.21428571428571427,0.14606741573033707,0.0682182985553772
CORE02,chr6q::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr7p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr7p::gain,0.7778018,0.46515598,1.90909091,0.559891,6.50953146,0.1059390048154093,gain,4,14,16,89,0.2857142857142857,0.1797752808988764,0.1059390048154093
CORE02,chr7q::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr7q::gain,0.34037742,0.14015541,2.78268251,0.8514998,9.09374495,0.18860353130016053,gain,5,14,15,89,0.35714285714285715,0.16853932584269662,0.18860353130016053
CORE02,chr8p::loss,0.6339765,0.33563462,1.84455324,0.58023918,5.86374859,0.12118780096308188,loss,5,14,21,89,0.35714285714285715,0.23595505617977527,0.12118780096308188
CORE02,chr8p::gain,0.51922331,0.25452123,6.55555556,0.6349348,67.68460075,0.06019261637239165,gain,1,14,1,89,0.07142857142857142,0.011235955056179775,0.06019261637239165
CORE02,chr8q::loss,0.31813556,0.10292621,3.909699,0.92790267,16.47343714,0.14686998394863562,loss,3,14,6,89,0.21428571428571427,0.06741573033707865,0.14686998394863562
CORE02,chr8q::gain,0.33814824,0.13537435,4.94285714,0.87804698,27.82520455,0.10914927768860352,gain,2,14,3,89,0.14285714285714285,0.033707865168539325,0.10914927768860352
CORE02,chr9p::loss,0.56561117,0.293896,0.4017094,0.06912136,2.33459603,-0.1420545746388443,loss,1,14,19,89,0.07142857142857142,0.21348314606741572,-0.1420545746388443
CORE02,chr9p::gain,0.51922331,0.25452123,6.55555556,0.6349348,67.68460075,0.06019261637239165,gain,1,14,1,89,0.07142857142857142,0.011235955056179775,0.06019261637239165
CORE02,chr9q::loss,0.56561117,0.2915573,0.35400517,0.06120368,2.04758356,-0.16452648475120385,loss,1,14,21,89,0.07142857142857142,0.23595505617977527,-0.16452648475120385
CORE02,chr9q::gain,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,gain,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr10p::loss,0.07067959,0.01732343,10.65217391,1.87797868,60.4207122,0.19181380417335472,loss,3,14,2,89,0.21428571428571427,0.02247191011235955,0.19181380417335472
CORE02,chr10p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr10q::loss,0.51922331,0.24164004,3.07272727,0.61500144,15.35224512,0.08667736757624397,loss,2,14,5,89,0.14285714285714285,0.056179775280898875,0.08667736757624397
CORE02,chr10q::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr11p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr11p::gain,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,gain,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr11q::loss,1.0,1.0,2.03448276,0.07900557,52.39022903,-0.011235955056179775,loss,0,14,1,89,0.0,0.011235955056179775,-0.011235955056179775
CORE02,chr11q::gain,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,gain,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr12p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr12p::gain,0.49857919,0.22484944,2.65714286,0.75705665,9.3261293,0.1508828250401284,gain,4,14,12,89,0.2857142857142857,0.1348314606741573,0.1508828250401284
CORE02,chr12q::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr12q::gain,0.76969411,0.45276124,1.72463768,0.45655098,6.51488067,0.0682182985553772,gain,3,14,13,89,0.21428571428571427,0.14606741573033707,0.0682182985553772
CORE02,chr13p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr13p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr13q::loss,0.12467009,0.03177865,7.52173913,1.51215101,37.41462285,0.18057784911717495,loss,3,14,3,89,0.21428571428571427,0.033707865168539325,0.18057784911717495
CORE02,chr13q::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr14p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr14p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr14q::loss,1.0,0.77550345,0.81052632,0.26164545,2.5108516,-0.05858747993579455,loss,5,14,37,89,0.35714285714285715,0.4157303370786517,-0.05858747993579455
CORE02,chr14q::gain,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,gain,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr15p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr15p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr15q::loss,1.0,1.0,0.85221675,0.04179821,17.37570721,-0.033707865168539325,loss,0,14,3,89,0.0,0.033707865168539325,-0.033707865168539325
CORE02,chr15q::gain,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,gain,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr16p::loss,0.33814824,0.13592233,19.88888889,0.77007919,513.6717197,0.07142857142857142,loss,1,14,0,89,0.07142857142857142,0.0,0.07142857142857142
CORE02,chr16p::gain,1.0,1.0,1.13333333,0.25900832,4.95908572,-0.0032102728731942254,gain,2,14,13,89,0.14285714285714285,0.14606741573033707,-0.0032102728731942254
CORE02,chr16q::loss,0.33814824,0.13592233,19.88888889,0.77007919,513.6717197,0.07142857142857142,loss,1,14,0,89,0.07142857142857142,0.0,0.07142857142857142
CORE02,chr16q::gain,1.0,1.0,1.13333333,0.25900832,4.95908572,-0.0032102728731942254,gain,2,14,13,89,0.14285714285714285,0.14606741573033707,-0.0032102728731942254
CORE02,chr17p::loss,0.07067959,0.0075537,17.95652174,2.4083503,133.88279638,0.2030497592295345,loss,3,14,1,89,0.21428571428571427,0.011235955056179775,0.2030497592295345
CORE02,chr17p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr17q::loss,0.07067959,0.01732343,35.8,1.62318707,789.58243761,0.14285714285714285,loss,2,14,0,89,0.14285714285714285,0.0,0.14285714285714285
CORE02,chr17q::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
