core_a,core_b,pathway,smd_a_vs_b,p_value,q_value,median_a,median_b
CORE01,CORE02,HALLMARK_G2M_CHECKPOINT,-0.51466594,0.82718123,1.0,0.09444203,0.09701746
CORE01,CORE02,HALLMARK_GLYCOLYSIS,0.60583565,0.37179307,0.7745689,0.39251053,0.38177839
CORE01,CORE02,HALLMARK_HEDGEHOG_SIGNALING,0.90857411,0.04943005,0.20595854,0.16474832,0.12642481
CORE01,CORE02,HALLMARK_HEME_METABOLISM,0.70683888,0.0916026,0.29263062,0.33389229,0.31831743
CORE01,CORE02,HALLMARK_HYPOXIA,0.91603467,0.03716508,0.20595854,0.4657728,0.43600559
CORE01,CORE02,HALLMARK_IL2_STAT5_SIGNALING,0.53434442,0.51249708,0.88361566,0.28333644,0.27406719
CORE01,CORE02,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07270563,0.82718123,1.0,0.25548896,0.2910373
CORE01,CORE02,HALLMARK_INFLAMMATORY_RESPONSE,0.23975531,0.56490854,0.91114281,0.17365214,0.20167585
CORE01,CORE02,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10340284,0.88950568,1.0,0.39006181,0.38685436
CORE01,CORE02,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.16297662,0.95252096,1.0,0.32560449,0.32790653
CORE01,CORE02,HALLMARK_KRAS_SIGNALING_DN,0.61305413,0.09949441,0.29263062,-0.1453815,-0.15956717
CORE01,CORE02,HALLMARK_KRAS_SIGNALING_UP,0.30959511,0.95252096,1.0,0.20568019,0.19105773
CORE01,CORE02,HALLMARK_MITOTIC_SPINDLE,0.66898206,0.07733005,0.27617875,0.20145431,0.17206186
CORE01,CORE02,HALLMARK_MTORC1_SIGNALING,-0.42722617,0.12645617,0.35126714,0.42203873,0.43396545
CORE01,CORE02,HALLMARK_MYC_TARGETS_V1,-0.17472174,0.98416534,1.0,0.56190967,0.56314995
CORE01,CORE02,HALLMARK_MYC_TARGETS_V2,-0.61676473,0.09949441,0.29263062,0.19770125,0.221108
CORE01,CORE02,HALLMARK_MYOGENESIS,1.24915041,0.00513498,0.085583,0.27594814,0.22681455
CORE01,CORE02,HALLMARK_NOTCH_SIGNALING,1.11327281,0.00352822,0.085583,0.34540115,0.28966303
CORE01,CORE02,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.53841345,0.4157989,0.81279419,0.56911716,0.58754132
CORE01,CORE02,HALLMARK_P53_PATHWAY,0.10403974,0.79639737,1.0,0.36348519,0.37905325
CORE01,CORE02,HALLMARK_PANCREAS_BETA_CELLS,1.72610782,0.00017606,0.008803,0.33756619,0.23669056
CORE01,CORE02,HALLMARK_PEROXISOME,0.44524218,0.31144132,0.67704635,0.36802616,0.35750931
CORE01,CORE02,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.31471807,0.14738265,0.36845662,0.31461187,0.32242713
CORE01,CORE02,HALLMARK_PROTEIN_SECRETION,0.01434785,0.43890886,0.81279419,0.47692635,0.48399178
CORE01,CORE02,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.10120423,0.85823299,1.0,0.498433,0.49833404
CORE01,CORE02,HALLMARK_SPERMATOGENESIS,-0.97304056,0.05936574,0.22832977,-0.17161171,-0.12308314
CORE01,CORE02,HALLMARK_TGF_BETA_SIGNALING,0.88267943,0.01045889,0.13073613,0.5024656,0.46135019
CORE01,CORE02,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.44011586,0.88950568,1.0,0.38601685,0.4061412
CORE01,CORE02,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.4569977,0.31144132,0.67704635,0.41224058,0.42571327
CORE01,CORE02,HALLMARK_UV_RESPONSE_DN,0.84937555,0.02491469,0.15571681,0.28427837,0.24103666
CORE01,CORE02,HALLMARK_UV_RESPONSE_UP,0.24839818,1.0,1.0,0.39618531,0.4014207
CORE01,CORE02,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.79191407,0.04501037,0.20595854,0.18473689,0.13894937
CORE01,CORE02,HALLMARK_XENOBIOTIC_METABOLISM,0.75952538,0.13661043,0.35950113,0.34642964,0.3260372
CORE01,CORE03,HALLMARK_ADIPOGENESIS,0.71053856,0.12645617,0.28740039,0.48138652,0.46705213
CORE01,CORE03,HALLMARK_ALLOGRAFT_REJECTION,-2.23816746,1.383e-05,0.0006915,0.18520238,0.32319764
CORE01,CORE03,HALLMARK_ANDROGEN_RESPONSE,1.45571164,0.00091818,0.00573862,0.43819807,0.39185677
CORE01,CORE03,HALLMARK_ANGIOGENESIS,0.89307308,0.03051547,0.08975138,0.50365283,0.43082449
CORE01,CORE03,HALLMARK_APICAL_JUNCTION,0.11625875,0.85823299,0.91301382,0.29746782,0.29091619
CORE01,CORE03,HALLMARK_APICAL_SURFACE,0.14416506,0.56490854,0.64194152,0.09400952,0.06312349
CORE01,CORE03,HALLMARK_APOPTOSIS,-0.45905517,0.2111653,0.32994578,0.43919843,0.44761725
CORE01,CORE03,HALLMARK_BILE_ACID_METABOLISM,0.41734151,0.31144132,0.43255739,0.1908734,0.16629405
CORE01,CORE03,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.28175189,0.39342339,0.47978462,0.32429587,0.30004398
CORE01,CORE03,HALLMARK_COAGULATION,-0.49000308,0.1970292,0.31778903,0.36417888,0.39116215
CORE01,CORE03,HALLMARK_COMPLEMENT,-1.09271493,0.00183325,0.00916625,0.29401321,0.33544758
CORE01,CORE03,HALLMARK_DNA_REPAIR,-1.07203842,0.00654691,0.02338182,0.2865297,0.3028777
CORE01,CORE03,HALLMARK_E2F_TARGETS,-0.70983348,0.18359867,0.30599778,0.09062181,0.10758975
CORE01,CORE03,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.18008765,0.88950568,0.92656842,0.40758138,0.4015721
CORE01,CORE03,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.7753214,0.13661043,0.29458376,0.25079637,0.22960531
CORE01,CORE03,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.04363018,0.92095127,0.93974619,0.24578742,0.25362515
CORE01,CORE03,HALLMARK_FATTY_ACID_METABOLISM,0.62049852,0.14738265,0.29458376,0.43032431,0.41051503
CORE01,CORE03,HALLMARK_G2M_CHECKPOINT,-0.27249581,0.95252096,0.95252096,0.09444203,0.0920756
CORE01,CORE03,HALLMARK_GLYCOLYSIS,-0.42220302,0.17085858,0.29458376,0.39251053,0.40496861
CORE01,CORE03,HALLMARK_HEDGEHOG_SIGNALING,1.02392919,0.00932317,0.03107723,0.16474832,0.12002497
CORE01,CORE03,HALLMARK_HEME_METABOLISM,2.1422367,2.817e-05,0.00070425,0.33389229,0.30461947
CORE01,CORE03,HALLMARK_HYPOXIA,0.69804242,0.17085858,0.29458376,0.4657728,0.46035923
CORE01,CORE03,HALLMARK_IL2_STAT5_SIGNALING,-0.08328238,0.82718123,0.89911003,0.28333644,0.28227562
CORE01,CORE03,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.9037353,0.00024093,0.0024093,0.25548896,0.36626643
CORE01,CORE03,HALLMARK_INFLAMMATORY_RESPONSE,-1.2048414,0.00239257,0.01087532,0.17365214,0.25476631
CORE01,CORE03,HALLMARK_INTERFERON_ALPHA_RESPONSE,-1.92432737,0.00012789,0.00159863,0.39006181,0.48960911
CORE01,CORE03,HALLMARK_INTERFERON_GAMMA_RESPONSE,-1.65976209,0.0003814,0.00317833,0.32560449,0.41877408
CORE01,CORE03,HALLMARK_KRAS_SIGNALING_DN,0.49281195,0.24160715,0.35530463,-0.1453815,-0.15444121
CORE01,CORE03,HALLMARK_KRAS_SIGNALING_UP,-0.40639796,0.17085858,0.29458376,0.20568019,0.21985357
CORE01,CORE03,HALLMARK_MITOTIC_SPINDLE,0.5075554,0.24160715,0.35530463,0.20145431,0.17775438
CORE01,CORE03,HALLMARK_MTORC1_SIGNALING,-0.43862392,0.37179307,0.47665778,0.42203873,0.42698903
CORE01,CORE03,HALLMARK_MYC_TARGETS_V1,0.1870502,0.37179307,0.47665778,0.56190967,0.55131943
CORE01,CORE03,HALLMARK_MYC_TARGETS_V2,-0.49574344,0.15879247,0.29458376,0.19770125,0.21554615
CORE01,CORE03,HALLMARK_MYOGENESIS,0.89361838,0.11689951,0.27833217,0.27594814,0.20893486
CORE01,CORE03,HALLMARK_NOTCH_SIGNALING,1.20788718,0.00513498,0.02139575,0.34540115,0.28081631
CORE01,CORE03,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.26745067,0.51249708,0.59592684,0.56911716,0.58550729
CORE01,CORE03,HALLMARK_P53_PATHWAY,-0.64187989,0.11689951,0.27833217,0.36348519,0.38770442
CORE01,CORE03,HALLMARK_PANCREAS_BETA_CELLS,2.0964819,6.628e-05,0.00110467,0.33756619,0.21849304
CORE01,CORE03,HALLMARK_PEROXISOME,0.50024378,0.37179307,0.47665778,0.36802616,0.35212606
CORE01,CORE03,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.73624028,0.07733005,0.20350013,0.31461187,0.32452803
CORE01,CORE03,HALLMARK_PROTEIN_SECRETION,0.65344799,0.14738265,0.29458376,0.47692635,0.45878202
CORE01,CORE03,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.94693959,0.01171608,0.03661275,0.498433,0.52353754
CORE01,CORE03,HALLMARK_SPERMATOGENESIS,0.68025356,0.03716508,0.10323633,-0.17161171,-0.18800769
CORE01,CORE03,HALLMARK_TGF_BETA_SIGNALING,1.35175153,0.00139645,0.00775806,0.5024656,0.44323744
CORE01,CORE03,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.29641445,0.39342339,0.47978462,0.38601685,0.42170436
CORE01,CORE03,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.32413374,0.51249708,0.59592684,0.41224058,0.41910792
CORE01,CORE03,HALLMARK_UV_RESPONSE_DN,1.43145344,0.00051421,0.00367293,0.28427837,0.21941103
CORE01,CORE03,HALLMARK_UV_RESPONSE_UP,-0.25586386,0.25793517,0.36847881,0.39618531,0.39988914
CORE01,CORE03,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1.14524603,0.00654691,0.02338182,0.18473689,0.1000924
CORE01,CORE03,HALLMARK_XENOBIOTIC_METABOLISM,-0.07540954,0.70610302,0.78455891,0.34642964,0.35030463
CORE01,CORE04,HALLMARK_ADIPOGENESIS,-0.09794588,0.86050311,0.91542884,0.48138652,0.47931537
CORE01,CORE04,HALLMARK_ALLOGRAFT_REJECTION,-0.64756713,0.25859549,0.36942213,0.18520238,0.23311513
CORE01,CORE04,HALLMARK_ANDROGEN_RESPONSE,1.2226975,0.00621106,0.03450589,0.43819807,0.40770253
CORE01,CORE04,HALLMARK_ANGIOGENESIS,1.27947948,0.00722664,0.0361332,0.50365283,0.37918575
CORE01,CORE04,HALLMARK_APICAL_JUNCTION,1.11519736,0.02233988,0.07446627,0.29746782,0.26049825
CORE01,CORE04,HALLMARK_APICAL_SURFACE,0.51102493,0.21864607,0.33128192,0.09400952,0.06124129
CORE01,CORE04,HALLMARK_APOPTOSIS,0.32696646,0.40741053,0.49684211,0.43919843,0.41164059
CORE01,CORE04,HALLMARK_BILE_ACID_METABOLISM,-0.63807082,0.11374005,0.21873087,0.1908734,0.20545425
CORE01,CORE04,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.95985612,0.08323213,0.18916393,0.32429587,0.33227281
CORE01,CORE04,HALLMARK_COAGULATION,0.15249084,1.0,1.0,0.36417888,0.36423952
CORE01,CORE04,HALLMARK_COMPLEMENT,0.0748482,0.63336809,0.73647452,0.29401321,0.28342283
CORE01,CORE04,HALLMARK_DNA_REPAIR,-1.48588153,0.00143106,0.0201581,0.2865297,0.31642627
CORE01,CORE04,HALLMARK_E2F_TARGETS,-0.80251539,0.08323213,0.18916393,0.09062181,0.10399024
CORE01,CORE04,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.62681785,0.10271879,0.21399748,0.40758138,0.35816455
CORE01,CORE04,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.3578895,0.32753647,0.43096904,0.25079637,0.23900426
CORE01,CORE04,HALLMARK_ESTROGEN_RESPONSE_LATE,0.07251887,0.70649145,0.7849905,0.24578742,0.24767563
CORE01,CORE04,HALLMARK_FATTY_ACID_METABOLISM,-0.24822312,0.74414996,0.80885865,0.43032431,0.43053901
CORE01,CORE04,HALLMARK_G2M_CHECKPOINT,0.02217515,0.32753647,0.43096904,0.09444203,0.08789383
CORE01,CORE04,HALLMARK_GLYCOLYSIS,-0.85997577,0.06685434,0.16713585,0.39251053,0.40108858
CORE01,CORE04,HALLMARK_HEDGEHOG_SIGNALING,1.35739722,0.00201581,0.0201581,0.16474832,0.09766426
CORE01,CORE04,HALLMARK_HEME_METABOLISM,1.57508488,0.0010064,0.0201581,0.33389229,0.31447646
CORE01,CORE04,HALLMARK_HYPOXIA,0.53308541,0.18333529,0.30555882,0.4657728,0.45743664
CORE01,CORE04,HALLMARK_IL2_STAT5_SIGNALING,0.4209009,0.21864607,0.33128192,0.28333644,0.24725389
CORE01,CORE04,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.46244667,0.4665892,0.55546333,0.25548896,0.29587366
CORE01,CORE04,HALLMARK_INFLAMMATORY_RESPONSE,-0.28149865,0.70649145,0.7849905,0.17365214,0.17806812
CORE01,CORE04,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.7336655,0.18333529,0.30555882,0.39006181,0.40841079
CORE01,CORE04,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.5983373,0.32753647,0.43096904,0.32560449,0.34481179
CORE01,CORE04,HALLMARK_KRAS_SIGNALING_DN,1.12621486,0.02546142,0.07956694,-0.1453815,-0.15969036
CORE01,CORE04,HALLMARK_KRAS_SIGNALING_UP,0.29059477,0.40741053,0.49684211,0.20568019,0.15481632
CORE01,CORE04,HALLMARK_MITOTIC_SPINDLE,1.32658359,0.00838882,0.038131,0.20145431,0.16223541
CORE01,CORE04,HALLMARK_MTORC1_SIGNALING,-1.20754425,0.00455617,0.03254407,0.42203873,0.4383936
CORE01,CORE04,HALLMARK_MYC_TARGETS_V1,-0.73646401,0.09256436,0.20122687,0.56190967,0.57696269
CORE01,CORE04,HALLMARK_MYC_TARGETS_V2,-1.27795199,0.00621106,0.03450589,0.19770125,0.26096469
CORE01,CORE04,HALLMARK_MYOGENESIS,1.53703766,0.00170045,0.0201581,0.27594814,0.22382017
CORE01,CORE04,HALLMARK_NOTCH_SIGNALING,1.35953981,0.00388867,0.03240558,0.34540115,0.29701603
CORE01,CORE04,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.69456784,0.11374005,0.21873087,0.56911716,0.59306589
CORE01,CORE04,HALLMARK_P53_PATHWAY,-0.84508678,0.03718744,0.10329844,0.36348519,0.38408347
CORE01,CORE04,HALLMARK_PANCREAS_BETA_CELLS,-0.44023962,0.40741053,0.49684211,0.33756619,0.36151484
CORE01,CORE04,HALLMARK_PEROXISOME,-0.4797819,0.18333529,0.30555882,0.36802616,0.38292436
CORE01,CORE04,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.64842259,0.2004235,0.32326371,0.31461187,0.32476009
CORE01,CORE04,HALLMARK_PROTEIN_SECRETION,0.511561,0.23802939,0.35004322,0.47692635,0.46118914
CORE01,CORE04,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.77707077,0.06685434,0.16713585,0.498433,0.52030872
CORE01,CORE04,HALLMARK_SPERMATOGENESIS,-0.02149587,0.93996451,0.9791297,-0.17161171,-0.16675725
CORE01,CORE04,HALLMARK_TGF_BETA_SIGNALING,0.96328256,0.0112259,0.04317654,0.5024656,0.45241627
CORE01,CORE04,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.17861687,1.0,1.0,0.38601685,0.39248844
CORE01,CORE04,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-1.10701963,0.01708107,0.06100382,0.41224058,0.43634956
CORE01,CORE04,HALLMARK_UV_RESPONSE_DN,1.58239917,0.00143106,0.0201581,0.28427837,0.2107612
CORE01,CORE04,HALLMARK_UV_RESPONSE_UP,-0.28289154,0.18333529,0.30555882,0.39618531,0.40413904
CORE01,CORE04,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1.0061101,0.0112259,0.04317654,0.18473689,0.13204927
CORE01,CORE04,HALLMARK_XENOBIOTIC_METABOLISM,-0.80405774,0.02895347,0.08515726,0.34642964,0.35971474
CORE01,CORE05,HALLMARK_ADIPOGENESIS,0.92303435,0.05234506,0.13775016,0.48138652,0.44913673
CORE01,CORE05,HALLMARK_ALLOGRAFT_REJECTION,-1.28524271,0.00968025,0.135606,0.18520238,0.27949201
CORE01,CORE05,HALLMARK_ANDROGEN_RESPONSE,1.3800533,0.01316579,0.135606,0.43819807,0.394865
CORE01,CORE05,HALLMARK_ANGIOGENESIS,0.15137178,0.95701738,0.95701738,0.50365283,0.52161497
CORE01,CORE05,HALLMARK_APICAL_JUNCTION,-0.31017381,0.48351618,0.58965388,0.29746782,0.29824182
CORE01,CORE05,HALLMARK_APICAL_SURFACE,-0.34753272,0.30581671,0.40239041,0.09400952,0.10784627
CORE01,CORE05,HALLMARK_APOPTOSIS,-0.3440286,0.25770469,0.36814956,0.43919843,0.44873201
CORE01,CORE05,HALLMARK_BILE_ACID_METABOLISM,0.60690107,0.30581671,0.40239041,0.1908734,0.14614076
CORE01,CORE05,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.82295059,0.04613219,0.13568291,0.32429587,0.3435608
CORE01,CORE05,HALLMARK_COAGULATION,-0.95076071,0.04613219,0.13568291,0.36417888,0.42670521
CORE01,CORE05,HALLMARK_COMPLEMENT,-0.63722245,0.03555543,0.13568291,0.29401321,0.32421193
CORE01,CORE05,HALLMARK_DNA_REPAIR,-1.0889678,0.0204731,0.135606,0.2865297,0.29998799
CORE01,CORE05,HALLMARK_E2F_TARGETS,-1.1942522,0.02359468,0.135606,0.09062181,0.11856251
CORE01,CORE05,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.75182437,0.05234506,0.13775016,0.40758138,0.4766832
CORE01,CORE05,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.83800353,0.1456101,0.26001804,0.25079637,0.22228072
CORE01,CORE05,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.19906177,0.74640684,0.77750713,0.24578742,0.25141223
CORE01,CORE05,HALLMARK_FATTY_ACID_METABOLISM,0.7426032,0.08458195,0.1838738,0.43032431,0.37645159
CORE01,CORE05,HALLMARK_G2M_CHECKPOINT,-0.99045608,0.10589897,0.21179794,0.09444203,0.13076586
CORE01,CORE05,HALLMARK_GLYCOLYSIS,-0.90528555,0.08458195,0.1838738,0.39251053,0.40512559
CORE01,CORE05,HALLMARK_HEDGEHOG_SIGNALING,-0.0652885,0.74640684,0.77750713,0.16474832,0.1580982
CORE01,CORE05,HALLMARK_HEME_METABOLISM,1.73573954,0.00704224,0.135606,0.33389229,0.30098859
CORE01,CORE05,HALLMARK_HYPOXIA,-0.53603743,0.08458195,0.1838738,0.4657728,0.48476326
CORE01,CORE05,HALLMARK_IL2_STAT5_SIGNALING,-0.29106494,0.38849556,0.48561945,0.28333644,0.29733367
CORE01,CORE05,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.04524919,0.01316579,0.135606,0.25548896,0.35346612
CORE01,CORE05,HALLMARK_INFLAMMATORY_RESPONSE,-0.68729932,0.06687824,0.1671956,0.17365214,0.23765216
CORE01,CORE05,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.45356941,0.35953804,0.46094621,0.39006181,0.39995729
CORE01,CORE05,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.65469494,0.1456101,0.26001804,0.32560449,0.34352584
CORE01,CORE05,HALLMARK_KRAS_SIGNALING_DN,0.08461796,0.66634153,0.75720628,-0.1453815,-0.15024203
CORE01,CORE05,HALLMARK_KRAS_SIGNALING_UP,-0.46429886,0.0405523,0.13568291,0.20568019,0.22698286
CORE01,CORE05,HALLMARK_MITOTIC_SPINDLE,0.58844565,0.23572905,0.36814956,0.20145431,0.17143591
CORE01,CORE05,HALLMARK_MTORC1_SIGNALING,-0.89567412,0.0271212,0.135606,0.42203873,0.43382598
CORE01,CORE05,HALLMARK_MYC_TARGETS_V1,-0.46793351,0.28106227,0.39036426,0.56190967,0.56953094
CORE01,CORE05,HALLMARK_MYC_TARGETS_V2,-1.01106715,0.0204731,0.135606,0.19770125,0.26062773
CORE01,CORE05,HALLMARK_MYOGENESIS,-0.24216323,0.74640684,0.77750713,0.27594814,0.28615072
CORE01,CORE05,HALLMARK_NOTCH_SIGNALING,0.37035413,0.25770469,0.36814956,0.34540115,0.32868452
CORE01,CORE05,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.11599269,0.74640684,0.77750713,0.56911716,0.56074294
CORE01,CORE05,HALLMARK_P53_PATHWAY,-0.42574448,0.17784496,0.29640827,0.36348519,0.38891703
CORE01,CORE05,HALLMARK_PANCREAS_BETA_CELLS,1.10528689,0.0405523,0.13568291,0.33756619,0.23165937
CORE01,CORE05,HALLMARK_PEROXISOME,0.77794533,0.1456101,0.26001804,0.36802616,0.34336548
CORE01,CORE05,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.67353189,0.094761,0.19741875,0.31461187,0.32114896
CORE01,CORE05,HALLMARK_PROTEIN_SECRETION,1.01938193,0.25770469,0.36814956,0.47692635,0.45186517
CORE01,CORE05,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.5222866,0.19583012,0.31585503,0.498433,0.51026405
CORE01,CORE05,HALLMARK_SPERMATOGENESIS,-0.10477939,0.91415941,0.93281572,-0.17161171,-0.17196404
CORE01,CORE05,HALLMARK_TGF_BETA_SIGNALING,0.71769958,0.04613219,0.13568291,0.5024656,0.4744424
CORE01,CORE05,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.55076088,0.16111932,0.27779193,0.38601685,0.46253232
CORE01,CORE05,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.99099838,0.0271212,0.135606,0.41224058,0.44811703
CORE01,CORE05,HALLMARK_UV_RESPONSE_DN,0.92763182,0.0204731,0.135606,0.28427837,0.25204558
CORE01,CORE05,HALLMARK_UV_RESPONSE_UP,-0.61069295,0.0405523,0.13568291,0.39618531,0.41829283
CORE01,CORE05,HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.1849049,0.5532716,0.64333907,0.18473689,0.20573127
CORE01,CORE05,HALLMARK_XENOBIOTIC_METABOLISM,0.48128237,0.51778621,0.61641215,0.34642964,0.34514235
CORE01,CORE06,HALLMARK_ADIPOGENESIS,0.58417029,0.40077466,0.82218862,0.48138652,0.47727809
CORE01,CORE06,HALLMARK_ALLOGRAFT_REJECTION,-1.13320258,0.02460697,0.30758712,0.18520238,0.23301483
CORE01,CORE06,HALLMARK_ANDROGEN_RESPONSE,0.87168519,0.1635908,0.82218862,0.43819807,0.3989328
CORE01,CORE06,HALLMARK_ANGIOGENESIS,-0.18090725,0.93962178,1.0,0.50365283,0.50431372
CORE01,CORE06,HALLMARK_APICAL_JUNCTION,-0.35513783,0.49289891,0.82218862,0.29746782,0.31679952
CORE01,CORE06,HALLMARK_APICAL_SURFACE,-0.10469411,1.0,1.0,0.09400952,0.10156894
CORE01,CORE06,HALLMARK_APOPTOSIS,0.342088,0.35869978,0.82218862,0.43919843,0.43546337
CORE01,CORE06,HALLMARK_BILE_ACID_METABOLISM,0.18781931,0.87954735,0.97727483,0.1908734,0.20066057
CORE01,CORE06,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.31724632,0.64859117,0.90082107,0.32429587,0.33238303
CORE01,CORE06,HALLMARK_COAGULATION,-0.79023812,0.14035088,0.82218862,0.36417888,0.37843402
CORE01,CORE06,HALLMARK_COMPLEMENT,-0.38996248,0.49289891,0.82218862,0.29401321,0.30985584
CORE01,CORE06,HALLMARK_DNA_REPAIR,-0.47790386,0.49289891,0.82218862,0.2865297,0.29167323
CORE01,CORE06,HALLMARK_E2F_TARGETS,-0.20756419,0.87954735,0.97727483,0.09062181,0.08409052
CORE01,CORE06,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.50510863,0.44558366,0.82218862,0.40758138,0.43070705
CORE01,CORE06,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.54603538,0.44558366,0.82218862,0.25079637,0.23168493
CORE01,CORE06,HALLMARK_ESTROGEN_RESPONSE_LATE,0.6683411,0.40077466,0.82218862,0.24578742,0.24123881
CORE01,CORE06,HALLMARK_FATTY_ACID_METABOLISM,0.91755608,0.11961722,0.82218862,0.43032431,0.39752276
CORE01,CORE06,HALLMARK_G2M_CHECKPOINT,0.29064451,0.28267639,0.82218862,0.09444203,0.08852335
CORE01,CORE06,HALLMARK_GLYCOLYSIS,0.08567677,0.8200805,0.97727483,0.39251053,0.3838621
CORE01,CORE06,HALLMARK_HEDGEHOG_SIGNALING,-0.27182856,0.64859117,0.90082107,0.16474832,0.15859383
CORE01,CORE06,HALLMARK_HEME_METABOLISM,1.39708112,0.08490924,0.82218862,0.33389229,0.31776803
CORE01,CORE06,HALLMARK_HYPOXIA,-0.12713717,1.0,1.0,0.4657728,0.46839144
CORE01,CORE06,HALLMARK_IL2_STAT5_SIGNALING,-0.30246782,0.44558366,0.82218862,0.28333644,0.28534991
CORE01,CORE06,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.96360794,0.11961722,0.82218862,0.25548896,0.3267475
