core_id,CORE01,CORE02,CORE03,CORE04,CORE05,CORE06
CORE01,,0.96887079,0.96776377,0.96925878,0.97087523,0.97253054
CORE02,0.96887079,,0.97076975,0.96890296,0.96766811,0.97215096
CORE03,0.96776377,0.97076975,,0.96327589,0.96757746,0.96490714
CORE04,0.96925878,0.96890296,0.96327589,,0.96006855,0.9658217
CORE05,0.97087523,0.96766811,0.96757746,0.96006855,,0.96716221
CORE06,0.97253054,0.97215096,0.96490714,0.9658217,0.96716221,
