core_id,feature,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,p_value,q_value,effect_size,feature_family,medical_imaging_domain,interpretation,significant_fdr
CORE01,log-sigma-1-0-mm-3D_firstorder_10Percentile,17,86,-22.2585001,-18.79106798,-22.11445195,-18.53908717,-0.63186136,0.0143853,0.17392738,-0.63186136,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_90Percentile,17,86,15.04531536,13.69867706,15.0504063,12.91230054,0.46590518,0.0905755,0.21457089,0.46590518,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Energy,17,86,9923924.91858877,16337782.18559982,25882788.92323961,39002759.46167051,-0.21024715,0.24631767,0.37972574,-0.21024715,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Entropy,17,86,1.4847149,1.32672713,1.46505856,1.33150784,0.57386437,0.0183412,0.17392738,0.57386437,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_InterquartileRange,17,86,18.97925448,16.34751886,18.72675274,15.93714145,0.56637699,0.0183412,0.17392738,0.56637699,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Kurtosis,17,86,3.50093433,3.80514852,3.63843778,4.03819358,-0.45741165,0.04146609,0.18375169,-0.45741165,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Maximum,17,86,62.85946274,61.38388252,61.93882572,61.57022067,0.01916896,0.87645314,0.91028681,0.01916896,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Mean,17,86,-2.64285772,-2.29099714,-2.87883412,-2.44148775,-0.26948038,0.10495351,0.23118414,-0.26948038,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,17,86,12.08193689,10.13749176,11.57368162,9.87543918,0.57186031,0.01586702,0.17392738,0.57186031,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Median,17,86,-2.21556592,-1.74557593,-2.0860523,-1.85949063,-0.15860737,0.16175202,0.29433137,-0.15860737,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Minimum,17,86,-72.12586975,-76.84708023,-77.92433301,-81.0981807,0.105476,0.89047801,0.91978076,0.105476,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Range,17,86,138.50124741,142.10944366,139.86315873,142.66840137,-0.06252907,0.83462778,0.88060634,-0.06252907,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,17,86,7.98699204,6.81919967,7.8404336,6.65679024,0.57656308,0.0143853,0.17392738,0.57656308,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,17,86,15.49609418,13.29506295,15.21567367,13.06670833,0.56219866,0.02216162,0.17392738,0.56219866,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Skewness,17,86,-0.2826697,-0.31691533,-0.31159755,-0.33624453,0.12508514,0.66656596,0.76314036,0.12508514,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_TotalEnergy,17,86,9923924.91858877,16337782.18559982,25882788.92323961,39002759.46167051,-0.21024715,0.24631767,0.37972574,-0.21024715,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Uniformity,17,86,0.40673636,0.44644611,0.41264849,0.44419983,-0.60503613,0.01369127,0.17392738,-0.60503613,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_firstorder_Variance,17,86,234.75586062,169.20008164,229.89210305,177.52700487,0.51573658,0.02376329,0.17392738,0.51573658,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_glcm_Autocorrelation,17,86,12.18760819,19.05359164,17.18556805,19.43961846,-0.19303968,0.68605515,0.77446785,-0.19303968,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_glcm_ClusterProminence,17,86,5.43407168,3.34879036,6.13747703,4.65645872,0.3314364,0.03486613,0.18375169,0.3314364,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_glcm_ClusterShade,17,86,-0.37680041,-0.14027381,-0.40148651,-0.2510773,-0.40528778,0.06398582,0.19721032,-0.40528778,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; lower in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_glcm_ClusterTendency,17,86,1.32269193,1.02329409,1.32930946,1.10247043,0.53318867,0.01790674,0.17392738,0.53318867,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_glcm_Contrast,17,86,0.51109146,0.4298405,0.52700524,0.47405079,0.35284132,0.0555607,0.19141339,0.35284132,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_glcm_Correlation,17,86,0.43520008,0.3830793,0.42145734,0.38417625,0.4675177,0.06657817,0.19902998,0.4675177,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_glcm_DifferenceAverage,17,86,0.44670356,0.40404703,0.46181427,0.42452395,0.42356553,0.05443619,0.19103383,0.42356553,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,17,86,1.0947378,1.02890062,1.10431989,1.04488594,0.45088676,0.04808095,0.19070803,0.45088676,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in core than the rest of the cohort,0
CORE01,log-sigma-1-0-mm-3D_glcm_DifferenceVariance,17,86,0.28915226,0.26295217,0.2977202,0.27600447,0.34902005,0.05117602,0.19070803,0.34902005,glcm,gray-level co-occurrence texture,gray-level co-occurrence texture; higher in core than the rest of the cohort,0
