model,covariate,status,hazard_ratio,ci_low,ci_high,p_value,reference_state,adjustment,available_n,events,analysis_role
state_plus_stage,stage_number,estimable,1.6711533,1.1100809,2.51581064,0.01388146,,"stage_group ordinal I=1, II=2, III=3, IV=4",56,14,secondary_exploratory
state_plus_stage,state_CORE02,estimable,2.06942786,0.73482301,5.82797711,0.16860647,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",56,14,secondary_exploratory
state_plus_stage,state_CORE03,estimable,1.06015496,0.33437188,3.36131299,0.92096369,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",56,14,secondary_exploratory
state_plus_stage,state_CORE04,estimable,1.64739473,0.28891908,9.39332014,0.57408756,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",56,14,secondary_exploratory
