feature,group_a,group_b,n_a,n_b,missing_n_a,missing_n_b,frequency_a,frequency_b,frequency_difference,odds_ratio,ci_low,ci_high,fisher_p,p_adjusted_holm
mutation::BAP1,CORE01,CORE02,21,14,0,0,0.0,0.14285714285714285,-0.14285714285714285,0.11627907,0.00515812,2.62126925,0.15294118,0.45882354
mutation::BAP1,CORE01,CORE03,21,12,0,0,0.0,0.6666666666666666,-0.6666666666666666,0.0123119,0.00059617,0.25426012,3.565e-05,0.0002139
mutation::BAP1,CORE01,CORE04,21,9,0,0,0.0,0.0,0.0,0.44186047,0.00814429,23.97271044,1.0,1.0
mutation::BAP1,CORE02,CORE03,14,12,0,0,0.14285714285714285,0.6666666666666666,-0.5238095238095237,0.10588235,0.01795044,0.62455701,0.01378382,0.05513528
mutation::BAP1,CORE02,CORE04,14,9,0,0,0.14285714285714285,0.0,0.14285714285714285,3.8,0.16260446,88.80445014,0.50197628,1.0
mutation::BAP1,CORE03,CORE04,12,9,0,0,0.6666666666666666,0.0,0.6666666666666666,35.88888889,1.67462887,769.13301084,0.00459973,0.02299865
mutation::FLG,CORE01,CORE02,21,14,0,0,0.0,0.2857142857142857,-0.2857142857142857,0.05426357,0.00266529,1.10477271,0.01911765,0.1147059
mutation::FLG,CORE01,CORE03,21,12,0,0,0.0,0.0,0.0,0.58139535,0.01084737,31.16151529,1.0,1.0
mutation::FLG,CORE01,CORE04,21,9,0,0,0.0,0.0,0.0,0.44186047,0.00814429,23.97271044,1.0,1.0
mutation::FLG,CORE02,CORE03,14,12,0,0,0.2857142857142857,0.0,0.2857142857142857,10.71428571,0.51518255,222.82571344,0.10006689,0.50033445
mutation::FLG,CORE02,CORE04,14,9,0,0,0.2857142857142857,0.0,0.2857142857142857,8.14285714,0.38534411,172.06989813,0.12727273,0.50909092
mutation::FLG,CORE03,CORE04,12,9,0,0,0.0,0.0,0.0,0.76,0.01378481,41.90120713,1.0,1.0
mutation::PBRM1,CORE01,CORE02,21,14,0,0,0.7142857142857143,0.42857142857142855,0.28571428571428575,3.1183432,0.79096952,12.29385461,0.15874821,0.47624463
mutation::PBRM1,CORE01,CORE03,21,12,0,0,0.7142857142857143,0.16666666666666666,0.5476190476190477,10.01538462,1.91250692,52.44840048,0.00385936,0.0192968
mutation::PBRM1,CORE01,CORE04,21,9,0,0,0.7142857142857143,0.0,0.7142857142857143,45.30769231,2.28362037,898.91779268,0.00069965,0.0041979
mutation::PBRM1,CORE02,CORE03,14,12,0,0,0.42857142857142855,0.16666666666666666,0.26190476190476186,3.21176471,0.57728565,17.86885327,0.21638444,0.47624463
mutation::PBRM1,CORE02,CORE04,14,9,0,0,0.42857142857142855,0.0,0.42857142857142855,14.52941176,0.70786311,298.22687956,0.04805492,0.19221968
mutation::PBRM1,CORE03,CORE04,12,9,0,0,0.16666666666666666,0.0,0.16666666666666666,4.52380952,0.19178982,106.70458446,0.48571429,0.48571429
mutation::VHL,CORE01,CORE02,21,14,0,0,0.7142857142857143,0.35714285714285715,0.35714285714285715,4.11888112,1.02237485,16.59389567,0.07958843,0.31835372
mutation::VHL,CORE01,CORE03,21,12,0,0,0.7142857142857143,0.5833333333333334,0.13095238095238093,1.74871795,0.41780484,7.31924137,0.47128173,0.86247948
mutation::VHL,CORE01,CORE04,21,9,0,0,0.7142857142857143,0.0,0.7142857142857143,45.30769231,2.28362037,898.91779268,0.00069965,0.0041979
mutation::VHL,CORE02,CORE03,14,12,0,0,0.35714285714285715,0.5833333333333334,-0.22619047619047622,0.4245614,0.09276087,1.9431943,0.43123974,0.86247948
mutation::VHL,CORE02,CORE04,14,9,0,0,0.35714285714285715,0.0,0.35714285714285715,11.0,0.53063704,228.02780534,0.11566466,0.34699398
mutation::VHL,CORE03,CORE04,12,9,0,0,0.5833333333333334,0.0,0.5833333333333334,25.90909091,1.22787895,546.69965096,0.00712074,0.0356037
