feature,group_count,available_n,group_sizes,comparison_status,not_estimable_reason,kruskal_h,p_value,q_value,epsilon_squared
original_glcm_Idmn,4,56,21;14;12;9,estimable,,5.72620539,0.12571791,0.37900853,0.05242703
original_glcm_Idn,4,56,21;14;12;9,estimable,,3.84220969,0.27901446,0.47803264,0.01619634
original_glcm_Imc1,4,56,21;14;12;9,estimable,,4.61591479,0.20218107,0.42361748,0.03107528
original_glrlm_LongRunHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,4.92124657,0.17765553,0.42361748,0.03694705
original_glrlm_LowGrayLevelRunEmphasis,4,56,21;14;12;9,estimable,,9.25877193,0.02604106,0.33559749,0.120361
original_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,7.07560568,0.06952661,0.33820342,0.07837703
original_glrlm_RunLengthNonUniformity,4,56,21;14;12;9,estimable,,5.13029598,0.16250111,0.41630502,0.04096723
original_glszm_GrayLevelNonUniformity,4,56,21;14;12;9,estimable,,7.12773004,0.06793611,0.33820342,0.07937942
original_glszm_LargeAreaEmphasis,4,56,21;14;12;9,estimable,,6.65364304,0.08379621,0.33820342,0.07026237
original_glszm_LargeAreaHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,6.69143096,0.08241108,0.33820342,0.07098906
original_glszm_SizeZoneNonUniformity,4,56,21;14;12;9,estimable,,9.23672276,0.0263036,0.33559749,0.11993698
original_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,1.53902614,0.67329285,0.76805258,0.0
original_glszm_ZoneEntropy,4,56,21;14;12;9,estimable,,3.78519215,0.28561324,0.47809173,0.01509985
original_glszm_ZonePercentage,4,56,21;14;12;9,estimable,,2.32685881,0.50739501,0.65115693,0.0
original_gldm_DependenceEntropy,4,56,21;14;12;9,estimable,,8.03070175,0.04538144,0.33559749,0.09674426
original_gldm_GrayLevelNonUniformity,4,56,21;14;12;9,estimable,,5.3337958,0.1489244,0.40591783,0.04488069
original_gldm_LargeDependenceHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,6.83100609,0.07748376,0.33820342,0.07367319
log-sigma-1-0-mm-3D_firstorder_10Percentile,4,56,21;14;12;9,estimable,,4.1191968,0.24887736,0.45900735,0.02152302
log-sigma-1-0-mm-3D_firstorder_90Percentile,4,56,21;14;12;9,estimable,,4.7757489,0.1889739,0.42361748,0.03414902
log-sigma-1-0-mm-3D_firstorder_Energy,4,56,21;14;12;9,estimable,,3.59255281,0.30895523,0.48830523,0.01139525
log-sigma-1-0-mm-3D_firstorder_InterquartileRange,4,56,21;14;12;9,estimable,,4.5097267,0.21142433,0.43124963,0.02903321
log-sigma-1-0-mm-3D_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,2.30912102,0.51077581,0.65243248,0.0
log-sigma-1-0-mm-3D_firstorder_Maximum,4,56,21;14;12;9,estimable,,2.29945399,0.51262552,0.65243248,0.0
log-sigma-1-0-mm-3D_firstorder_Mean,4,56,21;14;12;9,estimable,,1.19249015,0.75480604,0.82148502,0.0
log-sigma-1-0-mm-3D_firstorder_Minimum,4,56,21;14;12;9,estimable,,4.00368481,0.26106651,0.46722626,0.01930163
log-sigma-1-0-mm-3D_firstorder_Range,4,56,21;14;12;9,estimable,,3.05063253,0.38388433,0.5424198,0.0009737
log-sigma-1-0-mm-3D_firstorder_Skewness,4,56,21;14;12;9,estimable,,4.61910729,0.20190908,0.42361748,0.03113668
log-sigma-1-0-mm-3D_glcm_Correlation,4,56,21;14;12;9,estimable,,10.60688925,0.01405306,0.33559749,0.14628633
log-sigma-1-0-mm-3D_glcm_Imc1,4,56,21;14;12;9,estimable,,8.23287385,0.04143627,0.33559749,0.10063219
log-sigma-1-0-mm-3D_glcm_MCC,4,56,21;14;12;9,estimable,,10.53241735,0.0145426,0.33559749,0.14485418
log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,4,56,21;14;12;9,estimable,,5.83688388,0.11982156,0.37658205,0.05455546
log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,5.04271094,0.16869622,0.41901964,0.0392829
log-sigma-1-0-mm-3D_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,9.81547599,0.02020157,0.33559749,0.13106685
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,4,56,21;14;12;9,estimable,,4.05648049,0.25542949,0.46420019,0.02031693
log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,4,56,21;14;12;9,estimable,,3.32985738,0.34350863,0.51381666,0.00634341
log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,6.75193937,0.08023897,0.33820342,0.07215268
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,4,56,21;14;12;9,estimable,,6.99843358,0.07194772,0.33820342,0.07689295
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,3.41363826,0.33213689,0.50448909,0.00795458
log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,4,56,21;14;12;9,estimable,,2.18198771,0.53550494,0.67489307,0.0
log-sigma-1-0-mm-3D_glszm_ZonePercentage,4,56,21;14;12;9,estimable,,7.69709989,0.05270463,0.33559749,0.09032884
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,4,56,21;14;12;9,estimable,,10.1004744,0.01773109,0.33559749,0.13654758
log-sigma-1-0-mm-3D_gldm_DependenceVariance,4,56,21;14;12;9,estimable,,8.75918964,0.03267,0.33559749,0.11075365
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,4.45242571,0.21657326,0.43314652,0.02793126
log-sigma-2-0-mm-3D_firstorder_10Percentile,4,56,21;14;12;9,estimable,,7.31840017,0.06241279,0.33820342,0.08304616
log-sigma-2-0-mm-3D_firstorder_90Percentile,4,56,21;14;12;9,estimable,,6.45624478,0.09140417,0.33820342,0.06646625
log-sigma-2-0-mm-3D_firstorder_Energy,4,56,21;14;12;9,estimable,,3.05039384,0.38392051,0.5424198,0.00096911
log-sigma-2-0-mm-3D_firstorder_InterquartileRange,4,56,21;14;12;9,estimable,,9.09176214,0.02809541,0.33559749,0.11714927
log-sigma-2-0-mm-3D_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,1.68546366,0.64017038,0.73794134,0.0
log-sigma-2-0-mm-3D_firstorder_Maximum,4,56,21;14;12;9,estimable,,2.13893364,0.54407647,0.67713355,0.0
log-sigma-2-0-mm-3D_firstorder_Minimum,4,56,21;14;12;9,estimable,,5.86776465,0.11822403,0.37658205,0.05514932
log-sigma-2-0-mm-3D_firstorder_Range,4,56,21;14;12;9,estimable,,5.21161535,0.15694145,0.41630502,0.04253106
log-sigma-2-0-mm-3D_firstorder_Skewness,4,56,21;14;12;9,estimable,,1.98949755,0.57458939,0.68861297,0.0
log-sigma-2-0-mm-3D_glcm_Correlation,4,56,21;14;12;9,estimable,,10.54288996,0.01447275,0.33559749,0.14505558
log-sigma-2-0-mm-3D_glcm_Imc1,4,56,21;14;12;9,estimable,,6.25478876,0.0998512,0.3534962,0.06259209
log-sigma-2-0-mm-3D_glcm_MaximumProbability,4,56,21;14;12;9,estimable,,5.91357859,0.11589136,0.37658205,0.05603036
log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,4,56,21;14;12;9,estimable,,7.58406433,0.05543737,0.33820342,0.08815508
log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,4.61855532,0.20195608,0.42361748,0.03112606
log-sigma-2-0-mm-3D_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,9.67084378,0.02158163,0.33559749,0.12828546
log-sigma-2-0-mm-3D_glrlm_RunPercentage,4,56,21;14;12;9,estimable,,7.25131281,0.06430465,0.33820342,0.08175602
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,4,56,21;14;12;9,estimable,,3.19877074,0.36198218,0.5309072,0.00382251
log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,4,56,21;14;12;9,estimable,,7.21996957,0.06520746,0.33820342,0.08115326
log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,5.66028166,0.12936017,0.37900853,0.05115926
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,4,56,21;14;12;9,estimable,,8.05233321,0.04494243,0.33559749,0.09716025
log-sigma-2-0-mm-3D_glszm_ZoneEntropy,4,56,21;14;12;9,estimable,,7.27891156,0.06351973,0.33820342,0.08228676
log-sigma-2-0-mm-3D_gldm_DependenceVariance,4,56,21;14;12;9,estimable,,5.86498986,0.11836674,0.37658205,0.05509596
log-sigma-3-0-mm-3D_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,2.38356307,0.49670169,0.64279042,0.0
log-sigma-3-0-mm-3D_firstorder_Maximum,4,56,21;14;12;9,estimable,,6.40865557,0.09333536,0.33820342,0.06555107
log-sigma-3-0-mm-3D_firstorder_Mean,4,56,21;14;12;9,estimable,,2.0231382,0.5676182,0.68596936,0.0
log-sigma-3-0-mm-3D_firstorder_Minimum,4,56,21;14;12;9,estimable,,7.80712197,0.05017072,0.33559749,0.09244465
log-sigma-3-0-mm-3D_firstorder_Range,4,56,21;14;12;9,estimable,,7.3964972,0.06027838,0.33820342,0.08454802
log-sigma-3-0-mm-3D_firstorder_Skewness,4,56,21;14;12;9,estimable,,1.99571846,0.57329583,0.68861297,0.0
log-sigma-3-0-mm-3D_firstorder_Uniformity,4,56,21;14;12;9,estimable,,9.72396766,0.0210643,0.33559749,0.12930707
log-sigma-3-0-mm-3D_firstorder_Variance,4,56,21;14;12;9,estimable,,8.7498359,0.03280867,0.33559749,0.11057377
log-sigma-3-0-mm-3D_glcm_Correlation,4,56,21;14;12;9,estimable,,8.02619644,0.0454734,0.33559749,0.09665762
log-sigma-3-0-mm-3D_glcm_Idmn,4,56,21;14;12;9,estimable,,8.22710049,0.04154414,0.33559749,0.10052116
log-sigma-3-0-mm-3D_glcm_Imc1,4,56,21;14;12;9,estimable,,1.74923917,0.62604285,0.73595877,0.0
log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,4,56,21;14;12;9,estimable,,9.72043203,0.02109835,0.33559749,0.12923908
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,6.69880057,0.08214353,0.33820342,0.07113078
log-sigma-3-0-mm-3D_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,8.46759757,0.03727456,0.33559749,0.10514611
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,7.84288101,0.04937298,0.33559749,0.09313233
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,7.07138382,0.069657,0.33820342,0.07829584
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,0.63247404,0.88895958,0.92813407,0.0
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,4,56,21;14;12;9,estimable,,9.31271631,0.02540952,0.33559749,0.12139839
log-sigma-3-0-mm-3D_glszm_ZonePercentage,4,56,21;14;12;9,estimable,,3.2616064,0.35302217,0.5202432,0.00503089
log-sigma-3-0-mm-3D_ngtdm_Contrast,4,56,21;14;12;9,estimable,,6.00908521,0.11116905,0.37658205,0.05786702
log-sigma-3-0-mm-3D_ngtdm_Strength,4,56,21;14;12;9,estimable,,5.04705215,0.168384,0.41901964,0.03936639
wavelet-LLH_firstorder_10Percentile,4,56,21;14;12;9,estimable,,0.5193788,0.91461381,0.94407915,0.0
wavelet-LLH_firstorder_Energy,4,56,21;14;12;9,estimable,,3.45047142,0.32724285,0.50395399,0.00866291
wavelet-LLH_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,2.08607829,0.55473435,0.68070988,0.0
wavelet-LLH_firstorder_Maximum,4,56,21;14;12;9,estimable,,0.43865616,0.93214621,0.95382403,0.0
wavelet-LLH_firstorder_Mean,4,56,21;14;12;9,estimable,,3.0706379,0.38086191,0.5424198,0.00135842
wavelet-LLH_firstorder_Median,4,56,21;14;12;9,estimable,,3.4766977,0.32379695,0.50115307,0.00916726
wavelet-LLH_firstorder_Skewness,4,56,21;14;12;9,estimable,,4.73600668,0.19218058,0.42361748,0.03338474
wavelet-LLH_firstorder_Variance,4,56,21;14;12;9,estimable,,2.03232784,0.56572412,0.68596936,0.0
wavelet-LLH_glcm_Autocorrelation,4,56,21;14;12;9,estimable,,0.45727414,0.92817267,0.95292394,0.0
wavelet-LLH_glcm_Correlation,4,56,21;14;12;9,estimable,,6.51629073,0.08902225,0.33820342,0.06762098
wavelet-LLH_glcm_DifferenceEntropy,4,56,21;14;12;9,estimable,,1.23179974,0.74538796,0.81641958,0.0
wavelet-LLH_glcm_Idn,4,56,21;14;12;9,estimable,,7.16424991,0.06684281,0.33820342,0.08008173
wavelet-LLH_glcm_Imc1,4,56,21;14;12;9,estimable,,4.27412281,0.23334477,0.44219881,0.02450236
wavelet-LLH_glcm_InverseVariance,4,56,21;14;12;9,estimable,,0.30419799,0.95923703,0.96550655,0.0
wavelet-LLH_glcm_JointEnergy,4,56,21;14;12;9,estimable,,0.30589868,0.95891531,0.96550655,0.0
wavelet-LLH_glcm_MCC,4,56,21;14;12;9,estimable,,6.57215957,0.08685974,0.33820342,0.06869538
wavelet-LLH_glrlm_LongRunEmphasis,4,56,21;14;12;9,estimable,,1.08677945,0.7802665,0.83137245,0.0
wavelet-LLH_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,5.72942774,0.1255424,0.37900853,0.05248899
wavelet-LLH_glrlm_RunLengthNonUniformity,4,56,21;14;12;9,estimable,,8.14330469,0.04314104,0.33559749,0.09890971
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,4,56,21;14;12;9,estimable,,2.4375373,0.48668532,0.64059435,0.0
wavelet-LLH_glszm_GrayLevelNonUniformity,4,56,21;14;12;9,estimable,,3.05631639,0.38302354,0.5424198,0.00108301
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,4,56,21;14;12;9,estimable,,1.68085915,0.6411976,0.73794134,0.0
wavelet-LLH_glszm_LargeAreaEmphasis,4,56,21;14;12;9,estimable,,2.51527629,0.47253664,0.62733313,0.0
wavelet-LLH_glszm_SizeZoneNonUniformity,4,56,21;14;12;9,estimable,,5.66927736,0.12885732,0.37900853,0.05133226
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,1.33642141,0.72050315,0.79991666,0.0
wavelet-LLH_glszm_SmallAreaEmphasis,4,56,21;14;12;9,estimable,,1.03483411,0.79282396,0.83914014,0.0
wavelet-LLH_glszm_ZoneEntropy,4,56,21;14;12;9,estimable,,6.90522437,0.07498074,0.33820342,0.07510047
wavelet-LLH_gldm_DependenceEntropy,4,56,21;14;12;9,estimable,,6.93136114,0.074118,0.33820342,0.0756031
wavelet-LLH_gldm_DependenceNonUniformityNormalized,4,56,21;14;12;9,estimable,,7.66820325,0.05339051,0.33559749,0.08977314
wavelet-LLH_gldm_DependenceVariance,4,56,21;14;12;9,estimable,,9.30779329,0.02546653,0.33559749,0.12130372
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,1.22296813,0.74750104,0.81641958,0.0
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,8.3625731,0.03908362,0.33559749,0.10312641
wavelet-LLH_ngtdm_Strength,4,56,21;14;12;9,estimable,,4.77989617,0.18864216,0.42361748,0.03422877
wavelet-LHL_firstorder_10Percentile,4,56,21;14;12;9,estimable,,3.79351653,0.28464117,0.47809173,0.01525993
wavelet-LHL_firstorder_Energy,4,56,21;14;12;9,estimable,,5.16026674,0.16043082,0.41630502,0.04154359
wavelet-LHL_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,2.40996837,0.49178171,0.64181681,0.0
wavelet-LHL_firstorder_Maximum,4,56,21;14;12;9,estimable,,6.25550483,0.09981989,0.3534962,0.06260586
wavelet-LHL_firstorder_Mean,4,56,21;14;12;9,estimable,,0.38753133,0.94280601,0.96153726,0.0
wavelet-LHL_firstorder_Minimum,4,56,21;14;12;9,estimable,,2.82207006,0.41987967,0.57540979,0.0
wavelet-LHL_firstorder_Skewness,4,56,21;14;12;9,estimable,,1.13324979,0.76905412,0.82757237,0.0
wavelet-LHL_firstorder_Variance,4,56,21;14;12;9,estimable,,5.09601384,0.16490004,0.41630502,0.04030796
wavelet-LHL_glcm_Correlation,4,56,21;14;12;9,estimable,,3.12367228,0.37294759,0.54146208,0.00237831
wavelet-LHL_glcm_Idm,4,56,21;14;12;9,estimable,,2.38847118,0.49578432,0.64279042,0.0
wavelet-LHL_glcm_Idmn,4,56,21;14;12;9,estimable,,4.26718582,0.2340208,0.44219881,0.02436896
wavelet-LHL_glcm_Imc1,4,56,21;14;12;9,estimable,,1.51881191,0.67793541,0.77049486,0.0
wavelet-LHL_glcm_Imc2,4,56,21;14;12;9,estimable,,1.07635159,0.78278575,0.83137245,0.0
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,3.96929825,0.26479851,0.46862511,0.01864035
wavelet-LHL_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,4.3203097,0.22888925,0.44219881,0.02539057
wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,3.92420038,0.26976631,0.46862511,0.01777308
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,2.11995763,0.54788576,0.67770608,0.0
wavelet-LHL_glszm_ZoneEntropy,4,56,21;14;12;9,estimable,,5.3455663,0.14817284,0.40591783,0.04510704
wavelet-LHL_glszm_ZonePercentage,4,56,21;14;12;9,estimable,,4.94389247,0.17595202,0.42361748,0.03738255
wavelet-LHL_gldm_LargeDependenceEmphasis,4,56,21;14;12;9,estimable,,2.53635577,0.4687566,0.6250088,0.0
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,3.95323129,0.26655879,0.46862511,0.01833137
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,4.78926483,0.18789476,0.42361748,0.03440894
wavelet-LHL_ngtdm_Contrast,4,56,21;14;12;9,estimable,,5.01294904,0.1708514,0.42097785,0.03871056
wavelet-LHH_firstorder_10Percentile,4,56,21;14;12;9,estimable,,1.44371345,0.6953208,0.78734855,0.0
wavelet-LHH_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,1.12470164,0.7711146,0.82757237,0.0
wavelet-LHH_firstorder_Mean,4,56,21;14;12;9,estimable,,3.8339599,0.27996066,0.47803264,0.01603769
wavelet-LHH_firstorder_Median,4,56,21;14;12;9,estimable,,5.9187403,0.11563131,0.37658205,0.05612962
wavelet-LHH_firstorder_Skewness,4,56,21;14;12;9,estimable,,9.04508295,0.02869745,0.33559749,0.1162516
wavelet-LHH_firstorder_Uniformity,4,56,21;14;12;9,estimable,,4.63386144,0.20065645,0.42361748,0.03142041
wavelet-LHH_glcm_ClusterShade,4,56,21;14;12;9,estimable,,3.05070712,0.38387302,0.5424198,0.00097514
wavelet-LHH_glcm_Correlation,4,56,21;14;12;9,estimable,,0.28009011,0.96372844,0.96686762,0.0
wavelet-LHH_glcm_Idmn,4,56,21;14;12;9,estimable,,0.51975176,0.9145311,0.94407915,0.0
wavelet-LHH_glcm_Imc1,4,56,21;14;12;9,estimable,,4.53004535,0.20962592,0.43043189,0.02942395
wavelet-LHH_glcm_Imc2,4,56,21;14;12;9,estimable,,5.27973207,0.15242297,0.41177182,0.043841
wavelet-LHH_glcm_InverseVariance,4,56,21;14;12;9,estimable,,2.02163146,0.56792918,0.68596936,0.0
wavelet-LHH_glrlm_LongRunEmphasis,4,56,21;14;12;9,estimable,,2.41438417,0.49096263,0.64181681,0.0
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,5.55764411,0.13523123,0.38258446,0.04918546
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,1.3466193,0.71809374,0.79991666,0.0
wavelet-LHH_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,7.55339241,0.05620233,0.33820342,0.08756524
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,4,56,21;14;12;9,estimable,,3.63982874,0.30307446,0.48830523,0.0123044
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,4.71846282,0.19361222,0.42361748,0.03304736
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,2.80595835,0.42252001,0.57582373,0.0
wavelet-LHH_glszm_SmallAreaEmphasis,4,56,21;14;12;9,estimable,,7.36172276,0.06121988,0.33820342,0.08387928
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,7.85902256,0.04901693,0.33559749,0.09344274
wavelet-LHH_glszm_ZoneEntropy,4,56,21;14;12;9,estimable,,5.64111171,0.130438,0.37900853,0.05079061
wavelet-LHH_gldm_DependenceEntropy,4,56,21;14;12;9,estimable,,2.59097798,0.45907342,0.61475919,0.0
wavelet-LHH_gldm_DependenceNonUniformityNormalized,4,56,21;14;12;9,estimable,,2.06037415,0.55997084,0.6844088,0.0
wavelet-LHH_gldm_DependenceVariance,4,56,21;14;12;9,estimable,,3.17141067,0.36594455,0.53417498,0.00329636
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,2.92436448,0.4034343,0.55971966,0.0
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,5.64139515,0.130422,0.37900853,0.05079606
wavelet-LHH_ngtdm_Strength,4,56,21;14;12;9,estimable,,2.93382265,0.40194137,0.55971966,0.0
wavelet-HLL_firstorder_10Percentile,4,56,21;14;12;9,estimable,,4.35102638,0.22596957,0.44164488,0.02598128
wavelet-HLL_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,3.32878327,0.3436566,0.51381666,0.00632276
wavelet-HLL_firstorder_Maximum,4,56,21;14;12;9,estimable,,0.69532462,0.87430309,0.91764288,0.0
wavelet-HLL_firstorder_Mean,4,56,21;14;12;9,estimable,,3.9146527,0.2708288,0.46862511,0.01758948
wavelet-HLL_firstorder_Median,4,56,21;14;12;9,estimable,,0.8866064,0.82865873,0.87406469,0.0
wavelet-HLL_firstorder_Minimum,4,56,21;14;12;9,estimable,,0.33991228,0.95235529,0.96488628,0.0
wavelet-HLL_firstorder_Skewness,4,56,21;14;12;9,estimable,,3.38260831,0.3363096,0.50776155,0.00735785
wavelet-HLL_firstorder_Variance,4,56,21;14;12;9,estimable,,3.4108933,0.33250417,0.50448909,0.00790179
wavelet-HLL_glcm_Correlation,4,56,21;14;12;9,estimable,,4.68828321,0.19609825,0.42361748,0.03246698
wavelet-HLL_glcm_Idmn,4,56,21;14;12;9,estimable,,3.99101921,0.26243553,0.46722626,0.01905806
wavelet-HLL_glcm_Imc1,4,56,21;14;12;9,estimable,,2.76642499,0.42905683,0.5821564,0.0
wavelet-HLL_glcm_Imc2,4,56,21;14;12;9,estimable,,3.4243794,0.33070311,0.50448909,0.00816114
wavelet-HLL_glcm_MCC,4,56,21;14;12;9,estimable,,3.79582886,0.28437168,0.47809173,0.0153044
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,1.67679616,0.6421048,0.73794134,0.0
wavelet-HLL_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,4.29623165,0.23120214,0.44219881,0.02492753
wavelet-HLL_glrlm_RunVariance,4,56,21;14;12;9,estimable,,4.34480547,0.22655809,0.44164488,0.02586164
wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,2.2235947,0.52731592,0.6683675,0.0
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,9.17557286,0.02704537,0.33559749,0.11876102
wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,3.60678482,0.30717429,0.48830523,0.01166894
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,0.3512949,0.95010941,0.96488628,0.0
wavelet-HLL_gldm_SmallDependenceEmphasis,4,56,21;14;12;9,estimable,,5.59389545,0.13312925,0.38258446,0.0498826
wavelet-HLL_ngtdm_Contrast,4,56,21;14;12;9,estimable,,4.86739169,0.18176892,0.42361748,0.03591138
wavelet-HLH_firstorder_Energy,4,56,21;14;12;9,estimable,,6.6800185,0.08282706,0.33820342,0.07076959
