core_id,m1,m2,m3,m4
CORE01,66.6666666667,30.7692307692,9.0909090909,11.1111111111
CORE02,0.0,61.5384615385,27.2727272727,22.2222222222
CORE03,26.6666666667,0.0,0.0,22.2222222222
CORE04,6.6666666667,0.0,36.3636363636,33.3333333333
CORE05,0.0,7.6923076923,27.2727272727,11.1111111111
