modality,comparison_status,not_estimable_reason,permdisp_f,permdisp_p_value,permutations,negative_eigenvalue_count,negative_eigenvalue_sum,negative_eigenvalue_fraction,limitations,q_value
fused,estimable,,14199.888484,0.99,999,0,0.0,0.0,[],0.99
