core_a,core_b,feature,cliffs_delta,p_value,q_value,direction
STATE_A,STATE_C,chr1p,-0.21630094,0.30304851,0.46407776,lower_in_core_a
STATE_A,STATE_C,chr1q,-0.78056426,0.00017253,0.00845397,lower_in_core_a
STATE_A,STATE_C,chr2p,-0.63009404,0.00245342,0.06010879,lower_in_core_a
STATE_A,STATE_C,chr2q,-0.31034483,0.13773106,0.25957007,lower_in_core_a
STATE_A,STATE_C,chr3p,-0.20376176,0.33240096,0.47904844,lower_in_core_a
STATE_A,STATE_C,chr3q,-0.18495298,0.37971678,0.50286817,higher_in_core_a
STATE_A,STATE_C,chr4p,0.02194357,0.92759521,0.92759521,higher_in_core_a
STATE_A,STATE_C,chr4q,-0.05329154,0.80853045,0.842936,lower_in_core_a
STATE_A,STATE_C,chr5p,-0.13479624,0.52471387,0.62709706,higher_in_core_a
STATE_A,STATE_C,chr5q,0.07836991,0.7162438,0.77990992,higher_in_core_a
STATE_A,STATE_C,chr6p,-0.04075235,0.85578543,0.87361429,higher_in_core_a
STATE_A,STATE_C,chr6q,0.50470219,0.01538349,0.09422388,higher_in_core_a
STATE_A,STATE_C,chr7p,-0.50470219,0.01538349,0.09422388,lower_in_core_a
STATE_A,STATE_C,chr7q,-0.42319749,0.04241257,0.14844399,lower_in_core_a
STATE_A,STATE_C,chr8p,0.13479624,0.52471387,0.62709706,higher_in_core_a
STATE_A,STATE_C,chr8q,-0.29780564,0.15454973,0.28047914,lower_in_core_a
STATE_A,STATE_C,chr9p,0.42946708,0.03942347,0.14844399,higher_in_core_a
STATE_A,STATE_C,chr9q,0.57366771,0.00584386,0.09422388,higher_in_core_a
STATE_A,STATE_C,chr10p,-0.37304075,0.073917,0.19062805,lower_in_core_a
STATE_A,STATE_C,chr10q,-0.05329154,0.80853045,0.842936,higher_in_core_a
STATE_A,STATE_C,chr11p,-0.32915361,0.11523456,0.23527056,lower_in_core_a
STATE_A,STATE_C,chr11q,-0.21003135,0.3175141,0.47146033,lower_in_core_a
STATE_A,STATE_C,chr12p,-0.42319749,0.04241257,0.14844399,lower_in_core_a
STATE_A,STATE_C,chr12q,-0.34169279,0.10190755,0.22697591,lower_in_core_a
STATE_A,STATE_C,chr13p,0.0,,,
STATE_A,STATE_C,chr13q,-0.12225705,0.56494277,0.65212442,lower_in_core_a
STATE_A,STATE_C,chr14p,0.0,,,
STATE_A,STATE_C,chr14q,0.42946708,0.03942347,0.14844399,higher_in_core_a
STATE_A,STATE_C,chr15p,0.0,,,
STATE_A,STATE_C,chr15q,-0.36050157,0.08424919,0.20298201,lower_in_core_a
STATE_A,STATE_C,chr16p,-0.29153605,0.16351304,0.28614782,higher_in_core_a
STATE_A,STATE_C,chr16q,-0.32288401,0.12239356,0.23989138,higher_in_core_a
STATE_A,STATE_C,chr17p,-0.21630094,0.30307119,0.46407776,lower_in_core_a
STATE_A,STATE_C,chr17q,-0.52978056,0.01094707,0.09422388,lower_in_core_a
STATE_A,STATE_C,chr18p,0.14733542,0.48598479,0.61059627,higher_in_core_a
STATE_A,STATE_C,chr18q,0.11598746,0.58558111,0.65212442,higher_in_core_a
STATE_A,STATE_C,chr19p,-0.32915361,0.11523456,0.23527056,lower_in_core_a
STATE_A,STATE_C,chr19q,-0.51724138,0.01299876,0.09422388,lower_in_core_a
STATE_A,STATE_C,chr20p,-0.27272727,0.19273072,0.32564846,lower_in_core_a
STATE_A,STATE_C,chr20q,-0.51097179,0.01414231,0.09422388,lower_in_core_a
STATE_A,STATE_C,chr21p,0.0,,,
STATE_A,STATE_C,chr21q,-0.35736677,0.08699229,0.20298201,lower_in_core_a
STATE_A,STATE_C,chr22p,0.0,,,
STATE_A,STATE_C,chr22q,-0.11598746,0.58558111,0.65212442,higher_in_core_a
STATE_A,STATE_C,locus::VHL,-0.37931034,0.06915328,0.1882506,lower_in_core_a
STATE_A,STATE_C,locus::SETD2,-0.40438871,0.05255272,0.15147549,lower_in_core_a
STATE_A,STATE_C,locus::PBRM1,-0.41065831,0.04896819,0.14996508,lower_in_core_a
STATE_A,STATE_C,locus::BAP1,-0.41065831,0.04896819,0.14996508,lower_in_core_a
STATE_A,STATE_C,locus::JAK2,0.44827586,0.03150698,0.14844399,higher_in_core_a
STATE_A,STATE_C,locus::CDKN2A,0.45454545,0.02919078,0.14844399,higher_in_core_a
STATE_A,STATE_C,locus::PTEN,-0.18495298,0.37969443,0.50286817,lower_in_core_a
STATE_A,STATE_C,fga,-0.18495298,0.37971678,0.50286817,higher_in_core_a
STATE_A,STATE_C,gain_burden,0.21630094,0.30307119,0.46407776,higher_in_core_a
STATE_A,STATE_C,loss_burden,-0.17241379,0.41344988,0.53313274,lower_in_core_a
STATE_B,STATE_C,chr1p,-0.215311,0.34373952,0.69872743,lower_in_core_a
STATE_B,STATE_C,chr1q,-0.53110048,0.01793265,0.43934993,lower_in_core_a
STATE_B,STATE_C,chr2p,-0.30143541,0.18216108,0.46978384,lower_in_core_a
STATE_B,STATE_C,chr2q,-0.14832536,0.51857275,0.77000196,lower_in_core_a
STATE_B,STATE_C,chr3p,0.14832536,0.51857275,0.77000196,higher_in_core_a
STATE_B,STATE_C,chr3q,-0.07177033,0.76321984,0.89042315,higher_in_core_a
STATE_B,STATE_C,chr4p,-0.29186603,0.19667106,0.4818441,lower_in_core_a
STATE_B,STATE_C,chr4q,-0.45454545,0.04310264,0.45858724,lower_in_core_a
STATE_B,STATE_C,chr5p,0.41626794,0.0642317,0.45858724,higher_in_core_a
STATE_B,STATE_C,chr5q,0.07177033,0.76321984,0.89042315,higher_in_core_a
STATE_B,STATE_C,chr6p,-0.33971292,0.13199623,0.45858724,lower_in_core_a
STATE_B,STATE_C,chr6q,0.19617225,0.38938711,0.69872743,higher_in_core_a
STATE_B,STATE_C,chr7p,0.11004785,0.635927,0.82001113,higher_in_core_a
STATE_B,STATE_C,chr7q,0.0430622,0.86332285,0.91962651,higher_in_core_a
STATE_B,STATE_C,chr8p,-0.09090909,0.69851323,0.87761919,lower_in_core_a
STATE_B,STATE_C,chr8q,0.05263158,0.82962515,0.90336961,higher_in_core_a
STATE_B,STATE_C,chr9p,0.11004785,0.635927,0.82001113,higher_in_core_a
STATE_B,STATE_C,chr9q,0.33971292,0.13199623,0.45858724,higher_in_core_a
STATE_B,STATE_C,chr10p,-0.36842105,0.10196819,0.45858724,lower_in_core_a
STATE_B,STATE_C,chr10q,-0.39712919,0.07764864,0.45858724,lower_in_core_a
STATE_B,STATE_C,chr11p,-0.18660287,0.41353256,0.69872743,lower_in_core_a
STATE_B,STATE_C,chr11q,-0.31100478,0.16846062,0.45858724,lower_in_core_a
STATE_B,STATE_C,chr12p,0.17703349,0.43854269,0.71628639,higher_in_core_a
STATE_B,STATE_C,chr12q,0.19617225,0.38938711,0.69872743,higher_in_core_a
STATE_B,STATE_C,chr13p,0.0,,,
STATE_B,STATE_C,chr13q,-0.36842105,0.10196819,0.45858724,lower_in_core_a
STATE_B,STATE_C,chr14p,0.0,,,
STATE_B,STATE_C,chr14q,0.18660287,0.41353256,0.69872743,higher_in_core_a
STATE_B,STATE_C,chr15p,0.0,,,
STATE_B,STATE_C,chr15q,-0.32535885,0.14933563,0.45858724,lower_in_core_a
STATE_B,STATE_C,chr16p,-0.13875598,0.54683433,0.78808477,lower_in_core_a
STATE_B,STATE_C,chr16q,-0.08133971,0.73062689,0.89042315,lower_in_core_a
STATE_B,STATE_C,chr17p,-0.27751196,0.21994446,0.51320374,lower_in_core_a
STATE_B,STATE_C,chr17q,-0.40669856,0.07067942,0.45858724,lower_in_core_a
STATE_B,STATE_C,chr18p,-0.19617225,0.38938711,0.69872743,lower_in_core_a
STATE_B,STATE_C,chr18q,-0.1291866,0.5758382,0.80617348,lower_in_core_a
STATE_B,STATE_C,chr19p,-0.55023923,0.01416393,0.43934993,lower_in_core_a
STATE_B,STATE_C,chr19q,-0.3492823,0.12130652,0.45858724,lower_in_core_a
STATE_B,STATE_C,chr20p,0.215311,0.34373952,0.69872743,higher_in_core_a
STATE_B,STATE_C,chr20q,0.33014354,0.14340173,0.45858724,higher_in_core_a
STATE_B,STATE_C,chr21p,0.0,,,
STATE_B,STATE_C,chr21q,-0.16746411,0.46440055,0.73405248,lower_in_core_a
STATE_B,STATE_C,chr22p,0.0,,,
STATE_B,STATE_C,chr22q,-0.31100478,0.16846062,0.45858724,lower_in_core_a
STATE_B,STATE_C,locus::VHL,0.11004785,0.635927,0.82001113,higher_in_core_a
STATE_B,STATE_C,locus::SETD2,-0.03349282,0.89727108,0.93545283,lower_in_core_a
STATE_B,STATE_C,locus::PBRM1,0.00478469,1.0,1.0,higher_in_core_a
STATE_B,STATE_C,locus::BAP1,0.00478469,1.0,1.0,higher_in_core_a
STATE_B,STATE_C,locus::JAK2,0.23444976,0.30166228,0.67188417,higher_in_core_a
STATE_B,STATE_C,locus::CDKN2A,0.06220096,0.79623804,0.90336961,lower_in_core_a
STATE_B,STATE_C,locus::PTEN,-0.44497608,0.04771501,0.45858724,lower_in_core_a
STATE_B,STATE_C,fga,0.31100478,0.16846062,0.45858724,higher_in_core_a
STATE_B,STATE_C,gain_burden,0.49282297,0.02817365,0.45858724,higher_in_core_a
STATE_B,STATE_C,loss_burden,0.05263158,0.82962515,0.90336961,higher_in_core_a
