state_id,pathway,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,direction,p_value,q_value,available_n_core,available_n_rest
STATE_A,HALLMARK_ADIPOGENESIS,29,30,0.48191294,0.44770476,0.48206193,0.44781599,1.10116075,up,0.00015501,0.00086117,29,30
STATE_A,HALLMARK_ALLOGRAFT_REJECTION,29,30,0.18191019,0.28958184,0.17116047,0.30284535,-1.51880091,down,6.9e-07,3.45e-05,29,30
STATE_A,HALLMARK_ANDROGEN_RESPONSE,29,30,0.43491079,0.37384524,0.42370284,0.37617562,1.06004848,up,8.336e-05,0.00055488,29,30
STATE_A,HALLMARK_ANGIOGENESIS,29,30,0.48000355,0.45151655,0.47347391,0.45523655,0.21489697,up,0.55939828,0.62155364,29,30
STATE_A,HALLMARK_APICAL_JUNCTION,29,30,0.29494401,0.30268999,0.28532662,0.29595281,-0.24785449,down,0.30610347,0.37284182,29,30
STATE_A,HALLMARK_APICAL_SURFACE,29,30,0.08545271,0.09225253,0.08710396,0.08949363,-0.05892041,down,0.83781709,0.83781709,29,30
STATE_A,HALLMARK_APOPTOSIS,29,30,0.42848894,0.45773796,0.42513864,0.45102951,-0.76683825,down,0.00092338,0.00307793,29,30
STATE_A,HALLMARK_BILE_ACID_METABOLISM,29,30,0.1875036,0.13532252,0.18313879,0.14529786,0.71096006,up,0.01317585,0.02533817,29,30
STATE_A,HALLMARK_CHOLESTEROL_HOMEOSTASIS,29,30,0.32094032,0.319847,0.32122827,0.32216091,-0.03122301,down,0.81420067,0.83081701,29,30
STATE_A,HALLMARK_COAGULATION,29,30,0.36243953,0.39733608,0.34877377,0.39227544,-0.92525104,down,0.00028201,0.00135927,29,30
STATE_A,HALLMARK_COMPLEMENT,29,30,0.29094564,0.33175709,0.27919653,0.32466645,-0.94809302,down,0.00029904,0.00135927,29,30
STATE_A,HALLMARK_DNA_REPAIR,29,30,0.2865297,0.31097973,0.28665698,0.31310713,-1.11494627,down,8.878e-05,0.00055488,29,30
STATE_A,HALLMARK_E2F_TARGETS,29,30,0.08325272,0.12464273,0.080558,0.12845806,-0.97470347,down,0.00127336,0.00374518,29,30
STATE_A,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,29,30,0.39642631,0.42640224,0.37457961,0.4235192,-0.53561326,down,0.01838929,0.03283802,29,30
STATE_A,HALLMARK_ESTROGEN_RESPONSE_EARLY,29,30,0.24994541,0.21969728,0.24084085,0.21747164,0.70928397,up,0.01209691,0.02419382,29,30
STATE_A,HALLMARK_ESTROGEN_RESPONSE_LATE,29,30,0.24796088,0.24598462,0.25072624,0.24072697,0.35963774,up,0.3281008,0.37284182,29,30
STATE_A,HALLMARK_FATTY_ACID_METABOLISM,29,30,0.43903394,0.38290148,0.43233923,0.3811433,1.1587824,up,6.891e-05,0.00055488,29,30
STATE_A,HALLMARK_G2M_CHECKPOINT,29,30,0.09098302,0.1149627,0.08928982,0.1272631,-0.79948585,down,0.03191948,0.04987419,29,30
STATE_A,HALLMARK_GLYCOLYSIS,29,30,0.3841888,0.39549774,0.37604702,0.39723049,-0.51379206,down,0.06113716,0.08990759,29,30
STATE_A,HALLMARK_HEDGEHOG_SIGNALING,29,30,0.13946497,0.12354088,0.14270808,0.1286641,0.3092052,up,0.31332467,0.37284182,29,30
STATE_A,HALLMARK_HEME_METABOLISM,29,30,0.33338586,0.29592077,0.33210163,0.30045147,1.30457275,up,1.72e-06,4.167e-05,29,30
