state_id,pathway,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,direction,p_value,q_value,available_n_core,available_n_rest
STATE_A,HALLMARK_ADIPOGENESIS,28,25,0.48282533,0.44913673,0.48225847,0.44900397,1.03746089,up,0.00101148,0.0050574,28,25
STATE_A,HALLMARK_ALLOGRAFT_REJECTION,28,25,0.18083743,0.27131437,0.16955457,0.28414007,-1.35342147,down,1.123e-05,0.00018717,28,25
STATE_A,HALLMARK_ANDROGEN_RESPONSE,28,25,0.43327495,0.35992562,0.42191325,0.36912826,1.20432832,up,5.874e-05,0.0005874,28,25
STATE_A,HALLMARK_ANGIOGENESIS,28,25,0.47791979,0.48352835,0.47130287,0.45721577,0.15799143,up,0.86558785,0.89757378,28,25
STATE_A,HALLMARK_APICAL_JUNCTION,28,25,0.29426018,0.30737742,0.28449623,0.29694767,-0.27720982,down,0.22910188,0.30959714,28,25
STATE_A,HALLMARK_APICAL_SURFACE,28,25,0.0825173,0.0845148,0.08688397,0.08434175,0.06164914,up,0.71491955,0.81240858,28,25
STATE_A,HALLMARK_APOPTOSIS,28,25,0.42707987,0.45193704,0.42463651,0.44567187,-0.61585318,down,0.00952995,0.02507882,28,25
STATE_A,HALLMARK_BILE_ACID_METABOLISM,28,25,0.18813224,0.13533784,0.18328958,0.1434609,0.72148097,up,0.02653654,0.05307308,28,25
STATE_A,HALLMARK_CHOLESTEROL_HOMEOSTASIS,28,25,0.31984137,0.33238303,0.32043982,0.32519214,-0.15486821,down,0.41754232,0.50919795,28,25
STATE_A,HALLMARK_COAGULATION,28,25,0.36091172,0.39746589,0.34809366,0.39338643,-0.92796346,down,0.00040507,0.00253169,28,25
STATE_A,HALLMARK_COMPLEMENT,28,25,0.28702969,0.32122509,0.27770031,0.31635635,-0.80349743,down,0.00301113,0.00940978,28,25
STATE_A,HALLMARK_DNA_REPAIR,28,25,0.28749232,0.3121066,0.28730924,0.31692431,-1.32644569,down,4.676e-05,0.0005845,28,25
STATE_A,HALLMARK_E2F_TARGETS,28,25,0.08133959,0.10651146,0.07993885,0.12386167,-0.87777589,down,0.01359796,0.0339949,28,25
STATE_A,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,28,25,0.3943579,0.43000215,0.37339587,0.42420042,-0.52694136,down,0.02534616,0.0528045,28,25
STATE_A,HALLMARK_ESTROGEN_RESPONSE_EARLY,28,25,0.24908894,0.21403165,0.23960773,0.21617569,0.69639616,up,0.02534616,0.0528045,28,25
STATE_A,HALLMARK_ESTROGEN_RESPONSE_LATE,28,25,0.24713662,0.2457196,0.25001672,0.23872783,0.39006329,up,0.31408665,0.40267519,28,25
STATE_A,HALLMARK_FATTY_ACID_METABOLISM,28,25,0.44128686,0.36997568,0.43303866,0.37923558,1.17752004,up,0.00017644,0.00126029,28,25
STATE_A,HALLMARK_G2M_CHECKPOINT,28,25,0.0900832,0.09783834,0.08819945,0.12226102,-0.7161242,down,0.1514861,0.21640871,28,25
STATE_A,HALLMARK_GLYCOLYSIS,28,25,0.38550161,0.39461683,0.37624383,0.39726914,-0.4829647,down,0.09572767,0.15954612,28,25
STATE_A,HALLMARK_HEDGEHOG_SIGNALING,28,25,0.13739653,0.12906447,0.14059544,0.13054518,0.21629744,up,0.5505852,0.64021535,28,25
