state_id,clinical_variable,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,effect_size,direction,p_value,q_value,available_n,missing_n,level,set_count,set_total,rest_count,rest_total,set_fraction,rest_fraction,frequency_difference,odds_ratio,ci_low,ci_high
STATE_A,m_stage,,,,,,,,,,0.02525848,0.06973198,57,2,M0,28,29,21,28,0.9655172413793104,0.75,0.2155172413793104,6.62790698,1.05229767,41.7459356
STATE_A,m_stage,,,,,,,,,,0.02525848,0.06973198,57,2,M1,1,29,7,28,0.034482758620689655,0.25,-0.21551724137931033,0.15087719,0.02395443,0.95030145
STATE_A,grade,,,,,,,,,,0.03521739,0.0836413,59,0,G2,16,29,8,30,0.5517241379310345,0.26666666666666666,0.2850574712643678,3.23529412,1.11223947,9.41085826
STATE_A,grade,,,,,,,,,,1.0,1.0,59,0,G3,13,29,14,30,0.4482758620689655,0.4666666666666667,-0.01839080459770115,0.93103448,0.33993353,2.54998443
STATE_A,grade,,,,,,,,,,0.00457506,0.03308356,59,0,G4,0,29,8,30,0.0,0.26666666666666666,-0.26666666666666666,0.0448654,0.00245756,0.81906708
STATE_B,age,19,40,68.0,55.0,65.52631579,56.525,0.78783666,0.78783666,higher_in_core,0.00914595,0.11045774,59,0,,,,,,,,,,,
STATE_B,gender,,,,,,,,,,0.22239677,0.54529307,59,0,FEMALE,3,19,13,40,0.15789473684210525,0.325,-0.16710526315789476,0.43209877,0.11489402,1.62505704
STATE_B,gender,,,,,,,,,,0.22239677,0.54529307,59,0,MALE,16,19,27,40,0.8421052631578947,0.675,0.16710526315789465,2.31428571,0.61536302,8.70367284
STATE_B,stage_group,,,,,,,,,,0.01162713,0.11045774,59,0,I,7,19,29,40,0.3684210526315789,0.725,-0.35657894736842105,0.23389831,0.07532634,0.72628538
STATE_B,stage_group,,,,,,,,,,0.31569599,0.54529307,59,0,II,3,19,2,40,0.15789473684210525,0.05,0.10789473684210525,3.26666667,0.583516,18.28760663
STATE_B,stage_group,,,,,,,,,,0.02470878,0.14158387,59,0,III,6,19,3,40,0.3157894736842105,0.075,0.2407894736842105,5.15873016,1.22138918,21.78871175
STATE_B,stage_group,,,,,,,,,,1.0,1.0,59,0,IV,3,19,6,40,0.15789473684210525,0.15,0.00789473684210526,1.12587413,0.27057666,4.68478163
STATE_B,t_stage,,,,,,,,,,0.09176673,0.34871357,59,0,T1A,5,19,21,40,0.2631578947368421,0.525,-0.26184210526315793,0.34402566,0.10815048,1.0943424
STATE_B,t_stage,,,,,,,,,,0.30340228,0.54529307,59,0,T1B,2,19,10,40,0.10526315789473684,0.25,-0.14473684210526316,0.41496599,0.09265378,1.85849691
STATE_B,t_stage,,,,,,,,,,0.31569599,0.54529307,59,0,T2,3,19,2,40,0.15789473684210525,0.05,0.10789473684210525,3.26666667,0.583516,18.28760663
STATE_B,t_stage,,,,,,,,,,1.0,1.0,59,0,T2B,0,19,1,40,0.0,0.025,-0.025,0.67521368,0.02627767,17.34984798
STATE_B,t_stage,,,,,,,,,,0.26635242,0.54529307,59,0,T3A,5,19,5,40,0.2631578947368421,0.125,0.1381578947368421,2.44827586,0.64722191,9.26120479
STATE_B,t_stage,,,,,,,,,,0.02980713,0.14158387,59,0,T3B,3,19,0,40,0.15789473684210525,0.0,0.15789473684210525,17.18181818,0.84015081,351.38319411
STATE_B,t_stage,,,,,,,,,,0.54412624,0.73845704,59,0,T4,1,19,1,40,0.05263157894736842,0.025,0.027631578947368417,2.13513514,0.20782237,21.93605052
STATE_B,m_stage,,,,,,,,,,0.70565334,0.83796334,57,2,M0,17,19,32,38,0.8947368421052632,0.8421052631578947,0.052631578947368474,1.4,0.29121888,6.73033289
STATE_B,m_stage,,,,,,,,,,0.70565334,0.83796334,57,2,M1,2,19,6,38,0.10526315789473684,0.15789473684210525,-0.05263157894736842,0.71428571,0.14858106,3.43384331
STATE_B,grade,,,,,,,,,,0.40191332,0.60867925,59,0,G2,6,19,18,40,0.3157894736842105,0.45,-0.1342105263157895,0.58558559,0.19110141,1.79439007
STATE_B,grade,,,,,,,,,,1.0,1.0,59,0,G3,9,19,18,40,0.47368421052631576,0.45,0.023684210526315752,1.1003861,0.37678373,3.21364615
STATE_B,grade,,,,,,,,,,0.41646475,0.60867925,59,0,G4,4,19,4,40,0.21052631578947367,0.1,0.11052631578947367,2.35483871,0.56047969,9.89378472
STATE_C,age,11,48,58.0,58.0,60.90909091,59.08333333,0.14991139,0.14991139,higher_in_core,0.65405591,0.92103446,59,0,,,,,,,,,,,
STATE_C,gender,,,,,,,,,,0.14889361,0.39359699,59,0,FEMALE,5,11,11,48,0.45454545454545453,0.22916666666666666,0.22537878787878787,2.75919732,0.74168779,10.26465578
STATE_C,gender,,,,,,,,,,0.14889361,0.39359699,59,0,MALE,6,11,37,48,0.5454545454545454,0.7708333333333334,-0.22537878787878796,0.36242424,0.09742168,1.3482762
STATE_C,stage_group,,,,,,,,,,0.31021617,0.53949932,59,0,I,5,11,31,48,0.45454545454545453,0.6458333333333334,-0.19128787878787884,0.47008547,0.13108194,1.68581838
STATE_C,stage_group,,,,,,,,,,1.0,1.0,59,0,II,1,11,4,48,0.09090909090909091,0.08333333333333333,0.007575757575757583,1.41269841,0.19770987,10.09416896
STATE_C,stage_group,,,,,,,,,,0.18625618,0.39359699,59,0,III,0,11,9,48,0.0,0.1875,-0.1875,0.18077803,0.00976258,3.3475471
STATE_C,stage_group,,,,,,,,,,0.00782027,0.04952838,59,0,IV,5,11,4,48,0.45454545454545453,0.08333333333333333,0.3712121212121212,8.36752137,1.87987441,37.24472943
STATE_C,t_stage,,,,,,,,,,0.31624112,0.53949932,59,0,T1A,3,11,23,48,0.2727272727272727,0.4791666666666667,-0.20643939393939398,0.44680851,0.1140874,1.74986759
STATE_C,t_stage,,,,,,,,,,0.67865697,0.92103446,59,0,T1B,3,11,9,48,0.2727272727272727,0.1875,0.08522727272727271,1.7120743,0.4088156,7.169977
STATE_C,t_stage,,,,,,,,,,1.0,1.0,59,0,T2,1,11,4,48,0.09090909090909091,0.08333333333333333,0.007575757575757583,1.41269841,0.19770987,10.09416896
STATE_C,t_stage,,,,,,,,,,0.18644068,0.39359699,59,0,T2B,1,11,0,48,0.09090909090909091,0.0,0.09090909090909091,13.85714286,0.52694715,364.40164636
STATE_C,t_stage,,,,,,,,,,1.0,1.0,59,0,T3A,2,11,8,48,0.18181818181818182,0.16666666666666666,0.015151515151515166,1.25386997,0.25896828,6.0709748
STATE_C,t_stage,,,,,,,,,,1.0,1.0,59,0,T3B,0,11,3,48,0.0,0.0625,-0.0625,0.56521739,0.02722616,11.73395897
STATE_C,t_stage,,,,,,,,,,0.34073641,0.53949932,59,0,T4,1,11,1,48,0.09090909090909091,0.020833333333333332,0.07007575757575758,4.52380952,0.42720465,47.90409611
STATE_C,m_stage,,,,,,,,,,0.00137725,0.01308388,57,2,M0,4,9,45,48,0.4444444444444444,0.9375,-0.4930555555555556,0.06293706,0.01204435,0.32887396
STATE_C,m_stage,,,,,,,,,,0.00137725,0.01308388,57,2,M1,5,9,3,48,0.5555555555555556,0.0625,0.4930555555555556,15.88888889,3.04067856,83.0264643
STATE_C,grade,,,,,,,,,,0.17184855,0.39359699,59,0,G2,2,11,22,48,0.18181818181818182,0.4583333333333333,-0.2765151515151515,0.30994152,0.06900261,1.39217547
STATE_C,grade,,,,,,,,,,1.0,1.0,59,0,G3,5,11,22,48,0.45454545454545453,0.4583333333333333,-0.0037878787878787845,0.9965812,0.28072314,3.53791309
STATE_C,grade,,,,,,,,,,0.03280281,0.15581335,59,0,G4,4,11,4,48,0.36363636363636365,0.08333333333333333,0.28030303030303033,5.93333333,1.2996056,27.08856021
