feature,group_count,available_n,group_sizes,comparison_status,not_estimable_reason,kruskal_h,p_value,q_value,epsilon_squared,clinical_variable,levels,chi_square,permutations
age,4,86,26;28;15;17,estimable,,2.5944831737796528,0.4584575387496094,0.4584575387496093,0.0,,,,
,4,86,,,,,0.0766,0.14354999999999998,,stage_group,I;II;III;IV,15.280680859672751,9999.0
,4,86,,,,,0.0957,0.14354999999999998,,t_stage,T1;T1a;T1b;T2;T2a;T2b;T3a;T3b;T4,31.174624978196412,9999.0
,4,81,,,,,0.0261,0.14354999999999998,,m_stage,M0;M1,9.469414715719061,9999.0
,4,86,,,,,0.0775,0.14354999999999998,,grade,G2;G3;G4,11.287449582141116,9999.0
,4,86,,,,,0.4438,0.4584575387496093,,gender,female;male,2.73666204943516,9999.0
