feature,group_count,available_n,group_sizes,comparison_status,not_estimable_reason,kruskal_h,p_value,q_value,epsilon_squared
log-sigma-2-0-mm-3D_firstorder_TotalEnergy,4,86,26;28;17;15,estimable,,16.92776824,0.00073133,0.00718611,0.16985083
log-sigma-2-0-mm-3D_firstorder_Uniformity,4,86,26;28;17;15,estimable,,13.13611764,0.0043513,0.02092327,0.12361119
log-sigma-2-0-mm-3D_firstorder_Variance,4,86,26;28;17;15,estimable,,13.26843157,0.00409064,0.02009749,0.12522478
log-sigma-2-0-mm-3D_glcm_Autocorrelation,4,86,26;28;17;15,estimable,,7.77529035,0.05089139,0.11206206,0.05823525
log-sigma-2-0-mm-3D_glcm_ClusterProminence,4,86,26;28;17;15,estimable,,12.16219979,0.00684769,0.02763532,0.11173414
log-sigma-2-0-mm-3D_glcm_ClusterShade,4,86,26;28;17;15,estimable,,10.32480876,0.01599765,0.04820625,0.08932694
log-sigma-2-0-mm-3D_glcm_ClusterTendency,4,86,26;28;17;15,estimable,,13.34918901,0.00393921,0.01952328,0.12620962
log-sigma-2-0-mm-3D_glcm_Contrast,4,86,26;28;17;15,estimable,,8.2684592,0.04077737,0.0974174,0.0642495
log-sigma-2-0-mm-3D_glcm_Correlation,4,86,26;28;17;15,estimable,,14.71887851,0.00207335,0.01331185,0.14291315
log-sigma-2-0-mm-3D_glcm_DifferenceAverage,4,86,26;28;17;15,estimable,,8.06160905,0.04475545,0.10279199,0.06172694
log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,4,86,26;28;17;15,estimable,,8.55190643,0.03588173,0.08776267,0.06770618
log-sigma-2-0-mm-3D_glcm_DifferenceVariance,4,86,26;28;17;15,estimable,,8.25980889,0.04093659,0.09759145,0.06414401
log-sigma-2-0-mm-3D_glcm_Id,4,86,26;28;17;15,estimable,,8.20546199,0.0419509,0.09855409,0.06348124
log-sigma-2-0-mm-3D_glcm_Idm,4,86,26;28;17;15,estimable,,8.08076065,0.04437178,0.10230829,0.0619605
log-sigma-2-0-mm-3D_glcm_Idmn,4,86,26;28;17;15,estimable,,8.6956839,0.03362288,0.08334464,0.06945956
log-sigma-2-0-mm-3D_glcm_Idn,4,86,26;28;17;15,estimable,,9.69878431,0.02130801,0.05915983,0.08169249
log-sigma-2-0-mm-3D_glcm_Imc1,4,86,26;28;17;15,estimable,,5.02079411,0.17028081,0.26322478,0.02464383
log-sigma-2-0-mm-3D_glcm_Imc2,4,86,26;28;17;15,estimable,,15.69568879,0.00130907,0.01041725,0.15482547
log-sigma-2-0-mm-3D_glcm_InverseVariance,4,86,26;28;17;15,estimable,,8.25200866,0.04108068,0.09772878,0.06404889
log-sigma-2-0-mm-3D_glcm_JointAverage,4,86,26;28;17;15,estimable,,7.71158632,0.05236401,0.11357261,0.05745837
log-sigma-2-0-mm-3D_glcm_JointEnergy,4,86,26;28;17;15,estimable,,11.6837314,0.00854895,0.03241716,0.10589916
log-sigma-2-0-mm-3D_glcm_JointEntropy,4,86,26;28;17;15,estimable,,12.74430816,0.00522348,0.02287803,0.11883303
log-sigma-2-0-mm-3D_glcm_MCC,4,86,26;28;17;15,estimable,,15.08885665,0.00174227,0.01231488,0.14742508
log-sigma-2-0-mm-3D_glcm_MaximumProbability,4,86,26;28;17;15,estimable,,12.88558366,0.00489069,0.02226059,0.1205559
log-sigma-2-0-mm-3D_glcm_SumAverage,4,86,26;28;17;15,estimable,,7.71158632,0.05236401,0.11357261,0.05745837
log-sigma-2-0-mm-3D_glcm_SumEntropy,4,86,26;28;17;15,estimable,,12.65850924,0.00543643,0.02326957,0.1177867
log-sigma-2-0-mm-3D_glcm_SumSquares,4,86,26;28;17;15,estimable,,13.2855996,0.00405798,0.02002409,0.12543414
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,20.21972277,0.00015284,0.00296731,0.20999662
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,4,86,26;28;17;15,estimable,,12.80495543,0.00507796,0.02258227,0.11957263
log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,4,86,26;28;17;15,estimable,,12.21123581,0.0066935,0.02720739,0.11233214
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,8.05688839,0.04485051,0.10280137,0.06166937
log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,4,86,26;28;17;15,estimable,,7.92993411,0.04748217,0.10645804,0.06012115
log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,11.13875534,0.01099875,0.0374367,0.09925311
log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,4.34138054,0.22688271,0.32411816,0.0163583
log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,8.61775466,0.03482938,0.08574553,0.0685092
log-sigma-2-0-mm-3D_glrlm_RunEntropy,4,86,26;28;17;15,estimable,,9.43515093,0.02403135,0.06434935,0.07847745
log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,4,86,26;28;17;15,estimable,,20.76149927,0.00011799,0.00296731,0.21660365
log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,4,86,26;28;17;15,estimable,,11.37181435,0.00987622,0.03509474,0.1020953
log-sigma-2-0-mm-3D_glrlm_RunPercentage,4,86,26;28;17;15,estimable,,10.2725287,0.01638609,0.04924543,0.08868937
log-sigma-2-0-mm-3D_glrlm_RunVariance,4,86,26;28;17;15,estimable,,6.58746114,0.08627634,0.16496153,0.04374953
log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,4,86,26;28;17;15,estimable,,13.17909956,0.00426487,0.02059531,0.12413536
log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,6.39262136,0.09399482,0.17614286,0.04137343
log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,12.24857921,0.00657838,0.02683599,0.11278755
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,15.2254353,0.00163379,0.01217054,0.14909067
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,4,86,26;28;17;15,estimable,,2.4365609,0.48686511,0.58033499,0.0
log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,4,86,26;28;17;15,estimable,,4.96142057,0.17464402,0.26570895,0.02391976
log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,4,86,26;28;17;15,estimable,,7.41960525,0.05966052,0.12648478,0.05389763
log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,4,86,26;28;17;15,estimable,,19.32770832,0.00023389,0.00335483,0.19911839
log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,21.16161361,9.745e-05,0.00296731,0.22148309
log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,14.18914103,0.00265868,0.01564744,0.13645294
log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,4,86,26;28;17;15,estimable,,10.4484735,0.01511454,0.04628572,0.09083504
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,4,86,26;28;17;15,estimable,,17.91066345,0.00045891,0.0052223,0.18183736
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,4,86,26;28;17;15,estimable,,0.17752811,0.98113281,0.98755132,0.0
log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,4,86,26;28;17;15,estimable,,0.37199966,0.94596399,0.96387674,0.0
log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.94008693,0.04726629,0.10618471,0.06024496
log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,5.25149336,0.15428106,0.24728737,0.02745724
log-sigma-2-0-mm-3D_glszm_ZoneEntropy,4,86,26;28;17;15,estimable,,10.84693232,0.01258303,0.04062521,0.0956943
log-sigma-2-0-mm-3D_glszm_ZonePercentage,4,86,26;28;17;15,estimable,,14.56816192,0.00222547,0.01404906,0.14107515
log-sigma-2-0-mm-3D_glszm_ZoneVariance,4,86,26;28;17;15,estimable,,19.31292896,0.00023554,0.00335483,0.19893816
log-sigma-2-0-mm-3D_gldm_DependenceEntropy,4,86,26;28;17;15,estimable,,11.72761083,0.00837695,0.03197957,0.10643428
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity,4,86,26;28;17;15,estimable,,17.79999451,0.00048366,0.00541125,0.18048774
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,4,86,26;28;17;15,estimable,,8.57318652,0.03553829,0.08711121,0.06796569
log-sigma-2-0-mm-3D_gldm_DependenceVariance,4,86,26;28;17;15,estimable,,12.62851335,0.00551288,0.02350775,0.11742089
log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,18.86043064,0.00029218,0.0037582,0.19341989
log-sigma-2-0-mm-3D_gldm_GrayLevelVariance,4,86,26;28;17;15,estimable,,13.64470665,0.00343091,0.01811649,0.1298135
log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.77551386,0.0508863,0.11206206,0.05823797
log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,4,86,26;28;17;15,estimable,,9.52613163,0.02305498,0.06232566,0.07958697
log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,8.83525984,0.03156331,0.08028741,0.07116171
log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,5.88864246,0.11715551,0.20497685,0.03522735
log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,8.39326941,0.03854619,0.09366328,0.06577158
log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,4,86,26;28;17;15,estimable,,12.8169941,0.00504955,0.02255333,0.11971944
log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.20392449,0.06567436,0.13484464,0.05126737
log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,14.10896901,0.00276052,0.01591524,0.13547523
log-sigma-2-0-mm-3D_ngtdm_Busyness,4,86,26;28;17;15,estimable,,13.90698214,0.00303454,0.01656536,0.13301198
log-sigma-2-0-mm-3D_ngtdm_Coarseness,4,86,26;28;17;15,estimable,,20.56291747,0.00012974,0.00296731,0.21418192
log-sigma-2-0-mm-3D_ngtdm_Complexity,4,86,26;28;17;15,estimable,,7.82217936,0.04983329,0.11042141,0.05880707
log-sigma-2-0-mm-3D_ngtdm_Contrast,4,86,26;28;17;15,estimable,,11.54747698,0.00910556,0.03351558,0.10423752
log-sigma-2-0-mm-3D_ngtdm_Strength,4,86,26;28;17;15,estimable,,13.24981132,0.00412637,0.02018527,0.1249977
log-sigma-3-0-mm-3D_firstorder_10Percentile,4,86,26;28;17;15,estimable,,12.7760619,0.00514678,0.02264573,0.11922027
log-sigma-3-0-mm-3D_firstorder_90Percentile,4,86,26;28;17;15,estimable,,9.87128605,0.01969254,0.05549269,0.08379617
log-sigma-3-0-mm-3D_firstorder_Energy,4,86,26;28;17;15,estimable,,16.64309615,0.0008368,0.00789804,0.16637922
log-sigma-3-0-mm-3D_firstorder_Entropy,4,86,26;28;17;15,estimable,,15.53391768,0.00141282,0.01086045,0.15285265
log-sigma-3-0-mm-3D_firstorder_InterquartileRange,4,86,26;28;17;15,estimable,,14.95132658,0.00185872,0.01255491,0.14574789
log-sigma-3-0-mm-3D_firstorder_Kurtosis,4,86,26;28;17;15,estimable,,14.46803896,0.00233259,0.01432515,0.13985413
log-sigma-3-0-mm-3D_firstorder_Maximum,4,86,26;28;17;15,estimable,,8.83996337,0.0314961,0.08028741,0.07121907
log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation,4,86,26;28;17;15,estimable,,15.35176061,0.00153943,0.01159704,0.15063123
log-sigma-3-0-mm-3D_firstorder_Mean,4,86,26;28;17;15,estimable,,9.93300392,0.0191443,0.05451134,0.08454883
log-sigma-3-0-mm-3D_firstorder_Median,4,86,26;28;17;15,estimable,,11.40394953,0.00973058,0.03499168,0.10248719
log-sigma-3-0-mm-3D_firstorder_Minimum,4,86,26;28;17;15,estimable,,5.86921688,0.1181494,0.20497685,0.03499045
log-sigma-3-0-mm-3D_firstorder_Range,4,86,26;28;17;15,estimable,,8.24286138,0.0412503,0.09792613,0.06393733
log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,4,86,26;28;17;15,estimable,,15.73654867,0.00128409,0.01029093,0.15532376
log-sigma-3-0-mm-3D_firstorder_RootMeanSquared,4,86,26;28;17;15,estimable,,13.47392297,0.00371616,0.01881934,0.12773077
log-sigma-3-0-mm-3D_firstorder_Skewness,4,86,26;28;17;15,estimable,,9.68064272,0.02148528,0.05937811,0.08147125
log-sigma-3-0-mm-3D_firstorder_TotalEnergy,4,86,26;28;17;15,estimable,,16.64309615,0.0008368,0.00789804,0.16637922
log-sigma-3-0-mm-3D_firstorder_Uniformity,4,86,26;28;17;15,estimable,,15.1379163,0.0017025,0.01225366,0.14802337
log-sigma-3-0-mm-3D_firstorder_Variance,4,86,26;28;17;15,estimable,,15.08711201,0.0017437,0.01231488,0.14740381
log-sigma-3-0-mm-3D_glcm_Autocorrelation,4,86,26;28;17;15,estimable,,5.21805383,0.15650901,0.24838737,0.02704944
log-sigma-3-0-mm-3D_glcm_ClusterProminence,4,86,26;28;17;15,estimable,,15.3707566,0.00152572,0.0115709,0.15086289
log-sigma-3-0-mm-3D_glcm_ClusterShade,4,86,26;28;17;15,estimable,,6.15090861,0.10449462,0.19044987,0.03842571
log-sigma-3-0-mm-3D_glcm_ClusterTendency,4,86,26;28;17;15,estimable,,15.67946907,0.00131913,0.01042389,0.15462767
log-sigma-3-0-mm-3D_glcm_Contrast,4,86,26;28;17;15,estimable,,11.19304019,0.01072654,0.03679448,0.09991512
log-sigma-3-0-mm-3D_glcm_Correlation,4,86,26;28;17;15,estimable,,12.19331415,0.00674945,0.02733648,0.11211359
log-sigma-3-0-mm-3D_glcm_DifferenceAverage,4,86,26;28;17;15,estimable,,11.22270088,0.01058063,0.03645156,0.10027684
log-sigma-3-0-mm-3D_glcm_DifferenceEntropy,4,86,26;28;17;15,estimable,,11.75811142,0.00825942,0.03179464,0.10680624
log-sigma-3-0-mm-3D_glcm_DifferenceVariance,4,86,26;28;17;15,estimable,,11.5059527,0.0092822,0.03390922,0.10373113
log-sigma-3-0-mm-3D_glcm_Id,4,86,26;28;17;15,estimable,,11.38498953,0.00981625,0.03499168,0.10225597
log-sigma-3-0-mm-3D_glcm_Idm,4,86,26;28;17;15,estimable,,11.38533658,0.00981468,0.03499168,0.1022602
log-sigma-3-0-mm-3D_glcm_Idmn,4,86,26;28;17;15,estimable,,10.63924261,0.01384548,0.04321932,0.0931615
log-sigma-3-0-mm-3D_glcm_Idn,4,86,26;28;17;15,estimable,,17.37691637,0.00059115,0.00624299,0.17532825
log-sigma-3-0-mm-3D_glcm_Imc1,4,86,26;28;17;15,estimable,,4.43200431,0.21843613,0.31403668,0.01746347
log-sigma-3-0-mm-3D_glcm_Imc2,4,86,26;28;17;15,estimable,,15.20879228,0.00164664,0.01217054,0.14888771
log-sigma-3-0-mm-3D_glcm_InverseVariance,4,86,26;28;17;15,estimable,,11.45839974,0.00948864,0.03425611,0.10315122
log-sigma-3-0-mm-3D_glcm_JointAverage,4,86,26;28;17;15,estimable,,5.20968518,0.15707131,0.24838737,0.02694738
log-sigma-3-0-mm-3D_glcm_JointEnergy,4,86,26;28;17;15,estimable,,15.14788713,0.00169453,0.01225366,0.14814497
log-sigma-3-0-mm-3D_glcm_JointEntropy,4,86,26;28;17;15,estimable,,14.81527408,0.00198151,0.0131065,0.14408871
log-sigma-3-0-mm-3D_glcm_MCC,4,86,26;28;17;15,estimable,,12.85897946,0.00495171,0.02235162,0.12023146
log-sigma-3-0-mm-3D_glcm_MaximumProbability,4,86,26;28;17;15,estimable,,16.7629774,0.00079066,0.00763629,0.16784119
log-sigma-3-0-mm-3D_glcm_SumAverage,4,86,26;28;17;15,estimable,,5.20968518,0.15707131,0.24838737,0.02694738
log-sigma-3-0-mm-3D_glcm_SumEntropy,4,86,26;28;17;15,estimable,,15.19336523,0.00165864,0.01217054,0.14869958
log-sigma-3-0-mm-3D_glcm_SumSquares,4,86,26;28;17;15,estimable,,15.5488232,0.00140293,0.01086045,0.15303443
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,19.92400217,0.00017601,0.00298522,0.20639027
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,4,86,26;28;17;15,estimable,,14.97625809,0.00183705,0.01250522,0.14605193
log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance,4,86,26;28;17;15,estimable,,14.07567281,0.00280394,0.01597775,0.13506918
log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,5.03242516,0.16943815,0.26273868,0.02478567
log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,4,86,26;28;17;15,estimable,,13.6766829,0.00337997,0.0179313,0.13020345
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,15.09989237,0.00173324,0.01231488,0.14755966
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,4.19339737,0.24132377,0.34086983,0.01455363
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,4,86,26;28;17;15,estimable,,4.6654487,0.19799894,0.29285184,0.02031035
log-sigma-3-0-mm-3D_glrlm_RunEntropy,4,86,26;28;17;15,estimable,,18.21597368,0.00039696,0.00482328,0.18556065
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity,4,86,26;28;17;15,estimable,,20.63369917,0.00012542,0.00296731,0.21504511
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,4,86,26;28;17;15,estimable,,14.06819288,0.00281378,0.01597775,0.13497796
log-sigma-3-0-mm-3D_glrlm_RunPercentage,4,86,26;28;17;15,estimable,,14.65717218,0.00213434,0.01362601,0.14216064
log-sigma-3-0-mm-3D_glrlm_RunVariance,4,86,26;28;17;15,estimable,,13.69921091,0.00334453,0.01791146,0.13047818
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,4,86,26;28;17;15,estimable,,13.80231319,0.00318697,0.01714893,0.13173553
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,4.69184669,0.19580317,0.29036428,0.02063228
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,12.69889052,0.00533516,0.02301594,0.11827915
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,15.06488726,0.00176203,0.01236704,0.14713277
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,4,86,26;28;17;15,estimable,,2.24683005,0.52278331,0.60862106,0.0
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,4,86,26;28;17;15,estimable,,2.87067885,0.41199669,0.50936133,0.0
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,4,86,26;28;17;15,estimable,,6.25876898,0.09967728,0.18374442,0.03974109
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,4,86,26;28;17;15,estimable,,19.40422024,0.00022552,0.00335313,0.20005147
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,21.77598584,7.262e-05,0.00296731,0.22897544
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,14.99888475,0.0018176,0.01250522,0.14632786
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,4,86,26;28;17;15,estimable,,7.18285315,0.06629244,0.13570735,0.0510104
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,4,86,26;28;17;15,estimable,,18.83313922,0.000296,0.0037582,0.19308706
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,4,86,26;28;17;15,estimable,,5.54199201,0.13614849,0.22558328,0.0309999
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,4,86,26;28;17;15,estimable,,12.29151769,0.00644843,0.02640118,0.11331119
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,7.85790072,0.0490416,0.1090886,0.05924269
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,2.04692278,0.56272504,0.64230232,0.0
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,4,86,26;28;17;15,estimable,,11.03287723,0.01154942,0.03861197,0.09796192
log-sigma-3-0-mm-3D_glszm_ZonePercentage,4,86,26;28;17;15,estimable,,14.81279454,0.00198382,0.0131065,0.14405847
log-sigma-3-0-mm-3D_glszm_ZoneVariance,4,86,26;28;17;15,estimable,,19.58056998,0.00020734,0.0033442,0.20220207
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,4,86,26;28;17;15,estimable,,12.87922217,0.00490521,0.02226059,0.12047832
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,4,86,26;28;17;15,estimable,,18.69763839,0.00031571,0.00392035,0.19143461
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,4,86,26;28;17;15,estimable,,13.5503523,0.00358571,0.01836848,0.12866283
log-sigma-3-0-mm-3D_gldm_DependenceVariance,4,86,26;28;17;15,estimable,,10.25332745,0.01653107,0.04954936,0.08845521
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,4,86,26;28;17;15,estimable,,19.29544888,0.00023751,0.00335483,0.19872499
log-sigma-3-0-mm-3D_gldm_GrayLevelVariance,4,86,26;28;17;15,estimable,,15.53877374,0.00140959,0.01086045,0.15291187
log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,5.27839726,0.15251032,0.24514461,0.02778533
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,4,86,26;28;17;15,estimable,,14.31896283,0.00250162,0.01503633,0.13803613
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,6.61369138,0.08528503,0.16417731,0.04406941
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,3.77043405,0.28734393,0.3883955,0.00939554
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,5.02885118,0.16969667,0.26273868,0.02474209
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,4,86,26;28;17;15,estimable,,13.10197328,0.00442119,0.02097303,0.1231948
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,4,86,26;28;17;15,estimable,,5.97808413,0.11268136,0.2002043,0.0363181
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,4,86,26;28;17;15,estimable,,13.19339538,0.00423651,0.02054616,0.1243097
log-sigma-3-0-mm-3D_ngtdm_Busyness,4,86,26;28;17;15,estimable,,13.51096012,0.00365237,0.01859089,0.12818244
log-sigma-3-0-mm-3D_ngtdm_Coarseness,4,86,26;28;17;15,estimable,,20.07502514,0.00016377,0.00296731,0.20823201
log-sigma-3-0-mm-3D_ngtdm_Complexity,4,86,26;28;17;15,estimable,,7.68190422,0.05306423,0.11487084,0.05709639
log-sigma-3-0-mm-3D_ngtdm_Contrast,4,86,26;28;17;15,estimable,,16.48786568,0.00090055,0.00803545,0.16448617
log-sigma-3-0-mm-3D_ngtdm_Strength,4,86,26;28;17;15,estimable,,13.54635548,0.00359242,0.01836848,0.12861409
wavelet-LLH_firstorder_10Percentile,4,86,26;28;17;15,estimable,,3.83008938,0.28040558,0.37992603,0.01012304
wavelet-LLH_firstorder_90Percentile,4,86,26;28;17;15,estimable,,2.99912944,0.39175942,0.49297121,0.0
wavelet-LLH_firstorder_Energy,4,86,26;28;17;15,estimable,,16.43054897,0.00092528,0.00804282,0.16378718
wavelet-LLH_firstorder_Entropy,4,86,26;28;17;15,estimable,,3.87700984,0.27505477,0.37537668,0.01069524
wavelet-LLH_firstorder_InterquartileRange,4,86,26;28;17;15,estimable,,3.14642204,0.36959606,0.4729825,0.00178563
wavelet-LLH_firstorder_Kurtosis,4,86,26;28;17;15,estimable,,3.38436677,0.33607191,0.44004781,0.0046874
wavelet-LLH_firstorder_Maximum,4,86,26;28;17;15,estimable,,7.21385878,0.0653849,0.13482653,0.05138852
wavelet-LLH_firstorder_MeanAbsoluteDeviation,4,86,26;28;17;15,estimable,,3.40789458,0.33290582,0.43793199,0.00497432
wavelet-LLH_firstorder_Mean,4,86,26;28;17;15,estimable,,4.76819096,0.18957986,0.28299239,0.0215633
wavelet-LLH_firstorder_Median,4,86,26;28;17;15,estimable,,1.13133657,0.7695152,0.81668498,0.0
wavelet-LLH_firstorder_Minimum,4,86,26;28;17;15,estimable,,7.30821538,0.06269649,0.13097089,0.05253921
wavelet-LLH_firstorder_Range,4,86,26;28;17;15,estimable,,7.3298925,0.06209417,0.13042084,0.05280357
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,4,86,26;28;17;15,estimable,,3.2875714,0.34937622,0.4543097,0.00350697
wavelet-LLH_firstorder_RootMeanSquared,4,86,26;28;17;15,estimable,,3.81168237,0.2825302,0.38234626,0.00989857
wavelet-LLH_firstorder_Skewness,4,86,26;28;17;15,estimable,,1.61172166,0.65673494,0.72308342,0.0
wavelet-LLH_firstorder_TotalEnergy,4,86,26;28;17;15,estimable,,16.43054897,0.00092528,0.00804282,0.16378718
wavelet-LLH_firstorder_Uniformity,4,86,26;28;17;15,estimable,,4.35103888,0.22596838,0.32404095,0.01647608
wavelet-LLH_firstorder_Variance,4,86,26;28;17;15,estimable,,3.65556652,0.30113904,0.40462202,0.00799471
wavelet-LLH_glcm_Autocorrelation,4,86,26;28;17;15,estimable,,7.60765725,0.05485585,0.11807069,0.05619094
wavelet-LLH_glcm_ClusterProminence,4,86,26;28;17;15,estimable,,6.17216636,0.10352788,0.18929855,0.03868496
wavelet-LLH_glcm_ClusterShade,4,86,26;28;17;15,estimable,,5.60816894,0.13231017,0.22149703,0.03180694
wavelet-LLH_glcm_ClusterTendency,4,86,26;28;17;15,estimable,,7.53797,0.05659082,0.12111293,0.0553411
wavelet-LLH_glcm_Contrast,4,86,26;28;17;15,estimable,,2.92143719,0.4038973,0.50431376,0.0
wavelet-LLH_glcm_Correlation,4,86,26;28;17;15,estimable,,2.49761614,0.47572205,0.57066445,0.0
wavelet-LLH_glcm_DifferenceAverage,4,86,26;28;17;15,estimable,,2.81648699,0.42079305,0.51853451,0.0
wavelet-LLH_glcm_DifferenceEntropy,4,86,26;28;17;15,estimable,,3.38462537,0.33603697,0.44004781,0.00469055
wavelet-LLH_glcm_DifferenceVariance,4,86,26;28;17;15,estimable,,3.22642192,0.35801533,0.46327145,0.00276124
