empty_mutation_distance,max_absolute_affinity_delta_vs_0_5,mean_absolute_affinity_delta_vs_0_5
0.0,0.9097764778422579,0.04338232970918038
0.5,0.0,0.0
1.0,0.0569824494973865,0.005848966155258434
