case_id,columns,error,exists,file_path,invalid_segment_mean_count,required_columns_present,segment_count,segment_mean_max,segment_mean_median,segment_mean_min
TCGA-BP-5009,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/fbf0a121-cc0d-4895-b2ed-c4019462a82f/NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_D02_697864.nocnv_grch38.seg.v2.txt,0,True,124,1.0416,-0.010499999999999999,-3.0088
TCGA-BP-5010,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/5df1c1f9-85bf-49e5-8df7-50e9e4f1d68c/NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_D03_730672.nocnv_grch38.seg.v2.txt,0,True,77,1.6223,0.022,-4.0058
TCGA-BP-5168,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/485f4c61-5369-43ce-9f27-0078de8e8385/NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_G04_730600.nocnv_grch38.seg.v2.txt,0,True,52,1.9157,-0.00015,-1.879
TCGA-BP-5169,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/c30c7f53-6929-45c2-a730-25f7be6834e0/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_B02_742036.nocnv_grch38.seg.v2.txt,0,True,104,0.6127,-0.06355,-2.689
TCGA-BP-5174,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/0e91ee01-1190-46ea-9fe7-01173066cd3d/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_C09_741906.nocnv_grch38.seg.v2.txt,0,True,77,1.2155,0.0192,-2.1243
TCGA-BP-5175,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/ab671da8-a505-4090-826a-6d576a682407/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_D04_742044.nocnv_grch38.seg.v2.txt,0,True,213,1.83,0.3039,-2.2851
TCGA-BP-5180,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/8be6d46d-5fc1-4c0e-92f2-a70ecbca91c2/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_B03_741896.nocnv_grch38.seg.v2.txt,0,True,88,0.2099,0.13030000000000003,-4.7954
TCGA-BP-5181,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/ff4874ba-3e35-46ed-a4d4-17447b8c8d49/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_B09_742012.nocnv_grch38.seg.v2.txt,0,True,73,0.4619,0.0354,-4.1163
TCGA-BP-5183,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/114f0e09-793c-48f5-b62a-09a2d89d47de/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_C10_742016.nocnv_grch38.seg.v2.txt,0,True,76,2.8197,0.0664,-4.9771
TCGA-BP-5184,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/5f6116d8-ed05-4fb1-996d-bc6c5d300e84/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_A10_742030.nocnv_grch38.seg.v2.txt,0,True,56,0.0382,0.0182,-2.6151
TCGA-BP-5186,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/6ee2cb0b-ac05-4cd0-9ed6-f20ea30f7334/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_E07_741968.nocnv_grch38.seg.v2.txt,0,True,58,1.4773,0.0127,-4.3523
TCGA-BP-5187,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/58c641df-a333-441d-97ad-73cedd8203e8/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_H06_742068.nocnv_grch38.seg.v2.txt,0,True,53,0.2362,0.0117,-2.7958
TCGA-BP-5189,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/c9d2552f-e302-4e46-9aea-547ba6ba6443/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_F09_742074.nocnv_grch38.seg.v2.txt,0,True,72,0.548,0.040749999999999995,-3.1709
TCGA-BP-5190,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/e5e5d0a8-6efc-4110-8dfc-7f8cf31a4205/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_A04_741912.nocnv_grch38.seg.v2.txt,0,True,63,0.5951,0.029,-3.0494
TCGA-BP-5191,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/ef34cbfb-d802-4bf2-b77e-c391fbf4b967/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_H10_742046.nocnv_grch38.seg.v2.txt,0,True,65,0.3828,-0.2164,-3.4483
TCGA-BP-5192,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/cf075818-2ea9-4b86-9915-b12f308105d9/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_C11_741936.nocnv_grch38.seg.v2.txt,0,True,143,1.4064,0.0039,-4.5912
TCGA-BP-5194,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/57417fb4-5613-4e6c-83a6-1c6d46bc44c0/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_D05_742050.nocnv_grch38.seg.v2.txt,0,True,47,0.564,0.0103,-1.5746
TCGA-BP-5195,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/79ee708b-7a4c-4a1a-a2ad-58be3fb0a978/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_G12_741902.nocnv_grch38.seg.v2.txt,0,True,61,2.2208,0.0044,-4.098
TCGA-BP-5196,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/0a018fbb-7f17-467e-b41d-902d75b3b28c/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_E08_742070.nocnv_grch38.seg.v2.txt,0,True,118,2.7425,0.0556,-4.1554
TCGA-BP-5199,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/dc83a342-137b-4912-812c-085294ec6b65/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_B04_741892.nocnv_grch38.seg.v2.txt,0,True,98,0.1799,0.02385,-2.6808
TCGA-BP-5200,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/1b16fa12-5598-4869-8ff7-6f42ba5bd4bd/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_B10_741894.nocnv_grch38.seg.v2.txt,0,True,102,1.7024,0.12040000000000001,-1.8868
TCGA-BP-5202,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/37c84ac8-3555-4c8a-9115-9a01add8adce/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_G07_741952.nocnv_grch38.seg.v2.txt,0,True,101,0.5614,-0.002,-4.0614
TCGA-CJ-4636,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/878f2b0f-cbfc-43fc-9d53-5bb9be290ae0/DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_G01_729440.nocnv_grch38.seg.v2.txt,0,True,103,0.5583,-0.0389,-4.6587
TCGA-CJ-4637,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/cbef3c7e-6170-4d6a-842d-39a9fa2d3b49/DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_D12_729474.nocnv_grch38.seg.v2.txt,0,True,112,1.9302,0.0257,-2.0888
TCGA-CJ-4641,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/3ae22bcf-6903-4f0a-8253-275e1d2ff34f/DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_G11_729492.nocnv_grch38.seg.v2.txt,0,True,95,2.0395,0.0175,-2.7355
TCGA-CJ-4643,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/a8e68872-0f94-49b0-9913-39e9b61b6220/DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_F09_729426.nocnv_grch38.seg.v2.txt,0,True,121,1.6944,0.0317,-2.1069
TCGA-CJ-4899,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/d701d815-ccca-4f71-ab69-bd33170530b4/NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_A11_697814.nocnv_grch38.seg.v2.txt,0,True,107,1.7659,-0.0054,-2.4673
TCGA-CJ-4900,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/a24323b1-5a1f-4f4c-8d1d-42fb306f1eff/NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_A12_697788.nocnv_grch38.seg.v2.txt,0,True,98,1.5036,0.018000000000000002,-2.1863
TCGA-CJ-4901,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/a8bdf79f-12c0-443f-b2ec-c6a197ae8b6b/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_F01_742038.nocnv_grch38.seg.v2.txt,0,True,90,1.5674,-0.05195,-2.9919
TCGA-CJ-4902,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/0ab5d328-a9be-49ec-b009-6dca7c95e188/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_A03_741920.nocnv_grch38.seg.v2.txt,0,True,92,1.649,-0.0015,-3.2078
TCGA-CJ-4903,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/12de6907-ab89-4e2e-8a0d-0bf3707ec371/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_B11_741950.nocnv_grch38.seg.v2.txt,0,True,103,1.6449,-0.0472,-4.043
TCGA-CJ-4904,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/a90f073a-5809-41b8-b3fd-108fcfb5b848/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_A06_742000.nocnv_grch38.seg.v2.txt,0,True,54,1.4488,-0.00065,-2.9698
TCGA-CJ-4905,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/aaedfcf8-ed54-41e5-9773-a097f4a4e191/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_A07_741986.nocnv_grch38.seg.v2.txt,0,True,59,0.3423,-0.0157,-1.7132
TCGA-CJ-4907,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/70d8bc47-5720-4857-8658-9a2a6a1be156/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_A11_742034.nocnv_grch38.seg.v2.txt,0,True,104,2.2506,-0.0010499999999999997,-4.0596
TCGA-CJ-4908,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/b355e495-b958-45ca-833b-81947d4b42bf/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_E02_742032.nocnv_grch38.seg.v2.txt,0,True,139,1.0086,0.0025,-5.4945
TCGA-CJ-4912,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/c0c3ca0a-af58-4ec5-a754-650536ab635d/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_H03_741940.nocnv_grch38.seg.v2.txt,0,True,213,1.2616,-0.0484,-4.1917
TCGA-CJ-4916,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/934f7131-2724-42c6-bb54-1ddf163d0109/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_B05_742064.nocnv_grch38.seg.v2.txt,0,True,81,1.4047,0.006,-2.7687
TCGA-CJ-4918,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/6209effb-72e1-4bdc-a2ba-95e4d892afb6/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_G02_741900.nocnv_grch38.seg.v2.txt,0,True,82,0.249,0.00035,-3.9673
TCGA-CJ-4920,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/af539bf5-ee63-4074-8118-1a67838e63ae/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_C05_741910.nocnv_grch38.seg.v2.txt,0,True,69,0.465,0.0051,-2.0604
TCGA-CJ-4923,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/372d4e75-aca0-4a26-bfb0-e0cdc4afe67e/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_C12_742004.nocnv_grch38.seg.v2.txt,0,True,133,0.8547,-0.0046,-4.161
TCGA-CJ-5671,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/033c8fa9-dee2-484a-8c38-a7726fe888dd/SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568.nocnv_grch38.seg.v2.txt,0,True,75,2.6291,-0.0366,-3.0752
TCGA-CJ-5672,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/0ed55429-29ea-4ce3-a711-2ab2f516b61d/SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_B05_748584.nocnv_grch38.seg.v2.txt,0,True,140,1.2194,-0.0033499999999999997,-2.5469
TCGA-CJ-5675,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/8d51ceb9-f79d-44aa-9a07-048613f3afac/SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_C01_748582.nocnv_grch38.seg.v2.txt,0,True,61,1.8371,0.0071,-2.5769
TCGA-CJ-5677,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/5e99402e-bbc4-4cfd-9518-ce426da807d6/SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_D02_748492.nocnv_grch38.seg.v2.txt,0,True,86,1.6221,0.0152,-2.6625
TCGA-CJ-5678,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/f5ef9647-a8ad-4d23-921b-50d95a8e8efa/SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_D09_748464.nocnv_grch38.seg.v2.txt,0,True,170,2.7456,0.0153,-3.9265
TCGA-CJ-5679,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/f74360fa-bca5-4555-8708-6377e545c43d/SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E04_748564.nocnv_grch38.seg.v2.txt,0,True,161,1.8273,0.0532,-2.56
TCGA-CJ-5680,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/442aa793-f25e-43c7-82da-0d1272e806af/SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_A12_748494.nocnv_grch38.seg.v2.txt,0,True,93,2.5664,0.088,-3.2474
TCGA-CJ-5681,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/5cc9ef8d-1f06-4633-a285-9f1f5b6b74e9/SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_F01_748632.nocnv_grch38.seg.v2.txt,0,True,1194,1.6075,-0.0751,-6.3003
TCGA-CJ-5683,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/5274d4d3-feb7-495c-a395-0785866d447a/SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_C02_748456.nocnv_grch38.seg.v2.txt,0,True,77,1.296,-0.0234,-3.1038
TCGA-CJ-5686,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/e9650338-1785-441b-9a1c-4291d37e38a0/BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_C05_777436.nocnv_grch38.seg.v2.txt,0,True,38,0.5201,0.0251,-2.0429
TCGA-CJ-6027,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/c843ee1a-334f-4014-89b2-a4b1bcf2d14a/BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_E05_777400.nocnv_grch38.seg.v2.txt,0,True,61,1.4212,0.0358,-2.9924
TCGA-CJ-6028,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/da23d7c1-ce3d-4fdd-a61d-00e1b9b0f1ef/BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_E10_777464.nocnv_grch38.seg.v2.txt,0,True,98,2.497,0.07625,-2.2422
TCGA-CJ-6030,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/a98bf17f-6c4a-4cdd-93a5-b8d50ff69c41/BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_C11_777562.nocnv_grch38.seg.v2.txt,0,True,73,1.3508,0.0622,-1.9742
TCGA-CJ-6033,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/e28e3dde-80e9-4d01-b454-8053371d7b03/OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_F10_777106.nocnv_grch38.seg.v2.txt,0,True,156,1.4398,0.05655,-2.6208
TCGA-CZ-4859,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/fed031bc-138c-4767-860a-58ac8880b6d5/TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_E09_742076.nocnv_grch38.seg.v2.txt,0,True,102,1.8099,-0.013399999999999999,-4.4446
TCGA-CZ-4863,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/81f84c16-3130-434d-97e7-a748c36eca97/MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_F06_734986.nocnv_grch38.seg.v2.txt,0,True,65,0.2695,0.0295,-3.4658
TCGA-CZ-4865,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/b53101fa-e584-4b84-8433-2222f29b1ab3/MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_G05_734824.nocnv_grch38.seg.v2.txt,0,True,46,0.6904,0.03515,-1.7338
TCGA-CZ-5451,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/e3804742-1028-4cd4-9a8b-4bb8903c7526/MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_G09_734852.nocnv_grch38.seg.v2.txt,0,True,43,0.4264,0.0193,-2.4752
TCGA-CZ-5452,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/0291efac-023d-4a54-9533-92da364ea38c/MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_D11_734838.nocnv_grch38.seg.v2.txt,0,True,79,1.8515,0.0173,-2.7769
TCGA-CZ-5462,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/e18ee761-5cc4-4107-9d4b-2ecbeb0fdf59/MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_E12_734854.nocnv_grch38.seg.v2.txt,0,True,70,1.2895,0.04575,-2.5581
TCGA-CZ-5468,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/addf752c-d826-4a02-b7b1-a5a88f882e45/MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_G10_734834.nocnv_grch38.seg.v2.txt,0,True,153,2.608,-0.0367,-2.4161
TCGA-CZ-5984,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/49cb2593-f071-495d-8ee4-40a94bb5b571/OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_A12_777052.nocnv_grch38.seg.v2.txt,0,True,145,0.7935,-0.0485,-3.0853
TCGA-CZ-5985,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/e425b419-7c00-4328-b2bc-b44c7868b0a4/OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_B02_777120.nocnv_grch38.seg.v2.txt,0,True,82,1.1811,0.07394999999999999,-3.8371
TCGA-CZ-5988,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/5bd647c8-29f9-40ba-9062-bde2a00d4e37/OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_A05_777024.nocnv_grch38.seg.v2.txt,0,True,92,1.5517,0.04345,-3.4548
TCGA-DV-5565,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/7fd564d1-ff40-4188-9bc9-14da9bac227f/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_G02_748108.nocnv_grch38.seg.v2.txt,0,True,65,0.622,0.0658,-4.7221
TCGA-DV-5566,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/37175f0d-0356-489b-aaba-cd4d75d1f44d/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_G03_748100.nocnv_grch38.seg.v2.txt,0,True,53,0.1029,0.0538,-1.6308
TCGA-DV-5567,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/c37a9285-7626-4055-9a26-1263092cd3b6/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_G04_748068.nocnv_grch38.seg.v2.txt,0,True,67,0.0293,0.015,-3.042
TCGA-DV-5568,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/d86eb9df-1b8f-4c02-b91c-85bd159e36e5/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_G05_748080.nocnv_grch38.seg.v2.txt,0,True,62,0.3673,0.0135,-2.3394
TCGA-DV-5573,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/331e0337-36ba-4091-8cac-a604df789957/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_E08_748078.nocnv_grch38.seg.v2.txt,0,True,60,1.8193,0.0053,-4.7847
TCGA-DV-5574,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/dcae23f2-1a50-4d5e-bc46-f2727e793a60/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_C09_748072.nocnv_grch38.seg.v2.txt,0,True,63,1.3923,-0.0219,-4.8884
TCGA-DV-5575,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/d0d16afa-4448-4778-997f-33e3fd5375d1/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_C11_748058.nocnv_grch38.seg.v2.txt,0,True,83,2.271,0.0457,-2.4099
TCGA-DV-5576,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/e5e41890-8de5-487d-abaf-c09a329ca470/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_C12_748164.nocnv_grch38.seg.v2.txt,0,True,97,1.3942,0.0314,-2.5649
TCGA-DV-A4W0,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/16fa6ae9-a64d-4e7f-b5e1-ff9f977d4b7c/MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_G10_1320306.nocnv_grch38.seg.v2.txt,0,True,63,0.3822,0.0003,-5.8003
TCGA-G6-A5PC,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/5139eed3-2a8c-4031-aa90-99b7f3faadde/MOWED_p_TCGAb3_39_40_41_42_STY_GenomeWideSNP_6_D09_1377532.nocnv_grch38.seg.v2.txt,0,True,67,0.4706,0.008,-6.1172
TCGA-G6-A8L6,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/3fdb09f1-8cbc-4f13-839c-cf83bab5231a/DADOS_p_TCGAb3_85_86_87_88_NSP_GenomeWideSNP_6_F03_1464740.nocnv_grch38.seg.v2.txt,0,True,66,0.7019,0.0091,-2.4132
TCGA-G6-A8L7,GDC_Aliquot|Chromosome|Start|End|Num_Probes|Segment_Mean,,True,/data/qijun/data/TCGA/KIRC/CNV/11ac5e2a-d5c1-4a7b-9e76-92cd1527a344/DADOS_p_TCGAb3_85_86_87_88_NSP_GenomeWideSNP_6_G01_1464780.nocnv_grch38.seg.v2.txt,0,True,104,1.2547,0.044649999999999995,-2.8737
