core_a,core_b,pathway,smd_a_vs_b,p_value,q_value,median_a,median_b
STATE_A,STATE_B,HALLMARK_ADIPOGENESIS,0.36264697,0.6197691,0.93904409,0.48138652,0.47707024
STATE_A,STATE_B,HALLMARK_ALLOGRAFT_REJECTION,-0.13012491,0.56490854,0.91114281,0.18520238,0.21256586
STATE_A,STATE_B,HALLMARK_ANDROGEN_RESPONSE,0.98024597,0.01818618,0.14447821,0.43819807,0.39752623
STATE_A,STATE_B,HALLMARK_ANGIOGENESIS,1.0289043,0.02022695,0.14447821,0.50365283,0.40978665
STATE_A,STATE_B,HALLMARK_APICAL_JUNCTION,0.70262872,0.22602061,0.53814431,0.29746782,0.27587548
STATE_A,STATE_B,HALLMARK_APICAL_SURFACE,0.15020652,0.6197691,0.93904409,0.09400952,0.09148766
STATE_A,STATE_B,HALLMARK_APOPTOSIS,0.26093554,0.82718123,1.0,0.43919843,0.44583644
STATE_A,STATE_B,HALLMARK_BILE_ACID_METABOLISM,0.36429937,0.48727551,0.87013484,0.1908734,0.17728649
STATE_A,STATE_B,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0801288,0.98416534,1.0,0.32429587,0.31887702
STATE_A,STATE_B,HALLMARK_COAGULATION,0.42299002,0.6768326,0.99534206,0.36417888,0.34975737
STATE_A,STATE_B,HALLMARK_COMPLEMENT,0.35415707,0.85823299,1.0,0.29401321,0.28538421
STATE_A,STATE_B,HALLMARK_DNA_REPAIR,-0.88129241,0.04943005,0.20595854,0.2865297,0.30431801
STATE_A,STATE_B,HALLMARK_E2F_TARGETS,-0.49896387,0.7358148,1.0,0.09062181,0.09578689
STATE_A,STATE_B,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.33466264,0.43890886,0.81279419,0.40758138,0.31100926
STATE_A,STATE_B,HALLMARK_ESTROGEN_RESPONSE_EARLY,1.05833581,0.02022695,0.14447821,0.25079637,0.21458853
STATE_A,STATE_B,HALLMARK_ESTROGEN_RESPONSE_LATE,0.21789673,0.82718123,1.0,0.24578742,0.24872287
STATE_A,STATE_B,HALLMARK_FATTY_ACID_METABOLISM,0.23057354,0.95252096,1.0,0.43032431,0.4381949
STATE_A,STATE_B,HALLMARK_G2M_CHECKPOINT,-0.51466594,0.82718123,1.0,0.09444203,0.09701746
STATE_A,STATE_B,HALLMARK_GLYCOLYSIS,0.60583565,0.37179307,0.7745689,0.39251053,0.38177839
STATE_A,STATE_B,HALLMARK_HEDGEHOG_SIGNALING,0.90857411,0.04943005,0.20595854,0.16474832,0.12642481
STATE_A,STATE_B,HALLMARK_HEME_METABOLISM,0.70683888,0.0916026,0.29263062,0.33389229,0.31831743
STATE_A,STATE_B,HALLMARK_HYPOXIA,0.91603467,0.03716508,0.20595854,0.4657728,0.43600559
STATE_A,STATE_B,HALLMARK_IL2_STAT5_SIGNALING,0.53434442,0.51249708,0.88361566,0.28333644,0.27406719
STATE_A,STATE_B,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07270563,0.82718123,1.0,0.25548896,0.2910373
STATE_A,STATE_B,HALLMARK_INFLAMMATORY_RESPONSE,0.23975531,0.56490854,0.91114281,0.17365214,0.20167585
STATE_A,STATE_B,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10340284,0.88950568,1.0,0.39006181,0.38685436
STATE_A,STATE_B,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.16297662,0.95252096,1.0,0.32560449,0.32790653
STATE_A,STATE_B,HALLMARK_KRAS_SIGNALING_DN,0.61305413,0.09949441,0.29263062,-0.1453815,-0.15956717
STATE_A,STATE_B,HALLMARK_KRAS_SIGNALING_UP,0.30959511,0.95252096,1.0,0.20568019,0.19105773
STATE_A,STATE_B,HALLMARK_MITOTIC_SPINDLE,0.66898206,0.07733005,0.27617875,0.20145431,0.17206186
STATE_A,STATE_B,HALLMARK_MTORC1_SIGNALING,-0.42722617,0.12645617,0.35126714,0.42203873,0.43396545
STATE_A,STATE_B,HALLMARK_MYC_TARGETS_V1,-0.17472174,0.98416534,1.0,0.56190967,0.56314995
STATE_A,STATE_B,HALLMARK_MYC_TARGETS_V2,-0.61676473,0.09949441,0.29263062,0.19770125,0.221108
STATE_A,STATE_B,HALLMARK_MYOGENESIS,1.24915041,0.00513498,0.085583,0.27594814,0.22681455
STATE_A,STATE_B,HALLMARK_NOTCH_SIGNALING,1.11327281,0.00352822,0.085583,0.34540115,0.28966303
STATE_A,STATE_B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.53841345,0.4157989,0.81279419,0.56911716,0.58754132
STATE_A,STATE_B,HALLMARK_P53_PATHWAY,0.10403974,0.79639737,1.0,0.36348519,0.37905325
STATE_A,STATE_B,HALLMARK_PANCREAS_BETA_CELLS,1.72610782,0.00017606,0.008803,0.33756619,0.23669056
STATE_A,STATE_B,HALLMARK_PEROXISOME,0.44524218,0.31144132,0.67704635,0.36802616,0.35750931
STATE_A,STATE_B,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.31471807,0.14738265,0.36845662,0.31461187,0.32242713
