state_id,pathway,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,direction,p_value,q_value,available_n_core,available_n_rest
STATE_A,HALLMARK_ADIPOGENESIS,17,52,0.48138652,0.47175681,0.48028853,0.46728378,0.40371717,up,0.18355137,0.31646788,17,52
STATE_A,HALLMARK_ALLOGRAFT_REJECTION,17,52,0.18520238,0.25973071,0.18287662,0.25540719,-0.70751675,down,0.00177016,0.0110635,17,52
STATE_A,HALLMARK_ANDROGEN_RESPONSE,17,52,0.43819807,0.3968989,0.43632997,0.39412403,1.04558475,up,0.00024311,0.00405183,17,52
STATE_A,HALLMARK_ANGIOGENESIS,17,52,0.50365283,0.44941807,0.49579114,0.43683684,0.68375769,up,0.02197675,0.07325583,17,52
STATE_A,HALLMARK_APICAL_JUNCTION,17,52,0.29746782,0.28891896,0.29564098,0.28204242,0.31385386,up,0.41527239,0.55696176,17,52
STATE_A,HALLMARK_APICAL_SURFACE,17,52,0.09400952,0.09148766,0.0875009,0.08141182,0.12233783,up,0.6508486,0.77481976,17,52
STATE_A,HALLMARK_APOPTOSIS,17,52,0.43919843,0.44119187,0.43429701,0.43429809,-2.933e-05,down,0.6812143,0.79210965,17,52
STATE_A,HALLMARK_BILE_ACID_METABOLISM,17,52,0.1908734,0.18369106,0.18573529,0.17379136,0.22571129,up,0.64085101,0.77481976,17,52
STATE_A,HALLMARK_CHOLESTEROL_HOMEOSTASIS,17,52,0.32429587,0.32962658,0.32150445,0.32781275,-0.21554632,down,0.42329094,0.55696176,17,52
STATE_A,HALLMARK_COAGULATION,17,52,0.36417888,0.3787343,0.36436076,0.36861273,-0.07896963,down,0.27432201,0.42497229,17,52
STATE_A,HALLMARK_COMPLEMENT,17,52,0.29401321,0.31749935,0.29353389,0.30297432,-0.1787999,down,0.11719989,0.21703683,17,52
STATE_A,HALLMARK_DNA_REPAIR,17,52,0.2865297,0.30339483,0.28400381,0.30434478,-0.91155681,down,0.00103995,0.00860657,17,52
STATE_A,HALLMARK_E2F_TARGETS,17,52,0.09062181,0.10527942,0.08910452,0.11358022,-0.52827362,down,0.08802817,0.16928494,17,52
STATE_A,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,17,52,0.40758138,0.40267532,0.39590676,0.38627715,0.09627782,up,0.89475201,0.94351673,17,52
STATE_A,HALLMARK_ESTROGEN_RESPONSE_EARLY,17,52,0.25079637,0.22960531,0.24692296,0.22610055,0.66673207,up,0.03143574,0.0873215,17,52
STATE_A,HALLMARK_ESTROGEN_RESPONSE_LATE,17,52,0.24578742,0.24962701,0.24718293,0.24487207,0.08705645,up,0.82910656,0.90120278,17,52
STATE_A,HALLMARK_FATTY_ACID_METABOLISM,17,52,0.43032431,0.40802229,0.42700615,0.41065539,0.32512062,up,0.23930832,0.3988472,17,52
STATE_A,HALLMARK_G2M_CHECKPOINT,17,52,0.09444203,0.09207918,0.09594232,0.11006801,-0.30190742,down,1.0,1.0,17,52
STATE_A,HALLMARK_GLYCOLYSIS,17,52,0.39251053,0.3969453,0.38988377,0.39099782,-0.02843021,down,0.28048171,0.42497229,17,52
STATE_A,HALLMARK_HEDGEHOG_SIGNALING,17,52,0.16474832,0.12903859,0.1594386,0.12737812,0.71020932,up,0.02197675,0.07325583,17,52
STATE_A,HALLMARK_HEME_METABOLISM,17,52,0.33389229,0.30929025,0.3326368,0.30836775,1.03524553,up,6.238e-05,0.003119,17,52
STATE_A,HALLMARK_HYPOXIA,17,52,0.4657728,0.45905177,0.46590154,0.44915698,0.35903305,up,0.25061119,0.4042116,17,52
STATE_A,HALLMARK_IL2_STAT5_SIGNALING,17,52,0.28333644,0.2789726,0.27862381,0.27200847,0.15240714,up,0.90577606,0.94351673,17,52
STATE_A,HALLMARK_IL6_JAK_STAT3_SIGNALING,17,52,0.25548896,0.33730982,0.26508689,0.31207453,-0.56452609,down,0.01195127,0.05975635,17,52
STATE_A,HALLMARK_INFLAMMATORY_RESPONSE,17,52,0.17365214,0.21643146,0.16908192,0.1981385,-0.33632808,down,0.03609902,0.09338252,17,52
STATE_A,HALLMARK_INTERFERON_ALPHA_RESPONSE,17,52,0.39006181,0.41510342,0.38604696,0.42300218,-0.46768713,down,0.05732151,0.12461198,17,52
STATE_A,HALLMARK_INTERFERON_GAMMA_RESPONSE,17,52,0.32560449,0.36519166,0.32581875,0.36236919,-0.44474642,down,0.0413396,0.09842762,17,52
STATE_A,HALLMARK_KRAS_SIGNALING_DN,17,52,-0.1453815,-0.15785524,-0.14467394,-0.15954699,0.55167977,up,0.02364074,0.07387731,17,52
STATE_A,HALLMARK_KRAS_SIGNALING_UP,17,52,0.20568019,0.21287143,0.19146158,0.19358384,-0.03824075,down,0.40734428,0.55696176,17,52
STATE_A,HALLMARK_MITOTIC_SPINDLE,17,52,0.20145431,0.16819246,0.1941964,0.17025874,0.61852016,up,0.02729901,0.08029121,17,52
STATE_A,HALLMARK_MTORC1_SIGNALING,17,52,0.42203873,0.43452698,0.41820983,0.43540969,-0.55683597,down,0.01895209,0.07325583,17,52
STATE_A,HALLMARK_MYC_TARGETS_V1,17,52,0.56190967,0.56579516,0.5620817,0.56578925,-0.16851657,down,0.70175286,0.79744643,17,52
STATE_A,HALLMARK_MYC_TARGETS_V2,17,52,0.19770125,0.24232117,0.2056199,0.24603175,-0.78302149,down,0.0114876,0.05975635,17,52
STATE_A,HALLMARK_MYOGENESIS,17,52,0.27594814,0.23113432,0.2711031,0.24264921,0.65083441,up,0.01967197,0.07325583,17,52
STATE_A,HALLMARK_NOTCH_SIGNALING,17,52,0.34540115,0.30832342,0.33908693,0.29725978,0.82164498,up,0.00120492,0.00860657,17,52
STATE_A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,17,52,0.56911716,0.58072208,0.57276461,0.5877496,-0.29494985,down,0.44788371,0.57420988,17,52
STATE_A,HALLMARK_P53_PATHWAY,17,52,0.36348519,0.3820705,0.36672552,0.37543923,-0.30263592,down,0.0781378,0.1562756,17,52
STATE_A,HALLMARK_PANCREAS_BETA_CELLS,17,52,0.33756619,0.24208024,0.34240785,0.25154301,1.00497601,up,0.00056769,0.0056769,17,52
STATE_A,HALLMARK_PEROXISOME,17,52,0.36802616,0.35505731,0.36450648,0.35300041,0.33612419,up,0.36907658,0.52725226,17,52
STATE_A,HALLMARK_PI3K_AKT_MTOR_SIGNALING,17,52,0.31461187,0.32363806,0.31512472,0.32557851,-0.52223032,down,0.01967197,0.07325583,17,52
STATE_A,HALLMARK_PROTEIN_SECRETION,17,52,0.47692635,0.46487876,0.47389307,0.458372,0.34463258,up,0.29308108,0.43100159,17,52
STATE_A,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,17,52,0.498433,0.51211664,0.49957014,0.51126048,-0.43609807,down,0.0781378,0.1562756,17,52
STATE_A,HALLMARK_SPERMATOGENESIS,17,52,-0.17161171,-0.17370759,-0.16810963,-0.16360401,-0.12091187,down,0.80746405,0.89718228,17,52
STATE_A,HALLMARK_TGF_BETA_SIGNALING,17,52,0.5024656,0.46343839,0.5009705,0.45616948,0.85253587,up,0.00046126,0.0056769,17,52
STATE_A,HALLMARK_TNFA_SIGNALING_VIA_NFKB,17,52,0.38601685,0.41180318,0.39026267,0.39415941,-0.04913748,down,0.50831199,0.63538999,17,52
STATE_A,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,17,52,0.41224058,0.43208162,0.41687395,0.43310364,-0.55323438,down,0.04568081,0.10382002,17,52
STATE_A,HALLMARK_UV_RESPONSE_DN,17,52,0.28427837,0.22938946,0.27634397,0.22670692,0.97867208,up,0.00021794,0.00405183,17,52
STATE_A,HALLMARK_UV_RESPONSE_UP,17,52,0.39618531,0.40263324,0.40075711,0.40326194,-0.13001037,down,0.17454275,0.31168348,17,52
STATE_A,HALLMARK_WNT_BETA_CATENIN_SIGNALING,17,52,0.18473689,0.14251804,0.17796134,0.14251395,0.54834564,up,0.03735301,0.09338252,17,52
STATE_A,HALLMARK_XENOBIOTIC_METABOLISM,17,52,0.34642964,0.34638596,0.3422434,0.33516335,0.17219375,up,0.99444451,1.0,17,52
STATE_B,HALLMARK_ADIPOGENESIS,14,55,0.47707024,0.47655872,0.46734558,0.4712877,-0.12066063,down,0.93459488,0.96578253,14,55
STATE_B,HALLMARK_ALLOGRAFT_REJECTION,14,55,0.21256586,0.23215888,0.19652039,0.24797802,-0.48898529,down,0.29973331,0.68121207,14,55
STATE_B,HALLMARK_ANDROGEN_RESPONSE,14,55,0.39752623,0.41335137,0.39898609,0.40593189,-0.15680991,down,0.5963245,0.86925689,14,55
STATE_B,HALLMARK_ANGIOGENESIS,14,55,0.40978665,0.46912047,0.41168655,0.46146097,-0.56774783,down,0.10229179,0.51145895,14,55
STATE_B,HALLMARK_APICAL_JUNCTION,14,55,0.27587548,0.29534528,0.26448535,0.29071468,-0.61856473,down,0.18173751,0.67558388,14,55
STATE_B,HALLMARK_APICAL_SURFACE,14,55,0.09148766,0.09400952,0.08117454,0.0833543,-0.04373864,down,0.81710148,0.86925689,14,55
STATE_B,HALLMARK_APOPTOSIS,14,55,0.44583644,0.43883619,0.42404587,0.43690741,-0.35463104,down,0.81710148,0.86925689,14,55
STATE_B,HALLMARK_BILE_ACID_METABOLISM,14,55,0.17728649,0.1908734,0.16680582,0.17926125,-0.23531684,down,0.56565909,0.86925689,14,55
STATE_B,HALLMARK_CHOLESTEROL_HOMEOSTASIS,14,55,0.31887702,0.32687012,0.32386197,0.32686856,-0.10236722,down,0.75969654,0.86925689,14,55
STATE_B,HALLMARK_COAGULATION,14,55,0.34975737,0.37706154,0.33864456,0.37492675,-0.70042266,down,0.34339434,0.74650943,14,55
STATE_B,HALLMARK_COMPLEMENT,14,55,0.28538421,0.31446541,0.27323918,0.30762532,-0.6733554,down,0.25994078,0.68104945,14,55
STATE_B,HALLMARK_DNA_REPAIR,14,55,0.30431801,0.29777053,0.30359955,0.29824726,0.2237349,up,0.61717961,0.86925689,14,55
STATE_B,HALLMARK_E2F_TARGETS,14,55,0.09578689,0.09789401,0.11376351,0.10596835,0.16429866,up,0.68156689,0.86925689,14,55
STATE_B,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,14,55,0.31100926,0.40640884,0.35874251,0.39626239,-0.37925868,down,0.38273116,0.75482763,14,55
STATE_B,HALLMARK_ESTROGEN_RESPONSE_EARLY,14,55,0.21458853,0.23582225,0.21407265,0.23559822,-0.68723082,down,0.0632177,0.45113256,14,55
STATE_B,HALLMARK_ESTROGEN_RESPONSE_LATE,14,55,0.24872287,0.24631236,0.24097074,0.2465794,-0.21192814,down,0.65981559,0.86925689,14,55
STATE_B,HALLMARK_FATTY_ACID_METABOLISM,14,55,0.4381949,0.41275524,0.41483658,0.41464495,0.00377251,up,0.67065674,0.86925689,14,55
STATE_B,HALLMARK_G2M_CHECKPOINT,14,55,0.09701746,0.09311201,0.12014074,0.10313792,0.36423277,up,0.70358616,0.86925689,14,55
STATE_B,HALLMARK_GLYCOLYSIS,14,55,0.38177839,0.39874174,0.36146914,0.39816987,-1.01346731,down,0.05711626,0.45113256,14,55
STATE_B,HALLMARK_HEDGEHOG_SIGNALING,14,55,0.12642481,0.13288972,0.11769868,0.13975158,-0.47523258,down,0.20204725,0.67558388,14,55
STATE_B,HALLMARK_HEME_METABOLISM,14,55,0.31831743,0.31776803,0.31409805,0.31441047,-0.01214091,down,0.81710148,0.86925689,14,55
STATE_B,HALLMARK_HYPOXIA,14,55,0.43600559,0.46451332,0.41402469,0.46327533,-1.15296397,down,0.02378883,0.3884715,14,55
