state_id,feature,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,p_value,q_value,cliffs_delta,direction
STATE_C,gain_burden,14,55,0.04798735,0.05074485,0.06339465,0.07410918,-0.11730377,0.95834925,0.95834925,0.01038961,higher_in_core
STATE_C,loss_burden,14,55,0.08464386,0.07266422,0.10857419,0.10403246,0.04991827,0.65981559,0.85081484,0.07792208,higher_in_core
STATE_D,chr1p,24,45,0.01570475,0.0083,0.00214429,-0.03372546,0.28763151,0.22889975,0.37386959,0.17777778,higher_in_core
STATE_D,chr1q,24,45,0.04860951,0.01711825,0.07755897,0.01105369,0.55214321,0.12274126,0.24057957,0.22777778,higher_in_core
STATE_D,chr2p,24,45,0.0477,0.0291,0.08829028,0.01963775,0.68536963,0.091359,0.19722954,0.24907407,higher_in_core
STATE_D,chr2q,24,45,0.0327,0.0124,0.07135698,-0.00059581,0.73929786,0.05311884,0.16226465,0.28518519,higher_in_core
STATE_D,chr3p,24,45,-0.35550243,-0.3073,-0.37609134,-0.26886847,-0.58710933,0.04448296,0.16226465,-0.2962963,lower_in_core
STATE_D,chr3q,24,45,0.01605,0.0156,-0.03047318,-0.02270968,-0.04814664,0.76717497,0.84022734,0.04444444,higher_in_core
STATE_D,chr4p,24,45,-0.0035,0.02,-0.03502891,0.0238056,-0.59648894,0.12274468,0.24057957,-0.22777778,lower_in_core
STATE_D,chr4q,24,45,0.0046138,0.01693831,-0.0189641,0.01681553,-0.37089492,0.36768652,0.56301998,-0.13333333,lower_in_core
STATE_D,chr5p,24,45,0.060331,0.0463,0.13304926,0.11290531,0.1411141,0.46880062,0.65548018,0.10740741,higher_in_core
STATE_D,chr5q,24,45,0.18074611,0.16251373,0.19548017,0.16376135,0.2170942,0.50833157,0.65548018,0.09814815,higher_in_core
STATE_D,chr6p,24,45,-0.00695,0.0138,-0.04214198,-0.02451065,-0.14432634,0.562214,0.68871215,-0.08611111,lower_in_core
STATE_D,chr6q,24,45,-0.00584975,0.00865542,-0.0650792,-0.0464859,-0.12689992,0.79619412,0.84022734,0.03888889,higher_in_core
STATE_D,chr7p,24,45,0.05401598,0.0319,0.10792368,0.08866527,0.15651569,0.34149748,0.53978634,0.14074074,higher_in_core
STATE_D,chr7q,24,45,0.05418434,0.0315441,0.10677174,0.10126621,0.03857752,0.38812709,0.57630992,0.12777778,higher_in_core
STATE_D,chr8p,24,45,-0.04924257,0.0062,-0.16148265,-0.0502398,-0.61964881,0.0562959,0.16226465,-0.28148148,lower_in_core
STATE_D,chr8q,24,45,0.02785827,0.0132,-0.00068323,0.01897506,-0.12969903,0.9849223,0.9849223,0.0037037,higher_in_core
STATE_D,chr9p,24,45,-0.07164619,0.0121,-0.15272627,-0.01986541,-0.91728626,0.0034673,0.04247443,-0.43055556,lower_in_core
STATE_D,chr9q,24,45,-0.11053999,0.012,-0.16110144,-0.01303598,-1.02652285,0.00105392,0.04247443,-0.48240741,lower_in_core
STATE_D,chr10p,24,45,0.00942121,0.01174157,-0.0087165,-0.01772422,0.07565492,0.80593235,0.84022734,0.03703704,higher_in_core
STATE_D,chr10q,24,45,-0.02531699,0.0032,-0.08559984,-0.01906826,-0.52320591,0.01943501,0.13604507,-0.34444444,lower_in_core
STATE_D,chr11p,24,45,0.02805,0.0273,0.04052496,0.03857711,0.03331557,0.7961923,0.84022734,-0.03888889,lower_in_core
STATE_D,chr11q,24,45,0.02805205,0.0216,0.04056772,0.02820825,0.20572038,0.71954308,0.81994444,0.0537037,higher_in_core
STATE_D,chr12p,24,45,0.06381506,0.0312,0.09672086,0.05939434,0.41795796,0.02791397,0.14223222,0.32407407,higher_in_core
STATE_D,chr12q,24,45,0.06493222,0.03123845,0.09754562,0.06274147,0.38995403,0.02975807,0.14223222,0.32037037,higher_in_core
STATE_D,chr13p,24,45,0.0,0.0,0.0,0.0,,,,0.0,
STATE_D,chr13q,24,45,0.03249598,0.0105,0.0382115,-0.02412052,0.64513462,0.03483238,0.14223222,0.31111111,higher_in_core
STATE_D,chr14p,24,45,0.0,0.0,0.0,0.0,,,,0.0,
STATE_D,chr14q,24,45,-0.11743455,-0.1275928,-0.17974597,-0.14520354,-0.16962166,0.61872848,0.73945599,-0.07407407,lower_in_core
STATE_D,chr15p,24,45,0.0,0.0,0.0,0.0,,,,0.0,
STATE_D,chr15q,24,45,0.0219033,0.0248,0.00804053,0.0331168,-0.34925446,0.49231248,0.65548018,-0.10185185,lower_in_core
STATE_D,chr16p,24,45,0.0703,0.02767518,0.09502394,0.03292774,0.69061324,0.00276958,0.04247443,0.44074074,higher_in_core
STATE_D,chr16q,24,45,0.0586,0.0299,0.08421244,0.03154353,0.562381,0.05009922,0.16226465,0.28888889,higher_in_core
STATE_D,chr17p,24,45,0.02710914,0.0141,0.04247384,-0.00015223,0.50607394,0.16386349,0.29350822,0.20555556,higher_in_core
STATE_D,chr17q,24,45,0.0384,0.0246,0.05541177,0.01486632,0.51717585,0.20544415,0.34712977,0.18703704,higher_in_core
STATE_D,chr18p,24,45,0.01615,0.0201,-0.00115417,-0.01739594,0.13357808,0.50429355,0.65548018,0.09907407,higher_in_core
STATE_D,chr18q,24,45,0.01873527,0.0207,-0.00065138,-0.00959989,0.06770006,0.55375032,0.68871215,0.08796296,higher_in_core
STATE_D,chr19p,24,45,0.02005,0.0193,0.02623263,0.02214945,0.06760401,0.71954308,0.81994444,0.0537037,higher_in_core
