core_a,core_b,clinical_variable,n_core_a,n_core_b,median_core_a,median_core_b,smd_a_vs_b,effect_size,p_value,q_value,level,core_a_count,core_a_total,core_b_count,core_b_total,core_a_fraction,core_b_fraction,frequency_difference,odds_ratio,ci_low,ci_high,core_a_n,core_b_n,core_a_events,core_b_events,core_a_median_time,core_b_median_time
STATE_B,STATE_C,t_stage,,,,,,,0.48148148,0.91481481,T3B,2,14,0,14,0.14285714285714285,0.0,0.14285714285714285,5.8,0.25375751,132.56750642,,,,,,
STATE_B,STATE_C,t_stage,,,,,,,1.0,1.0,T4,1,14,0,14,0.07142857142857142,0.0,0.07142857142857142,3.22222222,0.12059521,86.09559299,,,,,,
STATE_B,STATE_C,m_stage,,,,,,,0.31677019,0.91481481,M0,11,12,8,12,0.9166666666666666,0.6666666666666666,0.25,4.05882353,0.52273399,31.51516599,,,,,,
STATE_B,STATE_C,m_stage,,,,,,,0.31677019,0.91481481,M1,1,12,4,12,0.08333333333333333,0.3333333333333333,-0.25,0.24637681,0.03173075,1.9130189,,,,,,
STATE_B,STATE_C,grade,,,,,,,0.44007119,0.91481481,G2,7,14,4,14,0.5,0.2857142857142857,0.2142857142857143,2.33333333,0.52168315,10.43630499,,,,,,
STATE_B,STATE_C,grade,,,,,,,0.44007119,0.91481481,G3,4,14,7,14,0.2857142857142857,0.5,-0.2142857142857143,0.42857143,0.09581935,1.91687234,,,,,,
STATE_B,STATE_C,grade,,,,,,,1.0,1.0,G4,3,14,3,14,0.21428571428571427,0.21428571428571427,0.0,1.0,0.18412689,5.43103716,,,,,,
STATE_B,STATE_C,overall_survival,,,,,,,0.91316941,0.91316941,,,,,,,,,,,,14,14,3,4,521.0,1221.5
STATE_B,STATE_D,age,14,24,58.5,57.0,0.03202148,0.03202148,0.90359198,1.0,,,,,,,,,,,,,,,,,
STATE_B,STATE_D,gender,,,,,,,0.48638043,0.73205923,FEMALE,6,14,7,24,0.42857142857142855,0.2916666666666667,0.13690476190476186,1.78431373,0.4708831,6.76128637,,,,,,
STATE_B,STATE_D,gender,,,,,,,0.48638043,0.73205923,MALE,8,14,17,24,0.5714285714285714,0.7083333333333334,-0.13690476190476197,0.56043956,0.14790085,2.12366934,,,,,,
STATE_B,STATE_D,stage_group,,,,,,,0.17879927,0.67943723,I,9,14,9,24,0.6428571428571429,0.375,0.2678571428571429,2.81818182,0.74923634,10.60032503,,,,,,
STATE_B,STATE_D,stage_group,,,,,,,0.27586534,0.73205923,II,0,14,4,24,0.0,0.16666666666666666,-0.16666666666666666,0.15708812,0.00783502,3.14953486,,,,,,
STATE_B,STATE_D,stage_group,,,,,,,1.0,1.0,III,3,14,6,24,0.21428571428571427,0.25,-0.035714285714285726,0.86622074,0.19455475,3.85669508,,,,,,
STATE_B,STATE_D,stage_group,,,,,,,1.0,1.0,IV,2,14,5,24,0.14285714285714285,0.20833333333333334,-0.0654761904761905,0.70909091,0.13548441,3.71120122,,,,,,
STATE_B,STATE_D,t_stage,,,,,,,1.0,1.0,T1,0,14,1,24,0.0,0.041666666666666664,-0.041666666666666664,0.54022989,0.02059583,14.17026576,,,,,,
STATE_B,STATE_D,t_stage,,,,,,,0.43317561,0.73205923,T1A,4,14,4,24,0.2857142857142857,0.16666666666666666,0.11904761904761904,1.95238095,0.43409464,8.78101468,,,,,,
STATE_B,STATE_D,t_stage,,,,,,,0.24523849,0.73205923,T1B,5,14,4,24,0.35714285714285715,0.16666666666666666,0.1904761904761905,2.6374269,0.60992781,11.40466222,,,,,,
STATE_B,STATE_D,t_stage,,,,,,,0.06724681,0.67943723,T2,0,14,6,24,0.0,0.25,-0.25,0.09814324,0.00509841,1.88923676,,,,,,
STATE_B,STATE_D,t_stage,,,,,,,0.15960814,0.67943723,T3A,2,14,9,24,0.14285714285714285,0.375,-0.23214285714285715,0.32631579,0.06721735,1.58414451,,,,,,
STATE_B,STATE_D,t_stage,,,,,,,0.12944523,0.67943723,T3B,2,14,0,24,0.14285714285714285,0.0,0.14285714285714285,9.8,0.43625643,220.14575271,,,,,,
