jaccard_threshold,overlap_threshold,relation_component_count,recurrent_relation_component_count,cohesive_family_count,cohesive_family_sizes
0.5,0.8,9,8,12,"[55, 51, 33, 27, 26, 26, 24, 23, 19, 18, 17, 14]"
0.5,1.0,14,8,12,"[55, 38, 32, 24, 23, 21, 19, 19, 18, 17, 14, 14]"
0.6666666666666666,0.8,13,9,14,"[55, 49, 41, 40, 27, 26, 22, 19, 19, 18, 17, 15, 14, 14]"
0.6666666666666666,1.0,19,7,11,"[55, 41, 21, 20, 19, 19, 18, 17, 15, 14, 14]"
0.75,0.8,19,9,10,"[49, 41, 40, 26, 22, 19, 18, 14, 14, 14]"
0.75,1.0,23,7,8,"[41, 20, 19, 19, 17, 14, 14, 14]"
