canonical_core,canonical_size,matched_variant_core,matched_variant_size,retained_n,retention,jaccard,variant_core_count_with_members,any_variant_stable_n,any_variant_stable_fraction,no_variant_stable_n,no_variant_stable_fraction,variant_membership_distribution
CORE01,21,CORE04,12,11,0.5238095238095238,0.5,3,14,0.6666666666666666,7,0.3333333333333333,"{""CORE04"": 11, ""CORE06"": 2, ""CORE08"": 1}"
CORE02,14,CORE01,16,14,1.0,0.875,1,14,1.0,0,0.0,"{""CORE01"": 14}"
CORE03,12,CORE02,14,9,0.75,0.5294117647058824,3,11,0.9166666666666666,1,0.08333333333333333,"{""CORE02"": 9, ""CORE05"": 1, ""CORE06"": 1}"
CORE04,9,CORE03,13,8,0.8888888888888888,0.5714285714285714,1,8,0.8888888888888888,1,0.1111111111111111,"{""CORE03"": 8}"
