state_id,feature,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,p_value,q_value,cliffs_delta,direction
STATE_A,chr16q,17,60,0.01366578,0.0453437,0.01858808,0.07945625,-0.5693155,0.00246722,0.01343264,-0.48431373,lower_in_core
STATE_A,chr17p,17,60,0.0108,0.02128853,0.01815835,0.01138991,0.07973561,0.51510084,0.60095098,-0.10490196,lower_in_core
STATE_A,chr17q,17,60,0.0117,0.0293033,0.01892622,0.02664723,-0.09574797,0.26373667,0.41602894,-0.17941176,lower_in_core
STATE_A,chr18p,17,60,0.0293,0.01005,0.03105156,-0.02933653,0.49669736,0.14220189,0.2787157,0.23529412,higher_in_core
STATE_A,chr18q,17,60,0.0293,0.01145459,0.03060944,-0.0231442,0.4082613,0.18675321,0.31554853,0.21176471,higher_in_core
STATE_A,chr19p,17,60,0.0161,0.02303036,0.01971536,0.03232417,-0.19031518,0.48008059,0.57375485,-0.11372549,lower_in_core
STATE_A,chr19q,17,60,0.0135,0.0276,0.01666627,0.04224686,-0.41971398,0.10899967,0.22254099,-0.25686275,lower_in_core
STATE_A,chr20p,17,60,0.0094,0.05268313,-0.0008567,0.08198219,-0.73273166,0.0056152,0.02751448,-0.44313725,lower_in_core
STATE_A,chr20q,17,60,0.0136,0.06545918,0.01786955,0.09484985,-0.85296755,0.00097535,0.00796593,-0.52745098,lower_in_core
STATE_A,chr21p,17,60,0.0,0.0,0.0,0.0,,,,0.0,
STATE_A,chr21q,17,60,0.01478253,0.0235,0.01713923,0.00390305,0.08690743,0.64072077,0.68178914,-0.0754902,lower_in_core
STATE_A,chr22p,17,60,0.0,0.0,0.0,0.0,,,,0.0,
STATE_A,chr22q,17,60,0.0179,0.03015,0.02132834,0.01904345,0.0224103,0.31389764,0.45665671,-0.16176471,lower_in_core
STATE_A,locus::VHL,17,60,-0.4106,-0.3289,-0.43920588,-0.317105,-0.59135345,0.01044782,0.04654029,-0.40980392,lower_in_core
STATE_A,locus::SETD2,17,60,-0.3967,-0.3318,-0.43804706,-0.32995166,-0.52890727,0.01807178,0.06537878,-0.37843137,lower_in_core
STATE_A,locus::PBRM1,17,60,-0.3967,-0.3318,-0.43816471,-0.33085333,-0.51978424,0.01867965,0.06537878,-0.37647059,lower_in_core
STATE_A,locus::BAP1,17,60,-0.3967,-0.3318,-0.43816471,-0.33085333,-0.51978424,0.01867965,0.06537878,-0.37647059,lower_in_core
STATE_A,locus::JAK2,17,60,0.0127,-0.01545,0.04025882,-0.08148,0.69476286,0.03018253,0.07783916,0.34705882,higher_in_core
STATE_A,locus::CDKN2A,17,60,0.0121,-0.0182,0.01462353,-0.12436333,0.71461775,0.02199312,0.06735393,0.36666667,higher_in_core
STATE_A,locus::PTEN,17,60,0.0019,-0.00795,0.00404706,-0.06579323,0.50059369,0.38321845,0.50722141,0.14019608,higher_in_core
STATE_A,fga,17,60,0.07639483,0.17198115,0.09266265,0.21008671,-0.74793015,0.00043386,0.00708638,-0.5627451,lower_in_core
STATE_A,gain_burden,17,60,0.03204254,0.05743685,0.03844045,0.08886997,-0.55400464,0.08552507,0.18220558,-0.2754902,lower_in_core
STATE_A,loss_burden,17,60,0.03775997,0.09054977,0.0542222,0.12121674,-0.7958494,0.00097542,0.00796593,-0.52745098,lower_in_core
STATE_B,chr1p,15,62,-0.00914881,0.0077,-0.0677813,-0.01637177,-0.40330333,0.19392656,0.47512007,-0.21827957,lower_in_core
STATE_B,chr1q,15,62,0.0083,0.02995,-0.05403308,0.05810799,-0.97868909,0.05211955,0.2128215,-0.32580645,lower_in_core
STATE_B,chr2p,15,62,0.03333332,0.0323,-0.00484579,0.05678238,-0.6203449,0.46741181,0.71989696,-0.12258065,lower_in_core
STATE_B,chr2q,15,62,-0.003,0.02521267,-0.06005891,0.04381855,-1.12299619,0.00691284,0.04234114,-0.45268817,lower_in_core
STATE_B,chr3p,15,62,-0.21351494,-0.34463418,-0.14244618,-0.34959037,1.24946205,0.00145609,0.02673558,0.53333333,higher_in_core
STATE_B,chr3q,15,62,0.0213,0.01211572,0.00758077,-0.03210867,0.24937701,0.56708473,0.7510041,0.09677419,higher_in_core
STATE_B,chr4p,15,62,0.0222,0.011166,0.02864962,-0.00582216,0.32745983,0.47533227,0.71989696,0.12043011,higher_in_core
STATE_B,chr4q,15,62,0.0246,0.01086457,0.02386761,-0.00541512,0.29927829,0.44410646,0.71989696,0.12903226,higher_in_core
STATE_B,chr5p,15,62,0.0475,0.05480427,0.09835778,0.12996808,-0.21308848,0.49952034,0.71989696,-0.11397849,lower_in_core
STATE_B,chr5q,15,62,0.12237,0.19483917,0.08864153,0.21208027,-0.83875704,0.01067787,0.05813507,-0.42795699,lower_in_core
STATE_B,chr6p,15,62,-0.0012,0.00914465,-0.07054023,-0.02224945,-0.39833417,0.53275254,0.74585356,-0.10537634,lower_in_core
STATE_B,chr6q,15,62,0.01306231,-0.00334975,-0.0463484,-0.05271579,0.04409033,0.45180125,0.71989696,0.12688172,higher_in_core
STATE_B,chr7p,15,62,0.0784,0.04088718,0.13339999,0.09267592,0.31143928,0.33795974,0.69000114,0.16129032,higher_in_core
STATE_B,chr7q,15,62,0.15237769,0.03722687,0.17797914,0.0905816,0.60627614,0.15154629,0.39082991,0.24086022,higher_in_core
STATE_B,chr8p,15,62,-0.0015,-0.01189318,-0.06865542,-0.09890695,0.1586833,0.67593883,0.86110542,0.07096774,higher_in_core
STATE_B,chr8q,15,62,0.0123,0.01535986,0.00164292,0.00916795,-0.04720234,0.74292983,0.89953463,-0.05591398,lower_in_core
STATE_B,chr9p,15,62,0.0126,-0.01755,0.01577973,-0.08737279,0.69398521,0.0173378,0.08495522,0.39892473,higher_in_core
STATE_B,chr9q,15,62,0.01851677,-0.01725,0.03594481,-0.09253408,0.86394499,0.00272812,0.02673558,0.50215054,higher_in_core
STATE_B,chr10p,15,62,-0.00403622,0.01222079,-0.06089003,-0.00247766,-0.51790409,0.28284037,0.61493941,-0.18064516,lower_in_core
STATE_B,chr10q,15,62,-0.00522889,-0.00180513,-0.05351556,-0.03604777,-0.13971664,0.97434884,0.97434884,-0.00645161,lower_in_core
STATE_B,chr11p,15,62,0.0336,0.02185,0.06653288,0.02866654,0.67807715,0.14433839,0.39082991,0.24516129,higher_in_core
STATE_B,chr11q,15,62,0.0266,0.01753109,0.04442572,0.0197879,0.364762,0.42147324,0.71989696,0.13548387,higher_in_core
STATE_B,chr12p,15,62,0.0616398,0.03248096,0.12769445,0.06286703,0.71590425,0.07277782,0.25472237,0.30107527,higher_in_core
STATE_B,chr12q,15,62,0.05899188,0.03808157,0.12205017,0.06638809,0.60807232,0.13072175,0.39082991,0.25376344,higher_in_core
STATE_B,chr13p,15,62,0.0,0.0,0.0,0.0,,,,0.0,
STATE_B,chr13q,15,62,0.00116476,0.01409884,-0.0446147,0.00797326,-0.55489172,0.28864503,0.61493941,-0.17849462,lower_in_core
STATE_B,chr14p,15,62,0.0,0.0,0.0,0.0,,,,0.0,
STATE_B,chr14q,15,62,-0.0146,-0.18281212,-0.09784879,-0.1913761,0.47668498,0.14083831,0.39082991,0.24731183,higher_in_core
STATE_B,chr15p,15,62,0.0,0.0,0.0,0.0,,,,0.0,
STATE_B,chr15q,15,62,0.0368,0.0219033,0.05342755,0.01351602,0.49789723,0.49952034,0.71989696,0.11397849,higher_in_core
STATE_B,chr16p,15,62,0.0451,0.03867725,0.07368111,0.06902854,0.0434641,0.8319356,0.94116442,0.03655914,higher_in_core
STATE_B,chr16q,15,62,0.04398688,0.03735,0.07368735,0.06416229,0.08669718,0.68536962,0.86110542,0.0688172,higher_in_core
STATE_B,chr17p,15,62,0.0045345,0.02001242,-0.04451544,0.02677126,-0.8914062,0.15154091,0.39082991,-0.24086022,lower_in_core
STATE_B,chr17q,15,62,0.0132,0.02535,-0.01343317,0.03422705,-0.60787135,0.38529723,0.71989696,-0.14623656,lower_in_core
STATE_B,chr18p,15,62,0.0146,0.0188,-0.01902868,-0.01527235,-0.03024649,0.89257108,0.94116442,0.02365591,higher_in_core
STATE_B,chr18q,15,62,0.0146,0.0204,0.00245813,-0.01459941,0.12785485,0.85205474,0.94116442,0.03225806,higher_in_core
STATE_B,chr19p,15,62,0.0194,0.02070891,0.02584553,0.03043432,-0.06906844,0.49138575,0.71989696,-0.11612903,lower_in_core
STATE_B,chr19q,15,62,0.0375,0.02405,0.04812231,0.03381134,0.23223979,0.88241322,0.94116442,0.02580645,higher_in_core
STATE_B,chr20p,15,62,0.0464,0.03475,0.10617247,0.05341581,0.45329823,0.45179828,0.71989696,0.12688172,higher_in_core
STATE_B,chr20q,15,62,0.03912947,0.03795,0.09362452,0.0740388,0.20497712,0.93337266,0.95281792,0.01505376,higher_in_core
STATE_B,chr21p,15,62,0.0,0.0,0.0,0.0,,,,0.0,
STATE_B,chr21q,15,62,-0.0072,0.0211,-0.08944197,0.0301158,-0.82650533,0.057811,0.217903,-0.31827957,lower_in_core
STATE_B,chr22p,15,62,0.0,0.0,0.0,0.0,,,,0.0,
STATE_B,chr22q,15,62,0.0295,0.02428162,-0.0028924,0.02497701,-0.27499116,0.75267183,0.89953463,-0.05376344,lower_in_core
STATE_B,locus::VHL,15,62,-0.2298,-0.38495,-0.16806,-0.38664355,1.12768278,0.00357747,0.02921601,0.48817204,higher_in_core
STATE_B,locus::SETD2,15,62,-0.2298,-0.38785,-0.17005333,-0.3982758,1.21221667,0.0026713,0.02673558,0.50322581,higher_in_core
STATE_B,locus::PBRM1,15,62,-0.2298,-0.38785,-0.17005333,-0.39918065,1.20422259,0.00256055,0.02673558,0.50537634,higher_in_core
STATE_B,locus::BAP1,15,62,-0.2298,-0.38785,-0.17005333,-0.39918065,1.20422259,0.00256055,0.02673558,0.50537634,higher_in_core
STATE_B,locus::JAK2,15,62,0.0295,-0.0166,0.06037333,-0.08241935,0.82390097,0.00615106,0.04234114,0.45913978,higher_in_core
STATE_B,locus::CDKN2A,15,62,0.0126,-0.018,-0.04419333,-0.10565,0.30488985,0.02694876,0.12004448,0.37096774,higher_in_core
STATE_B,locus::PTEN,15,62,-0.0053,-0.0003,-0.07263462,-0.0449883,-0.19450514,0.90274955,0.94116442,-0.02150538,lower_in_core
STATE_B,fga,15,62,0.15644307,0.13745182,0.26004774,0.16580245,0.58841769,0.54979067,0.74832619,0.10107527,higher_in_core
STATE_B,gain_burden,15,62,0.05750876,0.05023471,0.11008276,0.0699104,0.43636605,0.80692854,0.94116442,0.04193548,higher_in_core
STATE_B,loss_burden,15,62,0.12482453,0.07210389,0.14996498,0.09589205,0.62823996,0.25500794,0.59501853,0.19139785,higher_in_core
STATE_C,chr1p,14,63,0.01657987,0.0031477,-0.00242828,-0.03171068,0.22766295,0.21200043,0.57828029,0.2154195,higher_in_core
STATE_C,chr1q,14,63,0.05401652,0.0144,0.07860501,0.02685285,0.42618756,0.0439987,0.28694137,0.34693878,higher_in_core
STATE_C,chr2p,14,63,0.04028821,0.02921081,0.05306607,0.04293485,0.09903389,0.34500755,0.73501608,0.16326531,higher_in_core
STATE_C,chr2q,14,63,0.03383303,0.01244683,0.03799675,0.02037955,0.17403924,0.38338123,0.75143335,0.15079365,higher_in_core
STATE_C,chr3p,14,63,-0.27527974,-0.34346837,-0.28182062,-0.31533027,0.18113665,0.15955754,0.57828029,0.24263039,higher_in_core
STATE_C,chr3q,14,63,0.0244055,0.01113144,0.01252077,-0.03257646,0.28367427,0.52181727,0.79437923,0.11111111,higher_in_core
STATE_C,chr4p,14,63,0.02469106,0.00992284,0.0240905,-0.00426184,0.26849941,0.24783441,0.57828029,0.19954649,higher_in_core
STATE_C,chr4q,14,63,0.01526915,0.0108,0.01384905,-0.00272397,0.16853714,0.52181727,0.79437923,0.11111111,higher_in_core
STATE_C,chr5p,14,63,0.04605099,0.05231116,0.09310324,0.130634,-0.25331115,0.77644588,0.95885878,-0.04988662,lower_in_core
STATE_C,chr5q,14,63,0.15181723,0.18709334,0.18889653,0.18784204,0.00679086,0.90015314,0.95885878,0.02267574,higher_in_core
STATE_C,chr6p,14,63,0.02478159,0.0087,-0.01100854,-0.03624524,0.20622579,0.29069754,0.6474627,0.18253968,higher_in_core
STATE_C,chr6q,14,63,-0.04934248,0.0078,-0.10358459,-0.03989556,-0.447635,0.04000363,0.28694137,-0.3537415,lower_in_core
STATE_C,chr7p,14,63,0.04138718,0.0461,0.08891672,0.10320751,-0.10854329,0.88970694,0.95885878,0.02494331,higher_in_core
STATE_C,chr7q,14,63,0.03617687,0.0465,0.08177207,0.11334821,-0.21357495,0.79676242,0.95885878,-0.04535147,lower_in_core
STATE_C,chr8p,14,63,0.00915,-0.0099,-0.01755294,-0.10978287,0.49164186,0.12228667,0.54473153,0.26643991,higher_in_core
STATE_C,chr8q,14,63,0.03868997,0.0124,0.09111199,-0.01083351,0.66030473,0.01187081,0.28694137,0.43310658,higher_in_core
STATE_C,chr9p,14,63,-0.05982057,-0.0029,-0.09263311,-0.06164371,-0.20146748,0.58362061,0.79437923,-0.0952381,lower_in_core
STATE_C,chr9q,14,63,-0.0091926,-0.0024,-0.08952755,-0.06261199,-0.17138864,0.52181453,0.79437923,-0.11111111,lower_in_core
STATE_C,chr10p,14,63,0.03032481,0.00450771,-0.00096397,-0.01672174,0.13698652,0.18880879,0.57828029,0.22675737,higher_in_core
STATE_C,chr10q,14,63,0.0247,-0.0072,-0.00428623,-0.04726489,0.34635691,0.04684757,0.28694137,0.34240363,higher_in_core
STATE_C,chr11p,14,63,0.03134369,0.0216,0.02542796,0.03840202,-0.22504206,0.88970622,0.95885878,0.02494331,higher_in_core
STATE_C,chr11q,14,63,0.02624292,0.01486217,0.01618524,0.02645464,-0.15069565,0.97366017,0.98419437,-0.00680272,lower_in_core
STATE_C,chr12p,14,63,0.0352,0.0426,0.04909537,0.0813625,-0.34558956,0.58362556,0.79437923,-0.0952381,lower_in_core
STATE_C,chr12q,14,63,0.03496892,0.04374054,0.04959423,0.08337294,-0.36206273,0.47165459,0.79437923,-0.12471655,lower_in_core
STATE_C,chr13p,14,63,0.0,0.0,0.0,0.0,,,,0.0,
STATE_C,chr13q,14,63,0.01355,0.0132,-0.00023294,-0.00272408,0.02565863,0.98419437,0.98419437,-0.00453515,lower_in_core
STATE_C,chr14p,14,63,0.0,0.0,0.0,0.0,,,,0.0,
STATE_C,chr14q,14,63,-0.29325702,-0.0659194,-0.29424139,-0.14624874,-0.77399825,0.00875133,0.28694137,-0.45124717,lower_in_core
STATE_C,chr15p,14,63,0.0,0.0,0.0,0.0,,,,0.0,
STATE_C,chr15q,14,63,0.03724159,0.01176597,0.03561658,0.01810753,0.21494645,0.1844034,0.57828029,0.22902494,higher_in_core
STATE_C,chr16p,14,63,0.0309,0.0451,0.04454108,0.07557795,-0.29177975,0.40166357,0.75698134,-0.14512472,lower_in_core
STATE_C,chr16q,14,63,0.0342852,0.0416,0.03979625,0.07184483,-0.29344073,0.58362556,0.79437923,-0.0952381,lower_in_core
STATE_C,chr17p,14,63,0.02835,0.0167,0.02948114,0.00919604,0.23988155,0.24513626,0.57828029,0.20068027,higher_in_core
STATE_C,chr17q,14,63,0.031492,0.02025622,0.03919743,0.02177485,0.21665437,0.19103746,0.57828029,0.22562358,higher_in_core
STATE_C,chr18p,14,63,-0.04703095,0.0207,-0.07299728,-0.00333895,-0.5748347,0.02391657,0.28694137,-0.38888889,lower_in_core
STATE_C,chr18q,14,63,-0.0284849,0.02138242,-0.07048491,0.00188091,-0.55426854,0.03691137,0.28694137,-0.35941043,lower_in_core
STATE_C,chr19p,14,63,0.02340891,0.02,0.01843437,0.03200841,-0.20488577,0.90015314,0.95885878,-0.02267574,lower_in_core
STATE_C,chr19q,14,63,0.0276,0.02230999,0.03192516,0.03763787,-0.09236642,0.58362556,0.79437923,0.0952381,higher_in_core
STATE_C,chr20p,14,63,0.02827642,0.0377,0.00965266,0.07570207,-0.57213682,0.12069811,0.54473153,-0.2675737,lower_in_core
STATE_C,chr20q,14,63,0.03685,0.03912947,0.07801648,0.07781813,0.00206878,0.73627938,0.95885878,0.05895692,higher_in_core
STATE_C,chr21p,14,63,0.0,0.0,0.0,0.0,,,,0.0,
STATE_C,chr21q,14,63,0.0307,0.01599623,0.03843465,-0.00019897,0.25474866,0.38338436,0.75143335,0.15079365,higher_in_core
STATE_C,chr22p,14,63,0.0,0.0,0.0,0.0,,,,0.0,
STATE_C,chr22q,14,63,0.03048041,0.02423011,0.02504619,0.01832607,0.06593013,0.92633952,0.96575822,0.0170068,higher_in_core
STATE_C,locus::VHL,14,63,-0.3077,-0.3742,-0.29288571,-0.35543492,0.29595212,0.08967427,0.48822658,0.29251701,higher_in_core
STATE_C,locus::SETD2,14,63,-0.32638383,-0.38,-0.33227626,-0.35860368,0.12590218,0.2424711,0.57828029,0.20181406,higher_in_core
STATE_C,locus::PBRM1,14,63,-0.31295,-0.38,-0.32983571,-0.36003651,0.14313691,0.2319906,0.57828029,0.20634921,higher_in_core
STATE_C,locus::BAP1,14,63,-0.31295,-0.38,-0.32983571,-0.36003651,0.14313691,0.2319906,0.57828029,0.20634921,higher_in_core
STATE_C,locus::JAK2,14,63,-0.04115,-0.0008,-0.10402143,-0.04362063,-0.33369215,0.50057977,0.79437923,-0.11678005,lower_in_core
STATE_C,locus::CDKN2A,14,63,-0.07545,-0.0029,-0.15259286,-0.08058571,-0.35804149,0.42426552,0.76996335,-0.138322,lower_in_core
STATE_C,locus::PTEN,14,63,0.0308,-0.0072,-0.00188571,-0.06114911,0.42127809,0.02081733,0.28694137,0.39795918,higher_in_core
STATE_C,fga,14,63,0.15964633,0.13703489,0.17196884,0.18687149,-0.09061078,0.80697352,0.95885878,0.0430839,higher_in_core
STATE_C,gain_burden,14,63,0.04798735,0.05750876,0.06339465,0.08092319,-0.18805313,0.83778758,0.95885878,-0.03628118,lower_in_core
STATE_C,loss_burden,14,63,0.08464386,0.07380677,0.10857419,0.1059483,0.02958487,0.76634373,0.95885878,0.0521542,higher_in_core
STATE_D,chr1p,31,46,0.0025446,0.0083,-0.01618307,-0.03326291,0.1325554,0.651391,0.77849168,0.06171108,higher_in_core
STATE_D,chr1q,31,46,0.0463,0.01575912,0.07208185,0.01212309,0.50198514,0.255385,0.39105828,0.1542777,higher_in_core
STATE_D,chr2p,31,46,0.04502831,0.0291554,0.07949416,0.02138047,0.59166941,0.08280917,0.23305021,0.23492286,higher_in_core
STATE_D,chr2q,31,46,0.027,0.01195,0.06013554,-0.00105077,0.6321129,0.09969456,0.23670862,0.2230014,higher_in_core
STATE_D,chr3p,31,46,-0.35021174,-0.3106472,-0.36132321,-0.27413644,-0.48348989,0.08561028,0.23305021,-0.23281907,lower_in_core
STATE_D,chr3q,31,46,0.00899246,0.01435,-0.02478431,-0.02410245,-0.00426299,0.81521481,0.88767835,0.03225806,higher_in_core
STATE_D,chr4p,31,46,-0.0068,0.0194,-0.03155101,0.02275766,-0.52886888,0.06081679,0.19866818,-0.25385694,lower_in_core
STATE_D,chr4q,31,46,-0.00572793,0.01526915,-0.02286665,0.01589442,-0.40105827,0.21452164,0.35038535,-0.16830295,lower_in_core
STATE_D,chr5p,31,46,0.0616,0.04439357,0.14497868,0.10954453,0.23967893,0.23432419,0.3703834,0.16129032,higher_in_core
STATE_D,chr5q,31,46,0.18709334,0.16547279,0.21840416,0.16756676,0.33180865,0.30625867,0.44137279,0.13884993,higher_in_core
STATE_D,chr6p,31,46,-0.0077,0.0135,-0.04577981,-0.02213903,-0.19344775,0.32375564,0.4532579,-0.13394109,lower_in_core
STATE_D,chr6q,31,46,-0.0077,0.00825,-0.06396723,-0.04305697,-0.14514422,0.89669655,0.93485385,-0.01823282,lower_in_core
STATE_D,chr7p,31,46,0.06143609,0.02995,0.12394794,0.08488089,0.29973108,0.08189482,0.23305021,0.23562412,higher_in_core
STATE_D,chr7q,31,46,0.05836683,0.02930343,0.12304092,0.09720604,0.17479221,0.09969901,0.23670862,0.2230014,higher_in_core
STATE_D,chr8p,31,46,-0.0485,0.00412349,-0.16629846,-0.0436263,-0.67759714,0.01916795,0.07826913,-0.31697055,lower_in_core
STATE_D,chr8q,31,46,0.0278,0.01348433,-0.01202632,0.02099723,-0.20821577,0.94617214,0.96588406,-0.00981767,lower_in_core
STATE_D,chr9p,31,46,-0.06203017,0.01205,-0.14084168,-0.01770272,-0.86936522,0.00085539,0.01047853,-0.45091164,lower_in_core
STATE_D,chr9q,31,46,-0.09117599,0.0119,-0.1504877,-0.01158309,-0.98197937,0.00025599,0.00869227,-0.4943899,lower_in_core
STATE_D,chr10p,31,46,0.0174,0.00912079,-0.00767893,-0.01801996,0.08985824,0.75929108,0.84557416,0.04207574,higher_in_core
STATE_D,chr10q,31,46,-0.0262,0.00270275,-0.07239858,-0.0172465,-0.45138744,0.01713582,0.07826913,-0.32258065,lower_in_core
STATE_D,chr11p,31,46,0.0278,0.02185,0.03701225,0.03538998,0.02803372,0.83949087,0.89424027,-0.02805049,lower_in_core
STATE_D,chr11q,31,46,0.0211,0.01393109,0.02376067,0.02514467,-0.0202751,1.0,1.0,0.0,
STATE_D,chr12p,31,46,0.0752751,0.0309,0.09675903,0.06116614,0.38461738,0.01762547,0.07826913,0.32117812,higher_in_core
STATE_D,chr12q,31,46,0.0737,0.03121922,0.09627856,0.06439519,0.34326399,0.03033743,0.106181,0.29312763,higher_in_core
STATE_D,chr13p,31,46,0.0,0.0,0.0,0.0,,,,0.0,
STATE_D,chr13q,31,46,0.029,0.01038806,0.02350368,-0.01964114,0.4556133,0.10627734,0.23670862,0.21879383,higher_in_core
STATE_D,chr14p,31,46,0.0,0.0,0.0,0.0,,,,0.0,
STATE_D,chr14q,31,46,-0.2175,-0.16383055,-0.19691356,-0.15714629,-0.20005537,0.40307567,0.53380291,-0.11360449,lower_in_core
STATE_D,chr15p,31,46,0.0,0.0,0.0,0.0,,,,0.0,
STATE_D,chr15q,31,46,0.01988088,0.02438543,0.0021866,0.03416569,-0.39881571,0.3857769,0.52508522,-0.11781206,lower_in_core
STATE_D,chr16p,31,46,0.08313479,0.02793759,0.10788832,0.04435757,0.62102521,0.00053218,0.00869227,0.4684432,higher_in_core
STATE_D,chr16q,31,46,0.08050047,0.03005,0.10015861,0.04300989,0.53811816,0.00771659,0.05401613,0.36044881,higher_in_core
STATE_D,chr17p,31,46,0.0201,0.01365,0.03027066,0.00116731,0.34773751,0.42684394,0.53629874,0.10799439,higher_in_core
STATE_D,chr17q,31,46,0.0261,0.02242811,0.04037315,0.01454374,0.32417647,0.53656136,0.65728767,0.08415147,higher_in_core
STATE_D,chr18p,31,46,0.0154,0.02,-0.01460645,-0.01694599,0.01883772,0.67778916,0.79075402,0.05680224,higher_in_core
STATE_D,chr18q,31,46,0.01625832,0.0204,-0.01415274,-0.00933818,-0.03604596,0.71620013,0.81613503,0.04978962,higher_in_core
STATE_D,chr19p,31,46,0.02693115,0.01785,0.0417318,0.02132446,0.31068188,0.20694828,0.35038535,0.17110799,higher_in_core
STATE_D,chr19q,31,46,0.0246,0.02245,0.0440653,0.03156769,0.20296185,0.42685002,0.53629874,0.10799439,higher_in_core
STATE_D,chr20p,31,46,0.08662353,0.02677642,0.10294216,0.03724262,0.57783429,0.00312592,0.02552835,0.3997195,higher_in_core
STATE_D,chr20q,31,46,0.0874,0.03177882,0.10304492,0.06087784,0.4507162,0.01444039,0.07826913,0.33099579,higher_in_core
STATE_D,chr21p,31,46,0.0,0.0,0.0,0.0,,,,0.0,
