core_a,core_b,pathway,smd_a_vs_b,p_value,q_value,median_a,median_b
STATE_A,STATE_D,HALLMARK_MITOTIC_SPINDLE,0.66730806,0.05236446,0.13759745,0.20145431,0.168377
STATE_A,STATE_D,HALLMARK_MTORC1_SIGNALING,-0.75579282,0.01166357,0.05831785,0.42203873,0.43382598
STATE_A,STATE_D,HALLMARK_MYC_TARGETS_V1,-0.44356883,0.19586691,0.34976234,0.56190967,0.57045172
STATE_A,STATE_D,HALLMARK_MYC_TARGETS_V2,-0.84188866,0.01317332,0.05987873,0.19770125,0.25053296
STATE_A,STATE_D,HALLMARK_MYOGENESIS,0.37972683,0.13130227,0.25250437,0.27594814,0.26042743
STATE_A,STATE_D,HALLMARK_NOTCH_SIGNALING,0.55689911,0.04498484,0.12495789,0.34540115,0.32834017
STATE_A,STATE_D,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.02697818,0.93128534,0.94843608,0.56911716,0.56886872
STATE_A,STATE_D,HALLMARK_P53_PATHWAY,-0.6859343,0.01990412,0.07655431,0.36348519,0.38403821
STATE_A,STATE_D,HALLMARK_PANCREAS_BETA_CELLS,0.69839151,0.02789153,0.09206809,0.33756619,0.28392974
STATE_A,STATE_D,HALLMARK_PEROXISOME,0.33790132,0.42509854,0.55934018,0.36802616,0.35492516
STATE_A,STATE_D,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.6465132,0.01990412,0.07655431,0.31461187,0.32114896
STATE_A,STATE_D,HALLMARK_PROTEIN_SECRETION,0.41451754,0.35395314,0.50730257,0.47692635,0.46424308
STATE_A,STATE_D,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.44973024,0.1258823,0.2517646,0.498433,0.51043191
STATE_A,STATE_D,HALLMARK_SPERMATOGENESIS,0.0229166,0.82932335,0.91816955,-0.17161171,-0.16829802
STATE_A,STATE_D,HALLMARK_TGF_BETA_SIGNALING,0.66087373,0.01030935,0.05727417,0.5024656,0.48290604
STATE_A,STATE_D,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.31879878,0.40050427,0.54122199,0.38601685,0.4080372
STATE_A,STATE_D,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.91398437,0.00386923,0.031671,0.41224058,0.43894634
STATE_A,STATE_D,HALLMARK_UV_RESPONSE_DN,0.88267272,0.00273174,0.031671,0.28427837,0.2433244
STATE_A,STATE_D,HALLMARK_UV_RESPONSE_UP,-0.08995213,0.35395314,0.50730257,0.39618531,0.40075534
STATE_A,STATE_D,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.17291209,0.43771939,0.56117871,0.18473689,0.15834185
STATE_A,STATE_D,HALLMARK_XENOBIOTIC_METABOLISM,0.10413693,0.84616607,0.91816955,0.34642964,0.34762957
STATE_B,STATE_C,HALLMARK_ADIPOGENESIS,0.16180051,0.49873882,0.77185411,0.47602294,0.46705213
STATE_B,STATE_C,HALLMARK_ALLOGRAFT_REJECTION,-1.21979392,0.00727297,0.0827993,0.21607918,0.32319764
STATE_B,STATE_C,HALLMARK_ANDROGEN_RESPONSE,0.50309537,0.15606926,0.55739021,0.41560291,0.39185677
STATE_B,STATE_C,HALLMARK_ANGIOGENESIS,-0.1480683,0.77665313,0.92458706,0.43253785,0.43082449
STATE_B,STATE_C,HALLMARK_APICAL_JUNCTION,-0.40011186,0.39474171,0.70489591,0.28464166,0.29091619
STATE_B,STATE_C,HALLMARK_APICAL_SURFACE,0.02866289,0.7434207,0.90661061,0.08833008,0.06312349
STATE_B,STATE_C,HALLMARK_APOPTOSIS,-0.54090338,0.30506881,0.6933382,0.44354756,0.44761725
STATE_B,STATE_C,HALLMARK_BILE_ACID_METABOLISM,0.09510727,0.52684343,0.77185411,0.1875036,0.16629405
STATE_B,STATE_C,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.24615934,0.34807129,0.69614258,0.31799426,0.30004398
STATE_B,STATE_C,HALLMARK_COAGULATION,-0.68848855,0.21355773,0.67665382,0.36252134,0.39116215
STATE_B,STATE_C,HALLMARK_COMPLEMENT,-0.98627569,0.02459888,0.17202688,0.28764373,0.33544758
STATE_B,STATE_C,HALLMARK_DNA_REPAIR,-0.20301219,0.55573496,0.77185411,0.30258107,0.3028777
STATE_B,STATE_C,HALLMARK_E2F_TARGETS,-0.15688466,0.30506881,0.6933382,0.07942645,0.10758975
STATE_B,STATE_C,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.2428636,0.49873882,0.77185411,0.33414134,0.4015721
STATE_B,STATE_C,HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0933966,1.0,1.0,0.22536292,0.22960531
STATE_B,STATE_C,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.11552576,0.87859344,0.93467387,0.25043004,0.25362515
STATE_B,STATE_C,HALLMARK_FATTY_ACID_METABOLISM,0.2460477,0.37095103,0.70489591,0.42874503,0.41051503
STATE_B,STATE_C,HALLMARK_G2M_CHECKPOINT,0.09718262,0.7434207,0.90661061,0.08535761,0.0920756
STATE_B,STATE_C,HALLMARK_GLYCOLYSIS,-0.70876419,0.08472205,0.38510023,0.38733922,0.40496861
STATE_B,STATE_C,HALLMARK_HEDGEHOG_SIGNALING,0.28780768,0.34807129,0.69614258,0.14456459,0.12002497
STATE_B,STATE_C,HALLMARK_HEME_METABOLISM,0.61235123,0.0275243,0.17202688,0.32567098,0.30461947
STATE_B,STATE_C,HALLMARK_HYPOXIA,-0.57602301,0.30506881,0.6933382,0.4314821,0.46035923
STATE_B,STATE_C,HALLMARK_IL2_STAT5_SIGNALING,-0.47906192,0.55573496,0.77185411,0.27561657,0.28227562
STATE_B,STATE_C,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.24535899,0.00241952,0.06983925,0.29640899,0.36626643
STATE_B,STATE_C,HALLMARK_INFLAMMATORY_RESPONSE,-0.94347189,0.01542607,0.12855058,0.21027716,0.25476631
STATE_B,STATE_C,HALLMARK_INTERFERON_ALPHA_RESPONSE,-1.37945388,0.00279357,0.06983925,0.4035201,0.48960911
STATE_B,STATE_C,HALLMARK_INTERFERON_GAMMA_RESPONSE,-1.18226352,0.00827993,0.0827993,0.34396893,0.41877408
STATE_B,STATE_C,HALLMARK_KRAS_SIGNALING_DN,-0.19460282,0.8102995,0.93467387,-0.15690227,-0.15444121
STATE_B,STATE_C,HALLMARK_KRAS_SIGNALING_UP,-0.46420233,0.28494908,0.6933382,0.19479429,0.21985357
STATE_B,STATE_C,HALLMARK_MITOTIC_SPINDLE,0.15577443,0.7434207,0.90661061,0.18610824,0.17775438
STATE_B,STATE_C,HALLMARK_MTORC1_SIGNALING,-0.03219715,0.94780348,0.96714641,0.43266142,0.42698903
STATE_B,STATE_C,HALLMARK_MYC_TARGETS_V1,0.26605562,0.39474171,0.70489591,0.56063301,0.55131943
STATE_B,STATE_C,HALLMARK_MYC_TARGETS_V2,0.12266255,0.6467674,0.87401,0.21999179,0.21554615
STATE_B,STATE_C,HALLMARK_MYOGENESIS,0.00435689,0.71065957,0.90661061,0.22750586,0.20893486
STATE_B,STATE_C,HALLMARK_NOTCH_SIGNALING,-0.14771486,0.91311608,0.95116258,0.30590296,0.28081631
STATE_B,STATE_C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.27415269,0.84430015,0.93467387,0.57138499,0.58550729
STATE_B,STATE_C,HALLMARK_P53_PATHWAY,-0.43826273,0.34807129,0.69614258,0.36891794,0.38770442
STATE_B,STATE_C,HALLMARK_PANCREAS_BETA_CELLS,0.62737115,0.10170693,0.42377887,0.26001195,0.21849304
STATE_B,STATE_C,HALLMARK_PEROXISOME,0.053178,0.52684343,0.77185411,0.36170635,0.35212606
STATE_B,STATE_C,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.28640875,0.87859344,0.93467387,0.32379672,0.32452803
STATE_B,STATE_C,HALLMARK_PROTEIN_SECRETION,0.56250283,0.05763082,0.2881541,0.49551036,0.45878202
STATE_B,STATE_C,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.88549055,0.04241488,0.23563822,0.51127252,0.52353754
STATE_B,STATE_C,HALLMARK_SPERMATOGENESIS,1.19598622,0.00558214,0.0827993,-0.13637853,-0.18800769
STATE_B,STATE_C,HALLMARK_TGF_BETA_SIGNALING,0.11566119,0.30506881,0.6933382,0.45571769,0.44323744
STATE_B,STATE_C,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.57234287,0.2300623,0.67665382,0.41385847,0.42170436
STATE_B,STATE_C,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.02848078,0.84430015,0.93467387,0.42166937,0.41910792
STATE_B,STATE_C,HALLMARK_UV_RESPONSE_DN,0.46330231,0.2300623,0.67665382,0.23748653,0.21941103
STATE_B,STATE_C,HALLMARK_UV_RESPONSE_UP,-0.48592561,0.44500872,0.7416812,0.40043549,0.39988914
STATE_B,STATE_C,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.25691372,0.4194325,0.72315948,0.14119618,0.1000924
STATE_B,STATE_C,HALLMARK_XENOBIOTIC_METABOLISM,-0.68194754,0.12129832,0.466532,0.34095109,0.35030463
STATE_B,STATE_D,HALLMARK_ADIPOGENESIS,0.10256111,0.39891343,0.62099696,0.47602294,0.46167798
STATE_B,STATE_D,HALLMARK_ALLOGRAFT_REJECTION,-0.53901671,0.22304145,0.58335002,0.21607918,0.2509747
STATE_B,STATE_D,HALLMARK_ANDROGEN_RESPONSE,0.10618289,0.57386015,0.68316685,0.41560291,0.40205369
STATE_B,STATE_D,HALLMARK_ANGIOGENESIS,-0.60208978,0.07884562,0.3942281,0.43253785,0.4669107
STATE_B,STATE_D,HALLMARK_APICAL_JUNCTION,-0.5211406,0.28108439,0.58335002,0.28464166,0.29746759
STATE_B,STATE_D,HALLMARK_APICAL_SURFACE,-0.02202939,0.72522472,0.80580524,0.08833008,0.09686237
STATE_B,STATE_D,HALLMARK_APOPTOSIS,-0.34648697,0.67318437,0.76498224,0.44354756,0.43699368
STATE_B,STATE_D,HALLMARK_BILE_ACID_METABOLISM,-0.01345543,0.92532422,0.98226645,0.1875036,0.19413886
STATE_B,STATE_D,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.28385073,0.45335462,0.62099696,0.31799426,0.33288673
STATE_B,STATE_D,HALLMARK_COAGULATION,-0.83175583,0.07118612,0.3942281,0.36252134,0.39243005
STATE_B,STATE_D,HALLMARK_COMPLEMENT,-0.59743396,0.32503819,0.601233,0.28764373,0.30985584
STATE_B,STATE_D,HALLMARK_DNA_REPAIR,-0.23375403,0.45335462,0.62099696,0.30258107,0.30027246
STATE_B,STATE_D,HALLMARK_E2F_TARGETS,-0.07361133,0.16681619,0.55605397,0.07942645,0.10727056
STATE_B,STATE_D,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.61807725,0.07493597,0.3942281,0.33414134,0.43070705
STATE_B,STATE_D,HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.31779544,0.42562601,0.62099696,0.22536292,0.23264352
STATE_B,STATE_D,HALLMARK_ESTROGEN_RESPONSE_LATE,0.01435853,0.85130114,0.92532733,0.25043004,0.2457196
