state_id,pathway,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,direction,p_value,q_value,available_n_core,available_n_rest
STATE_A,HALLMARK_ADIPOGENESIS,17,60,0.48138652,0.46764183,0.48028853,0.46514332,0.47047778,up,0.10368017,0.19200031,17,60
STATE_A,HALLMARK_ALLOGRAFT_REJECTION,17,60,0.18520238,0.25916171,0.18287662,0.25549078,-0.73335304,down,0.00101896,0.00849133,17,60
STATE_A,HALLMARK_ANDROGEN_RESPONSE,17,60,0.43819807,0.40222071,0.43632997,0.39684749,0.97719511,up,0.0004142,0.00690333,17,60
STATE_A,HALLMARK_ANGIOGENESIS,17,60,0.50365283,0.45279332,0.49579114,0.44365189,0.61525213,up,0.03518372,0.09773256,17,60
STATE_A,HALLMARK_APICAL_JUNCTION,17,60,0.29746782,0.29640643,0.29564098,0.28727395,0.1929879,up,0.78229573,0.86921748,17,60
STATE_A,HALLMARK_APICAL_SURFACE,17,60,0.09400952,0.09061706,0.0875009,0.08300614,0.09138515,up,0.70797382,0.82322537,17,60
STATE_A,HALLMARK_APOPTOSIS,17,60,0.43919843,0.44119187,0.43429701,0.43607788,-0.04930023,down,0.56794609,0.76749472,17,60
STATE_A,HALLMARK_BILE_ACID_METABOLISM,17,60,0.1908734,0.1865483,0.18573529,0.17335647,0.23496436,up,0.63633529,0.81581447,17,60
STATE_A,HALLMARK_CHOLESTEROL_HOMEOSTASIS,17,60,0.32429587,0.32322296,0.32150445,0.32574546,-0.14612794,down,0.67178186,0.82322537,17,60
STATE_A,HALLMARK_COAGULATION,17,60,0.36417888,0.38116388,0.36436076,0.3710155,-0.12975865,down,0.14220975,0.23701625,17,60
STATE_A,HALLMARK_COMPLEMENT,17,60,0.29401321,0.31749935,0.29353389,0.30481118,-0.21789406,down,0.09856908,0.19200031,17,60
STATE_A,HALLMARK_DNA_REPAIR,17,60,0.2865297,0.30172591,0.28400381,0.30244386,-0.79943173,down,0.00278531,0.01989507,17,60
STATE_A,HALLMARK_E2F_TARGETS,17,60,0.09062181,0.10399024,0.08910452,0.11183023,-0.49961485,down,0.12324398,0.22007854,17,60
STATE_A,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,17,60,0.40758138,0.4015721,0.39590676,0.39171513,0.04320779,up,0.94614626,0.94614626,17,60
STATE_A,HALLMARK_ESTROGEN_RESPONSE_EARLY,17,60,0.25079637,0.23009951,0.24692296,0.22919696,0.5565805,up,0.07800814,0.16251696,17,60
STATE_A,HALLMARK_ESTROGEN_RESPONSE_LATE,17,60,0.24578742,0.2500996,0.24718293,0.24502511,0.08183273,up,0.78229573,0.86921748,17,60
STATE_A,HALLMARK_FATTY_ACID_METABOLISM,17,60,0.43032431,0.40802229,0.42700615,0.40672102,0.40519426,up,0.13890183,0.23701625,17,60
STATE_A,HALLMARK_G2M_CHECKPOINT,17,60,0.09444203,0.09344865,0.09594232,0.10993522,-0.30895086,down,0.86831661,0.90449647,17,60
STATE_A,HALLMARK_GLYCOLYSIS,17,60,0.39251053,0.39667613,0.38988377,0.39220302,-0.06156497,down,0.28808601,0.45013439,17,60
STATE_A,HALLMARK_HEDGEHOG_SIGNALING,17,60,0.16474832,0.13474841,0.1594386,0.13384742,0.57596978,up,0.06279896,0.13651948,17,60
STATE_A,HALLMARK_HEME_METABOLISM,17,60,0.33389229,0.31237024,0.3326368,0.31034718,0.95096251,up,0.00018428,0.00690333,17,60
STATE_A,HALLMARK_HYPOXIA,17,60,0.4657728,0.46147487,0.46590154,0.45145564,0.3206688,up,0.36669934,0.53322206,17,60
STATE_A,HALLMARK_IL2_STAT5_SIGNALING,17,60,0.28333644,0.28200026,0.27862381,0.27470588,0.09176713,up,0.93637386,0.94614626,17,60
STATE_A,HALLMARK_IL6_JAK_STAT3_SIGNALING,17,60,0.25548896,0.33551261,0.26508689,0.31389401,-0.60884479,down,0.00583085,0.03239361,17,60
STATE_A,HALLMARK_INFLAMMATORY_RESPONSE,17,60,0.17365214,0.22104738,0.16908192,0.20225956,-0.39452552,down,0.01807178,0.07361386,17,60
STATE_A,HALLMARK_INTERFERON_ALPHA_RESPONSE,17,60,0.39006181,0.41677877,0.38604696,0.42141623,-0.46803926,down,0.0408715,0.10755658,17,60
STATE_A,HALLMARK_INTERFERON_GAMMA_RESPONSE,17,60,0.32560449,0.36817091,0.32581875,0.36298707,-0.46846654,down,0.02581056,0.0860352,17,60
STATE_A,HALLMARK_KRAS_SIGNALING_DN,17,60,-0.1453815,-0.16284855,-0.14467394,-0.16086209,0.60670974,up,0.01333572,0.06061691,17,60
STATE_A,HALLMARK_KRAS_SIGNALING_UP,17,60,0.20568019,0.21385771,0.19146158,0.19914165,-0.13713873,down,0.261125,0.42116935,17,60
STATE_A,HALLMARK_MITOTIC_SPINDLE,17,60,0.20145431,0.17122321,0.1941964,0.17447154,0.52464629,up,0.06108309,0.13651948,17,60
STATE_A,HALLMARK_MTORC1_SIGNALING,17,60,0.42203873,0.43373202,0.41820983,0.43450635,-0.54008105,down,0.03018579,0.08878174,17,60
STATE_A,HALLMARK_MYC_TARGETS_V1,17,60,0.56190967,0.56579516,0.5620817,0.56577655,-0.17212948,down,0.68076276,0.82322537,17,60
STATE_A,HALLMARK_MYC_TARGETS_V2,17,60,0.19770125,0.24045286,0.2056199,0.24200616,-0.7080296,down,0.01994928,0.07361386,17,60
STATE_A,HALLMARK_MYOGENESIS,17,60,0.27594814,0.23536149,0.2711031,0.24477356,0.62576071,up,0.02061188,0.07361386,17,60
STATE_A,HALLMARK_NOTCH_SIGNALING,17,60,0.34540115,0.31322626,0.33908693,0.30323882,0.71155407,up,0.00429833,0.02686456,17,60
STATE_A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,17,60,0.56911716,0.57512076,0.57276461,0.58306086,-0.20455653,down,0.70797382,0.82322537,17,60
STATE_A,HALLMARK_P53_PATHWAY,17,60,0.36348519,0.3820705,0.36672552,0.3770608,-0.36279955,down,0.05307627,0.12637207,17,60
STATE_A,HALLMARK_PANCREAS_BETA_CELLS,17,60,0.33756619,0.24790443,0.34240785,0.25214686,1.00766137,up,0.00039538,0.00690333,17,60
STATE_A,HALLMARK_PEROXISOME,17,60,0.36802616,0.35579902,0.36450648,0.35237439,0.35596481,up,0.33500602,0.50758488,17,60
STATE_A,HALLMARK_PI3K_AKT_MTOR_SIGNALING,17,60,0.31461187,0.32339202,0.31512472,0.32559022,-0.54153985,down,0.01082297,0.05411485,17,60
STATE_A,HALLMARK_PROTEIN_SECRETION,17,60,0.47692635,0.46723625,0.47389307,0.4628623,0.25312442,up,0.62759824,0.81581447,17,60
STATE_A,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,17,60,0.498433,0.51159364,0.49957014,0.51023763,-0.40599691,down,0.1010989,0.19200031,17,60
STATE_A,HALLMARK_SPERMATOGENESIS,17,60,-0.17161171,-0.17245283,-0.16810963,-0.16412847,-0.11165413,down,0.83941569,0.90449647,17,60
STATE_A,HALLMARK_TGF_BETA_SIGNALING,17,60,0.5024656,0.46841087,0.5009705,0.46061188,0.77712122,up,0.00101896,0.00849133,17,60
