core_a,core_b,feature,core_a_altered_n,core_a_total_n,core_a_frequency,core_b_altered_n,core_b_total_n,core_b_frequency,frequency_difference,odds_ratio,ci_low,ci_high,fisher_p,q_value
STATE_A,STATE_B,chr1p::loss,1,17,0.058823529411764705,3,15,0.2,-0.1411764705882353,0.32467532,0.0418346,2.51978197,0.3192436,0.6262086
STATE_A,STATE_B,chr1p::gain,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr1q::loss,0,17,0.0,3,15,0.2,-0.2,0.10204082,0.00482847,2.15644586,0.09173387,0.38986895
STATE_A,STATE_B,chr1q::gain,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr2p::loss,0,17,0.0,2,15,0.13333333333333333,-0.13333333333333333,0.15428571,0.00682427,3.48814971,0.21169355,0.44984879
STATE_A,STATE_B,chr2p::gain,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr2q::loss,0,17,0.0,2,15,0.13333333333333333,-0.13333333333333333,0.15428571,0.00682427,3.48814971,0.21169355,0.44984879
STATE_A,STATE_B,chr2q::gain,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr3p::loss,16,17,0.9411764705882353,8,15,0.5333333333333333,0.40784313725490196,9.70588235,1.39676831,67.44436546,0.01332345,0.35198197
STATE_A,STATE_B,chr3p::gain,0,17,0.0,2,15,0.13333333333333333,-0.13333333333333333,0.15428571,0.00682427,3.48814971,0.21169355,0.44984879
STATE_A,STATE_B,chr3q::loss,4,17,0.23529411764705882,2,15,0.13333333333333333,0.10196078431372549,1.8,0.32222026,10.05523375,0.65857125,1.0
STATE_A,STATE_B,chr3q::gain,0,17,0.0,2,15,0.13333333333333333,-0.13333333333333333,0.15428571,0.00682427,3.48814971,0.21169355,0.44984879
STATE_A,STATE_B,chr4p::loss,0,17,0.0,1,15,0.06666666666666667,-0.06666666666666667,0.27619048,0.01043972,7.30682371,0.46875,0.73557692
STATE_A,STATE_B,chr4p::gain,0,17,0.0,2,15,0.13333333333333333,-0.13333333333333333,0.15428571,0.00682427,3.48814971,0.21169355,0.44984879
STATE_A,STATE_B,chr4q::loss,0,17,0.0,1,15,0.06666666666666667,-0.06666666666666667,0.27619048,0.01043972,7.30682371,0.46875,0.73557692
STATE_A,STATE_B,chr4q::gain,0,17,0.0,2,15,0.13333333333333333,-0.13333333333333333,0.15428571,0.00682427,3.48814971,0.21169355,0.44984879
STATE_A,STATE_B,chr5p::loss,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr5p::gain,6,17,0.35294117647058826,2,15,0.13333333333333333,0.21960784313725493,3.05217391,0.58197171,16.00724814,0.22931652,0.47735276
STATE_A,STATE_B,chr5q::loss,0,17,0.0,1,15,0.06666666666666667,-0.06666666666666667,0.27619048,0.01043972,7.30682371,0.46875,0.73557692
STATE_A,STATE_B,chr5q::gain,10,17,0.5882352941176471,3,15,0.2,0.38823529411764707,5.0,1.10348715,22.65545178,0.03592397,0.35198197
STATE_A,STATE_B,chr6p::loss,0,17,0.0,4,15,0.26666666666666666,-0.26666666666666666,0.07301587,0.00358098,1.48878556,0.03795884,0.35198197
STATE_A,STATE_B,chr6p::gain,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr6q::loss,0,17,0.0,3,15,0.2,-0.2,0.10204082,0.00482847,2.15644586,0.09173387,0.38986895
STATE_A,STATE_B,chr6q::gain,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr7p::loss,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr7p::gain,1,17,0.058823529411764705,4,15,0.26666666666666666,-0.20784313725490194,0.23232323,0.03158641,1.70877557,0.16087319,0.44984879
STATE_A,STATE_B,chr7q::loss,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr7q::gain,1,17,0.058823529411764705,5,15,0.3333333333333333,-0.2745098039215686,0.17355372,0.02434312,1.2373472,0.07551601,0.38986895
STATE_A,STATE_B,chr8p::loss,2,17,0.11764705882352941,4,15,0.26666666666666666,-0.14901960784313725,0.41218638,0.07351291,2.31112614,0.38280188,0.73557692
STATE_A,STATE_B,chr8p::gain,0,17,0.0,1,15,0.06666666666666667,-0.06666666666666667,0.27619048,0.01043972,7.30682371,0.46875,0.73557692
STATE_A,STATE_B,chr8q::loss,1,17,0.058823529411764705,3,15,0.2,-0.1411764705882353,0.32467532,0.0418346,2.51978197,0.3192436,0.6262086
STATE_A,STATE_B,chr8q::gain,0,17,0.0,2,15,0.13333333333333333,-0.13333333333333333,0.15428571,0.00682427,3.48814971,0.21169355,0.44984879
STATE_A,STATE_B,chr9p::loss,0,17,0.0,1,15,0.06666666666666667,-0.06666666666666667,0.27619048,0.01043972,7.30682371,0.46875,0.73557692
STATE_A,STATE_B,chr9p::gain,0,17,0.0,1,15,0.06666666666666667,-0.06666666666666667,0.27619048,0.01043972,7.30682371,0.46875,0.73557692
STATE_A,STATE_B,chr9q::loss,0,17,0.0,1,15,0.06666666666666667,-0.06666666666666667,0.27619048,0.01043972,7.30682371,0.46875,0.73557692
STATE_A,STATE_B,chr9q::gain,0,17,0.0,2,15,0.13333333333333333,-0.13333333333333333,0.15428571,0.00682427,3.48814971,0.21169355,0.44984879
STATE_A,STATE_B,chr10p::loss,0,17,0.0,3,15,0.2,-0.2,0.10204082,0.00482847,2.15644586,0.09173387,0.38986895
STATE_A,STATE_B,chr10p::gain,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
STATE_A,STATE_B,chr10q::loss,0,17,0.0,2,15,0.13333333333333333,-0.13333333333333333,0.15428571,0.00682427,3.48814971,0.21169355,0.44984879
STATE_A,STATE_B,chr10q::gain,0,17,0.0,0,15,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
