core_a,core_b,feature,effect_size,smd_a_vs_b,p_value,q_value,feature_family,medical_imaging_domain,interpretation
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_10Percentile,-1.34562605,-1.34562605,0.00089016,0.01043761,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_90Percentile,1.01284605,1.01284605,0.01410499,0.04035098,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_Energy,0.23148448,0.23148448,0.4966758,0.57979716,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_Entropy,1.40105142,1.40105142,0.0006772,0.01043761,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_InterquartileRange,1.19726465,1.19726465,0.00251925,0.0130585,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_Kurtosis,-0.48322684,-0.48322684,0.30792099,0.40225517,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_Maximum,0.93538222,0.93538222,0.01565694,0.0435772,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_Mean,-0.57693065,-0.57693065,0.03135984,0.06749832,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,1.28921587,1.28921587,0.00101853,0.01043761,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_Median,-0.38763315,-0.38763315,0.14081925,0.22380556,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_Minimum,-0.42036887,-0.42036887,0.05411686,0.10364755,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_Range,0.64337915,0.64337915,0.02588038,0.05872456,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,1.23315733,1.23315733,0.00151356,0.01125212,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
STATE_A,STATE_B,log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,1.32736085,1.32736085,0.00089016,0.01043761,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
