state_id,pathway,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,direction,p_value,q_value,available_n_core,available_n_rest
STATE_A,HALLMARK_ADIPOGENESIS,16,52,0.48164973,0.47425951,0.48052165,0.46775268,0.39048896,up,0.23295768,0.41150066,16,52
STATE_A,HALLMARK_ALLOGRAFT_REJECTION,16,52,0.18355628,0.24865162,0.18079856,0.24261534,-0.63507029,down,0.00492259,0.04102158,16,52
STATE_A,HALLMARK_ANDROGEN_RESPONSE,16,52,0.43793443,0.40518229,0.43398739,0.39719163,0.87641125,up,0.00233935,0.02924188,16,52
STATE_A,HALLMARK_ANGIOGENESIS,16,52,0.49182819,0.45029528,0.49338664,0.43907505,0.62887306,up,0.03937494,0.1312498,16,52
STATE_A,HALLMARK_APICAL_JUNCTION,16,52,0.29552208,0.29666087,0.29483245,0.28609154,0.19317878,up,0.83394931,0.96051253,16,52
STATE_A,HALLMARK_APICAL_SURFACE,16,52,0.09469925,0.08689139,0.08714074,0.07998762,0.14043043,up,0.52940308,0.73528206,16,52
STATE_A,HALLMARK_APOPTOSIS,16,52,0.43588138,0.43678877,0.43399067,0.43184385,0.05875143,up,0.99423219,1.0,16,52
STATE_A,HALLMARK_BILE_ACID_METABOLISM,16,52,0.19357337,0.18836183,0.18616145,0.17683145,0.17251558,up,0.97116699,1.0,16,52
STATE_A,HALLMARK_CHOLESTEROL_HOMEOSTASIS,16,52,0.32261809,0.32962658,0.32014193,0.32621015,-0.21199682,down,0.44782962,0.65857297,16,52
STATE_A,HALLMARK_COAGULATION,16,52,0.36330921,0.37902576,0.36414475,0.36712094,-0.05643864,down,0.2750224,0.44358452,16,52
STATE_A,HALLMARK_COMPLEMENT,16,52,0.29292094,0.31297125,0.29181158,0.29886139,-0.1346318,down,0.23295768,0.41150066,16,52
STATE_A,HALLMARK_DNA_REPAIR,16,52,0.28850741,0.30090963,0.28497945,0.30097315,-0.68226776,down,0.01315574,0.07308744,16,52
STATE_A,HALLMARK_E2F_TARGETS,16,52,0.09046125,0.09989226,0.08855518,0.10821602,-0.44635147,down,0.19567245,0.40765094,16,52
STATE_A,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,16,52,0.40252127,0.39842734,0.39516815,0.38509808,0.09969073,up,0.83394931,0.96051253,16,52
STATE_A,HALLMARK_ESTROGEN_RESPONSE_EARLY,16,52,0.24858127,0.23098878,0.24514512,0.23027851,0.459159,up,0.21640349,0.41150066,16,52
STATE_A,HALLMARK_ESTROGEN_RESPONSE_LATE,16,52,0.2453884,0.2506278,0.24571981,0.24490742,0.03000368,up,1.0,1.0,16,52
STATE_A,HALLMARK_FATTY_ACID_METABOLISM,16,52,0.43693205,0.41264863,0.42789683,0.40947828,0.35585966,up,0.25639918,0.42733197,16,52
STATE_A,HALLMARK_G2M_CHECKPOINT,16,52,0.09343922,0.09089806,0.09444995,0.10607765,-0.2621735,down,0.94812589,1.0,16,52
STATE_A,HALLMARK_GLYCOLYSIS,16,52,0.39263077,0.39552873,0.39109299,0.39012311,0.02471827,up,0.57778154,0.78078586,16,52
STATE_A,HALLMARK_HEDGEHOG_SIGNALING,16,52,0.15210664,0.13863647,0.15678713,0.1336723,0.49760195,up,0.12718288,0.27648452,16,52
STATE_A,HALLMARK_HEME_METABOLISM,16,52,0.33350988,0.31773116,0.33255834,0.31209783,0.84764276,up,0.00136279,0.02924188,16,52
STATE_A,HALLMARK_HYPOXIA,16,52,0.46826502,0.45927625,0.46735005,0.44878238,0.39357351,up,0.21107825,0.41150066,16,52
STATE_A,HALLMARK_IL2_STAT5_SIGNALING,16,52,0.28311581,0.27528933,0.27662657,0.27025383,0.14635475,up,0.87933863,0.97704292,16,52
STATE_A,HALLMARK_IL6_JAK_STAT3_SIGNALING,16,52,0.254895,0.32746669,0.26180335,0.30440694,-0.52943905,down,0.01954621,0.08884641,16,52
STATE_A,HALLMARK_INFLAMMATORY_RESPONSE,16,52,0.16977753,0.21533615,0.16660082,0.19348694,-0.31437447,down,0.05182507,0.15909575,16,52
STATE_A,HALLMARK_INTERFERON_ALPHA_RESPONSE,16,52,0.38704406,0.4133574,0.38276784,0.41220456,-0.40850153,down,0.06960646,0.17401615,16,52
STATE_A,HALLMARK_INTERFERON_GAMMA_RESPONSE,16,52,0.32240002,0.36519166,0.32221018,0.35328655,-0.40134464,down,0.05540734,0.15909575,16,52
STATE_A,HALLMARK_KRAS_SIGNALING_DN,16,52,-0.14560679,-0.15623168,-0.14478129,-0.15746712,0.47795803,up,0.05727447,0.15909575,16,52
STATE_A,HALLMARK_KRAS_SIGNALING_UP,16,52,0.2052561,0.20517221,0.18944601,0.19293047,-0.06115749,down,0.51998057,0.73528206,16,52
STATE_A,HALLMARK_MITOTIC_SPINDLE,16,52,0.19959323,0.17611639,0.19331941,0.17400537,0.4911612,up,0.09783802,0.22909984,16,52
STATE_A,HALLMARK_MTORC1_SIGNALING,16,52,0.42092847,0.4324197,0.41628507,0.4323759,-0.54105032,down,0.03669308,0.1312498,16,52
STATE_A,HALLMARK_MYC_TARGETS_V1,16,52,0.56054121,0.56262901,0.56065239,0.56360653,-0.14010819,down,0.7449524,0.9311905,16,52
STATE_A,HALLMARK_MYC_TARGETS_V2,16,52,0.19425379,0.23562255,0.20086143,0.24034165,-0.76688672,down,0.01163919,0.07274494,16,52
STATE_A,HALLMARK_MYOGENESIS,16,52,0.27147476,0.23690957,0.27072936,0.24515421,0.59088871,up,0.03416843,0.1312498,16,52
STATE_A,HALLMARK_NOTCH_SIGNALING,16,52,0.34292767,0.3101673,0.33821932,0.30013171,0.72142288,up,0.00797752,0.05698229,16,52
STATE_A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,16,52,0.57519579,0.57795755,0.57356097,0.5854912,-0.22695208,down,0.70162068,0.89951369,16,52
STATE_A,HALLMARK_P53_PATHWAY,16,52,0.36214478,0.37847828,0.36618597,0.37502704,-0.29683144,down,0.10080393,0.22909984,16,52
STATE_A,HALLMARK_PANCREAS_BETA_CELLS,16,52,0.3372414,0.25120095,0.33515643,0.25130612,0.92565888,up,0.00129594,0.02924188,16,52
STATE_A,HALLMARK_PEROXISOME,16,52,0.36834443,0.35958414,0.36564687,0.35380326,0.33649219,up,0.38173643,0.59646317,16,52
STATE_A,HALLMARK_PI3K_AKT_MTOR_SIGNALING,16,52,0.31445245,0.32242713,0.31434325,0.32357484,-0.48752435,down,0.01808553,0.08884641,16,52
STATE_A,HALLMARK_PROTEIN_SECRETION,16,52,0.4756123,0.46710075,0.47327675,0.46314707,0.22364285,up,0.77799831,0.94877843,16,52
STATE_A,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,16,52,0.49892016,0.5107156,0.50031947,0.50844868,-0.29722766,down,0.23867038,0.41150066,16,52
STATE_A,HALLMARK_SPERMATOGENESIS,16,52,-0.17230041,-0.17060078,-0.16918411,-0.16276282,-0.17446328,down,0.94812589,1.0,16,52
STATE_A,HALLMARK_TGF_BETA_SIGNALING,16,52,0.50183386,0.46557722,0.49815269,0.45881799,0.72329804,up,0.00341458,0.0341458,16,52
STATE_A,HALLMARK_TNFA_SIGNALING_VIA_NFKB,16,52,0.38360994,0.40948368,0.38916436,0.39074415,-0.0196501,down,0.66973826,0.88123455,16,52
STATE_A,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,16,52,0.41131816,0.42797271,0.41440964,0.42984567,-0.56615586,down,0.03937494,0.1312498,16,52
STATE_A,HALLMARK_UV_RESPONSE_DN,16,52,0.28278261,0.23355594,0.27544309,0.23168066,0.81892805,up,0.00222938,0.02924188,16,52
STATE_A,HALLMARK_UV_RESPONSE_UP,16,52,0.39547932,0.39990614,0.39999344,0.40060439,-0.03097969,down,0.39767237,0.60253389,16,52
STATE_A,HALLMARK_WNT_BETA_CATENIN_SIGNALING,16,52,0.18069085,0.15117165,0.17576705,0.14313172,0.50903216,up,0.06116586,0.16096279,16,52
STATE_A,HALLMARK_XENOBIOTIC_METABOLISM,16,52,0.3469653,0.34494913,0.3425856,0.33371611,0.20923626,up,0.84525103,0.96051253,16,52
STATE_B,HALLMARK_ADIPOGENESIS,15,53,0.47602294,0.47727809,0.46861834,0.47136246,-0.08280705,down,0.82442495,1.0,15,53
STATE_B,HALLMARK_ALLOGRAFT_REJECTION,15,53,0.21607918,0.22926195,0.19457879,0.23754892,-0.43282649,down,0.43310121,0.86620242,15,53
STATE_B,HALLMARK_ANDROGEN_RESPONSE,15,53,0.41560291,0.41568558,0.40497875,0.40609588,-0.02489604,down,1.0,1.0,15,53
STATE_B,HALLMARK_ANGIOGENESIS,15,53,0.43253785,0.4707206,0.41318875,0.46279731,-0.5701935,down,0.07592124,0.54229457,15,53
STATE_B,HALLMARK_APICAL_JUNCTION,15,53,0.28464166,0.29746782,0.26967166,0.29337744,-0.5351887,down,0.25475838,0.76038178,15,53
STATE_B,HALLMARK_APICAL_SURFACE,15,53,0.08833008,0.09169732,0.08275489,0.08136387,0.0272606,up,1.0,1.0,15,53
STATE_B,HALLMARK_APOPTOSIS,15,53,0.44354756,0.43546337,0.42333273,0.43490075,-0.31932201,down,0.89410291,1.0,15,53
STATE_B,HALLMARK_BILE_ACID_METABOLISM,15,53,0.1875036,0.19627333,0.17434092,0.18035292,-0.11097982,down,0.81293002,1.0,15,53
STATE_B,HALLMARK_CHOLESTEROL_HOMEOSTASIS,15,53,0.31799426,0.32687012,0.32326831,0.32521083,-0.06760939,down,0.89410291,1.0,15,53
STATE_B,HALLMARK_COAGULATION,15,53,0.36252134,0.37843402,0.33625612,0.3749578,-0.77139816,down,0.16443601,0.76038178,15,53
STATE_B,HALLMARK_COMPLEMENT,15,53,0.28764373,0.30985584,0.27384692,0.30381271,-0.58857189,down,0.41594471,0.86620242,15,53
STATE_B,HALLMARK_DNA_REPAIR,15,53,0.30258107,0.29529584,0.29801198,0.29698293,0.04212463,up,0.97640124,1.0,15,53
STATE_B,HALLMARK_E2F_TARGETS,15,53,0.07942645,0.09746027,0.10760204,0.10245444,0.11489759,up,0.27373744,0.76038178,15,53
STATE_B,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,15,53,0.33414134,0.40333713,0.35134411,0.39769111,-0.46717648,down,0.15999262,0.76038178,15,53
STATE_B,HALLMARK_ESTROGEN_RESPONSE_EARLY,15,53,0.22536292,0.23582225,0.22258166,0.2369449,-0.44267795,down,0.30051287,0.78633575,15,53
STATE_B,HALLMARK_ESTROGEN_RESPONSE_LATE,15,53,0.25043004,0.24631236,0.24439205,0.24529853,-0.03347885,down,0.92928621,1.0,15,53
STATE_B,HALLMARK_FATTY_ACID_METABOLISM,15,53,0.42874503,0.41277133,0.41740745,0.41279449,0.08815831,up,0.52478229,0.90479705,15,53
STATE_B,HALLMARK_G2M_CHECKPOINT,15,53,0.08535761,0.09311201,0.11420381,0.10026754,0.31497411,up,0.82442495,1.0,15,53
STATE_B,HALLMARK_GLYCOLYSIS,15,53,0.38733922,0.39691162,0.36332107,0.39800139,-0.95213529,down,0.05639471,0.519814,15,53
STATE_B,HALLMARK_HEDGEHOG_SIGNALING,15,53,0.14456459,0.13946497,0.12665942,0.14263514,-0.33970394,down,0.39097622,0.86620242,15,53
STATE_B,HALLMARK_HEME_METABOLISM,15,53,0.32567098,0.31938369,0.32020678,0.3159796,0.16490645,up,0.26730655,0.76038178,15,53
STATE_B,HALLMARK_HYPOXIA,15,53,0.4314821,0.4657728,0.41647572,0.46353111,-1.08027245,down,0.04124214,0.51552675,15,53
STATE_B,HALLMARK_IL2_STAT5_SIGNALING,15,53,0.27561657,0.27692735,0.25620484,0.27615381,-0.46594528,down,0.80147526,1.0,15,53
STATE_B,HALLMARK_IL6_JAK_STAT3_SIGNALING,15,53,0.29640899,0.30366141,0.257637,0.30478226,-0.58848558,down,0.21959321,0.76038178,15,53
STATE_B,HALLMARK_INFLAMMATORY_RESPONSE,15,53,0.21027716,0.20518323,0.15278166,0.19689073,-0.52335029,down,0.45958862,0.88382427,15,53
STATE_B,HALLMARK_INTERFERON_ALPHA_RESPONSE,15,53,0.4035201,0.40917377,0.37164865,0.4147961,-0.60876585,down,0.2086843,0.76038178,15,53
STATE_B,HALLMARK_INTERFERON_GAMMA_RESPONSE,15,53,0.34396893,0.34794578,0.31118932,0.35581931,-0.58492723,down,0.3514395,0.83676071,15,53
STATE_B,HALLMARK_KRAS_SIGNALING_DN,15,53,-0.15690227,-0.15237857,-0.1620545,-0.15233912,-0.36268165,down,0.50568472,0.90300843,15,53
STATE_B,HALLMARK_KRAS_SIGNALING_UP,15,53,0.19479429,0.20568019,0.1802067,0.19547963,-0.26969015,down,0.76737536,1.0,15,53
STATE_B,HALLMARK_MITOTIC_SPINDLE,15,53,0.18610824,0.18332476,0.17968099,0.17822972,0.03611185,up,0.96460831,1.0,15,53
STATE_B,HALLMARK_MTORC1_SIGNALING,15,53,0.43266142,0.42588755,0.4299998,0.42819077,0.05926026,up,0.60469056,0.944829,15,53
STATE_B,HALLMARK_MYC_TARGETS_V1,15,53,0.56063301,0.56190967,0.56515171,0.5622774,0.13629862,up,0.94104823,1.0,15,53
STATE_B,HALLMARK_MYC_TARGETS_V2,15,53,0.21999179,0.22819735,0.23984226,0.22856443,0.20882239,up,0.75610453,1.0,15,53
STATE_B,HALLMARK_MYOGENESIS,15,53,0.22750586,0.26343059,0.23048948,0.25702541,-0.61365595,down,0.02968998,0.51552675,15,53
STATE_B,HALLMARK_NOTCH_SIGNALING,15,53,0.30590296,0.33018005,0.27872176,0.31768927,-0.73809601,down,0.09177352,0.5735845,15,53
STATE_B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,15,53,0.57138499,0.58014499,0.60197359,0.5772248,0.4779579,up,0.48695945,0.90177676,15,53
STATE_B,HALLMARK_P53_PATHWAY,15,53,0.36891794,0.37656994,0.36405599,0.37546305,-0.38484373,down,0.56405495,0.92595121,15,53
STATE_B,HALLMARK_PANCREAS_BETA_CELLS,15,53,0.26001195,0.28215252,0.24812124,0.2775208,-0.3039481,down,0.3145343,0.78633575,15,53
STATE_B,HALLMARK_PEROXISOME,15,53,0.36170635,0.35984737,0.35235169,0.35778951,-0.15321664,down,0.66797842,0.9696803,15,53
STATE_B,HALLMARK_PI3K_AKT_MTOR_SIGNALING,15,53,0.32379672,0.31945809,0.32273141,0.32102666,0.08816925,up,0.27373744,0.76038178,15,53
STATE_B,HALLMARK_PROTEIN_SECRETION,15,53,0.49551036,0.46551443,0.48071017,0.4612344,0.43512419,up,0.03318562,0.51552675,15,53
