state_id,feature,q_value,fisher_p,odds_ratio,ci_low,ci_high,frequency_difference,gene,set_mutated_n,set_total_n,rest_mutated_n,rest_total_n,mutation_frequency,rest_mutation_frequency,delta_mutation_frequency
STATE_D,mutation::ATM,0.8051948,0.38670167,2.18596491,0.4034414,11.84420486,0.05329593267882188,ATM,3,31,2,46,0.0967741935483871,0.043478260869565216,0.05329593267882188
STATE_D,mutation::BAP1,0.55452496,0.10860811,0.29459241,0.06826584,1.27127543,-0.15287517531556802,BAP1,2,31,10,46,0.06451612903225806,0.21739130434782608,-0.15287517531556802
STATE_D,mutation::CDKN2A,1.0,1.0,1.47619048,0.02853733,76.36096882,0.0,CDKN2A,0,31,0,46,0.0,0.0,0.0
STATE_D,mutation::DST,0.55452496,0.15123408,4.96363636,0.73679434,33.43902726,0.10729312762973352,DST,4,31,1,46,0.12903225806451613,0.021739130434782608,0.10729312762973352
STATE_D,mutation::ELOC,1.0,1.0,1.47619048,0.02853733,76.36096882,0.0,ELOC,0,31,0,46,0.0,0.0,0.0
STATE_D,mutation::FLG,1.0,1.0,1.50847458,0.2459344,9.25244906,0.021037868162692847,FLG,2,31,2,46,0.06451612903225806,0.043478260869565216,0.021037868162692847
STATE_D,mutation::KDM5C,0.94506537,0.64273884,0.46448087,0.06908764,3.12273653,-0.0546984572230014,KDM5C,1,31,4,46,0.03225806451612903,0.08695652173913043,-0.0546984572230014
STATE_D,mutation::KMT2C,0.8051948,0.4025974,4.57377049,0.1803697,115.98054771,0.03225806451612903,KMT2C,1,31,0,46,0.03225806451612903,0.0,0.03225806451612903
STATE_D,mutation::LYST,1.0,1.0,0.87540984,0.10979784,6.97957584,-0.011220196353436185,LYST,1,31,2,46,0.03225806451612903,0.043478260869565216,-0.011220196353436185
STATE_D,mutation::MTOR,0.8051948,0.29662855,3.7251462,0.51989423,26.69141819,0.07503506311360449,MTOR,3,31,1,46,0.0967741935483871,0.021739130434782608,0.07503506311360449
STATE_D,mutation::MUC16,0.9555964,0.6949792,0.6394453,0.13333041,3.06674444,-0.04417952314165498,MUC16,2,31,5,46,0.06451612903225806,0.10869565217391304,-0.04417952314165498
STATE_D,mutation::PBRM1,0.04174071,0.00379461,4.23027375,1.60894705,11.1223151,0.3415147265077139,PBRM1,18,31,11,46,0.5806451612903226,0.2391304347826087,0.3415147265077139
STATE_D,mutation::PIK3CA,0.45062659,0.06144908,11.42105263,0.56879059,229.32946901,0.0967741935483871,PIK3CA,3,31,0,46,0.0967741935483871,0.0,0.0967741935483871
STATE_D,mutation::PTEN,0.55452496,0.15123408,4.96363636,0.73679434,33.43902726,0.10729312762973352,PTEN,4,31,1,46,0.12903225806451613,0.021739130434782608,0.10729312762973352
STATE_D,mutation::SETD2,0.94506537,0.56138072,2.57062147,0.32223479,20.50708065,0.042776998597475455,SETD2,2,31,1,46,0.06451612903225806,0.021739130434782608,0.042776998597475455
STATE_D,mutation::SPTA1,0.94506537,0.64436275,0.61124122,0.0854144,4.37415509,-0.03295932678821879,SPTA1,1,31,3,46,0.03225806451612903,0.06521739130434782,-0.03295932678821879
STATE_D,mutation::TP53,0.93984963,0.51264525,0.28253968,0.01310893,6.08963844,-0.043478260869565216,TP53,0,31,2,46,0.0,0.043478260869565216,-0.043478260869565216
STATE_D,mutation::TSC1,0.8051948,0.4025974,4.57377049,0.1803697,115.98054771,0.03225806451612903,TSC1,1,31,0,46,0.03225806451612903,0.0,0.03225806451612903
STATE_D,mutation::TSC2,1.0,1.0,1.47619048,0.02853733,76.36096882,0.0,TSC2,0,31,0,46,0.0,0.0,0.0
STATE_D,mutation::TTN,0.8051948,0.39215982,0.37108793,0.05748262,2.39561529,-0.07643758765778401,TTN,1,31,5,46,0.03225806451612903,0.10869565217391304,-0.07643758765778401
STATE_D,mutation::VHL,0.0088814,0.0004037,6.03838384,2.19095121,16.64212295,0.426367461430575,VHL,24,31,16,46,0.7741935483870968,0.34782608695652173,0.426367461430575
