group_id,feature,n_group,n_rest,median_group,median_rest,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,analysis_role
STATE_A,chr1p,29,30,0.0083,0.00280563,-0.05977011,-0.35643678,0.24597701,0.69902596,descriptive_secondary
STATE_A,chr1q,29,30,0.0118,0.04661652,-0.30344828,-0.60005747,0.00931034,0.04617097,descriptive_secondary
STATE_A,chr2p,29,30,0.0124,0.03768821,-0.34252874,-0.60695402,-0.05977011,0.02435065,descriptive_secondary
STATE_A,chr2q,29,30,0.01215462,0.0279,-0.13448276,-0.45635057,0.17939655,0.3791739,descriptive_secondary
STATE_A,chr3p,29,30,-0.36094315,-0.26939341,-0.26436782,-0.54942529,0.01385057,0.08255596,descriptive_secondary
STATE_A,chr3q,29,30,0.01728328,0.03195078,-0.07816092,-0.39310345,0.22775862,0.61150546,descriptive_secondary
STATE_A,chr4p,29,30,0.0140933,-0.00145,0.27126437,-0.04373563,0.55632184,0.07482584,descriptive_secondary
STATE_A,chr4q,29,30,0.01789406,0.00278285,0.23448276,-0.05977011,0.52189655,0.12381918,descriptive_secondary
STATE_A,chr5p,29,30,0.02026581,0.10691066,-0.30344828,-0.5954023,-0.02298851,0.04617415,descriptive_secondary
STATE_A,chr5q,29,30,0.1999353,0.13628981,0.00229885,-0.29655172,0.30114943,0.99395131,descriptive_secondary
STATE_A,chr6p,29,30,0.00918931,-0.01162964,0.22758621,-0.07586207,0.5104023,0.13531861,descriptive_secondary
STATE_A,chr6q,29,30,0.0091,-0.0299674,0.35632184,0.07586207,0.62988506,0.01915386,descriptive_secondary
STATE_A,chr7p,29,30,0.012,0.09546699,-0.44137931,-0.70344828,-0.15396552,0.00368999,descriptive_secondary
STATE_A,chr7q,29,30,0.012,0.05423342,-0.32183908,-0.59770115,-0.02528736,0.03442198,descriptive_secondary
STATE_A,chr8p,29,30,0.00973083,-0.0203366,0.17586207,-0.1241954,0.48275862,0.24918719,descriptive_secondary
STATE_A,chr8q,29,30,0.011,0.0294791,-0.29425287,-0.5862069,0.0091954,0.05321772,descriptive_secondary
STATE_A,chr9p,29,30,0.012,-0.09875,0.48505747,0.20454023,0.74252874,0.00141491,descriptive_secondary
STATE_A,chr9q,29,30,0.0118,-0.07599845,0.43678161,0.15402299,0.71034483,0.00406348,descriptive_secondary
STATE_A,chr10p,29,30,0.00450771,0.00577546,-0.02758621,-0.33103448,0.29436782,0.86158054,descriptive_secondary
STATE_A,chr10q,29,30,0.0019,-0.02346756,0.29425287,-0.00465517,0.58172414,0.05321772,descriptive_secondary
STATE_A,chr11p,29,30,0.0127,0.02683161,-0.13793103,-0.44137931,0.15632184,0.36698427,descriptive_secondary
STATE_A,chr11q,29,30,0.0127,0.01805,0.0183908,-0.29431034,0.32189655,0.90946395,descriptive_secondary
STATE_A,chr12p,29,30,0.0154,0.06832698,-0.38275862,-0.67356322,-0.09195402,0.01183849,descriptive_secondary
STATE_A,chr12q,29,30,0.02024187,0.07385221,-0.33908046,-0.63218391,-0.04367816,0.0258245,descriptive_secondary
STATE_A,chr13p,29,30,0.0,0.0,0.0,0.0,0.0,1.0,descriptive_secondary
STATE_A,chr13q,29,30,0.01027612,-0.00165,0.16551724,-0.13333333,0.46902299,0.27832924,descriptive_secondary
STATE_A,chr14p,29,30,0.0,0.0,0.0,0.0,0.0,1.0,descriptive_secondary
STATE_A,chr14q,29,30,0.00275823,-0.20827979,0.29425287,-0.01614943,0.59310345,0.05321772,descriptive_secondary
STATE_A,chr15p,29,30,0.0,0.0,0.0,0.0,0.0,1.0,descriptive_secondary
STATE_A,chr15q,29,30,0.01052502,0.02709314,-0.0183908,-0.34258621,0.28971264,0.90946264,descriptive_secondary
