feature,group_a,group_b,n_a,n_b,median_a,median_b,mean_a,mean_b,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,p_adjusted_holm
original_shape_Maximum2DDiameterRow,STATE_B,STATE_C,19,11,0.78643549,-0.11469394,0.56108235,-0.02944394,0.11004785,-0.31100478,0.54066986,0.635927,0.635927
original_shape_Maximum2DDiameterSlice,STATE_A,STATE_B,29,19,-0.39320586,0.33561765,-0.14000238,0.14040188,-0.14700544,-0.4845735,0.20508167,0.39906646,1.0
original_shape_Maximum2DDiameterSlice,STATE_A,STATE_C,29,11,-0.39320586,-0.24106363,-0.14000238,-0.44079378,-0.02194357,-0.39827586,0.36050157,0.92759521,1.0
original_shape_Maximum2DDiameterSlice,STATE_B,STATE_C,19,11,0.33561765,-0.24106363,0.14040188,-0.44079378,0.33014354,-0.09090909,0.70334928,0.14340173,1.0
original_shape_MeshVolume,STATE_A,STATE_B,29,19,-0.46820174,-0.2559099,-0.52554015,0.5257858,-0.40108893,-0.69872958,-0.07431942,0.02039251,0.06117753
original_shape_MeshVolume,STATE_A,STATE_C,29,11,-0.46820174,-0.02118421,-0.52554015,0.10959672,-0.53605016,-0.82445141,-0.18495298,0.01003346,0.06117753
original_shape_MeshVolume,STATE_B,STATE_C,19,11,-0.2559099,-0.02118421,0.5257858,0.10959672,0.0430622,-0.37799043,0.48325359,0.86332285,0.86332285
original_shape_MinorAxisLength,STATE_A,STATE_B,29,19,-0.64506121,1.04633314,-0.62298417,0.35552722,-0.38294011,-0.68793103,0.00181488,0.02685387,0.08056161
original_shape_MinorAxisLength,STATE_A,STATE_C,29,11,-0.64506121,-0.01787312,-0.62298417,-0.07636203,-0.47962382,-0.78683386,-0.14733542,0.0213317,0.08056161
original_shape_MinorAxisLength,STATE_B,STATE_C,19,11,1.04633314,-0.01787312,0.35552722,-0.07636203,0.1291866,-0.28253589,0.54066986,0.5758382,0.5758382
original_shape_Sphericity,STATE_A,STATE_B,29,19,0.37432242,-0.06994984,0.05169554,-0.23919393,0.15789474,-0.17976407,0.47731397,0.36465202,1.0
original_shape_Sphericity,STATE_A,STATE_C,29,11,0.37432242,0.73264236,0.05169554,0.63134163,-0.31034483,-0.63636364,0.0346395,0.13774952,1.0
original_shape_Sphericity,STATE_B,STATE_C,19,11,-0.06994984,0.73264236,-0.23919393,0.63134163,-0.48325359,-0.79904306,-0.11004785,0.03141126,1.0
original_shape_SurfaceVolumeRatio,STATE_A,STATE_B,29,19,0.22272876,-0.12319151,0.4128665,-0.17250128,0.27767695,-0.08166969,0.58629764,0.10910026,0.32730078
original_shape_SurfaceVolumeRatio,STATE_A,STATE_C,29,11,0.22272876,0.07393686,0.4128665,-0.05139387,0.27272727,-0.06583072,0.58009404,0.19275159,0.38550318
original_shape_SurfaceVolumeRatio,STATE_B,STATE_C,19,11,-0.12319151,0.07393686,-0.17250128,-0.05139387,-0.1291866,-0.51196172,0.27272727,0.5758382,0.5758382
original_firstorder_10Percentile,STATE_A,STATE_B,29,19,0.02336358,-0.09049159,0.11661128,-0.11486805,0.06352087,-0.2777677,0.39392015,0.72004541,1.0
original_firstorder_10Percentile,STATE_A,STATE_C,29,11,0.02336358,0.20202096,0.11661128,0.2464798,-0.13479624,-0.50470219,0.22884013,0.52471387,1.0
original_firstorder_10Percentile,STATE_B,STATE_C,19,11,-0.09049159,0.20202096,-0.11486805,0.2464798,-0.23444976,-0.62679426,0.19617225,0.30166228,1.0
original_firstorder_90Percentile,STATE_A,STATE_B,29,19,0.03183406,-0.43852252,0.06891085,-0.31258578,0.19056261,-0.15063521,0.50998185,0.27295777,0.81887331
original_firstorder_90Percentile,STATE_A,STATE_C,29,11,0.03183406,0.17317579,0.06891085,0.32182383,-0.1661442,-0.49858934,0.19122257,0.43096149,0.86192298
original_firstorder_90Percentile,STATE_B,STATE_C,19,11,-0.43852252,0.17317579,-0.31258578,0.32182383,-0.44497608,-0.78014354,-0.0430622,0.04773977,0.86192298
original_firstorder_Energy,STATE_A,STATE_B,29,19,-0.42446894,-0.17112855,-0.37785649,0.28717254,-0.26678766,-0.57540835,0.07803993,0.12380341,0.37141023
original_firstorder_Energy,STATE_A,STATE_C,29,11,-0.42446894,0.07369721,-0.37785649,0.42491018,-0.61128527,-0.86833856,-0.31661442,0.00330169,0.37141023
original_firstorder_Energy,STATE_B,STATE_C,19,11,-0.17112855,0.07369721,0.28717254,0.42491018,-0.215311,-0.61722488,0.22488038,0.34373952,0.37141023
original_firstorder_InterquartileRange,STATE_A,STATE_B,29,19,-0.28119505,-0.47465341,0.0237991,-0.28189492,0.11433757,-0.20508167,0.44110708,0.5134021,1.0
original_firstorder_InterquartileRange,STATE_A,STATE_C,29,11,-0.28119505,0.15761068,0.0237991,0.17131209,-0.23510972,-0.54231975,0.10360502,0.26239833,1.0
original_firstorder_InterquartileRange,STATE_B,STATE_C,19,11,-0.47465341,0.15761068,-0.28189492,0.17131209,-0.45454545,-0.81818182,-0.0430622,0.04310264,1.0
original_firstorder_Kurtosis,STATE_A,STATE_B,29,19,-0.0892052,0.04809558,-0.00987569,0.01392421,-0.02359347,-0.33947368,0.30671506,0.89934133,1.0
original_firstorder_Kurtosis,STATE_A,STATE_C,29,11,-0.0892052,-0.24474628,-0.00987569,-0.18085746,0.03448276,-0.32288401,0.39827586,0.87961963,1.0
original_firstorder_Kurtosis,STATE_B,STATE_C,19,11,0.04809558,-0.24474628,0.01392421,-0.18085746,0.15789474,-0.27272727,0.58851675,0.4910854,1.0
original_firstorder_Maximum,STATE_A,STATE_B,29,19,-0.25409788,-0.04868611,-0.18757682,-0.01701406,-0.04900181,-0.39019964,0.29945554,0.78403149,1.0
original_firstorder_Maximum,STATE_A,STATE_C,29,11,-0.25409788,0.459843,-0.18757682,0.33145592,-0.26018809,-0.64263323,0.18495298,0.21427285,1.0
original_firstorder_Maximum,STATE_B,STATE_C,19,11,-0.04868611,0.459843,-0.01701406,0.33145592,-0.23444976,-0.62703349,0.20574163,0.30166228,1.0
original_firstorder_Mean,STATE_A,STATE_B,29,19,0.10781582,-0.15982207,0.07491915,-0.24482229,0.1615245,-0.16878403,0.48094374,0.35360543,1.0
original_firstorder_Mean,STATE_A,STATE_C,29,11,0.10781582,0.35005847,0.07491915,0.28051594,-0.14733542,-0.49216301,0.19122257,0.48600524,1.0
original_firstorder_Mean,STATE_B,STATE_C,19,11,-0.15982207,0.35005847,-0.24482229,0.28051594,-0.35885167,-0.71315789,0.04330144,0.11130623,1.0
original_firstorder_Minimum,STATE_A,STATE_B,29,19,0.20028661,-0.17243879,0.40547269,0.02398302,0.16878403,-0.17967332,0.49192377,0.33215461,0.99646383
original_firstorder_Minimum,STATE_A,STATE_C,29,11,0.20028661,0.02186417,0.40547269,-0.28517114,0.31661442,-0.04717868,0.64905956,0.12989547,0.99646383
original_firstorder_Minimum,STATE_B,STATE_C,19,11,-0.17243879,0.02186417,0.02398302,-0.28517114,0.16746411,-0.26315789,0.55980861,0.46440055,0.99646383
original_firstorder_Range,STATE_A,STATE_B,29,19,-0.38919546,0.01348863,-0.31633761,-0.02371954,-0.13611615,-0.4845735,0.2123412,0.4353656,1.0
original_firstorder_Range,STATE_A,STATE_C,29,11,-0.38919546,0.11569899,-0.31633761,0.39132154,-0.36677116,-0.69905956,0.02194357,0.07894568,1.0
original_firstorder_Range,STATE_B,STATE_C,19,11,0.01348863,0.11569899,-0.02371954,0.39132154,-0.25358852,-0.64593301,0.17703349,0.26316224,1.0
original_firstorder_Skewness,STATE_A,STATE_B,29,19,0.03010302,-0.20829255,0.09482857,-0.04439835,-0.01270417,-0.33212341,0.32123412,0.94957004,1.0
original_firstorder_Skewness,STATE_A,STATE_C,29,11,0.03010302,0.01639834,0.09482857,0.15059524,-0.02194357,-0.41081505,0.36050157,0.92759521,1.0
original_firstorder_Skewness,STATE_B,STATE_C,19,11,-0.20829255,0.01639834,-0.04439835,0.15059524,-0.10047847,-0.53110048,0.31100478,0.66693038,1.0
original_firstorder_Uniformity,STATE_A,STATE_B,29,19,-0.00971156,0.25544773,0.04787721,0.15325417,-0.12522686,-0.44836661,0.22332123,0.47349985,1.0
original_firstorder_Uniformity,STATE_A,STATE_C,29,11,-0.00971156,-0.59484422,0.04787721,-0.35678802,0.27272727,-0.12852665,0.64278997,0.19275159,1.0
original_firstorder_Uniformity,STATE_B,STATE_C,19,11,0.25544773,-0.59484422,0.15325417,-0.35678802,0.39712919,-0.02392344,0.77033493,0.07764864,1.0
original_firstorder_Variance,STATE_A,STATE_B,29,19,-0.28692511,-0.49164576,0.0324951,-0.36245292,0.20145191,-0.14718693,0.53911071,0.24624295,0.73872885
original_firstorder_Variance,STATE_A,STATE_C,29,11,-0.28692511,0.09334065,0.0324951,0.1737103,-0.22884013,-0.5862069,0.12852665,0.27551486,0.73872885
original_firstorder_Variance,STATE_B,STATE_C,19,11,-0.49164576,0.09334065,-0.36245292,0.1737103,-0.49282297,-0.80885167,-0.11004785,0.02817365,0.73872885
original_glcm_Correlation,STATE_A,STATE_B,29,19,-0.1911516,-0.16076426,-0.1602521,-0.2392407,0.02722323,-0.30317604,0.34664247,0.88267764,1.0
original_glcm_Correlation,STATE_A,STATE_C,29,11,-0.1911516,0.31686187,-0.1602521,0.21680367,-0.27272727,-0.60501567,0.09717868,0.19275159,1.0
original_glcm_Correlation,STATE_B,STATE_C,19,11,-0.16076426,0.31686187,-0.2392407,0.21680367,-0.35885167,-0.74162679,0.03349282,0.11130623,1.0
original_glcm_Idmn,STATE_A,STATE_B,29,19,-0.09087553,0.14476933,-0.3648194,0.12623965,-0.17967332,-0.4845735,0.17241379,0.30158994,0.90476982
original_glcm_Idmn,STATE_A,STATE_C,29,11,-0.09087553,-0.07780987,-0.3648194,-0.081486,-0.07210031,-0.42319749,0.27899687,0.7389885,1.0
original_glcm_Idmn,STATE_B,STATE_C,19,11,0.14476933,-0.07780987,0.12623965,-0.081486,0.1291866,-0.31100478,0.53110048,0.5758382,1.0
original_glcm_Idn,STATE_A,STATE_B,29,19,-0.37596848,0.21925501,-0.42274451,0.13165769,-0.22323049,-0.53548094,0.10344828,0.19843722,0.59531166
original_glcm_Idn,STATE_A,STATE_C,29,11,-0.37596848,-0.04251111,-0.42274451,-0.12911488,-0.12225705,-0.46081505,0.21630094,0.56494277,1.0
original_glcm_Idn,STATE_B,STATE_C,19,11,0.21925501,-0.04251111,0.13165769,-0.12911488,0.10047847,-0.26339713,0.50239234,0.66693038,1.0
original_glcm_Imc1,STATE_A,STATE_B,29,19,0.32774698,0.36925301,0.20347443,0.06860302,0.10344828,-0.22686025,0.41932849,0.55498769,1.0
original_glcm_Imc1,STATE_A,STATE_C,29,11,0.32774698,-0.0728243,0.20347443,-0.03410865,0.31034483,-0.05329154,0.64263323,0.13774952,1.0
original_glcm_Imc1,STATE_B,STATE_C,19,11,0.36925301,-0.0728243,0.06860302,-0.03410865,0.29186603,-0.13875598,0.72248804,0.19667106,1.0
original_glrlm_LongRunHighGrayLevelEmphasis,STATE_A,STATE_B,29,19,-0.43910094,-0.05934743,-0.5204201,0.16007473,-0.33938294,-0.62622505,-0.01270417,0.04992005,0.14976015
original_glrlm_LongRunHighGrayLevelEmphasis,STATE_A,STATE_C,29,11,-0.43910094,-0.03170691,-0.5204201,-0.1245568,-0.21003135,-0.54874608,0.14106583,0.3175141,0.6350282
original_glrlm_LongRunHighGrayLevelEmphasis,STATE_B,STATE_C,19,11,-0.05934743,-0.03170691,0.16007473,-0.1245568,0.11961722,-0.31100478,0.51196172,0.60554879,0.6350282
original_glrlm_LowGrayLevelRunEmphasis,STATE_A,STATE_B,29,19,-0.03623893,0.06843095,0.18329759,-0.07194691,-0.11433757,-0.45916515,0.22332123,0.5134021,1.0
original_glrlm_LowGrayLevelRunEmphasis,STATE_A,STATE_C,29,11,-0.03623893,0.02294602,0.18329759,0.0074286,-0.07210031,-0.46081505,0.33557994,0.7389885,1.0
original_glrlm_LowGrayLevelRunEmphasis,STATE_B,STATE_C,19,11,0.06843095,0.02294602,-0.07194691,0.0074286,0.07177033,-0.35885167,0.47392344,0.76321984,1.0
original_glrlm_RunEntropy,STATE_A,STATE_B,29,19,-0.40131277,-0.25425441,-0.2874316,-0.1005137,-0.09618875,-0.42658802,0.23774955,0.58359696,1.0
original_glrlm_RunEntropy,STATE_A,STATE_C,29,11,-0.40131277,0.23342237,-0.2874316,0.18574103,-0.37304075,-0.68667712,-0.03432602,0.073917,1.0
original_glrlm_RunEntropy,STATE_B,STATE_C,19,11,-0.25425441,0.23342237,-0.1005137,0.18574103,-0.36842105,-0.74162679,0.03349282,0.10196819,1.0
original_glrlm_RunLengthNonUniformity,STATE_A,STATE_B,29,19,-0.47267924,-0.23527378,-0.45464174,0.39719886,-0.3030853,-0.61887477,0.03811252,0.08014834,0.24044502
original_glrlm_RunLengthNonUniformity,STATE_A,STATE_C,29,11,-0.47267924,0.1134667,-0.45464174,0.4082876,-0.54858934,-0.86206897,-0.15971787,0.00840742,0.24044502
original_glrlm_RunLengthNonUniformity,STATE_B,STATE_C,19,11,-0.23527378,0.1134667,0.39719886,0.4082876,-0.07177033,-0.50239234,0.35909091,0.76321984,0.76321984
original_glszm_GrayLevelNonUniformity,STATE_A,STATE_B,29,19,-0.3328251,-0.04355554,-0.38868621,0.36050718,-0.23411978,-0.58629764,0.1362069,0.17725236,0.53175708
original_glszm_GrayLevelNonUniformity,STATE_A,STATE_C,29,11,-0.3328251,0.21003317,-0.38868621,0.28645163,-0.47335423,-0.84326019,-0.0031348,0.02310032,0.53175708
original_glszm_GrayLevelNonUniformity,STATE_B,STATE_C,19,11,-0.04355554,0.21003317,0.36050718,0.28645163,-0.03349282,-0.46411483,0.39712919,0.89727108,0.89727108
original_glszm_LargeAreaEmphasis,STATE_A,STATE_B,29,19,-0.31615112,0.13718794,-0.44484294,0.35684921,-0.52450091,-0.79673321,-0.1977314,0.00239864,0.00719592
original_glszm_LargeAreaEmphasis,STATE_A,STATE_C,29,11,-0.31615112,-0.21212177,-0.44484294,-0.20620634,-0.22884013,-0.61755486,0.20376176,0.27551486,0.55102972
original_glszm_LargeAreaEmphasis,STATE_B,STATE_C,19,11,0.13718794,-0.21212177,0.35684921,-0.20620634,0.35885167,-0.05263158,0.72272727,0.11130623,0.55102972
original_glszm_LargeAreaHighGrayLevelEmphasis,STATE_A,STATE_B,29,19,-0.49415502,0.01330632,-0.49969154,0.45648516,-0.52087114,-0.76415608,-0.21950998,0.00257182,0.00771546
original_glszm_LargeAreaHighGrayLevelEmphasis,STATE_A,STATE_C,29,11,-0.49415502,-0.24580591,-0.49969154,-0.12935525,-0.3354232,-0.67413793,0.02821317,0.10840909,0.21681818
original_glszm_LargeAreaHighGrayLevelEmphasis,STATE_B,STATE_C,19,11,0.01330632,-0.24580591,0.45648516,-0.12935525,0.25358852,-0.13875598,0.63660287,0.26316224,0.26316224
original_glszm_SizeZoneNonUniformity,STATE_A,STATE_B,29,19,-0.21584044,0.02010207,-0.19304155,-0.17774154,-0.13248639,-0.47005445,0.23774955,0.44787607,1.0
original_glszm_SizeZoneNonUniformity,STATE_A,STATE_C,29,11,-0.21584044,0.24824782,-0.19304155,0.88112528,-0.32915361,-0.68025078,0.07210031,0.11523456,1.0
original_glszm_SizeZoneNonUniformity,STATE_B,STATE_C,19,11,0.02010207,0.24824782,-0.17774154,0.88112528,-0.215311,-0.62679426,0.22488038,0.34373952,1.0
original_glszm_SizeZoneNonUniformityNormalized,STATE_A,STATE_B,29,19,-0.04364396,-0.32179787,0.22671845,-0.17406634,0.19782214,-0.14709619,0.51370236,0.25493637,0.76480911
original_glszm_SizeZoneNonUniformityNormalized,STATE_A,STATE_C,29,11,-0.04364396,0.32179787,0.22671845,0.34875506,-0.19749216,-0.53605016,0.1661442,0.34773135,0.76480911
original_glszm_SizeZoneNonUniformityNormalized,STATE_B,STATE_C,19,11,-0.32179787,0.32179787,-0.17406634,0.34875506,-0.45454545,-0.80861244,-0.05263158,0.04310264,0.76480911
original_glszm_ZoneEntropy,STATE_A,STATE_B,29,19,-0.26950628,0.14590878,-0.38457067,0.00693082,-0.19419238,-0.51361162,0.13983666,0.26384094,0.79152282
original_glszm_ZoneEntropy,STATE_A,STATE_C,29,11,-0.26950628,0.15690877,-0.38457067,0.11787773,-0.27272727,-0.59874608,0.05956113,0.19275159,0.79152282
original_glszm_ZoneEntropy,STATE_B,STATE_C,19,11,0.14590878,0.15690877,0.00693082,0.11787773,-0.0430622,-0.45478469,0.37799043,0.86332285,0.86332285
original_glszm_ZonePercentage,STATE_A,STATE_B,29,19,-0.00073926,-0.12221217,0.26375171,-0.10418457,0.18330309,-0.14700544,0.4991833,0.29183161,0.87549483
original_glszm_ZonePercentage,STATE_A,STATE_C,29,11,-0.00073926,0.11060975,0.26375171,0.31690229,-0.11598746,-0.44200627,0.24137931,0.5855987,1.0
original_glszm_ZonePercentage,STATE_B,STATE_C,19,11,-0.12221217,0.11060975,-0.10418457,0.31690229,-0.44497608,-0.78947368,-0.07177033,0.04773977,1.0
original_gldm_DependenceEntropy,STATE_A,STATE_B,29,19,-0.18035057,-0.40224208,-0.17430844,-0.18988238,0.0199637,-0.32123412,0.35027223,0.91604952,1.0
original_gldm_DependenceEntropy,STATE_A,STATE_C,29,11,-0.18035057,0.37367973,-0.17430844,0.23172422,-0.26645768,-0.59890282,0.08479624,0.20330493,1.0
original_gldm_DependenceEntropy,STATE_B,STATE_C,19,11,-0.40224208,0.37367973,-0.18988238,0.23172422,-0.37799043,-0.76076555,0.05263158,0.09326469,1.0
original_gldm_GrayLevelNonUniformity,STATE_A,STATE_B,29,19,-0.46061967,-0.15526904,-0.50701057,0.48080882,-0.38294011,-0.67704174,-0.04537205,0.02685387,0.08056161
original_gldm_GrayLevelNonUniformity,STATE_A,STATE_C,29,11,-0.46061967,-0.1399703,-0.50701057,-0.14983418,-0.32288401,-0.68667712,0.09717868,0.12239356,0.24478712
original_gldm_GrayLevelNonUniformity,STATE_B,STATE_C,19,11,-0.15526904,-0.1399703,0.48080882,-0.14983418,0.19617225,-0.22511962,0.58851675,0.38938711,0.38938711
original_gldm_LargeDependenceHighGrayLevelEmphasis,STATE_A,STATE_B,29,19,-0.2097596,0.07215327,-0.30847234,-0.0917794,-0.18330309,-0.49546279,0.13974592,0.29183161,0.87549483
original_gldm_LargeDependenceHighGrayLevelEmphasis,STATE_A,STATE_C,29,11,-0.2097596,0.05089487,-0.30847234,-0.08550686,-0.07210031,-0.40438871,0.27899687,0.7389885,1.0
original_gldm_LargeDependenceHighGrayLevelEmphasis,STATE_B,STATE_C,19,11,0.07215327,0.05089487,-0.0917794,-0.08550686,0.09090909,-0.33971292,0.50239234,0.69851323,1.0
log-sigma-1-0-mm-3D_firstorder_10Percentile,STATE_A,STATE_B,29,19,-0.34341894,0.41258326,-0.269657,0.48091746,-0.33575318,-0.63711434,-0.00907441,0.05243243,0.15729729
log-sigma-1-0-mm-3D_firstorder_10Percentile,STATE_A,STATE_C,29,11,-0.34341894,-0.33982331,-0.269657,-0.25084563,-0.01567398,-0.36050157,0.32288401,0.95169325,1.0
log-sigma-1-0-mm-3D_firstorder_10Percentile,STATE_B,STATE_C,19,11,0.41258326,-0.33982331,0.48091746,-0.25084563,0.47368421,0.07177033,0.8277512,0.03496297,1.0
log-sigma-1-0-mm-3D_firstorder_90Percentile,STATE_A,STATE_B,29,19,-0.11370501,-0.54766598,0.20208091,-0.45230734,0.24500907,-0.08529946,0.54990926,0.1577998,0.4733994
log-sigma-1-0-mm-3D_firstorder_90Percentile,STATE_A,STATE_C,29,11,-0.11370501,0.37949123,0.20208091,0.45399747,-0.20376176,-0.52351097,0.14733542,0.33240096,0.66480192
log-sigma-1-0-mm-3D_firstorder_90Percentile,STATE_B,STATE_C,19,11,-0.54766598,0.37949123,-0.45230734,0.45399747,-0.51196172,-0.81818182,-0.14808612,0.02255242,0.66480192
log-sigma-1-0-mm-3D_firstorder_Energy,STATE_A,STATE_B,29,19,-0.34609147,-0.41178625,-0.36796543,0.10611903,-0.12885662,-0.48466425,0.226951,0.46058831,1.0
log-sigma-1-0-mm-3D_firstorder_Energy,STATE_A,STATE_C,29,11,-0.34609147,0.12458168,-0.36796543,0.62086671,-0.5862069,-0.88714734,-0.19122257,0.00484751,1.0
log-sigma-1-0-mm-3D_firstorder_Energy,STATE_B,STATE_C,19,11,-0.41178625,0.12458168,0.10611903,0.62086671,-0.23444976,-0.62679426,0.20574163,0.30166228,1.0
log-sigma-1-0-mm-3D_firstorder_InterquartileRange,STATE_A,STATE_B,29,19,0.05480256,-0.34610581,0.28814604,-0.50491699,0.30671506,-0.01270417,0.60444646,0.07657595,0.22972785
log-sigma-1-0-mm-3D_firstorder_InterquartileRange,STATE_A,STATE_C,29,11,0.05480256,0.44173108,0.28814604,0.40134426,-0.0846395,-0.42319749,0.29780564,0.69374812,1.0
log-sigma-1-0-mm-3D_firstorder_InterquartileRange,STATE_B,STATE_C,19,11,-0.34610581,0.44173108,-0.50491699,0.40134426,-0.46411483,-0.77990431,-0.06220096,0.03885204,1.0
log-sigma-1-0-mm-3D_firstorder_Kurtosis,STATE_A,STATE_B,29,19,-0.2884025,0.02525874,-0.14748235,0.15447173,-0.23049002,-0.57168784,0.11442831,0.18411825,0.55235475
log-sigma-1-0-mm-3D_firstorder_Kurtosis,STATE_A,STATE_C,29,11,-0.2884025,-0.30406337,-0.14748235,-0.12077171,-0.03448276,-0.45454545,0.39184953,0.87961963,1.0
log-sigma-1-0-mm-3D_firstorder_Kurtosis,STATE_B,STATE_C,19,11,0.02525874,-0.30406337,0.15447173,-0.12077171,0.11961722,-0.33014354,0.54066986,0.60554879,1.0
log-sigma-1-0-mm-3D_firstorder_Maximum,STATE_A,STATE_B,29,19,-0.06421064,-0.4195821,-0.08379919,-0.35958751,0.11796733,-0.23421053,0.43756806,0.49990977,1.0
log-sigma-1-0-mm-3D_firstorder_Maximum,STATE_A,STATE_C,29,11,-0.06421064,0.23577056,-0.08379919,0.29377164,-0.22257053,-0.5862069,0.15987461,0.28907183,1.0
log-sigma-1-0-mm-3D_firstorder_Maximum,STATE_B,STATE_C,19,11,-0.4195821,0.23577056,-0.35958751,0.29377164,-0.3492823,-0.73205742,0.0430622,0.12130652,1.0
log-sigma-1-0-mm-3D_firstorder_Mean,STATE_A,STATE_B,29,19,0.18037705,-0.04989747,-0.11019964,0.09118996,-0.01270417,-0.33575318,0.33947368,0.94957004,1.0
log-sigma-1-0-mm-3D_firstorder_Mean,STATE_A,STATE_C,29,11,0.18037705,-0.08496358,-0.11019964,0.09897079,0.03448276,-0.31677116,0.40438871,0.87961963,1.0
log-sigma-1-0-mm-3D_firstorder_Mean,STATE_B,STATE_C,19,11,-0.04989747,-0.08496358,0.09118996,0.09897079,-0.08133971,-0.4930622,0.33014354,0.73062689,1.0
log-sigma-1-0-mm-3D_firstorder_Minimum,STATE_A,STATE_B,29,19,0.25068448,0.07032825,0.21507216,0.01177357,0.10344828,-0.26678766,0.45553539,0.55498769,1.0
log-sigma-1-0-mm-3D_firstorder_Minimum,STATE_A,STATE_C,29,11,0.25068448,-0.0320416,0.21507216,-0.12013642,0.21630094,-0.21630094,0.59247649,0.30307119,1.0
log-sigma-1-0-mm-3D_firstorder_Minimum,STATE_B,STATE_C,19,11,0.07032825,-0.0320416,0.01177357,-0.12013642,0.16746411,-0.26315789,0.57894737,0.46440055,1.0
log-sigma-1-0-mm-3D_firstorder_Range,STATE_A,STATE_B,29,19,-0.2620138,-0.08407082,-0.18841515,-0.15492787,-0.03085299,-0.39019964,0.32486388,0.86606571,1.0
log-sigma-1-0-mm-3D_firstorder_Range,STATE_A,STATE_C,29,11,-0.2620138,0.00385184,-0.18841515,0.20584933,-0.26018809,-0.63025078,0.15987461,0.21427285,1.0
log-sigma-1-0-mm-3D_firstorder_Range,STATE_B,STATE_C,19,11,-0.08407082,0.00385184,-0.15492787,0.20584933,-0.22488038,-0.64593301,0.215311,0.32225292,1.0
log-sigma-1-0-mm-3D_firstorder_Skewness,STATE_A,STATE_B,29,19,0.08048965,0.26165365,0.09473616,-0.1073919,0.10344828,-0.2668784,0.46279492,0.55498769,1.0
log-sigma-1-0-mm-3D_firstorder_Skewness,STATE_A,STATE_C,29,11,0.08048965,0.22289689,0.09473616,0.13156969,-0.04075235,-0.47351097,0.36050157,0.85578543,1.0
log-sigma-1-0-mm-3D_firstorder_Skewness,STATE_B,STATE_C,19,11,0.26165365,0.22289689,-0.1073919,0.13156969,-0.11961722,-0.54090909,0.33971292,0.60554879,1.0
