feature,group_a,group_b,n_a,n_b,median_a,median_b,mean_a,mean_b,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,p_adjusted_holm
chr11q,STATE_A,STATE_B,29,19,0.0127,0.0052,0.03144654,-0.00323086,0.15063521,-0.22686025,0.47377495,0.38738362,1.0
chr11q,STATE_A,STATE_C,29,11,0.0127,0.03087365,0.03144654,0.03359866,-0.21003135,-0.62382445,0.22899687,0.3175141,1.0
chr11q,STATE_B,STATE_C,19,11,0.0052,0.03087365,-0.00323086,0.03359866,-0.31100478,-0.68421053,0.11004785,0.16846062,1.0
chr12p,STATE_A,STATE_B,29,19,0.0154,0.07997394,0.04613613,0.12675805,-0.35934664,-0.69882033,-0.00544465,0.03783321,0.11349963
chr12p,STATE_A,STATE_C,29,11,0.0154,0.053,0.04613613,0.06623591,-0.42319749,-0.7492163,-0.07210031,0.04241257,0.11349963
chr12p,STATE_B,STATE_C,19,11,0.07997394,0.053,0.12675805,0.06623591,0.17703349,-0.23444976,0.55980861,0.43854269,0.43854269
chr12q,STATE_A,STATE_B,29,19,0.02024187,0.08866539,0.05392468,0.11430814,-0.33756806,-0.66969147,0.01642468,0.05115702,0.15347106
chr12q,STATE_A,STATE_C,29,11,0.02024187,0.053,0.05392468,0.06613781,-0.34169279,-0.69278997,0.04075235,0.10190755,0.2038151
chr12q,STATE_B,STATE_C,19,11,0.08866539,0.053,0.11430814,0.06613781,0.19617225,-0.234689,0.5791866,0.38938711,0.38938711
chr13q,STATE_A,STATE_B,29,19,0.01027612,-0.00558825,-0.0089529,-0.0620985,0.33212341,-0.00907441,0.65154265,0.05504967,0.16514901
chr13q,STATE_A,STATE_C,29,11,0.01027612,0.0166,-0.0089529,0.02271108,-0.12225705,-0.5799373,0.3354232,0.56494277,1.0
chr13q,STATE_B,STATE_C,19,11,-0.00558825,0.0166,-0.0620985,0.02271108,-0.36842105,-0.73205742,0.05287081,0.10196819,1.0
chr14q,STATE_A,STATE_B,29,19,0.00275823,-0.18974277,-0.08987239,-0.16102585,0.21597096,-0.1615245,0.54990926,0.21355395,0.64066185
chr14q,STATE_A,STATE_C,29,11,0.00275823,-0.21793533,-0.08987239,-0.21469896,0.42946708,0.06583072,0.76175549,0.03942347,0.64066185
chr14q,STATE_B,STATE_C,19,11,-0.18974277,-0.21793533,-0.16102585,-0.21469896,0.18660287,-0.22488038,0.6076555,0.41353256,0.64066185
chr15q,STATE_A,STATE_B,29,19,0.01052502,0.0034,0.03239159,0.00196929,0.17967332,-0.21960073,0.55725953,0.30158994,0.90476982
chr15q,STATE_A,STATE_C,29,11,0.01052502,0.0514,0.03239159,0.04198093,-0.36050157,-0.77429467,0.10971787,0.08424919,0.90476982
chr15q,STATE_B,STATE_C,19,11,0.0034,0.0514,0.00196929,0.04198093,-0.32535885,-0.73205742,0.11961722,0.14933563,0.90476982
chr16p,STATE_A,STATE_B,29,19,0.0193,0.0285,0.07665103,0.06357236,-0.17967332,-0.50635209,0.15063521,0.30158994,0.90476982
chr16p,STATE_A,STATE_C,29,11,0.0193,0.0591,0.07665103,0.07218405,-0.29153605,-0.63025078,0.09090909,0.16351304,0.90476982
chr16p,STATE_B,STATE_C,19,11,0.0285,0.0591,0.06357236,0.07218405,-0.13875598,-0.54066986,0.30167464,0.54683433,0.90476982
chr16q,STATE_A,STATE_B,29,19,0.0274,0.03869057,0.06397946,0.06360892,-0.18693285,-0.52822142,0.15789474,0.28228774,0.84686322
chr16q,STATE_A,STATE_C,29,11,0.0274,0.0591,0.06397946,0.06363448,-0.32288401,-0.68652038,0.07210031,0.12239356,0.84686322
chr16q,STATE_B,STATE_C,19,11,0.03869057,0.0591,0.06360892,0.06363448,-0.08133971,-0.49282297,0.33971292,0.73062689,0.84686322
chr17p,STATE_A,STATE_B,29,19,0.0099,0.00660589,-0.00672245,-0.01179947,0.10163339,-0.23235027,0.45748639,0.56206476,1.0
chr17p,STATE_A,STATE_C,29,11,0.0099,0.0261,-0.00672245,0.0271819,-0.21630094,-0.66144201,0.24169279,0.30307119,1.0
chr17p,STATE_B,STATE_C,19,11,0.00660589,0.0261,-0.01179947,0.0271819,-0.27751196,-0.68421053,0.15801435,0.21994446,1.0
chr17q,STATE_A,STATE_B,29,19,0.0108,0.00835104,-0.00464454,0.01212047,0.06170599,-0.30671506,0.41928312,0.7279405,1.0
chr17q,STATE_A,STATE_C,29,11,0.0108,0.06523763,-0.00464454,0.05313268,-0.52978056,-0.89968652,-0.09075235,0.01094707,1.0
chr17q,STATE_B,STATE_C,19,11,0.00835104,0.06523763,0.01212047,0.05313268,-0.40669856,-0.79904306,0.03373206,0.07067942,1.0
chr18p,STATE_A,STATE_B,29,19,0.0284,-0.0152,0.00665347,-0.05867902,0.40108893,0.05263158,0.71324864,0.0203891,0.0611673
chr18p,STATE_A,STATE_C,29,11,0.0284,-0.00835413,0.00665347,-0.01527087,0.14733542,-0.37304075,0.6177116,0.48598479,0.97196958
chr18p,STATE_B,STATE_C,19,11,-0.0152,-0.00835413,-0.05867902,-0.01527087,-0.19617225,-0.62679426,0.26315789,0.38938711,0.97196958
chr18q,STATE_A,STATE_B,29,19,0.0284,-0.013,0.00603764,-0.0347155,0.36479129,0.0053539,0.68784029,0.03500666,0.10501998
chr18q,STATE_A,STATE_C,29,11,0.0284,0.0082302,0.00603764,-0.01324393,0.11598746,-0.38573668,0.61144201,0.58558111,1.0
chr18q,STATE_B,STATE_C,19,11,-0.013,0.0082302,-0.0347155,-0.01324393,-0.1291866,-0.55023923,0.30167464,0.5758382,1.0
chr19p,STATE_A,STATE_B,29,19,0.0144,0.0086,0.03233247,-0.00675582,0.25589837,-0.10344828,0.58257713,0.14000916,0.42002748
chr19p,STATE_A,STATE_C,29,11,0.0144,0.028,0.03233247,0.04512336,-0.32915361,-0.72413793,0.12225705,0.11523456,0.42002748
chr19p,STATE_B,STATE_C,19,11,0.0086,0.028,-0.00675582,0.04512336,-0.55023923,-0.87583732,-0.1291866,0.01416393,0.42002748
chr19q,STATE_A,STATE_B,29,19,0.0135,0.02230999,0.03055078,0.05370622,-0.12522686,-0.48103448,0.23058076,0.47349985,1.0
chr19q,STATE_A,STATE_C,29,11,0.0135,0.0651,0.03055078,0.06311489,-0.51724138,-0.82460815,-0.17241379,0.01299876,1.0
chr19q,STATE_B,STATE_C,19,11,0.02230999,0.0651,0.05370622,0.06311489,-0.3492823,-0.71291866,0.05263158,0.12130652,1.0
chr20p,STATE_A,STATE_B,29,19,0.0131,0.0907,0.02631459,0.10651812,-0.36842105,-0.69509982,-0.00181488,0.03322414,0.09967242
chr20p,STATE_A,STATE_C,29,11,0.0131,0.057,0.02631459,0.04735735,-0.27272727,-0.69905956,0.19122257,0.19273072,0.38546144
chr20p,STATE_B,STATE_C,19,11,0.0907,0.057,0.10651812,0.04735735,0.215311,-0.20574163,0.58851675,0.34373952,0.38546144
chr20q,STATE_A,STATE_B,29,19,0.0136,0.10386858,0.03099983,0.18144013,-0.54264973,-0.82577132,-0.22323049,0.00168177,0.00504531
chr20q,STATE_A,STATE_C,29,11,0.0136,0.057,0.03099983,0.06008132,-0.51097179,-0.81818182,-0.14106583,0.01414231,0.02828462
chr20q,STATE_B,STATE_C,19,11,0.10386858,0.057,0.18144013,0.06008132,0.33014354,-0.07177033,0.71291866,0.14340173,0.14340173
chr21q,STATE_A,STATE_B,29,19,0.01,0.00963328,-0.02343731,0.0156062,-0.04174229,-0.40834846,0.3430127,0.81661207,1.0
chr21q,STATE_A,STATE_C,29,11,0.01,0.0334,-0.02343731,0.03534391,-0.35736677,-0.76496865,0.07836991,0.08699229,1.0
chr21q,STATE_B,STATE_C,19,11,0.00963328,0.0334,0.0156062,0.03534391,-0.16746411,-0.56937799,0.26315789,0.46440055,1.0
chr22q,STATE_A,STATE_B,29,19,0.01843359,0.0123,0.03443326,-0.04328949,0.24682396,-0.09986388,0.58076225,0.15469889,0.46409667
chr22q,STATE_A,STATE_C,29,11,0.01843359,0.0368,0.03443326,0.00430451,-0.11598746,-0.56739812,0.34796238,0.58558111,1.0
chr22q,STATE_B,STATE_C,19,11,0.0123,0.0368,-0.04328949,0.00430451,-0.31100478,-0.72272727,0.11004785,0.16846062,1.0
locus::VHL,STATE_A,STATE_B,29,19,-0.3968,-0.2741,-0.37436552,-0.25012632,-0.41197822,-0.69872958,-0.08529946,0.01720519,0.05161557
locus::VHL,STATE_A,STATE_C,29,11,-0.3968,-0.3196,-0.37436552,-0.29474545,-0.37931034,-0.69278997,-0.04075235,0.06915328,0.13830656
locus::VHL,STATE_B,STATE_C,19,11,-0.2741,-0.3196,-0.25012632,-0.29474545,0.11004785,-0.31100478,0.5215311,0.635927,0.635927
locus::SETD2,STATE_A,STATE_B,29,19,-0.3949,-0.3073,-0.37196552,-0.29249303,-0.34664247,-0.64428312,-0.01270417,0.04519737,0.13559211
locus::SETD2,STATE_A,STATE_C,29,11,-0.3949,-0.3196,-0.37196552,-0.29117273,-0.40438871,-0.71786834,-0.07194357,0.05255272,0.13559211
locus::SETD2,STATE_B,STATE_C,19,11,-0.3073,-0.3196,-0.29249303,-0.29117273,-0.03349282,-0.4354067,0.39712919,0.89727108,0.89727108
locus::PBRM1,STATE_A,STATE_B,29,19,-0.3949,-0.2934,-0.37276207,-0.28288947,-0.35027223,-0.64065336,-0.03811252,0.04298094,0.12894282
locus::PBRM1,STATE_A,STATE_C,29,11,-0.3949,-0.3196,-0.37276207,-0.29117273,-0.41065831,-0.69905956,-0.06583072,0.04896819,0.12894282
locus::PBRM1,STATE_B,STATE_C,19,11,-0.2934,-0.3196,-0.28288947,-0.29117273,0.00478469,-0.42583732,0.42583732,1.0,1.0
locus::BAP1,STATE_A,STATE_B,29,19,-0.3949,-0.2934,-0.37276207,-0.28288947,-0.35027223,-0.65517241,-0.04537205,0.04298094,0.12894282
locus::BAP1,STATE_A,STATE_C,29,11,-0.3949,-0.3196,-0.37276207,-0.29117273,-0.41065831,-0.73040752,-0.09090909,0.04896819,0.12894282
locus::BAP1,STATE_B,STATE_C,19,11,-0.2934,-0.3196,-0.28288947,-0.29117273,0.00478469,-0.40669856,0.41626794,1.0,1.0
locus::JAK2,STATE_A,STATE_B,29,19,0.012,-0.0593,0.01792759,-0.05250607,0.42286751,0.0707804,0.7314882,0.01446354,0.04339062
locus::JAK2,STATE_A,STATE_C,29,11,0.012,-0.1217,0.01792759,-0.16610909,0.44827586,0.01567398,0.8369906,0.03150698,0.06301396
locus::JAK2,STATE_B,STATE_C,19,11,-0.0593,-0.1217,-0.05250607,-0.16610909,0.23444976,-0.26315789,0.665311,0.30166228,0.30166228
locus::CDKN2A,STATE_A,STATE_B,29,19,0.0118,-0.0832,0.00187586,-0.18304737,0.52087114,0.20136116,0.81125227,0.00257182,0.00771546
locus::CDKN2A,STATE_A,STATE_C,29,11,0.0118,-0.1217,0.00187586,-0.18167273,0.45454545,0.02774295,0.84952978,0.02919078,0.05838156
locus::CDKN2A,STATE_B,STATE_C,19,11,-0.0832,-0.1217,-0.18304737,-0.18167273,0.06220096,-0.39712919,0.51196172,0.79623804,0.79623804
locus::PTEN,STATE_A,STATE_B,29,19,0.0016,-0.0429,-0.01635862,-0.11662207,0.5154265,0.17236842,0.80399274,0.00285235,0.00855705
locus::PTEN,STATE_A,STATE_C,29,11,0.0016,0.0178,-0.01635862,-0.01634066,-0.18495298,-0.64278997,0.30423197,0.37969443,0.75938886
locus::PTEN,STATE_B,STATE_C,19,11,-0.0429,0.0178,-0.11662207,-0.01634066,-0.44497608,-0.80885167,-0.02392344,0.04771501,0.75938886
fga,STATE_A,STATE_B,29,19,0.08507995,0.17732353,0.14729876,0.21872605,-0.42649728,-0.7277677,-0.1069873,0.01363942,0.04091826
fga,STATE_A,STATE_C,29,11,0.08507995,0.11733983,0.14729876,0.13542974,-0.18495298,-0.5799373,0.25407524,0.37971678,0.75943356
fga,STATE_B,STATE_C,19,11,0.17732353,0.11733983,0.21872605,0.13542974,0.31100478,-0.08133971,0.66507177,0.16846062,0.75943356
gain_burden,STATE_A,STATE_B,29,19,0.03728589,0.1155957,0.0689615,0.10437808,-0.34482759,-0.68430127,0.02731397,0.04633531,0.13900593
gain_burden,STATE_A,STATE_C,29,11,0.03728589,0.02595835,0.0689615,0.03076894,0.21630094,-0.1661442,0.59247649,0.30307119,0.60614238
gain_burden,STATE_B,STATE_C,19,11,0.1155957,0.02595835,0.10437808,0.03076894,0.49282297,0.11004785,0.80885167,0.02817365,0.60614238
