feature,group_a,group_b,n_a,n_b,frequency_a,frequency_b,frequency_difference,odds_ratio,ci_low,ci_high,fisher_p,p_adjusted_holm
chr17p::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr17p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr17q::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr17q::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr17q::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr17q::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr17q::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr17q::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr18p::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.15789473684210525,-0.08892921960072595,0.42857143,0.07567566,2.42711411,0.37154676,1.0
chr18p::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.09090909090909091,-0.021943573667711602,0.63636364,0.07445891,5.43868676,1.0,1.0
chr18p::loss,STATE_B,STATE_C,19,11,0.15789473684210525,0.09090909090909091,0.06698564593301434,1.48484848,0.18861945,11.68901196,1.0,1.0
chr18p::gain,STATE_A,STATE_B,29,19,0.034482758620689655,0.0,0.034482758620689655,2.05263158,0.0794233,53.04862184,1.0,1.0
chr18p::gain,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
chr18p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr18q::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.15789473684210525,-0.08892921960072595,0.42857143,0.07567566,2.42711411,0.37154676,1.0
chr18q::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.09090909090909091,-0.021943573667711602,0.63636364,0.07445891,5.43868676,1.0,1.0
chr18q::loss,STATE_B,STATE_C,19,11,0.15789473684210525,0.09090909090909091,0.06698564593301434,1.48484848,0.18861945,11.68901196,1.0,1.0
chr18q::gain,STATE_A,STATE_B,29,19,0.034482758620689655,0.05263157894736842,-0.018148820326678763,0.64912281,0.06267595,6.72284103,1.0,1.0
chr18q::gain,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
chr18q::gain,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr19p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr19p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr19p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr19p::gain,STATE_A,STATE_B,29,19,0.034482758620689655,0.0,0.034482758620689655,2.05263158,0.0794233,53.04862184,1.0,1.0
chr19p::gain,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
chr19p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr19q::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr19q::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr19q::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr19q::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.05263157894736842,0.01633393829401089,1.12121212,0.13616068,9.23259652,1.0,1.0
chr19q::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr19q::gain,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr20p::loss,STATE_A,STATE_B,29,19,0.034482758620689655,0.05263157894736842,-0.018148820326678763,0.64912281,0.06267595,6.72284103,1.0,1.0
chr20p::loss,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
chr20p::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr20p::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.3157894736842105,-0.2468239564428312,0.18881119,0.03821686,0.93282563,0.04463924,0.13391772
chr20p::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr20p::gain,STATE_B,STATE_C,19,11,0.3157894736842105,0.0,0.3157894736842105,11.07407407,0.56131209,218.47937926,0.06125553,1.0
chr20q::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr20q::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr20q::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr20q::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.42105263157894735,-0.352087114337568,0.12299465,0.02560932,0.59071004,0.00817764,0.02453292
chr20q::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr20q::gain,STATE_B,STATE_C,19,11,0.42105263157894735,0.0,0.42105263157894735,17.0,0.87475186,330.3794043,0.01401299,1.0
chr21p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr21p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr21p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr21p::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr21p::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr21p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr21q::loss,STATE_A,STATE_B,29,19,0.13793103448275862,0.05263157894736842,0.0852994555353902,2.17647059,0.31200621,15.1824679,0.63509167,1.0
chr21q::loss,STATE_A,STATE_C,29,11,0.13793103448275862,0.0,0.13793103448275862,4.05882353,0.20135146,81.81737903,0.56019258,1.0
chr21q::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr21q::gain,STATE_A,STATE_B,29,19,0.034482758620689655,0.15789473684210525,-0.1234119782214156,0.2481203,0.03335986,1.84544169,0.28640148,0.85920444
chr21q::gain,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
chr21q::gain,STATE_B,STATE_C,19,11,0.15789473684210525,0.0,0.15789473684210525,4.87878788,0.22935134,103.78213059,0.27931034,1.0
chr22p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr22p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr22p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr22p::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr22p::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr22p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr22q::loss,STATE_A,STATE_B,29,19,0.0,0.10526315789473684,-0.10526315789473684,0.11864407,0.00537981,2.61652495,0.15159574,0.45478722
chr22q::loss,STATE_A,STATE_C,29,11,0.0,0.09090909090909091,-0.09090909090909091,0.11864407,0.00447667,3.14439374,0.275,0.55
chr22q::loss,STATE_B,STATE_C,19,11,0.10526315789473684,0.09090909090909091,0.014354066985645925,1.0,0.1148595,8.70628862,1.0,1.0
chr22q::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr22q::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr22q::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
locus::VHL::loss,STATE_A,STATE_B,29,19,0.8275862068965517,0.6842105263157895,0.14337568058076222,2.14478114,0.57546284,7.99371534,0.3037369,0.9112107
locus::VHL::loss,STATE_A,STATE_C,29,11,0.8275862068965517,0.7272727272727273,0.10031347962382442,1.8342246,0.38901857,8.64837865,0.66027947,1.0
locus::VHL::loss,STATE_B,STATE_C,19,11,0.6842105263157895,0.7272727272727273,-0.0430622009569378,0.85520362,0.18019801,4.05871986,1.0,1.0
locus::VHL::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.05263157894736842,0.01633393829401089,1.12121212,0.13616068,9.23259652,1.0,1.0
locus::VHL::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
locus::VHL::gain,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
locus::SETD2::loss,STATE_A,STATE_B,29,19,0.8275862068965517,0.7894736842105263,0.038112522686025385,1.29325513,0.31927684,5.23842823,1.0,1.0
locus::SETD2::loss,STATE_A,STATE_C,29,11,0.8275862068965517,0.7272727272727273,0.10031347962382442,1.8342246,0.38901857,8.64837865,0.66027947,1.0
locus::SETD2::loss,STATE_B,STATE_C,19,11,0.7894736842105263,0.7272727272727273,0.062200956937799035,1.41830065,0.27838327,7.22592551,1.0,1.0
locus::SETD2::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
locus::SETD2::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
locus::SETD2::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
locus::PBRM1::loss,STATE_A,STATE_B,29,19,0.8275862068965517,0.7368421052631579,0.09074410163339386,1.68965517,0.43864659,6.50850749,0.48727733,1.0
locus::PBRM1::loss,STATE_A,STATE_C,29,11,0.8275862068965517,0.7272727272727273,0.10031347962382442,1.8342246,0.38901857,8.64837865,0.66027947,1.0
locus::PBRM1::loss,STATE_B,STATE_C,19,11,0.7368421052631579,0.7272727272727273,0.009569377990430561,1.0855615,0.22243161,5.29800504,1.0,1.0
locus::PBRM1::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
locus::PBRM1::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
locus::PBRM1::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
locus::BAP1::loss,STATE_A,STATE_B,29,19,0.8275862068965517,0.7368421052631579,0.09074410163339386,1.68965517,0.43864659,6.50850749,0.48727733,1.0
locus::BAP1::loss,STATE_A,STATE_C,29,11,0.8275862068965517,0.7272727272727273,0.10031347962382442,1.8342246,0.38901857,8.64837865,0.66027947,1.0
locus::BAP1::loss,STATE_B,STATE_C,19,11,0.7368421052631579,0.7272727272727273,0.009569377990430561,1.0855615,0.22243161,5.29800504,1.0,1.0
locus::BAP1::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
locus::BAP1::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
locus::BAP1::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
locus::JAK2::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.21052631578947367,-0.14156079854809436,0.31313131,0.05914125,1.65791579,0.19663592,0.58990776
locus::JAK2::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.45454545454545453,-0.38557993730407525,0.10743802,0.01919707,0.60128588,0.01079729,0.58990776
locus::JAK2::loss,STATE_B,STATE_C,19,11,0.21052631578947367,0.45454545454545453,-0.24401913875598086,0.3431085,0.07309454,1.61056411,0.22518741,0.58990776
locus::JAK2::gain,STATE_A,STATE_B,29,19,0.10344827586206896,0.05263157894736842,0.050816696914700546,1.62893082,0.21983108,12.07024776,1.0,1.0
locus::JAK2::gain,STATE_A,STATE_C,29,11,0.10344827586206896,0.0,0.10344827586206896,3.03773585,0.14487522,63.69508446,0.54797571,1.0
locus::JAK2::gain,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
locus::CDKN2A::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.3157894736842105,-0.2468239564428312,0.18881119,0.03821686,0.93282563,0.04463924,0.13391772
locus::CDKN2A::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.45454545454545453,-0.38557993730407525,0.10743802,0.01919707,0.60128588,0.01079729,0.13391772
locus::CDKN2A::loss,STATE_B,STATE_C,19,11,0.3157894736842105,0.45454545454545453,-0.13875598086124402,0.56902357,0.13064783,2.47832532,0.69560934,0.69560934
