group_id,feature,n_group,n_rest,median_group,median_rest,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,analysis_role
STATE_A,HALLMARK_ADIPOGENESIS,29,30,0.48191294,0.44770476,0.57471264,0.33557471,0.79775862,0.00015501,descriptive_secondary
STATE_A,HALLMARK_ALLOGRAFT_REJECTION,29,30,0.18191019,0.28958184,-0.75402299,-0.91034483,-0.57471264,6.9e-07,descriptive_secondary
STATE_A,HALLMARK_ANDROGEN_RESPONSE,29,30,0.43491079,0.37384524,0.59770115,0.33327586,0.80695402,8.336e-05,descriptive_secondary
STATE_A,HALLMARK_ANGIOGENESIS,29,30,0.48000355,0.45151655,0.08965517,-0.22298851,0.39310345,0.55939828,descriptive_secondary
STATE_A,HALLMARK_APICAL_JUNCTION,29,30,0.29494401,0.30268999,-0.15632184,-0.45287356,0.14948276,0.30610347,descriptive_secondary
STATE_A,HALLMARK_APICAL_SURFACE,29,30,0.08545271,0.09225253,-0.03218391,-0.32413793,0.25287356,0.83781709,descriptive_secondary
STATE_A,HALLMARK_APOPTOSIS,29,30,0.42848894,0.45773796,-0.50344828,-0.74028736,-0.24821839,0.00092338,descriptive_secondary
STATE_A,HALLMARK_BILE_ACID_METABOLISM,29,30,0.1875036,0.13532252,0.37701149,0.08965517,0.66206897,0.01317585,descriptive_secondary
STATE_A,HALLMARK_CHOLESTEROL_HOMEOSTASIS,29,30,0.32094032,0.319847,-0.03678161,-0.34948276,0.29425287,0.81420067,descriptive_secondary
STATE_A,HALLMARK_COAGULATION,29,30,0.36243953,0.39733608,-0.55172414,-0.7862069,-0.31264368,0.00028201,descriptive_secondary
STATE_A,HALLMARK_COMPLEMENT,29,30,0.29094564,0.33175709,-0.54942529,-0.77471264,-0.31028736,0.00029904,descriptive_secondary
STATE_A,HALLMARK_DNA_REPAIR,29,30,0.2865297,0.31097973,-0.5954023,-0.8091954,-0.34942529,8.878e-05,descriptive_secondary
