group_id,feature,n_group,n_rest,median_group,median_rest,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,analysis_role
STATE_A,original_shape_Elongation,29,30,0.40835006,0.15468319,0.11954023,,,0.43489603,descriptive_secondary
STATE_A,original_shape_Flatness,29,30,0.24039358,0.12187749,0.08045977,,,0.60091326,descriptive_secondary
STATE_A,original_shape_LeastAxisLength,29,30,-0.6005626,-0.14178976,-0.3816092,,,0.01209691,descriptive_secondary
STATE_A,original_shape_MajorAxisLength,29,30,-0.64999358,-0.02485582,-0.33103448,,,0.0295746,descriptive_secondary
STATE_A,original_shape_Maximum2DDiameterColumn,29,30,-0.43258066,-0.05581589,-0.3816092,,,0.01209691,descriptive_secondary
STATE_A,original_shape_Maximum2DDiameterRow,29,30,-0.7967796,-0.11059439,-0.48275862,,,0.00149099,descriptive_secondary
STATE_A,original_shape_Maximum2DDiameterSlice,29,30,-0.39320586,-0.19671679,-0.10114943,,,0.50954567,descriptive_secondary
STATE_A,original_shape_MeshVolume,29,30,-0.46820174,-0.02789325,-0.45057471,,,0.00303507,descriptive_secondary
STATE_A,original_shape_MinorAxisLength,29,30,-0.64506121,0.01028028,-0.4183908,,,0.00592514,descriptive_secondary
STATE_A,original_shape_Sphericity,29,30,0.37432242,0.45338524,-0.0137931,,,0.93354082,descriptive_secondary
STATE_A,original_shape_SurfaceVolumeRatio,29,30,0.22272876,-0.0367418,0.27586207,,,0.07000871,descriptive_secondary
STATE_A,original_firstorder_10Percentile,29,30,0.02336358,0.09659427,-0.0091954,,,0.95767863,descriptive_secondary
STATE_A,original_firstorder_90Percentile,29,30,0.03183406,-0.02330461,0.05977011,,,0.69903014,descriptive_secondary
STATE_A,original_firstorder_Energy,29,30,-0.42446894,0.03557505,-0.39310345,,,0.00973467,descriptive_secondary
STATE_A,original_firstorder_InterquartileRange,29,30,-0.28119505,-0.14925201,-0.0137931,,,0.93354082,descriptive_secondary
STATE_A,original_firstorder_Kurtosis,29,30,-0.0892052,-0.15353371,-0.00229885,,,0.99395131,descriptive_secondary
STATE_A,original_firstorder_Maximum,29,30,-0.25409788,0.33060427,-0.12643678,,,0.4086187,descriptive_secondary
STATE_A,original_firstorder_Mean,29,30,0.10781582,-0.0703601,0.04827586,,,0.75593731,descriptive_secondary
STATE_A,original_firstorder_Minimum,29,30,0.20028661,-0.1355583,0.22298851,,,0.14343202,descriptive_secondary
STATE_A,original_firstorder_Range,29,30,-0.38919546,0.09409474,-0.22068966,,,0.14762621,descriptive_secondary
STATE_A,original_firstorder_Skewness,29,30,0.03010302,-0.16651487,-0.01609195,,,0.92149339,descriptive_secondary
STATE_A,original_firstorder_Uniformity,29,30,-0.00971156,-0.00744213,0.02068966,,,0.89745524,descriptive_secondary
STATE_A,original_firstorder_Variance,29,30,-0.28692511,-0.332682,0.04367816,,,0.77909678,descriptive_secondary
STATE_A,original_glcm_Correlation,29,30,-0.1911516,-0.04685824,-0.08275862,,,0.59040473,descriptive_secondary
STATE_A,original_glcm_Idmn,29,30,-0.09087553,-0.01910644,-0.14022989,,,0.35898617,descriptive_secondary
STATE_A,original_glcm_Idn,29,30,-0.37596848,-0.02561789,-0.1862069,,,0.22226105,descriptive_secondary
STATE_A,original_glcm_Imc1,29,30,0.32774698,0.04947234,0.17931034,,,0.23997393,descriptive_secondary
STATE_A,original_glrlm_LongRunHighGrayLevelEmphasis,29,30,-0.43910094,-0.04552717,-0.29195402,,,0.05511253,descriptive_secondary
STATE_A,original_glrlm_LowGrayLevelRunEmphasis,29,30,-0.03623893,0.04568848,-0.09885057,,,0.51932689,descriptive_secondary
STATE_A,original_glrlm_RunEntropy,29,30,-0.40131277,0.0951426,-0.19770115,,,0.19485574,descriptive_secondary
STATE_A,original_glrlm_RunLengthNonUniformity,29,30,-0.47267924,0.07114656,-0.39310345,,,0.00973467,descriptive_secondary
STATE_A,original_glszm_GrayLevelNonUniformity,29,30,-0.3328251,0.16609366,-0.32183908,,,0.03442198,descriptive_secondary
STATE_A,original_glszm_LargeAreaEmphasis,29,30,-0.31615112,-0.0745999,-0.41609195,,,0.00620525,descriptive_secondary
STATE_A,original_glszm_LargeAreaHighGrayLevelEmphasis,29,30,-0.49415502,-0.17682797,-0.45287356,,,0.00288884,descriptive_secondary
STATE_A,original_glszm_SizeZoneNonUniformity,29,30,-0.21584044,0.12825628,-0.2045977,,,0.17964998,descriptive_secondary
STATE_A,original_glszm_SizeZoneNonUniformityNormalized,29,30,-0.04364396,-0.04161703,0.05287356,,,0.73299509,descriptive_secondary
STATE_A,original_glszm_ZoneEntropy,29,30,-0.26950628,0.15221866,-0.22298851,,,0.14343202,descriptive_secondary
