threshold,core_count,core_patient_count,core_sizes
0.5,5,63,"[20, 15, 12, 11, 5]"
0.6666666666666666,5,58,"[18, 13, 11, 11, 5]"
0.75,4,45,"[17, 12, 9, 7]"
0.8,4,45,"[17, 12, 9, 7]"
