state_id,feature,q_value,fisher_p,odds_ratio,ci_low,ci_high,frequency_difference,gene,set_mutated_n,set_total_n,rest_mutated_n,rest_total_n,mutation_frequency,rest_mutation_frequency,delta_mutation_frequency
STATE_A,mutation::ARID1A,1.0,1.0,0.33333333,0.01304031,8.52058827,-0.03333333333333333,ARID1A,0,29,1,30,0.0,0.03333333333333333,-0.03333333333333333
STATE_A,mutation::ATM,1.0,1.0,0.6,0.07422662,4.85001218,-0.03218390804597701,ATM,1,29,2,30,0.034482758620689655,0.06666666666666667,-0.03218390804597701
STATE_A,mutation::BAP1,0.0425832,0.0019356,0.03835861,0.00211554,0.69551133,-0.3,BAP1,0,29,9,30,0.0,0.3,-0.3
STATE_A,mutation::CDKN2A,1.0,1.0,1.03389831,0.01985689,53.83248527,0.0,CDKN2A,0,29,0,30,0.0,0.0,0.0
STATE_A,mutation::DST,1.0,1.0,1.03508772,0.10161772,10.54350117,0.0011494252873563218,DST,1,29,1,30,0.034482758620689655,0.03333333333333333,0.0011494252873563218
STATE_A,mutation::ELOC,1.0,1.0,1.03389831,0.01985689,53.83248527,0.0,ELOC,0,29,0,30,0.0,0.0,0.0
STATE_A,mutation::FLG,1.0,0.49152542,0.19322034,0.00888249,4.20311269,-0.06666666666666667,FLG,0,29,2,30,0.0,0.06666666666666667,-0.06666666666666667
STATE_A,mutation::KDM5C,1.0,0.35325602,2.59748428,0.35741712,18.87689276,0.07011494252873562,KDM5C,3,29,1,30,0.10344827586206896,0.03333333333333333,0.07011494252873562
STATE_A,mutation::KMT2C,1.0,1.0,1.03389831,0.01985689,53.83248527,0.0,KMT2C,0,29,0,30,0.0,0.0,0.0
STATE_A,mutation::LYST,1.0,1.0,0.71428571,0.12958635,3.93717456,-0.031034482758620696,LYST,2,29,3,30,0.06896551724137931,0.1,-0.031034482758620696
STATE_A,mutation::MTOR,1.0,1.0,1.03508772,0.10161772,10.54350117,0.0011494252873563218,MTOR,1,29,1,30,0.034482758620689655,0.03333333333333333,0.0011494252873563218
STATE_A,mutation::MUC16,1.0,0.42380991,2.01176471,0.39189291,10.32730413,0.07126436781609195,MUC16,4,29,2,30,0.13793103448275862,0.06666666666666667,0.07126436781609195
STATE_A,mutation::PBRM1,1.0,0.10333512,2.56363636,0.85997492,7.64235239,0.2149425287356322,PBRM1,13,29,7,30,0.4482758620689655,0.23333333333333334,0.2149425287356322
STATE_A,mutation::PIK3CA,1.0,0.49152542,0.19322034,0.00888249,4.20311269,-0.06666666666666667,PIK3CA,0,29,2,30,0.0,0.06666666666666667,-0.06666666666666667
STATE_A,mutation::PTEN,1.0,1.0,0.6,0.07422662,4.85001218,-0.03218390804597701,PTEN,1,29,2,30,0.034482758620689655,0.06666666666666667,-0.03218390804597701
STATE_A,mutation::SETD2,1.0,1.0,0.6,0.07422662,4.85001218,-0.03218390804597701,SETD2,1,29,2,30,0.034482758620689655,0.06666666666666667,-0.03218390804597701
STATE_A,mutation::SPTA1,1.0,0.23728814,0.13317191,0.00657451,2.69750363,-0.1,SPTA1,0,29,3,30,0.0,0.1,-0.1
STATE_A,mutation::TP53,1.0,1.0,1.03508772,0.10161772,10.54350117,0.0011494252873563218,TP53,1,29,1,30,0.034482758620689655,0.03333333333333333,0.0011494252873563218
STATE_A,mutation::TSC1,1.0,1.0,1.03389831,0.01985689,53.83248527,0.0,TSC1,0,29,0,30,0.0,0.0,0.0
STATE_A,mutation::TSC2,1.0,1.0,1.03508772,0.10161772,10.54350117,0.0011494252873563218,TSC2,1,29,1,30,0.034482758620689655,0.03333333333333333,0.0011494252873563218
STATE_A,mutation::TTN,1.0,0.42380991,2.01176471,0.39189291,10.32730413,0.07126436781609195,TTN,4,29,2,30,0.13793103448275862,0.06666666666666667,0.07126436781609195
STATE_A,mutation::VHL,1.0,0.79477453,0.82582583,0.29896549,2.28116059,-0.0482758620689655,VHL,16,29,18,30,0.5517241379310345,0.6,-0.0482758620689655
STATE_B,mutation::ARID1A,0.84526715,0.3220339,6.56756757,0.25526927,168.97037526,0.05263157894736842,ARID1A,1,19,0,40,0.05263157894736842,0.0,0.05263157894736842
