state_id,pathway,state_n,rest_n,tss_level_n,unadjusted_smd,tss_adjusted_beta,tss_adjusted_ci_low,tss_adjusted_ci_high,tss_adjusted_p_value,effect_attenuation,tss_levels,tss_adjusted_q_value
STATE_C,HALLMARK_MYC_TARGETS_V1,11,48,5,0.48994202,-0.00838337,-0.03333151,0.01656477,0.50324402,0.98288906,B0;B8;BP;CJ;CZ,0.83359437
STATE_C,HALLMARK_MYC_TARGETS_V2,11,48,5,0.29267415,-0.00997831,-0.06729949,0.04734287,0.72835662,0.96590642,B0;B8;BP;CJ;CZ,0.8726261
STATE_C,HALLMARK_MYOGENESIS,11,48,5,-2.08431161,-0.0557608,-0.08721447,-0.02430712,0.00080286,0.97324738,B0;B8;BP;CJ;CZ,0.0200715
STATE_C,HALLMARK_NOTCH_SIGNALING,11,48,5,-1.20072702,-0.05855057,-0.10016679,-0.01693436,0.00670612,0.9512374,B0;B8;BP;CJ;CZ,0.04191325
STATE_C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11,48,5,0.09016458,-0.00878388,-0.06015915,0.04259139,0.73300592,0.90257946,B0;B8;BP;CJ;CZ,0.8726261
STATE_C,HALLMARK_P53_PATHWAY,11,48,5,0.20956296,0.02932499,0.00117257,0.05747741,0.04149864,0.86006598,B0;B8;BP;CJ;CZ,0.15961015
STATE_C,HALLMARK_PANCREAS_BETA_CELLS,11,48,5,-0.05093136,-0.01211088,-0.11286525,0.08864349,0.81041202,0.7622118,B0;B8;BP;CJ;CZ,0.9004578
STATE_C,HALLMARK_PEROXISOME,11,48,5,0.23817473,0.00224449,-0.03288448,0.03737347,0.89851287,0.99057627,B0;B8;BP;CJ;CZ,0.93595091
STATE_C,HALLMARK_PI3K_AKT_MTOR_SIGNALING,11,48,5,1.10196529,0.01659878,-0.00341423,0.03661179,0.10210229,0.98493711,B0;B8;BP;CJ;CZ,0.26869024
STATE_C,HALLMARK_PROTEIN_SECRETION,11,48,5,0.58180319,-0.00890757,-0.05650413,0.03868899,0.70888347,0.98468972,B0;B8;BP;CJ;CZ,0.8726261
STATE_C,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,11,48,5,0.86645061,0.02759874,0.00021591,0.05498157,0.04828396,0.96814736,B0;B8;BP;CJ;CZ,0.17244271
STATE_C,HALLMARK_SPERMATOGENESIS,11,48,5,0.10275902,-0.01738751,-0.0521234,0.01734838,0.31993931,0.83079335,B0;B8;BP;CJ;CZ,0.65011914
STATE_C,HALLMARK_TGF_BETA_SIGNALING,11,48,5,-0.91408457,-0.0600264,-0.11195833,-0.00809446,0.02431846,0.93433168,B0;B8;BP;CJ;CZ,0.10132692
STATE_C,HALLMARK_TNFA_SIGNALING_VIA_NFKB,11,48,5,0.36616812,0.05878475,-0.01170039,0.12926988,0.10026103,0.83945968,B0;B8;BP;CJ;CZ,0.26869024
STATE_C,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,11,48,5,0.9788685,0.00257338,-0.02646447,0.03161124,0.85959488,0.99737106,B0;B8;BP;CJ;CZ,0.91446264
STATE_C,HALLMARK_UV_RESPONSE_DN,11,48,5,-1.25682019,-0.08177187,-0.12506407,-0.03847966,0.00038889,0.9349375,B0;B8;BP;CJ;CZ,0.0194445
STATE_C,HALLMARK_UV_RESPONSE_UP,11,48,5,0.64625873,0.01107985,-0.0072611,0.0294208,0.2310094,0.98285539,B0;B8;BP;CJ;CZ,0.52502136
STATE_C,HALLMARK_WNT_BETA_CATENIN_SIGNALING,11,48,5,-1.31208356,-0.07311884,-0.13148129,-0.01475639,0.01505216,0.94427272,B0;B8;BP;CJ;CZ,0.0752608
STATE_C,HALLMARK_XENOBIOTIC_METABOLISM,11,48,5,0.42945032,0.01917516,-0.02539889,0.06374921,0.39211034,0.95534953,B0;B8;BP;CJ;CZ,0.72613026
