state_id,feature,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,p_value,q_value,effect_size,feature_family,medical_imaging_domain,interpretation,significant_fdr
STATE_A,log-sigma-1-0-mm-3D_firstorder_10Percentile,29,30,-21.92915344,-19.1680625,-21.46136114,-19.42320488,-0.35197403,0.13139717,0.37974118,-0.35197403,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
STATE_A,log-sigma-1-0-mm-3D_firstorder_90Percentile,29,30,14.39219971,14.18013716,14.49329895,14.06421284,0.08796963,0.71028896,0.86396827,0.08796963,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
STATE_A,log-sigma-1-0-mm-3D_firstorder_Energy,29,30,8568123.3308622,21846681.32692793,21992833.28829492,59969079.67329404,-0.50665181,0.01495385,0.10241122,-0.50665181,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
STATE_A,log-sigma-1-0-mm-3D_firstorder_Entropy,29,30,1.43013344,1.34213898,1.42851652,1.37190933,0.22716425,0.35898617,0.65113061,0.22716425,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
STATE_A,log-sigma-1-0-mm-3D_firstorder_InterquartileRange,29,30,18.52454472,17.11436701,18.25417338,17.08764609,0.23189602,0.29199451,0.59131505,0.23189602,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
STATE_A,log-sigma-1-0-mm-3D_firstorder_Kurtosis,29,30,3.50093433,3.80514852,3.66064676,3.94531284,-0.32385102,0.08527214,0.28257337,-0.32385102,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
STATE_A,log-sigma-1-0-mm-3D_firstorder_Maximum,29,30,56.44932556,65.12427521,59.95322468,64.34668477,-0.21235165,0.46212326,0.73137155,-0.21235165,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
STATE_A,log-sigma-1-0-mm-3D_firstorder_Mean,29,30,-2.59016463,-2.33502052,-2.9857246,-2.34923462,-0.33336034,0.27832924,0.57814713,-0.33336034,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
STATE_A,log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,29,30,11.51588309,10.28750788,11.23535434,10.50526445,0.24047684,0.27832924,0.57814713,0.24047684,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in core than the rest of the cohort,0
STATE_A,log-sigma-1-0-mm-3D_firstorder_Median,29,30,-2.07708549,-1.92754054,-2.30949193,-1.78706455,-0.29947393,0.34332164,0.63494837,-0.29947393,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in core than the rest of the cohort,0
