core_a,core_b,feature,fisher_p,q_value,odds_ratio,ci_low,ci_high,core_a_frequency,core_b_frequency,frequency_difference
STATE_A,STATE_B,mutation::ARID1A,0.39583333,1.0,0.20903955,0.0080809,5.40751147,0.0,0.05263157894736842,-0.05263157894736842
STATE_A,STATE_B,mutation::ATM,0.55400093,1.0,0.36842105,0.04466747,3.03876788,0.034482758620689655,0.10526315789473684,-0.07078039927404718
STATE_A,STATE_B,mutation::BAP1,0.01991983,0.43823626,0.05838041,0.00294818,1.15606019,0.0,0.21052631578947367,-0.21052631578947367
STATE_A,STATE_B,mutation::CDKN2A,1.0,1.0,0.66101695,0.01258192,34.72787596,0.0,0.0,0.0
STATE_A,STATE_B,mutation::DST,1.0,1.0,0.64912281,0.06267595,6.72284103,0.034482758620689655,0.05263157894736842,-0.018148820326678763
STATE_A,STATE_B,mutation::ELOC,1.0,1.0,0.66101695,0.01258192,34.72787596,0.0,0.0,0.0
STATE_A,STATE_B,mutation::FLG,0.15159574,0.83377657,0.11864407,0.00537981,2.61652495,0.0,0.10526315789473684,-0.10526315789473684
STATE_A,STATE_B,mutation::KDM5C,1.0,1.0,1.62893082,0.21983108,12.07024776,0.10344827586206896,0.05263157894736842,0.050816696914700546
STATE_A,STATE_B,mutation::KMT2C,1.0,1.0,0.66101695,0.01258192,34.72787596,0.0,0.0,0.0
STATE_A,STATE_B,mutation::LYST,1.0,1.0,0.63636364,0.09979029,4.05809696,0.06896551724137931,0.10526315789473684,-0.03629764065335753
STATE_A,STATE_B,mutation::MTOR,1.0,1.0,0.64912281,0.06267595,6.72284103,0.034482758620689655,0.05263157894736842,-0.018148820326678763
STATE_A,STATE_B,mutation::MUC16,0.63509167,1.0,2.17647059,0.31200621,15.1824679,0.13793103448275862,0.05263157894736842,0.0852994555353902
STATE_A,STATE_B,mutation::PBRM1,0.12712118,0.83377657,2.81818182,0.78956238,10.05892496,0.4482758620689655,0.21052631578947367,0.23774954627949185
STATE_A,STATE_B,mutation::PIK3CA,0.15159574,0.83377657,0.11864407,0.00537981,2.61652495,0.0,0.10526315789473684,-0.10526315789473684
STATE_A,STATE_B,mutation::PTEN,0.55400093,1.0,0.36842105,0.04466747,3.03876788,0.034482758620689655,0.10526315789473684,-0.07078039927404718
STATE_A,STATE_B,mutation::SETD2,0.55400093,1.0,0.36842105,0.04466747,3.03876788,0.034482758620689655,0.10526315789473684,-0.07078039927404718
STATE_A,STATE_B,mutation::SPTA1,1.0,1.0,0.66101695,0.01258192,34.72787596,0.0,0.0,0.0
STATE_A,STATE_B,mutation::TP53,1.0,1.0,0.64912281,0.06267595,6.72284103,0.034482758620689655,0.05263157894736842,-0.018148820326678763
STATE_A,STATE_B,mutation::TSC1,1.0,1.0,0.66101695,0.01258192,34.72787596,0.0,0.0,0.0
STATE_A,STATE_B,mutation::TSC2,1.0,1.0,0.64912281,0.06267595,6.72284103,0.034482758620689655,0.05263157894736842,-0.018148820326678763
STATE_A,STATE_B,mutation::TTN,0.63509167,1.0,2.17647059,0.31200621,15.1824679,0.13793103448275862,0.05263157894736842,0.0852994555353902
STATE_A,STATE_B,mutation::VHL,0.76562657,1.0,0.73333333,0.23075213,2.3305431,0.5517241379310345,0.631578947368421,-0.07985480943738654
STATE_A,STATE_C,mutation::ARID1A,1.0,1.0,0.38983051,0.00729314,20.83709818,0.0,0.0,0.0
STATE_A,STATE_C,mutation::ATM,1.0,1.0,1.21052632,0.04586588,31.94910828,0.034482758620689655,0.0,0.034482758620689655
STATE_A,STATE_C,mutation::BAP1,0.00070212,0.01544664,0.02003082,0.00098036,0.40927002,0.0,0.45454545454545453,-0.45454545454545453
STATE_A,STATE_C,mutation::CDKN2A,1.0,1.0,0.38983051,0.00729314,20.83709818,0.0,0.0,0.0
STATE_A,STATE_C,mutation::DST,1.0,1.0,1.21052632,0.04586588,31.94910828,0.034482758620689655,0.0,0.034482758620689655
STATE_A,STATE_C,mutation::ELOC,1.0,1.0,0.38983051,0.00729314,20.83709818,0.0,0.0,0.0
STATE_A,STATE_C,mutation::FLG,1.0,1.0,0.38983051,0.00729314,20.83709818,0.0,0.0,0.0
STATE_A,STATE_C,mutation::KDM5C,0.54797571,1.0,3.03773585,0.14487522,63.69508446,0.10344827586206896,0.0,0.10344827586206896
STATE_A,STATE_C,mutation::KMT2C,1.0,1.0,0.38983051,0.00729314,20.83709818,0.0,0.0,0.0
STATE_A,STATE_C,mutation::LYST,1.0,1.0,0.63636364,0.07445891,5.43868676,0.06896551724137931,0.09090909090909091,-0.021943573667711602
STATE_A,STATE_C,mutation::MTOR,1.0,1.0,1.21052632,0.04586588,31.94910828,0.034482758620689655,0.0,0.034482758620689655
STATE_A,STATE_C,mutation::MUC16,1.0,1.0,1.23529412,0.17008878,8.97150058,0.13793103448275862,0.09090909090909091,0.04702194357366771
STATE_A,STATE_C,mutation::PBRM1,0.47321401,1.0,1.98701299,0.47186932,8.36719071,0.4482758620689655,0.2727272727272727,0.17554858934169282
STATE_A,STATE_C,mutation::PIK3CA,1.0,1.0,0.38983051,0.00729314,20.83709818,0.0,0.0,0.0
STATE_A,STATE_C,mutation::PTEN,1.0,1.0,1.21052632,0.04586588,31.94910828,0.034482758620689655,0.0,0.034482758620689655
STATE_A,STATE_C,mutation::SETD2,1.0,1.0,1.21052632,0.04586588,31.94910828,0.034482758620689655,0.0,0.034482758620689655
STATE_A,STATE_C,mutation::SPTA1,0.0167004,0.1837044,0.04116223,0.0019302,0.87780035,0.0,0.2727272727272727,-0.2727272727272727
STATE_A,STATE_C,mutation::TP53,1.0,1.0,1.21052632,0.04586588,31.94910828,0.034482758620689655,0.0,0.034482758620689655
STATE_A,STATE_C,mutation::TSC1,1.0,1.0,0.38983051,0.00729314,20.83709818,0.0,0.0,0.0
STATE_A,STATE_C,mutation::TSC2,1.0,1.0,1.21052632,0.04586588,31.94910828,0.034482758620689655,0.0,0.034482758620689655
STATE_A,STATE_C,mutation::TTN,1.0,1.0,1.23529412,0.17008878,8.97150058,0.13793103448275862,0.09090909090909091,0.04702194357366771
STATE_A,STATE_C,mutation::VHL,1.0,1.0,1.03418803,0.26966252,3.96623481,0.5517241379310345,0.5454545454545454,0.006269592476489061
STATE_B,STATE_C,mutation::ARID1A,1.0,1.0,1.86486486,0.06987748,49.7688401,0.05263157894736842,0.0,0.05263157894736842
