gene,driver_panel_member,set_mutated_n,set_n,rest_mutated_n,rest_n,odds_ratio,zero_cell_correction_applied,effect_status,p_value,q_global,q_driver,odds_ratio_ci95_lower,odds_ratio_ci95_upper
PBRM1,True,30,39,9,64,20.37037037037037,False,estimated,1.7039181770505556e-10,6.10513882837214e-07,2.5558772655758337e-09,7.305379793955604,56.800878356713255
BAP1,True,0,39,13,64,0.048288795124238164,True,estimated,0.001567095742972299,1.0,0.010422772214023997,0.0027848635479525035,0.8373148969058275
VHL,True,29,39,27,64,3.974074074074074,False,estimated,0.0020845544428047995,1.0,0.010422772214023997,1.6593788691849718,9.51757614822756
ATM,False,6,39,0,64,25.029850746268657,True,estimated,0.002281809318241117,1.0,,1.3681335563962953,457.9183263589326
AHNAK2,False,3,39,0,64,12.36986301369863,True,estimated,0.05167626985428411,1.0,,0.6214760005467835,246.20984694991577
ALMS1,False,3,39,0,64,12.36986301369863,True,estimated,0.05167626985428411,1.0,,0.6214760005467835,246.20984694991577
FAT3,False,3,39,0,64,12.36986301369863,True,estimated,0.05167626985428411,1.0,,0.6214760005467835,246.20984694991577
NYNRIN,False,3,39,0,64,12.36986301369863,True,estimated,0.05167626985428411,1.0,,0.6214760005467835,246.20984694991577
PRKDC,False,3,39,0,64,12.36986301369863,True,estimated,0.05167626985428411,1.0,,0.6214760005467835,246.20984694991577
ACIN1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
ATP13A4,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
ATP8A2,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
BRWD3,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
CDC42BPA,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
CDK5RAP2,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
CENPF,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
CHAF1B,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
CHSY3,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
CLPTM1L,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
CTNND1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
DLD,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
DNAH3,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
FASN,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
FBH1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
FHOD1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
FN1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
GAS2,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
GCC1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
GCKR,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
GCN1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
HLA-DPA1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
IL6ST,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
JADE3,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
KCNH7,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
KIF5C,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
KNTC1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
LILRB4,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
MYO6,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
NAT8,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
NEXMIF,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
NNT,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
NOS1AP,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
NOS2,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
OR52J3,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
PDS5B,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
PDZD2,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
PPFIA1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
RGS3,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
SAMD9,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
SBNO1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
SIPA1L3,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
SLC17A6,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
SLC7A2,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
SPIN3,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
SVEP1,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
TAZ,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
TLE3,False,2,39,0,64,8.6,True,estimated,0.14106225014277554,1.0,,0.4020346003394871,183.9642656068569
