excluded_k,valid_run_count,primary_core_count,primary_core_patient_count,mean_matched_jaccard,min_matched_jaccard,matched_core_mean_jaccard,extra_core_count,missing_core_count
2,18,6,65,0.8047619047619048,0.0,0.938888888888889,0,1
3,18,6,66,0.7976190476190476,0.0,0.9305555555555555,0,1
4,18,8,80,0.7237215909090909,0.0,0.8271103896103896,1,0
5,18,8,79,0.7523674242424243,0.0,0.859848484848485,1,0
6,18,5,67,0.5854591836734694,0.0,0.8196428571428571,0,2
7,18,6,74,0.6172619047619048,0.0,0.720138888888889,0,1
8,18,7,85,0.6955782312925171,0.0,0.6955782312925171,0,0
