jaccard_threshold,overlap_threshold,relation_component_count,recurrent_relation_component_count,cohesive_family_count,cohesive_family_sizes
0.5,0.8,9,7,11,"[62, 42, 35, 26, 24, 24, 21, 21, 17, 16, 7]"
0.5,1.0,16,8,12,"[42, 34, 34, 28, 22, 21, 21, 20, 20, 16, 16, 7]"
0.6666666666666666,0.8,12,9,15,"[62, 42, 35, 27, 24, 23, 22, 22, 20, 19, 17, 17, 16, 15, 7]"
0.6666666666666666,1.0,19,8,12,"[42, 34, 28, 22, 22, 21, 20, 20, 16, 16, 15, 7]"
0.75,0.8,18,10,14,"[62, 42, 35, 34, 23, 22, 22, 20, 20, 19, 17, 16, 16, 11]"
0.75,1.0,23,9,11,"[42, 34, 28, 22, 22, 21, 20, 20, 16, 16, 11]"
