patch_index,target_x,target_y,predicted_class,tumor_probability,selected_tumor,prob_adipose_tissue,prob_blank_space,prob_clear_cell_renal_cell_carcinoma,prob_cyst_content,prob_fibrocollagenous_tissue,prob_hemorrhage,prob_inflammation,prob_marker,prob_necrosis,prob_renal_parenchyma
0,26382,3074,Fibrocollagenous Tissue,0.0025600814260542393,False,1.2339577892817033e-07,2.616708343339269e-06,0.0025600814260542393,7.983653631526977e-05,0.8951524496078491,0.09238684922456741,0.0003219596401322633,0.00047297345008701086,0.009021271951496601,1.818236910366977e-06
1,26638,3074,Fibrocollagenous Tissue,0.003722052089869976,False,3.839009821149375e-08,5.21068965753102e-09,0.003722052089869976,7.410033958876738e-06,0.9121789932250977,0.07786885648965836,0.0020681468304246664,2.685302206373308e-05,0.004121559206396341,6.070661129342625e-06
2,26894,3074,Fibrocollagenous Tissue,0.0006411297945305705,False,5.2316306842215e-09,2.6185817403323597e-11,0.0006411297945305705,8.707829692866653e-07,0.9895451664924622,0.007147086784243584,0.0013909428380429745,5.67874316459438e-08,0.0012727925786748528,1.9041102632399998e-06
3,27150,3074,Fibrocollagenous Tissue,0.00018967429059557617,False,3.9636074977700275e-10,3.134780846361651e-12,0.00018967429059557617,3.6892268440169573e-07,0.9969592094421387,0.0015150157269090414,0.0007503695669583976,3.1183742255080915e-09,0.0005843050894327462,1.1150588079544832e-06
4,27407,3074,Fibrocollagenous Tissue,0.00020594119268935174,False,6.044991729403648e-10,1.0465024680161861e-10,0.00020594119268935174,4.223821633786429e-06,0.9963244795799255,0.0014648917131125927,0.0011699993629008532,2.3255155667811778e-07,0.0008292017155326903,9.7740780802269e-07
5,27663,3074,Fibrocollagenous Tissue,0.002145121106877923,False,9.875199680209334e-08,5.54859241219674e-07,0.002145121106877923,0.002240842441096902,0.9710439443588257,0.01696334220468998,0.0016456503653898835,0.0006983722560107708,0.005259297322481871,2.7004634830518626e-06
6,27919,3074,Fibrocollagenous Tissue,0.04966190457344055,False,5.099146164866397e-06,1.1858953712362563e-06,0.04966190457344055,0.0020871241576969624,0.8747564554214478,0.047607045620679855,0.002789953490719199,0.019131770357489586,0.003934324253350496,2.5146893676719628e-05
7,28175,3074,Fibrocollagenous Tissue,0.016578929498791695,False,1.0636601643909671e-07,4.882993454025097e-10,0.016578929498791695,2.8274283977225423e-05,0.948904812335968,0.030435821041464806,0.0033680936321616173,0.00014003321120981127,0.0005209808587096632,2.2858246666146442e-05
8,28431,3074,Fibrocollagenous Tissue,0.0001522506499895826,False,2.662313258738891e-09,1.3083079064557523e-09,0.0001522506499895826,7.673090181015141e-07,0.9968858361244202,0.0017553131328895688,0.0007070249412208796,7.173535436777456e-07,0.0004967675195075572,1.2704105074590188e-06
9,28687,3074,Fibrocollagenous Tissue,0.00020000874064862728,False,3.8804977009476715e-09,8.985537647276942e-09,0.00020000874064862728,2.380884097874514e-06,0.9933573603630066,0.0048619466833770275,0.0009662991506047547,4.912569693260593e-06,0.0006058039725758135,1.29701606965682e-06
10,22284,3330,Fibrocollagenous Tissue,0.002315704943612218,False,6.561914034364236e-08,0.00011803198140114546,0.002315704943612218,0.020533548668026924,0.885979413986206,0.08395414799451828,0.00014948041643947363,0.0018709360156208277,0.005078037269413471,6.290753162829787e-07
11,22540,3330,Fibrocollagenous Tissue,0.0010990728624165058,False,1.3656811681528325e-08,7.555429874628317e-06,0.0010990728624165058,0.0033983993344008923,0.9589617252349854,0.03147134184837341,7.583182741655037e-05,0.0004386687942314893,0.004547016229480505,2.1754752310698677e-07
12,22796,3330,Fibrocollagenous Tissue,0.0003015431575477123,False,1.8909970478375726e-08,5.66758671993739e-06,0.0003015431575477123,0.0002473686763551086,0.9730642437934875,0.023856813088059425,4.929405986331403e-05,0.00020463878172449768,0.0022703504655510187,8.201013912412236e-08
13,23052,3330,Fibrocollagenous Tissue,0.0002970247296616435,False,6.825306542168619e-08,7.65244294598233e-06,0.0002970247296616435,0.0004386213549878448,0.9749089479446411,0.022182486951351166,0.00017400924116373062,0.000175713183125481,0.0018152118427678943,2.515939456770866e-07
14,23308,3330,Fibrocollagenous Tissue,0.0002112357906298712,False,2.306205892921298e-08,3.0074568712734617e-05,0.0002112357906298712,0.0005668321391567588,0.973028838634491,0.022515524178743362,0.00014654554252047092,0.0001413418649462983,0.003359406953677535,3.097752312442026e-07
15,23565,3330,Fibrocollagenous Tissue,0.00021496167755685747,False,1.5241944595345558e-08,1.8555506358097773e-06,0.00021496167755685747,1.9140732547384687e-05,0.9175740480422974,0.07748693972826004,0.00015639646153431386,4.156715658609755e-05,0.004504743963479996,3.168532600739127e-07
16,23821,3330,Fibrocollagenous Tissue,0.0004596630751620978,False,6.545495523369027e-08,6.06260982749518e-07,0.0004596630751620978,1.2331972357060295e-05,0.9147253036499023,0.08322995156049728,0.00017470584134571254,0.00023137348762247711,0.0011650251690298319,8.612302053734311e-07
17,24077,3330,Fibrocollagenous Tissue,0.00025156058836728334,False,2.525136011399809e-08,3.900386218447238e-05,0.00025156058836728334,4.415558578330092e-05,0.9665921926498413,0.0316256582736969,3.789306720136665e-05,0.0010672849602997303,0.0003420072316657752,2.2398845089810493e-07
18,25101,3330,Fibrocollagenous Tissue,0.001692701713182032,False,9.833699010641794e-08,4.3810388206111384e-07,0.001692701713182032,9.292738832300529e-05,0.9665722250938416,0.03074001707136631,7.159468805184588e-05,0.0005517015815712512,0.0002760317292995751,2.317684220543015e-06
19,25358,3330,Fibrocollagenous Tissue,0.0002994748065248132,False,9.453176907925354e-09,6.178634825992901e-10,0.0002994748065248132,6.450913133448921e-06,0.9875811338424683,0.01200453657656908,7.2435282163496595e-06,1.7561607819516212e-05,8.350049029104412e-05,1.8803552848112304e-07
20,25614,3330,Fibrocollagenous Tissue,8.824048563838005e-05,False,1.3737539994451708e-08,2.5477350784619546e-10,8.824048563838005e-05,4.30938371209777e-06,0.9845439791679382,0.015252521261572838,4.867975803790614e-06,4.088659989065491e-05,6.51558511890471e-05,1.367491080372929e-07
21,25870,3330,Fibrocollagenous Tissue,0.0008490206673741341,False,1.1104315689181021e-07,2.0210978615535502e-13,0.0008490206673741341,9.51309999663863e-08,0.9457591772079468,0.0519862100481987,4.933625677949749e-05,3.3119779345724965e-06,0.0013488221447914839,3.918758011423051e-06
22,26126,3330,Fibrocollagenous Tissue,0.008979404345154762,False,1.0991832368745236e-06,2.29052350034405e-17,0.008979404345154762,1.3992143443886107e-08,0.9804116487503052,0.007776201236993074,3.122337511740625e-05,1.1452467418848755e-08,0.0027881504502147436,1.2255125511728693e-05
23,26382,3330,Fibrocollagenous Tissue,0.012217065319418907,False,2.2128741505866856e-08,1.6934721339251525e-19,0.012217065319418907,1.5668769615118094e-09,0.9832203388214111,0.0040608420968055725,4.2697756725829095e-05,5.248470547059014e-10,0.00042317932820878923,3.5902587114833295e-05
24,26638,3330,Fibrocollagenous Tissue,0.009370974265038967,False,5.369227285001443e-10,2.3476099166948735e-22,0.009370974265038967,1.0292986081517075e-11,0.978797197341919,0.011371539905667305,0.00021641174680553377,2.121320263545612e-12,0.000166909143445082,7.708176417509094e-05
25,26894,3330,Fibrocollagenous Tissue,0.001374110928736627,False,2.525781146733852e-11,1.2397162433536972e-22,0.001374110928736627,3.230861758685144e-11,0.9960902333259583,0.00249683391302824,1.0902711437665857e-05,4.453213039751387e-15,1.9191435058019124e-05,8.6046911746962e-06
26,27150,3330,Fibrocollagenous Tissue,0.0006763468263670802,False,1.9162551320034416e-12,1.1921869825391223e-21,0.0006763468263670802,2.1093143898198718e-10,0.9987682700157166,0.0005274286377243698,1.9114379028906114e-05,5.432200591177225e-15,5.584719019680051e-06,3.2179991649172734e-06
27,27407,3330,Fibrocollagenous Tissue,0.0029374510049819946,False,1.4873978437801583e-10,1.4221710617069236e-21,0.0029374510049819946,9.298657399625654e-10,0.9954551458358765,0.0003117531305179,0.001214989461004734,4.953027462999138e-13,3.882327291648835e-05,4.187967715552077e-05
28,27663,3330,Fibrocollagenous Tissue,0.11229310929775238,False,4.6613538984274783e-07,6.580434771867068e-19,0.11229310929775238,5.315435373631772e-06,0.8673686981201172,0.004524769727140665,0.012285611592233181,1.058097942596703e-09,0.0010639934334903955,0.0024579509627074003
29,27919,3330,Clear Cell Renal Cell Carcinoma,0.6384333968162537,False,6.4465580180694815e-06,2.396501725327979e-19,0.6384333968162537,3.2614636324979074e-07,0.3391282856464386,0.0034347118344157934,0.006118083372712135,2.014441768949382e-08,6.727052095811814e-05,0.012811480090022087
30,28175,3330,Fibrocollagenous Tissue,0.0838596373796463,False,2.6426635102438922e-08,1.1288728295812411e-21,0.0838596373796463,3.4233833545727066e-09,0.9054008722305298,0.0036807425785809755,0.0027742504607886076,2.029177492701706e-09,1.3313714589457959e-05,0.004271014593541622
31,28431,3330,Fibrocollagenous Tissue,0.0007660751580260694,False,4.300510988985984e-11,9.538104936662456e-21,0.0007660751580260694,3.589281927229848e-10,0.9981850981712341,0.0007724414463154972,0.0001956122723640874,1.0003975729408476e-12,6.480952288256958e-05,1.5846067981328815e-05
32,29200,3330,Fibrocollagenous Tissue,0.017586205154657364,False,8.909636584064629e-09,9.763054893609929e-14,0.017586205154657364,1.1773249752877746e-05,0.8153160810470581,0.15514126420021057,0.008248449303209782,1.886068474732383e-07,0.003656325163319707,3.965938594774343e-05
33,29456,3330,Fibrocollagenous Tissue,0.004924406297504902,False,3.973255502387474e-08,5.835800287457005e-09,0.004924406297504902,0.00021500010916497558,0.7404097318649292,0.2525843381881714,0.0011973766377195716,8.026722207432613e-05,0.0005831556627526879,5.751686785515631e-06
34,21259,3586,Fibrocollagenous Tissue,0.0016312532825395465,False,1.61032982504139e-08,7.3810665526252706e-06,0.0016312532825395465,0.00020429701544344425,0.7425791621208191,0.247946098446846,3.299243689980358e-05,0.006112479139119387,0.0014861952513456345,1.1872904792653571e-07
35,21515,3586,Fibrocollagenous Tissue,0.0009970935061573982,False,1.7764747894943866e-08,6.3723515353331095e-09,0.0009970935061573982,2.288501946168253e-06,0.8991738557815552,0.09867735207080841,0.0003052371903322637,0.0004482068761717528,0.00039545918116346,5.279566153149062e-07
36,21772,3586,Fibrocollagenous Tissue,0.0006871085497550666,False,5.498290533978434e-08,5.239714911953186e-12,0.0006871085497550666,1.7903426297039005e-08,0.9844892024993896,0.011677798815071583,0.002962742932140827,6.162479166960111e-07,0.0001759529550326988,6.391238457581494e-06
