feature,group_a,group_b,n_a,n_b,missing_n_a,missing_n_b,frequency_a,frequency_b,frequency_difference,odds_ratio,ci_low,ci_high,fisher_p,p_adjusted_holm
mutation::ATM,CORE03,CORE06,14,7,0,0,0.0,0.0,0.0,0.51724138,0.0093055,28.75058776,1.0,1.0
mutation::ATM,CORE03,CORE07,14,5,0,0,0.0,0.6,-0.6,0.02463054,0.00095211,0.63717473,0.01031992,0.2063984
mutation::ATM,CORE04,CORE05,10,9,0,0,0.0,0.0,0.0,0.9047619,0.01629124,50.24750678,1.0,1.0
mutation::ATM,CORE04,CORE06,10,7,0,0,0.0,0.0,0.0,0.71428571,0.01269031,40.20421768,1.0,1.0
mutation::ATM,CORE04,CORE07,10,5,0,0,0.0,0.6,-0.6,0.03401361,0.00129463,0.89363142,0.02197802,0.41758238
mutation::ATM,CORE05,CORE06,9,7,0,0,0.0,0.0,0.0,0.78947368,0.01395932,44.64892406,1.0,1.0
mutation::ATM,CORE05,CORE07,9,5,0,0,0.0,0.6,-0.6,0.03759398,0.00142251,0.99352869,0.02747253,0.49450554
mutation::ATM,CORE06,CORE07,7,5,0,0,0.0,0.6,-0.6,0.04761905,0.0017725,1.27931071,0.04545455,0.77272735
mutation::BAP1,CORE01,CORE02,17,15,0,0,0.0,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
mutation::BAP1,CORE01,CORE03,17,14,0,0,0.0,0.7142857142857143,-0.7142857142857143,0.0122449,0.00059738,0.2509917,2.257e-05,0.00047397
mutation::BAP1,CORE01,CORE04,17,10,0,0,0.0,0.1,-0.1,0.18095238,0.00669622,4.88988472,0.37037037,1.0
mutation::BAP1,CORE01,CORE05,17,9,0,0,0.0,0.1111111111111111,-0.1111111111111111,0.16190476,0.00594833,4.40680807,0.34615385,1.0
mutation::BAP1,CORE01,CORE06,17,7,0,0,0.0,0.0,0.0,0.42857143,0.00775401,23.68756092,1.0,1.0
mutation::BAP1,CORE01,CORE07,17,5,0,0,0.0,0.0,0.0,0.31428571,0.00555618,17.77760863,1.0,1.0
mutation::BAP1,CORE02,CORE03,15,14,0,0,0.0,0.7142857142857143,-0.7142857142857143,0.01382488,0.00067131,0.2847086,4.998e-05,0.0009996
mutation::BAP1,CORE02,CORE04,15,10,0,0,0.0,0.1,-0.1,0.20430108,0.00752786,5.54459063,0.4,1.0
mutation::BAP1,CORE02,CORE05,15,9,0,0,0.0,0.1111111111111111,-0.1111111111111111,0.1827957,0.00668715,4.99678817,0.375,1.0
mutation::BAP1,CORE02,CORE06,15,7,0,0,0.0,0.0,0.0,0.48387097,0.00872369,26.8385476,1.0,1.0
mutation::BAP1,CORE02,CORE07,15,5,0,0,0.0,0.0,0.0,0.35483871,0.00625113,20.14202941,1.0,1.0
mutation::BAP1,CORE03,CORE04,14,10,0,0,0.7142857142857143,0.1,0.6142857142857143,14.77777778,1.91056118,114.30291703,0.00452618,0.08147124
mutation::BAP1,CORE03,CORE05,14,9,0,0,0.7142857142857143,0.1111111111111111,0.6031746031746033,13.22222222,1.68974324,103.46374322,0.00942253,0.16018301
mutation::BAP1,CORE03,CORE06,14,7,0,0,0.7142857142857143,0.0,0.7142857142857143,35.0,1.62737117,752.74775908,0.00386997,0.07352943
mutation::BAP1,CORE03,CORE07,14,5,0,0,0.7142857142857143,0.0,0.7142857142857143,25.66666667,1.15790027,568.9417277,0.01083591,0.17337456
mutation::BAP1,CORE04,CORE05,10,9,0,0,0.1,0.1111111111111111,-0.0111111111111111,0.89473684,0.07759008,10.31773633,1.0,1.0
mutation::BAP1,CORE04,CORE06,10,7,0,0,0.1,0.0,0.1,2.36842105,0.0838636,66.88740514,1.0,1.0
mutation::BAP1,CORE04,CORE07,10,5,0,0,0.1,0.0,0.1,1.73684211,0.05981614,50.43155069,1.0,1.0
mutation::BAP1,CORE05,CORE06,9,7,0,0,0.1111111111111111,0.0,0.1111111111111111,2.64705882,0.0930656,75.29012065,1.0,1.0
mutation::BAP1,CORE05,CORE07,9,5,0,0,0.1111111111111111,0.0,0.1111111111111111,1.94117647,0.0663834,56.76368268,1.0,1.0
mutation::BAP1,CORE06,CORE07,7,5,0,0,0.0,0.0,0.0,0.73333333,0.01250469,43.00609524,1.0,1.0
mutation::DST,CORE01,CORE02,17,15,0,0,0.058823529411764705,0.0,0.058823529411764705,2.81818182,0.10658602,74.51397934,1.0,1.0
mutation::DST,CORE01,CORE03,17,14,0,0,0.058823529411764705,0.0,0.058823529411764705,2.63636364,0.09944974,69.88870187,1.0,1.0
mutation::DST,CORE01,CORE04,17,10,0,0,0.058823529411764705,0.4,-0.3411764705882353,0.13131313,0.01675673,1.02902771,0.047343,0.899517
mutation::DST,CORE01,CORE05,17,9,0,0,0.058823529411764705,0.0,0.058823529411764705,1.72727273,0.0637897,46.77042259,1.0,1.0
mutation::DST,CORE01,CORE06,17,7,0,0,0.058823529411764705,0.0,0.058823529411764705,1.36363636,0.04954584,37.53098582,1.0,1.0
mutation::DST,CORE01,CORE07,17,5,0,0,0.058823529411764705,0.0,0.058823529411764705,1.0,0.03533126,28.30354983,1.0,1.0
mutation::DST,CORE02,CORE03,15,14,0,0,0.0,0.0,0.0,0.93548387,0.01739521,50.30869347,1.0,1.0
mutation::DST,CORE02,CORE04,15,10,0,0,0.0,0.4,-0.4,0.04659498,0.0021804,0.99573127,0.01660079,0.34861659
mutation::DST,CORE02,CORE05,15,9,0,0,0.0,0.0,0.0,0.61290323,0.01119962,33.54135353,1.0,1.0
mutation::DST,CORE02,CORE06,15,7,0,0,0.0,0.0,0.0,0.48387097,0.00872369,26.8385476,1.0,1.0
mutation::DST,CORE02,CORE07,15,5,0,0,0.0,0.0,0.0,0.35483871,0.00625113,20.14202941,1.0,1.0
mutation::DST,CORE03,CORE04,14,10,0,0,0.0,0.4,-0.4,0.04980843,0.00232428,1.06737607,0.01976285,0.395257
mutation::DST,CORE03,CORE05,14,9,0,0,0.0,0.0,0.0,0.65517241,0.01194648,35.93117382,1.0,1.0
mutation::DST,CORE03,CORE06,14,7,0,0,0.0,0.0,0.0,0.51724138,0.0093055,28.75058776,1.0,1.0
mutation::DST,CORE03,CORE07,14,5,0,0,0.0,0.0,0.0,0.37931034,0.00666812,21.57673143,1.0,1.0
mutation::DST,CORE04,CORE05,10,9,0,0,0.4,0.0,0.4,13.15384615,0.60006014,288.34387805,0.08668731,1.0
mutation::DST,CORE04,CORE06,10,7,0,0,0.4,0.0,0.4,10.38461538,0.46555341,231.63880871,0.10294118,1.0
mutation::DST,CORE04,CORE07,10,5,0,0,0.4,0.0,0.4,7.61538462,0.33136501,175.01571014,0.23076923,1.0
mutation::DST,CORE05,CORE06,9,7,0,0,0.0,0.0,0.0,0.78947368,0.01395932,44.64892406,1.0,1.0
mutation::DST,CORE05,CORE07,9,5,0,0,0.0,0.0,0.0,0.57894737,0.01000394,33.50480542,1.0,1.0
mutation::DST,CORE06,CORE07,7,5,0,0,0.0,0.0,0.0,0.73333333,0.01250469,43.00609524,1.0,1.0
mutation::PBRM1,CORE01,CORE02,17,15,0,0,0.6470588235294118,0.0,0.6470588235294118,54.84615385,2.79717478,1075.40673365,0.0001065,0.001917
mutation::PBRM1,CORE01,CORE03,17,14,0,0,0.6470588235294118,0.0,0.6470588235294118,51.30769231,2.60921149,1008.91755887,0.00015046,0.00255782
mutation::PBRM1,CORE01,CORE04,17,10,0,0,0.6470588235294118,1.0,-0.3529411764705882,0.08424908,0.00421265,1.68490361,0.05699132,0.51292188
mutation::PBRM1,CORE01,CORE05,17,9,0,0,0.6470588235294118,0.4444444444444444,0.20261437908496738,2.16239316,0.44811471,10.4347037,0.41853547,1.0
mutation::PBRM1,CORE01,CORE06,17,7,0,0,0.6470588235294118,0.0,0.6470588235294118,26.53846154,1.29509191,543.81463931,0.00591152,0.08276128
mutation::PBRM1,CORE01,CORE07,17,5,0,0,0.6470588235294118,0.8,-0.15294117647058825,0.58974359,0.07343962,4.73582895,1.0,1.0
mutation::PBRM1,CORE02,CORE03,15,14,0,0,0.0,0.0,0.0,0.93548387,0.01739521,50.30869347,1.0,1.0
mutation::PBRM1,CORE02,CORE04,15,10,0,0,0.0,1.0,-1.0,0.0015361,2.82e-05,0.08365982,3.1e-07,6.51e-06
mutation::PBRM1,CORE02,CORE05,15,9,0,0,0.0,0.4444444444444444,-0.4444444444444444,0.03942652,0.00181295,0.85741354,0.01185771,0.13131313
mutation::PBRM1,CORE02,CORE06,15,7,0,0,0.0,0.0,0.0,0.48387097,0.00872369,26.8385476,1.0,1.0
mutation::PBRM1,CORE02,CORE07,15,5,0,0,0.0,0.8,-0.8,0.01075269,0.00037039,0.31215773,0.00103199,0.01651184
mutation::PBRM1,CORE03,CORE04,14,10,0,0,0.0,1.0,-1.0,0.00164204,3.009e-05,0.08962081,5.1e-07,1.02e-05
mutation::PBRM1,CORE03,CORE05,14,9,0,0,0.0,0.4444444444444444,-0.4444444444444444,0.04214559,0.00193262,0.91909155,0.01422925,0.1422925
mutation::PBRM1,CORE03,CORE06,14,7,0,0,0.0,0.0,0.0,0.51724138,0.0093055,28.75058776,1.0,1.0
mutation::PBRM1,CORE03,CORE07,14,5,0,0,0.0,0.8,-0.8,0.01149425,0.00039493,0.33453325,0.00128999,0.01934985
mutation::PBRM1,CORE04,CORE05,10,9,0,0,1.0,0.4444444444444444,0.5555555555555556,25.66666667,1.15790027,568.9417277,0.01083591,0.13131313
mutation::PBRM1,CORE04,CORE06,10,7,0,0,1.0,0.0,1.0,315.0,5.59642776,17730.05999873,5.142e-05,0.00097698
mutation::PBRM1,CORE04,CORE07,10,5,0,0,1.0,0.8,0.19999999999999996,7.0,0.23694754,206.79683059,0.33333333,1.0
mutation::PBRM1,CORE05,CORE06,9,7,0,0,0.4444444444444444,0.0,0.4444444444444444,12.27272727,0.54078627,278.52008126,0.08846154,0.70769232
mutation::PBRM1,CORE05,CORE07,9,5,0,0,0.4444444444444444,0.8,-0.3555555555555556,0.27272727,0.02936531,2.53292604,0.3006993,1.0
mutation::PBRM1,CORE06,CORE07,7,5,0,0,0.0,0.8,-0.8,0.02222222,0.00073618,0.67079433,0.01010101,0.13131313
mutation::PIK3CA,CORE01,CORE02,17,15,0,0,0.0,0.0,0.0,0.88571429,0.01656394,47.36130444,1.0,1.0
mutation::PIK3CA,CORE01,CORE03,17,14,0,0,0.0,0.0,0.0,0.82857143,0.01546206,44.40097205,1.0,1.0
mutation::PIK3CA,CORE01,CORE04,17,10,0,0,0.0,0.0,0.0,0.6,0.01105586,32.56190877,1.0,1.0
mutation::PIK3CA,CORE01,CORE05,17,9,0,0,0.0,0.3333333333333333,-0.3333333333333333,0.05306122,0.00239758,1.17430826,0.03230769,0.67846149
mutation::PIK3CA,CORE01,CORE06,17,7,0,0,0.0,0.0,0.0,0.42857143,0.00775401,23.68756092,1.0,1.0
mutation::PIK3CA,CORE01,CORE07,17,5,0,0,0.0,0.0,0.0,0.31428571,0.00555618,17.77760863,1.0,1.0
mutation::PIK3CA,CORE02,CORE03,15,14,0,0,0.0,0.0,0.0,0.93548387,0.01739521,50.30869347,1.0,1.0
mutation::PIK3CA,CORE02,CORE04,15,10,0,0,0.0,0.0,0.0,0.67741935,0.01243826,36.89398165,1.0,1.0
mutation::PIK3CA,CORE02,CORE05,15,9,0,0,0.0,0.3333333333333333,-0.3333333333333333,0.05990783,0.0026946,1.33190436,0.04150198,0.8300396
mutation::PIK3CA,CORE02,CORE06,15,7,0,0,0.0,0.0,0.0,0.48387097,0.00872369,26.8385476,1.0,1.0
mutation::PIK3CA,CORE02,CORE07,15,5,0,0,0.0,0.0,0.0,0.35483871,0.00625113,20.14202941,1.0,1.0
mutation::PIK3CA,CORE03,CORE04,14,10,0,0,0.0,0.0,0.0,0.72413793,0.01326768,39.52277813,1.0,1.0
mutation::PIK3CA,CORE03,CORE05,14,9,0,0,0.0,0.3333333333333333,-0.3333333333333333,0.06403941,0.00287251,1.42768668,0.04743083,0.90118577
mutation::PIK3CA,CORE03,CORE06,14,7,0,0,0.0,0.0,0.0,0.51724138,0.0093055,28.75058776,1.0,1.0
mutation::PIK3CA,CORE03,CORE07,14,5,0,0,0.0,0.0,0.0,0.37931034,0.00666812,21.57673143,1.0,1.0
mutation::PIK3CA,CORE04,CORE05,10,9,0,0,0.0,0.3333333333333333,-0.3333333333333333,0.08843537,0.003903,2.00379463,0.08668731,1.0
mutation::PIK3CA,CORE04,CORE06,10,7,0,0,0.0,0.0,0.0,0.71428571,0.01269031,40.20421768,1.0,1.0
mutation::PIK3CA,CORE04,CORE07,10,5,0,0,0.0,0.0,0.0,0.52380952,0.00909426,30.17029046,1.0,1.0
mutation::PIK3CA,CORE05,CORE06,9,7,0,0,0.3333333333333333,0.0,0.3333333333333333,8.07692308,0.34823542,187.33500964,0.2125,1.0
mutation::PIK3CA,CORE05,CORE07,9,5,0,0,0.3333333333333333,0.0,0.3333333333333333,5.92307692,0.2479531,141.48982275,0.25824176,1.0
mutation::PIK3CA,CORE06,CORE07,7,5,0,0,0.0,0.0,0.0,0.73333333,0.01250469,43.00609524,1.0,1.0
mutation::PTEN,CORE01,CORE02,17,15,0,0,0.058823529411764705,0.0,0.058823529411764705,2.81818182,0.10658602,74.51397934,1.0,1.0
mutation::PTEN,CORE01,CORE03,17,14,0,0,0.058823529411764705,0.0,0.058823529411764705,2.63636364,0.09944974,69.88870187,1.0,1.0
mutation::PTEN,CORE01,CORE04,17,10,0,0,0.058823529411764705,0.0,0.058823529411764705,1.90909091,0.07091754,51.39247756,1.0,1.0
mutation::PTEN,CORE01,CORE05,17,9,0,0,0.058823529411764705,0.4444444444444444,-0.3856209150326797,0.11111111,0.01381579,0.8935922,0.03447856,0.62061408
mutation::PTEN,CORE01,CORE06,17,7,0,0,0.058823529411764705,0.0,0.058823529411764705,1.36363636,0.04954584,37.53098582,1.0,1.0
mutation::PTEN,CORE01,CORE07,17,5,0,0,0.058823529411764705,0.0,0.058823529411764705,1.0,0.03533126,28.30354983,1.0,1.0
mutation::PTEN,CORE02,CORE03,15,14,0,0,0.0,0.0,0.0,0.93548387,0.01739521,50.30869347,1.0,1.0
mutation::PTEN,CORE02,CORE04,15,10,0,0,0.0,0.0,0.0,0.67741935,0.01243826,36.89398165,1.0,1.0
mutation::PTEN,CORE02,CORE05,15,9,0,0,0.0,0.4444444444444444,-0.4444444444444444,0.03942652,0.00181295,0.85741354,0.01185771,0.24901191
mutation::PTEN,CORE02,CORE06,15,7,0,0,0.0,0.0,0.0,0.48387097,0.00872369,26.8385476,1.0,1.0
mutation::PTEN,CORE02,CORE07,15,5,0,0,0.0,0.0,0.0,0.35483871,0.00625113,20.14202941,1.0,1.0
mutation::PTEN,CORE03,CORE04,14,10,0,0,0.0,0.0,0.0,0.72413793,0.01326768,39.52277813,1.0,1.0
mutation::PTEN,CORE03,CORE05,14,9,0,0,0.0,0.4444444444444444,-0.4444444444444444,0.04214559,0.00193262,0.91909155,0.01422925,0.284585
mutation::PTEN,CORE03,CORE06,14,7,0,0,0.0,0.0,0.0,0.51724138,0.0093055,28.75058776,1.0,1.0
mutation::PTEN,CORE03,CORE07,14,5,0,0,0.0,0.0,0.0,0.37931034,0.00666812,21.57673143,1.0,1.0
mutation::PTEN,CORE04,CORE05,10,9,0,0,0.0,0.4444444444444444,-0.4444444444444444,0.05820106,0.00262562,1.2901173,0.03250774,0.61764706
mutation::PTEN,CORE04,CORE06,10,7,0,0,0.0,0.0,0.0,0.71428571,0.01269031,40.20421768,1.0,1.0
mutation::PTEN,CORE04,CORE07,10,5,0,0,0.0,0.0,0.0,0.52380952,0.00909426,30.17029046,1.0,1.0
mutation::PTEN,CORE05,CORE06,9,7,0,0,0.4444444444444444,0.0,0.4444444444444444,12.27272727,0.54078627,278.52008126,0.08846154,1.0
mutation::PTEN,CORE05,CORE07,9,5,0,0,0.4444444444444444,0.0,0.4444444444444444,9.0,0.38497611,210.40266897,0.22077922,1.0
mutation::PTEN,CORE06,CORE07,7,5,0,0,0.0,0.0,0.0,0.73333333,0.01250469,43.00609524,1.0,1.0
mutation::VHL,CORE01,CORE02,17,15,0,0,0.6470588235294118,0.0,0.6470588235294118,54.84615385,2.79717478,1075.40673365,0.0001065,0.00213
mutation::VHL,CORE01,CORE03,17,14,0,0,0.6470588235294118,0.35714285714285715,0.28991596638655465,3.05594406,0.73567876,12.69411952,0.15561348,1.0
mutation::VHL,CORE01,CORE04,17,10,0,0,0.6470588235294118,0.7,-0.05294117647058816,0.82564103,0.16801095,4.05737306,1.0,1.0
mutation::VHL,CORE01,CORE05,17,9,0,0,0.6470588235294118,0.6666666666666666,-0.019607843137254832,0.95266272,0.189156,4.79797778,1.0,1.0
mutation::VHL,CORE01,CORE06,17,7,0,0,0.6470588235294118,1.0,-0.3529411764705882,0.11794872,0.00575596,2.41695395,0.13001872,1.0
mutation::VHL,CORE01,CORE07,17,5,0,0,0.6470588235294118,0.8,-0.15294117647058825,0.58974359,0.07343962,4.73582895,1.0,1.0
mutation::VHL,CORE02,CORE03,15,14,0,0,0.0,0.35714285714285715,-0.35714285714285715,0.05571848,0.00275845,1.12546993,0.01685824,0.2528736
mutation::VHL,CORE02,CORE04,15,10,0,0,0.0,0.7,-0.7,0.01505376,0.00068578,0.33045022,0.00024964,0.00474316
mutation::VHL,CORE02,CORE05,15,9,0,0,0.0,0.6666666666666666,-0.6666666666666666,0.01736973,0.00078127,0.38617345,0.00062409,0.01123362
mutation::VHL,CORE02,CORE06,15,7,0,0,0.0,1.0,-1.0,0.00215054,3.877e-05,0.11928243,5.86e-06,0.00012306
mutation::VHL,CORE02,CORE07,15,5,0,0,0.0,0.8,-0.8,0.01075269,0.00037039,0.31215773,0.00103199,0.01754383
mutation::VHL,CORE03,CORE04,14,10,0,0,0.35714285714285715,0.7,-0.3428571428571428,0.27017544,0.05204218,1.40260784,0.2137569,1.0
mutation::VHL,CORE03,CORE05,14,9,0,0,0.35714285714285715,0.6666666666666666,-0.3095238095238095,0.31174089,0.05863923,1.6572929,0.2137569,1.0
mutation::VHL,CORE03,CORE06,14,7,0,0,0.35714285714285715,1.0,-0.6428571428571428,0.03859649,0.00182916,0.81441253,0.00712074,0.11393184
mutation::VHL,CORE03,CORE07,14,5,0,0,0.35714285714285715,0.8,-0.4428571428571429,0.19298246,0.02303772,1.61657605,0.14086687,1.0
mutation::VHL,CORE04,CORE05,10,9,0,0,0.7,0.6666666666666666,0.033333333333333326,1.15384615,0.1876725,7.09406503,1.0,1.0
mutation::VHL,CORE04,CORE06,10,7,0,0,0.7,1.0,-0.30000000000000004,0.14285714,0.0062371,3.27205984,0.22794118,1.0
mutation::VHL,CORE04,CORE07,10,5,0,0,0.7,0.8,-0.10000000000000009,0.71428571,0.07592363,6.71996388,1.0,1.0
mutation::VHL,CORE05,CORE06,9,7,0,0,0.6666666666666666,1.0,-0.33333333333333337,0.12380952,0.00533803,2.87162056,0.2125,1.0
mutation::VHL,CORE05,CORE07,9,5,0,0,0.6666666666666666,0.8,-0.13333333333333341,0.61904762,0.0646584,5.92683944,1.0,1.0
mutation::VHL,CORE06,CORE07,7,5,0,0,1.0,0.8,0.19999999999999996,5.0,0.1656411,150.9287246,0.41666667,1.0
