group_id,feature,n_group,n_rest,median_group,median_rest,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,analysis_role
CORE01,original_shape_Elongation,17,60,0.35240415,-0.02995493,0.06078431,-0.29220588,0.41769608,0.70797382,descriptive_secondary
CORE01,original_shape_Flatness,17,60,0.41442313,0.01822535,0.10980392,-0.2529902,0.48044118,0.49548533,descriptive_secondary
CORE01,original_shape_LeastAxisLength,17,60,-0.41372398,0.11664249,-0.34313725,-0.61965686,-0.02544118,0.03210656,descriptive_secondary
CORE01,original_shape_MajorAxisLength,17,60,-0.27733045,-0.0107264,-0.15098039,-0.50004902,0.20401961,0.34746534,descriptive_secondary
CORE01,original_shape_Maximum2DDiameterColumn,17,60,-0.41564859,0.0,-0.32745098,-0.63529412,-0.00784314,0.0408715,descriptive_secondary
CORE01,original_shape_Maximum2DDiameterRow,17,60,-0.55295208,0.02645045,-0.37647059,-0.68436275,-0.0352451,0.01867965,descriptive_secondary
CORE01,original_shape_Maximum2DDiameterSlice,17,60,-0.33240314,-0.09703156,-0.1,-0.44117647,0.25691176,0.53512344,descriptive_secondary
CORE01,original_shape_MeshVolume,17,60,-0.23275302,0.0,-0.39019608,-0.65882353,-0.09803922,0.01477565,descriptive_secondary
CORE01,original_shape_MinorAxisLength,17,60,-0.52415724,0.05953906,-0.39803922,-0.66666667,-0.07838235,0.0128841,descriptive_secondary
CORE01,original_shape_Sphericity,17,60,0.50147247,0.03904924,0.24509804,-0.10397059,0.57460784,0.12625999,descriptive_secondary
CORE01,original_shape_SurfaceVolumeRatio,17,60,0.07760035,-0.03323033,0.14117647,-0.18632353,0.46083333,0.37988364,descriptive_secondary
CORE01,original_firstorder_10Percentile,17,60,0.30166278,-0.16121034,0.19411765,-0.16867647,0.5372549,0.22639212,descriptive_secondary
CORE01,original_firstorder_90Percentile,17,60,0.38598544,-0.1124059,0.27843137,-0.0275,0.58044118,0.08224614,descriptive_secondary
CORE01,original_firstorder_Energy,17,60,-0.38260703,0.01265604,-0.38823529,-0.67455882,-0.07058824,0.01528519,descriptive_secondary
CORE01,original_firstorder_InterquartileRange,17,60,-0.25446236,-0.07712448,0.03529412,-0.31769608,0.38632353,0.82982797,descriptive_secondary
CORE01,original_firstorder_Kurtosis,17,60,0.08739322,-0.03116057,0.04901961,-0.28044118,0.38823529,0.76349755,descriptive_secondary
CORE01,original_firstorder_Maximum,17,60,-0.00119061,0.04240701,0.04117647,-0.26083333,0.33529412,0.80122193,descriptive_secondary
CORE01,original_firstorder_Mean,17,60,0.31792686,-0.13957663,0.24705882,-0.08044118,0.5627451,0.12324398,descriptive_secondary
CORE01,original_firstorder_Minimum,17,60,-0.37086539,-0.17331175,-0.01372549,-0.35887255,0.3020098,0.93637386,descriptive_secondary
CORE01,original_firstorder_Range,17,60,0.0494503,-0.0,0.01764706,-0.29029412,0.32946078,0.91685924,descriptive_secondary
CORE01,original_firstorder_Skewness,17,60,-0.44389312,-0.0,-0.24509804,-0.54117647,0.07651961,0.12625999,descriptive_secondary
CORE01,original_firstorder_Uniformity,17,60,-0.21981826,0.0,-0.16078431,-0.4529902,0.12357843,0.31686384,descriptive_secondary
CORE01,original_firstorder_Variance,17,60,-0.22111502,-0.19342519,0.11372549,-0.21181373,0.4372549,0.48008059,descriptive_secondary
CORE01,original_glcm_Correlation,17,60,-0.08876699,-0.0,-0.03333333,-0.3275,0.27455882,0.83941569,descriptive_secondary
CORE01,original_glcm_Idmn,17,60,-0.05406019,0.0325002,-0.1372549,-0.44901961,0.20392157,0.39335538,descriptive_secondary
CORE01,original_glcm_Idn,17,60,-0.14543446,0.20256146,-0.22941176,-0.53730392,0.11769608,0.15249677,descriptive_secondary
CORE01,original_glcm_Imc1,17,60,0.27078077,0.06630963,0.16470588,-0.14901961,0.45102941,0.30513396,descriptive_secondary
CORE01,original_glrlm_LongRunHighGrayLevelEmphasis,17,60,-0.30366547,0.12179588,-0.28823529,-0.56470588,0.02759804,0.07198612,descriptive_secondary
CORE01,original_glrlm_LowGrayLevelRunEmphasis,17,60,-0.13859393,0.03133476,-0.28823529,-0.56470588,0.0020098,0.07198612,descriptive_secondary
CORE01,original_glrlm_RunEntropy,17,60,-0.24140263,0.0,-0.14313725,-0.42745098,0.17264706,0.37325544,descriptive_secondary
CORE01,original_glrlm_RunLengthNonUniformity,17,60,-0.47267924,0.02904905,-0.37254902,-0.65691176,-0.06857843,0.01994928,descriptive_secondary
CORE01,original_glszm_GrayLevelNonUniformity,17,60,-0.14459621,0.08751119,-0.37254902,-0.61960784,-0.09215686,0.01994928,descriptive_secondary
CORE01,original_glszm_LargeAreaEmphasis,17,60,-0.28785599,0.0,-0.39411765,-0.63730392,-0.12745098,0.01380128,descriptive_secondary
CORE01,original_glszm_LargeAreaHighGrayLevelEmphasis,17,60,-0.22472874,-0.02668545,-0.34705882,-0.6254902,-0.05294118,0.03018579,descriptive_secondary
CORE01,original_glszm_SizeZoneNonUniformity,17,60,-0.21584044,0.09517915,-0.2372549,-0.53921569,0.07058824,0.13890183,descriptive_secondary
CORE01,original_glszm_SizeZoneNonUniformityNormalized,17,60,0.39748143,-0.22253047,0.40392157,0.08230392,0.70196078,0.01160937,descriptive_secondary
CORE01,original_glszm_ZoneEntropy,17,60,-0.26950628,0.16360214,-0.23137255,-0.54313725,0.09803922,0.14900665,descriptive_secondary
CORE01,original_glszm_ZonePercentage,17,60,0.23794273,-0.06894588,0.24705882,-0.09803922,0.56666667,0.12324398,descriptive_secondary
CORE01,original_gldm_DependenceEntropy,17,60,-0.14290796,-0.02089867,-0.06078431,-0.34514706,0.23529412,0.70797382,descriptive_secondary
CORE01,original_gldm_GrayLevelNonUniformity,17,60,-0.37987804,-0.02742438,-0.3627451,-0.61769608,-0.06470588,0.02345787,descriptive_secondary
CORE01,original_gldm_LargeDependenceHighGrayLevelEmphasis,17,60,0.06515962,0.01242698,-0.06078431,-0.38044118,0.27264706,0.70797382,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_10Percentile,17,60,-0.47312971,0.16760128,-0.34509804,-0.6529902,-0.00387255,0.03113347,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_90Percentile,17,60,-0.06728852,-0.18364366,0.15490196,-0.17651961,0.48441176,0.33500602,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_Energy,17,60,-0.33432141,0.03996148,-0.36862745,-0.64514706,-0.0704902,0.02129359,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_InterquartileRange,17,60,0.05480256,-0.26895816,0.24705882,-0.08436275,0.55303922,0.12324398,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_Kurtosis,17,60,-0.2884025,-0.00921037,-0.07647059,-0.35686275,0.21176471,0.63633529,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_Maximum,17,60,0.00788717,-0.02348364,-0.03333333,-0.33539216,0.26470588,0.83941569,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_Mean,17,60,-0.2006177,0.00668876,-0.14509804,-0.50784314,0.21573529,0.36669934,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_Minimum,17,60,0.2329783,0.0,0.02156863,-0.2647549,0.29416667,0.89739458,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_Range,17,60,-0.13055648,-0.02213231,-0.0254902,-0.30980392,0.26671569,0.87799148,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_firstorder_Skewness,17,60,0.0285703,0.07035898,-0.1,-0.36666667,0.19215686,0.53512344,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_glcm_Correlation,17,60,0.34746275,-0.30755061,0.28039216,-0.03926471,0.5745098,0.08010437,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_glcm_Imc1,17,60,-0.12572545,0.25677996,-0.11764706,-0.42357843,0.20392157,0.46494073,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_glcm_MCC,17,60,0.39589261,-0.15302057,0.33333333,0.04117647,0.60392157,0.03737216,descriptive_secondary
CORE01,log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,17,60,-0.78257445,0.0448017,-0.39019608,-0.67259804,-0.06862745,0.01477565,descriptive_secondary
