group_id,feature,n_group,n_rest,median_group,median_rest,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,analysis_role
CORE01,chr1p,17,60,0.0083,0.00310718,-0.07352941,-0.34125,0.19122549,0.64953381,descriptive_secondary
CORE01,chr1q,17,60,0.01180066,0.04065,-0.21862745,-0.45512255,0.01960784,0.1728101,descriptive_secondary
CORE01,chr2p,17,60,0.0124,0.03965,-0.35784314,-0.59321078,-0.0979902,0.02540385,descriptive_secondary
CORE01,chr2q,17,60,0.0124,0.02368313,-0.02941176,-0.28823529,0.23142157,0.85865957,descriptive_secondary
CORE01,chr3p,17,60,-0.37905817,-0.31106869,-0.37058824,-0.62161765,-0.09995098,0.02061188,descriptive_secondary
CORE01,chr3q,17,60,0.01113144,0.01575,-0.22941176,-0.51176471,0.06666667,0.15249677,descriptive_secondary
CORE01,chr4p,17,60,0.0140933,0.01047742,0.07254902,-0.18627451,0.31764706,0.65396101,descriptive_secondary
CORE01,chr4q,17,60,0.0113,0.01086457,0.02156863,-0.24127451,0.26671569,0.89739458,descriptive_secondary
CORE01,chr5p,17,60,0.0245,0.05275985,-0.07843137,-0.42754902,0.27063725,0.62759824,descriptive_secondary
CORE01,chr5q,17,60,0.21743534,0.16455899,0.17647059,-0.14509804,0.48828431,0.27169237,descriptive_secondary
CORE01,chr6p,17,60,0.0138,-0.0016,0.1254902,-0.13926471,0.36470588,0.4354639,descriptive_secondary
CORE01,chr6q,17,60,0.0107,-0.00745368,0.21568627,-0.05098039,0.45098039,0.17869018,descriptive_secondary
CORE01,chr7p,17,60,0.0126,0.05401598,-0.49803922,-0.72553922,-0.22544118,0.00185007,descriptive_secondary
CORE01,chr7q,17,60,0.0126,0.05418434,-0.49215686,-0.71377451,-0.2254902,0.00209476,descriptive_secondary
CORE01,chr8p,17,60,0.0062,-0.0171,0.14803922,-0.11767157,0.42156863,0.35699759,descriptive_secondary
CORE01,chr8q,17,60,0.011,0.02785827,-0.30980392,-0.53730392,-0.0725,0.05307627,descriptive_secondary
CORE01,chr9p,17,60,0.0127,-0.01755,0.34901961,0.09411765,0.57063725,0.02926088,descriptive_secondary
CORE01,chr9q,17,60,0.012,-0.01545,0.32941176,0.07441176,0.55691176,0.0396741,descriptive_secondary
CORE01,chr10p,17,60,0.00450771,0.01465237,-0.09019608,-0.34514706,0.16666667,0.57629977,descriptive_secondary
CORE01,chr10q,17,60,0.0022055,-0.00889323,0.16078431,-0.09808824,0.39607843,0.31686384,descriptive_secondary
CORE01,chr11p,17,60,0.01208423,0.02866605,-0.20588235,-0.46078431,0.04901961,0.19935162,descriptive_secondary
CORE01,chr11q,17,60,0.0103,0.02410609,-0.11764706,-0.37460784,0.13735294,0.4649378,descriptive_secondary
CORE01,chr12p,17,60,0.0121,0.05088738,-0.64117647,-0.81573529,-0.44504902,6.076e-05,descriptive_secondary
CORE01,chr12q,17,60,0.01742856,0.05325458,-0.53333333,-0.74710784,-0.29607843,0.00085495,descriptive_secondary
CORE01,chr13p,17,60,0.0,0.0,0.0,0.0,0.0,1.0,descriptive_secondary
CORE01,chr13q,17,60,0.01289585,0.01599994,-0.13921569,-0.38039216,0.11960784,0.3865837,descriptive_secondary
CORE01,chr14p,17,60,0.0,0.0,0.0,0.0,0.0,1.0,descriptive_secondary
CORE01,chr14q,17,60,0.0017,-0.22801222,0.32352941,0.00779412,0.61372549,0.04335552,descriptive_secondary
CORE01,chr15p,17,60,0.0,0.0,0.0,0.0,0.0,1.0,descriptive_secondary
CORE01,chr15q,17,60,0.01052502,0.02709314,-0.1372549,-0.39019608,0.1275,0.39335538,descriptive_secondary
CORE01,chr16p,17,60,0.01364299,0.0471,-0.5627451,-0.76279412,-0.3254902,0.00043386,descriptive_secondary
CORE01,chr16q,17,60,0.01366578,0.0453437,-0.48431373,-0.69215686,-0.25083333,0.00246722,descriptive_secondary
CORE01,chr17p,17,60,0.0108,0.02128853,-0.10490196,-0.36485294,0.16470588,0.51510084,descriptive_secondary
CORE01,chr17q,17,60,0.0117,0.0293033,-0.17941176,-0.42941176,0.09416667,0.26373667,descriptive_secondary
CORE01,chr18p,17,60,0.0293,0.01005,0.23529412,-0.01764706,0.47058824,0.14220189,descriptive_secondary
CORE01,chr18q,17,60,0.0293,0.01145459,0.21176471,-0.04509804,0.44906863,0.18675321,descriptive_secondary
CORE01,chr19p,17,60,0.0161,0.02303036,-0.11372549,-0.37651961,0.16862745,0.48008059,descriptive_secondary
CORE01,chr19q,17,60,0.0135,0.0276,-0.25686275,-0.50588235,0.0275,0.10899967,descriptive_secondary
CORE01,chr20p,17,60,0.0094,0.05268313,-0.44313725,-0.64509804,-0.21176471,0.0056152,descriptive_secondary
CORE01,chr20q,17,60,0.0136,0.06545918,-0.52745098,-0.73333333,-0.30588235,0.00097535,descriptive_secondary
CORE01,chr21p,17,60,0.0,0.0,0.0,0.0,0.0,1.0,descriptive_secondary
CORE01,chr21q,17,60,0.01478253,0.0235,-0.0754902,-0.33926471,0.16767157,0.64072077,descriptive_secondary
