model,covariate,status,hazard_ratio,ci_low,ci_high,p_value,reference_state,adjustment,available_n,events,analysis_role
state_plus_stage,stage_number,estimable,1.57058728,1.08094044,2.28203546,0.01787197,,"stage_group ordinal I=1, II=2, III=3, IV=4",77,14,secondary_exploratory
state_plus_stage,state_CORE02,estimable,1.51299799,0.41716723,5.4873987,0.52872505,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",77,14,secondary_exploratory
state_plus_stage,state_CORE03,estimable,1.45337792,0.46504088,4.54219722,0.52016705,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",77,14,secondary_exploratory
state_plus_stage,state_CORE04,estimable,1.29919817,0.38224209,4.41582945,0.67498296,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",77,14,secondary_exploratory
state_plus_stage,state_CORE05,estimable,2.2640241,0.62746211,8.16910703,0.21199707,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",77,14,secondary_exploratory
state_plus_stage,state_CORE06,estimable,0.67635261,0.08396941,5.44785124,0.71334459,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",77,14,secondary_exploratory
state_plus_stage,state_CORE07,estimable,2.23822931,0.48110228,10.41290117,0.30434558,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",77,14,secondary_exploratory
