feature,group_count,available_n,group_sizes,comparison_status,not_estimable_reason,kruskal_h,p_value,q_value,epsilon_squared
wavelet-HLL_firstorder_Mean,7,77,17;15;14;10;9;7;5,estimable,,9.37453956,0.15358394,0.36669654,0.04820771
wavelet-HLL_firstorder_Median,7,77,17;15;14;10;9;7;5,estimable,,5.72012115,0.455261,0.65831168,0.0
wavelet-HLL_firstorder_Minimum,7,77,17;15;14;10;9;7;5,estimable,,2.91461312,0.819485,0.89776032,0.0
wavelet-HLL_firstorder_Skewness,7,77,17;15;14;10;9;7;5,estimable,,2.94418952,0.81581836,0.89776032,0.0
wavelet-HLL_firstorder_Variance,7,77,17;15;14;10;9;7;5,estimable,,6.90580997,0.32964581,0.54995382,0.01294014
wavelet-HLL_glcm_Correlation,7,77,17;15;14;10;9;7;5,estimable,,2.78686561,0.83508256,0.89776032,0.0
wavelet-HLL_glcm_Idmn,7,77,17;15;14;10;9;7;5,estimable,,3.85687571,0.69603777,0.80593847,0.0
wavelet-HLL_glcm_Imc1,7,77,17;15;14;10;9;7;5,estimable,,9.2299788,0.16105134,0.37717017,0.04614255
wavelet-HLL_glcm_Imc2,7,77,17;15;14;10;9;7;5,estimable,,7.69721427,0.26113591,0.47421602,0.02424592
wavelet-HLL_glcm_MCC,7,77,17;15;14;10;9;7;5,estimable,,5.9988706,0.42331661,0.62086436,0.0
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,10.87012185,0.09247437,0.2914362,0.06957317
wavelet-HLL_glrlm_RunEntropy,7,77,17;15;14;10;9;7;5,estimable,,13.80986689,0.03183369,0.19225052,0.11156953
wavelet-HLL_glrlm_RunVariance,7,77,17;15;14;10;9;7;5,estimable,,10.35450301,0.11049524,0.31806106,0.06220719
wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,7.18535078,0.30404583,0.52610177,0.01693358
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,13.43577412,0.03661475,0.20883969,0.10622534
wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,7,77,17;15;14;10;9;7;5,estimable,,5.58850281,0.47082513,0.67177183,0.0
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,5.92708281,0.43140776,0.62973265,0.0
wavelet-HLL_gldm_SmallDependenceEmphasis,7,77,17;15;14;10;9;7;5,estimable,,4.49316435,0.61025129,0.76096112,0.0
wavelet-HLL_ngtdm_Contrast,7,77,17;15;14;10;9;7;5,estimable,,3.26979612,0.77430184,0.87357131,0.0
wavelet-HLH_firstorder_Energy,7,77,17;15;14;10;9;7;5,estimable,,3.9535305,0.68296509,0.80488276,0.0
wavelet-HLH_firstorder_Entropy,7,77,17;15;14;10;9;7;5,estimable,,4.02810168,0.67287333,0.80327514,0.0
wavelet-HLH_firstorder_Kurtosis,7,77,17;15;14;10;9;7;5,estimable,,5.00943258,0.54260389,0.72035344,0.0
wavelet-HLH_firstorder_Maximum,7,77,17;15;14;10;9;7;5,estimable,,5.5188768,0.47917813,0.67177183,0.0
wavelet-HLH_firstorder_Mean,7,77,17;15;14;10;9;7;5,estimable,,3.11853077,0.79382973,0.88586796,0.0
wavelet-HLH_firstorder_Median,7,77,17;15;14;10;9;7;5,estimable,,6.95039638,0.3254589,0.54995382,0.01357709
wavelet-HLH_firstorder_Skewness,7,77,17;15;14;10;9;7;5,estimable,,4.63148448,0.59186857,0.75018732,0.0
wavelet-HLH_glcm_Autocorrelation,7,77,17;15;14;10;9;7;5,estimable,,5.5134132,0.47983702,0.67177183,0.0
wavelet-HLH_glcm_Correlation,7,77,17;15;14;10;9;7;5,estimable,,2.79507085,0.83409302,0.89776032,0.0
wavelet-HLH_glcm_Id,7,77,17;15;14;10;9;7;5,estimable,,3.23596105,0.77870156,0.87532876,0.0
wavelet-HLH_glcm_Idmn,7,77,17;15;14;10;9;7;5,estimable,,3.91755192,0.68783295,0.80488276,0.0
wavelet-HLH_glcm_Imc1,7,77,17;15;14;10;9;7;5,estimable,,12.31117491,0.05537619,0.23160231,0.09015964
wavelet-HLH_glcm_Imc2,7,77,17;15;14;10;9;7;5,estimable,,9.60293917,0.14239995,0.35950151,0.05147056
wavelet-HLH_glcm_MCC,7,77,17;15;14;10;9;7;5,estimable,,8.46421851,0.20602678,0.4315212,0.03520312
wavelet-HLH_glcm_MaximumProbability,7,77,17;15;14;10;9;7;5,estimable,,3.13725919,0.79143272,0.88586796,0.0
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,6.14673935,0.40695476,0.61442189,0.00209628
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,6.04462354,0.41820995,0.61856154,0.00063748
wavelet-HLH_glrlm_RunEntropy,7,77,17;15;14;10;9;7;5,estimable,,9.13151778,0.16631559,0.38154365,0.04473597
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,7,77,17;15;14;10;9;7;5,estimable,,14.10131754,0.02852464,0.18499287,0.11573311
wavelet-HLH_glrlm_RunVariance,7,77,17;15;14;10;9;7;5,estimable,,14.62621804,0.02337186,0.18499287,0.12323169
wavelet-HLH_glszm_GrayLevelVariance,7,77,17;15;14;10;9;7;5,estimable,,2.8359965,0.82913161,0.89776032,0.0
wavelet-HLH_glszm_LargeAreaEmphasis,7,77,17;15;14;10;9;7;5,estimable,,6.29406448,0.39106773,0.60378393,0.00420092
wavelet-HLH_glszm_SizeZoneNonUniformity,7,77,17;15;14;10;9;7;5,estimable,,4.1174258,0.66078906,0.79501184,0.0
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,7,77,17;15;14;10;9;7;5,estimable,,12.55447074,0.05068254,0.2272119,0.0936353
wavelet-HLH_glszm_SmallAreaEmphasis,7,77,17;15;14;10;9;7;5,estimable,,11.91334212,0.06393019,0.24180314,0.08447632
wavelet-HLH_glszm_ZoneEntropy,7,77,17;15;14;10;9;7;5,estimable,,13.58601436,0.03461844,0.20117886,0.10837163
wavelet-HLH_glszm_ZonePercentage,7,77,17;15;14;10;9;7;5,estimable,,5.53588484,0.47713019,0.67177183,0.0
wavelet-HLH_gldm_DependenceEntropy,7,77,17;15;14;10;9;7;5,estimable,,12.04897288,0.06088515,0.24180314,0.0864139
wavelet-HLH_gldm_DependenceVariance,7,77,17;15;14;10;9;7;5,estimable,,11.93264028,0.0634885,0.24180314,0.084752
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,9.60909268,0.14210877,0.35950151,0.05155847
wavelet-HLH_ngtdm_Busyness,7,77,17;15;14;10;9;7;5,estimable,,7.72519898,0.25893512,0.47421602,0.0246457
wavelet-HLH_ngtdm_Strength,7,77,17;15;14;10;9;7;5,estimable,,4.74730069,0.57660792,0.73655884,0.0
wavelet-HHL_firstorder_90Percentile,7,77,17;15;14;10;9;7;5,estimable,,6.07834052,0.41447184,0.61856154,0.00111915
wavelet-HHL_firstorder_Kurtosis,7,77,17;15;14;10;9;7;5,estimable,,14.31579214,0.02630079,0.18499287,0.11879703
wavelet-HHL_firstorder_Maximum,7,77,17;15;14;10;9;7;5,estimable,,7.44290033,0.28182092,0.50173898,0.02061286
wavelet-HHL_firstorder_Mean,7,77,17;15;14;10;9;7;5,estimable,,2.0583258,0.91425693,0.95454622,0.0
wavelet-HHL_firstorder_Median,7,77,17;15;14;10;9;7;5,estimable,,3.7760999,0.70694547,0.81550264,0.0
wavelet-HHL_firstorder_Skewness,7,77,17;15;14;10;9;7;5,estimable,,3.70093473,0.71707227,0.82103442,0.0
wavelet-HHL_firstorder_Uniformity,7,77,17;15;14;10;9;7;5,estimable,,5.21995801,0.51592729,0.70940002,0.0
wavelet-HHL_glcm_Autocorrelation,7,77,17;15;14;10;9;7;5,estimable,,6.50345509,0.36921303,0.58617326,0.00719222
wavelet-HHL_glcm_Correlation,7,77,17;15;14;10;9;7;5,estimable,,6.83910525,0.33598342,0.55338446,0.01198722
wavelet-HHL_glcm_Imc1,7,77,17;15;14;10;9;7;5,estimable,,2.84736142,0.82774635,0.89776032,0.0
wavelet-HHL_glcm_Imc2,7,77,17;15;14;10;9;7;5,estimable,,11.19625174,0.08249714,0.27922109,0.07423217
wavelet-HHL_glcm_InverseVariance,7,77,17;15;14;10;9;7;5,estimable,,3.44125716,0.75176807,0.85440799,0.0
wavelet-HHL_glrlm_LongRunEmphasis,7,77,17;15;14;10;9;7;5,estimable,,14.53493733,0.02419922,0.18499287,0.12192768
wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,18.72674702,0.00465089,0.14324741,0.18181067
wavelet-HHL_glrlm_RunEntropy,7,77,17;15;14;10;9;7;5,estimable,,12.5081253,0.05154701,0.2272119,0.09297322
wavelet-HHL_glszm_GrayLevelNonUniformity,7,77,17;15;14;10;9;7;5,estimable,,7.68015719,0.2624846,0.47421602,0.02400225
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,7,77,17;15;14;10;9;7;5,estimable,,4.83010472,0.56578103,0.72845697,0.0
wavelet-HHL_glszm_SmallAreaEmphasis,7,77,17;15;14;10;9;7;5,estimable,,7.75437653,0.25665628,0.47421602,0.02506252
wavelet-HHL_glszm_ZonePercentage,7,77,17;15;14;10;9;7;5,estimable,,8.48853723,0.20445055,0.4315212,0.03555053
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,10.0904802,0.12089305,0.33850054,0.05843543
wavelet-HHH_firstorder_Entropy,7,77,17;15;14;10;9;7;5,estimable,,1.85260371,0.93274306,0.95459535,0.0
wavelet-HHH_firstorder_Kurtosis,7,77,17;15;14;10;9;7;5,estimable,,11.44981662,0.07543018,0.26690759,0.07785452
wavelet-HHH_firstorder_Maximum,7,77,17;15;14;10;9;7;5,estimable,,3.61225423,0.72897979,0.83157695,0.0
wavelet-HHH_firstorder_Mean,7,77,17;15;14;10;9;7;5,estimable,,1.87776593,0.93059003,0.95459535,0.0
wavelet-HHH_firstorder_Median,7,77,17;15;14;10;9;7;5,estimable,,5.47204123,0.48484232,0.67570785,0.0
wavelet-HHH_firstorder_Skewness,7,77,17;15;14;10;9;7;5,estimable,,1.49598954,0.95976052,0.96635155,0.0
wavelet-HHH_glcm_Autocorrelation,7,77,17;15;14;10;9;7;5,estimable,,3.88432277,0.6923272,0.80488276,0.0
wavelet-HHH_glcm_Correlation,7,77,17;15;14;10;9;7;5,estimable,,7.54782398,0.27313641,0.48910473,0.02211177
wavelet-HHH_glcm_Idmn,7,77,17;15;14;10;9;7;5,estimable,,3.31101877,0.76891905,0.87068775,0.0
wavelet-HHH_glcm_Imc1,7,77,17;15;14;10;9;7;5,estimable,,4.4393209,0.61744677,0.76374942,0.0
wavelet-HHH_glcm_Imc2,7,77,17;15;14;10;9;7;5,estimable,,4.81593253,0.56762881,0.72845697,0.0
wavelet-HHH_glcm_MaximumProbability,7,77,17;15;14;10;9;7;5,estimable,,1.77812104,0.93893229,0.95459535,0.0
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,5.04074864,0.53859753,0.71813004,0.0
wavelet-HHH_glrlm_RunEntropy,7,77,17;15;14;10;9;7;5,estimable,,9.79684741,0.13347205,0.35439131,0.05424068
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,7,77,17;15;14;10;9;7;5,estimable,,10.22597048,0.11545282,0.32876745,0.06037101
wavelet-HHH_glrlm_RunVariance,7,77,17;15;14;10;9;7;5,estimable,,10.89455008,0.09169068,0.2914362,0.06992214
wavelet-HHH_glszm_GrayLevelVariance,7,77,17;15;14;10;9;7;5,estimable,,1.49120657,0.96007654,0.96635155,0.0
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,7,77,17;15;14;10;9;7;5,estimable,,5.13306675,0.52686325,0.7123404,0.0
wavelet-HHH_glszm_SmallAreaEmphasis,7,77,17;15;14;10;9;7;5,estimable,,1.86757202,0.93146602,0.95459535,0.0
wavelet-HHH_glszm_ZoneEntropy,7,77,17;15;14;10;9;7;5,estimable,,8.08214413,0.2321468,0.46090245,0.02974492
wavelet-HHH_glszm_ZonePercentage,7,77,17;15;14;10;9;7;5,estimable,,2.75232666,0.83922835,0.89776032,0.0
wavelet-HHH_gldm_DependenceEntropy,7,77,17;15;14;10;9;7;5,estimable,,8.682613,0.19223013,0.41403413,0.03832304
wavelet-HHH_gldm_DependenceVariance,7,77,17;15;14;10;9;7;5,estimable,,6.87971077,0.33211497,0.54995382,0.0125673
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,6.65564557,0.35386949,0.57063771,0.00936637
wavelet-LLL_firstorder_Entropy,7,77,17;15;14;10;9;7;5,estimable,,18.2457951,0.00564642,0.14492478,0.17493993
wavelet-LLL_firstorder_Kurtosis,7,77,17;15;14;10;9;7;5,estimable,,4.27241088,0.63986467,0.78205682,0.0
wavelet-LLL_firstorder_MeanAbsoluteDeviation,7,77,17;15;14;10;9;7;5,estimable,,14.30221916,0.0264365,0.18499287,0.11860313
wavelet-LLL_firstorder_Minimum,7,77,17;15;14;10;9;7;5,estimable,,15.36153986,0.01762365,0.18499287,0.13373628
wavelet-LLL_firstorder_Skewness,7,77,17;15;14;10;9;7;5,estimable,,3.70211133,0.71691396,0.82103442,0.0
wavelet-LLL_glcm_Correlation,7,77,17;15;14;10;9;7;5,estimable,,14.31655609,0.02629317,0.18499287,0.11880794
wavelet-LLL_glcm_Idmn,7,77,17;15;14;10;9;7;5,estimable,,6.04400399,0.41827883,0.61856154,0.00062863
wavelet-LLL_glcm_Idn,7,77,17;15;14;10;9;7;5,estimable,,5.12948042,0.52731692,0.7123404,0.0
wavelet-LLL_glcm_Imc1,7,77,17;15;14;10;9;7;5,estimable,,10.6035201,0.10143065,0.29752991,0.06576457
wavelet-LLL_glcm_MaximumProbability,7,77,17;15;14;10;9;7;5,estimable,,12.7857765,0.04656681,0.22410277,0.09693966
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,7,77,17;15;14;10;9;7;5,estimable,,20.58659921,0.00217611,0.11143308,0.20837999
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,7,77,17;15;14;10;9;7;5,estimable,,19.16728351,0.00389025,0.14324741,0.18810405
wavelet-LLL_glszm_ZoneEntropy,7,77,17;15;14;10;9;7;5,estimable,,9.37743489,0.15343751,0.36669654,0.04824907
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,7,77,17;15;14;10;9;7;5,estimable,,5.40622272,0.49286263,0.68072507,0.0
wavelet-LLL_ngtdm_Contrast,7,77,17;15;14;10;9;7;5,estimable,,13.15601075,0.04062431,0.21798408,0.10222872
wavelet-LLL_ngtdm_Strength,7,77,17;15;14;10;9;7;5,estimable,,13.08170317,0.04175669,0.21798408,0.10116719
