core_id,field,level,set_count,set_total,rest_count,rest_total,set_fraction,rest_fraction,frequency_difference,odds_ratio,q_value,set_mean,rest_mean,cliffs_delta,direction,cramers_v,epsilon_squared,available_n,missing_n
CORE01,tissue_source_site,B0,4,21,6,35,0.190476,0.171429,0.019048,1.137255,1.0,,,,,,,,
CORE01,tissue_source_site,B8,1,21,9,35,0.047619,0.257143,-0.209524,0.144444,0.309904,,,,,,,,
CORE01,tissue_source_site,BP,14,21,8,35,0.666667,0.228571,0.438095,6.75,0.055062,,,,,,,,
CORE01,tissue_source_site,CJ,1,21,7,35,0.047619,0.2,-0.152381,0.2,0.655945,,,,,,,,
CORE01,tissue_source_site,CZ,1,21,3,35,0.047619,0.085714,-0.038095,0.533333,1.0,,,,,,,,
CORE01,tissue_source_site,G6,0,21,2,35,0.0,0.057143,-0.057143,0.0,0.940909,,,,,,,,
CORE01,ct_phase,ART,1,21,4,35,0.047619,0.114286,-0.066667,0.3875,1.0,,,,,,,,
CORE01,ct_phase,CE_UNSPECIFIED,5,21,1,35,0.238095,0.028571,0.209524,10.625,0.283284,,,,,,,,
CORE01,ct_phase,DEL,3,21,3,35,0.142857,0.085714,0.057143,1.777778,1.0,,,,,,,,
CORE01,ct_phase,MAIN_CE_HIGH,4,21,3,35,0.190476,0.085714,0.104762,2.509804,0.940909,,,,,,,,
CORE01,ct_phase,MAIN_CE_MEDIUM,0,21,1,35,0.0,0.028571,-0.028571,0.0,1.0,,,,,,,,
CORE01,ct_phase,NC,1,21,2,35,0.047619,0.057143,-0.009524,0.825,1.0,,,,,,,,
CORE01,ct_phase,NEPH,0,21,2,35,0.0,0.057143,-0.057143,0.0,0.940909,,,,,,,,
CORE01,ct_phase,UNKNOWN,7,21,19,35,0.333333,0.542857,-0.209524,0.421053,0.611982,,,,,,,,
CORE01,ct_manufacturer,GE,18,21,21,35,0.857143,0.6,0.257143,4.0,0.309904,,,,,,,,
CORE01,ct_manufacturer,PHILIPS,0,21,1,35,0.0,0.028571,-0.028571,0.0,1.0,,,,,,,,
CORE01,ct_manufacturer,SIEMENS,3,21,13,35,0.142857,0.371429,-0.228571,0.282051,0.309904,,,,,,,,
CORE01,ct_scanner_model,Definition,0,21,1,35,0.0,0.028571,-0.028571,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,Definition AS+,1,21,1,35,0.047619,0.028571,0.019048,1.7,1.0,,,,,,,,
CORE01,ct_scanner_model,Gemini TF 64,0,21,1,35,0.0,0.028571,-0.028571,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed Plus,0,21,2,35,0.0,0.057143,-0.057143,0.0,0.940909,,,,,,,,
CORE01,ct_scanner_model,LightSpeed QX/i,2,21,7,35,0.095238,0.2,-0.104762,0.421053,0.940909,,,,,,,,
CORE01,ct_scanner_model,LightSpeed Ultra,1,21,3,35,0.047619,0.085714,-0.038095,0.533333,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed VCT,3,21,3,35,0.142857,0.085714,0.057143,1.777778,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed16,12,21,6,35,0.571429,0.171429,0.4,6.444444,0.055062,,,,,,,,
CORE01,ct_scanner_model,SOMATOM Definition,0,21,1,35,0.0,0.028571,-0.028571,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,Sensation 16,1,21,1,35,0.047619,0.028571,0.019048,1.7,1.0,,,,,,,,
CORE01,ct_scanner_model,Sensation 64,1,21,9,35,0.047619,0.257143,-0.209524,0.144444,0.309904,,,,,,,,
CORE01,ct_reconstruction_kernel,B,0,21,1,35,0.0,0.028571,-0.028571,0.0,1.0,,,,,,,,
CORE01,ct_reconstruction_kernel,B30f,1,21,6,35,0.047619,0.171429,-0.12381,0.241667,0.655945,,,,,,,,
CORE01,ct_reconstruction_kernel,B31f,2,21,7,35,0.095238,0.2,-0.104762,0.421053,0.940909,,,,,,,,
CORE01,ct_reconstruction_kernel,SOFT,1,21,3,35,0.047619,0.085714,-0.038095,0.533333,1.0,,,,,,,,
CORE01,ct_reconstruction_kernel,STANDARD,17,21,18,35,0.809524,0.514286,0.295238,4.013889,0.309904,,,,,,,,
CORE01,ct_slice_thickness,,,,,,,,,,0.309904,3.27381,3.921429,-0.27483,lower_in_set,,,,
CORE01,ct_z_spacing,,,,,,,,,,0.629555,3.121429,3.664143,-0.198639,lower_in_set,,,,
CORE01,ct_pixel_spacing,,,,,,,,,,0.926306,0.816964,0.803739,0.148299,higher_in_set,,,,
CORE02,tissue_source_site,B0,3,14,7,42,0.214286,0.166667,0.047619,1.363636,1.0,,,,,,,,
CORE02,tissue_source_site,B8,2,14,8,42,0.142857,0.190476,-0.047619,0.708333,1.0,,,,,,,,
CORE02,tissue_source_site,BP,5,14,17,42,0.357143,0.404762,-0.047619,0.816993,1.0,,,,,,,,
CORE02,tissue_source_site,CJ,3,14,5,42,0.214286,0.119048,0.095238,2.018182,0.930458,,,,,,,,
CORE02,tissue_source_site,CZ,0,14,4,42,0.0,0.095238,-0.095238,0.0,0.971457,,,,,,,,
CORE02,tissue_source_site,G6,1,14,1,42,0.071429,0.02381,0.047619,3.153846,0.930458,,,,,,,,
CORE02,ct_phase,ART,0,14,5,42,0.0,0.119048,-0.119048,0.0,0.875841,,,,,,,,
CORE02,ct_phase,CE_UNSPECIFIED,1,14,5,42,0.071429,0.119048,-0.047619,0.569231,1.0,,,,,,,,
CORE02,ct_phase,DEL,1,14,5,42,0.071429,0.119048,-0.047619,0.569231,1.0,,,,,,,,
CORE02,ct_phase,MAIN_CE_HIGH,2,14,5,42,0.142857,0.119048,0.02381,1.233333,1.0,,,,,,,,
CORE02,ct_phase,MAIN_CE_MEDIUM,0,14,1,42,0.0,0.02381,-0.02381,0.0,1.0,,,,,,,,
CORE02,ct_phase,NC,2,14,1,42,0.142857,0.02381,0.119048,6.833333,0.843287,,,,,,,,
CORE02,ct_phase,NEPH,2,14,0,42,0.142857,0.0,0.142857,,0.531819,,,,,,,,
CORE02,ct_phase,UNKNOWN,6,14,20,42,0.428571,0.47619,-0.047619,0.825,1.0,,,,,,,,
CORE02,ct_manufacturer,GE,11,14,28,42,0.785714,0.666667,0.119048,1.833333,0.971457,,,,,,,,
CORE02,ct_manufacturer,PHILIPS,1,14,0,42,0.071429,0.0,0.071429,,0.843287,,,,,,,,
CORE02,ct_manufacturer,SIEMENS,2,14,14,42,0.142857,0.333333,-0.190476,0.333333,0.875841,,,,,,,,
CORE02,ct_scanner_model,Definition,1,14,0,42,0.071429,0.0,0.071429,,0.843287,,,,,,,,
CORE02,ct_scanner_model,Definition AS+,0,14,2,42,0.0,0.047619,-0.047619,0.0,1.0,,,,,,,,
CORE02,ct_scanner_model,Gemini TF 64,1,14,0,42,0.071429,0.0,0.071429,,0.843287,,,,,,,,
CORE02,ct_scanner_model,LightSpeed Plus,2,14,0,42,0.142857,0.0,0.142857,,0.531819,,,,,,,,
CORE02,ct_scanner_model,LightSpeed QX/i,6,14,3,42,0.428571,0.071429,0.357143,9.75,0.178452,,,,,,,,
CORE02,ct_scanner_model,LightSpeed Ultra,1,14,3,42,0.071429,0.071429,0.0,1.0,1.0,,,,,,,,
CORE02,ct_scanner_model,LightSpeed VCT,1,14,5,42,0.071429,0.119048,-0.047619,0.569231,1.0,,,,,,,,
CORE02,ct_scanner_model,LightSpeed16,1,14,17,42,0.071429,0.404762,-0.333333,0.113122,0.418788,,,,,,,,
CORE02,ct_scanner_model,SOMATOM Definition,0,14,1,42,0.0,0.02381,-0.02381,0.0,1.0,,,,,,,,
CORE02,ct_scanner_model,Sensation 16,0,14,2,42,0.0,0.047619,-0.047619,0.0,1.0,,,,,,,,
CORE02,ct_scanner_model,Sensation 64,1,14,9,42,0.071429,0.214286,-0.142857,0.282051,0.930458,,,,,,,,
CORE02,ct_reconstruction_kernel,B,1,14,0,42,0.071429,0.0,0.071429,,0.843287,,,,,,,,
CORE02,ct_reconstruction_kernel,B30f,1,14,6,42,0.071429,0.142857,-0.071429,0.461538,1.0,,,,,,,,
CORE02,ct_reconstruction_kernel,B31f,1,14,8,42,0.071429,0.190476,-0.119048,0.326923,0.930458,,,,,,,,
CORE02,ct_reconstruction_kernel,SOFT,2,14,2,42,0.142857,0.047619,0.095238,3.333333,0.843287,,,,,,,,
CORE02,ct_reconstruction_kernel,STANDARD,9,14,26,42,0.642857,0.619048,0.02381,1.107692,1.0,,,,,,,,
