affinity_correlation_with_2000,case_count,max_absolute_affinity_delta,mean_absolute_affinity_delta,reference_top_gene_count,top_gene_count
0.9746165791762732,152,0.1109718219210406,0.00846985145941885,2000,1000
0.9999999999999999,152,0.0,0.0,2000,2000
0.9658317341229105,152,0.21247393843942286,0.009899064666140435,2000,5000
