case_id,duplicate_gene_names,error,file_path,protein_coding_duplicate_row_count,unique_gene_count
TCGA-B0-5115,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/8d2de4ab-6e9a-40e6-b9ec-8c3c78e7f19c/cc7fca3c-f2a0-4cfd-9572-3d25e2897025.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5117,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/cdc162f6-6ee3-45bb-a764-88458b87bf7b/3a5ade10-5fb5-402a-9223-2b4172caf99f.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5121,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/cbe040e0-9ed9-4af4-a177-392a0b63a40b/b7638728-f287-4ec3-a3c7-a78b1f8825e0.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5696,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/1e1f9cde-c6e0-4925-944f-12d354ef858e/9369d3f6-e196-49a8-b42c-68a29c637425.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5697,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/98ca487a-a503-459a-8665-11a3caf8bce5/e7face74-33fc-4183-ac7f-d38af1dbc54b.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5698,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/02669516-0c84-46b4-9ff1-ab147ff1ddcc/5adfce9d-f650-4dd3-8382-28e475427cd1.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5702,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/134f1661-5f67-4184-bab4-bc9c6f80c789/5d56bce7-d006-4a7c-aeb3-c99302c41b23.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5703,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/cc8c7c7e-a682-43ca-af76-08b49bf3512a/8e794306-7ade-4081-b98a-3e577dc3a85c.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5706,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/7a16bbe0-eed5-45f2-8400-8874924a6eda/d278e333-b5e0-4ce8-9511-6c31d29c8957.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5707,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/b3ec1f99-73cb-4414-b6b2-c075dc3b5589/3a500794-25b1-423f-b3a3-a3830e82b1ca.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5709,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/4f836d31-425e-43d4-8052-5e4a1d770efd/83c40f12-7f21-4198-8912-831f7e7338ff.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5711,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/114e63e4-03a5-409e-835f-afa8af005d03/7dd55f05-23aa-407f-8214-5584d1130569.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5712,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/9ea5c78a-10b6-4e76-a588-4a169817d01c/e11d7b56-c167-4239-804f-bd182a1af98d.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B0-5812,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/adfade14-1572-4e3a-b4eb-64de445b9678/7906f763-5dfc-4fd7-9a97-75dc86840c89.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-4143,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/fa927427-fa20-44d0-b574-81d99277be8a/eb13f276-cfa2-4129-8a8f-ea9d2eb40e8b.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-4146,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/44c858ac-1ce0-491a-aef5-979224aa09f5/144cc9bb-bd29-4986-89a7-5855168dac8e.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-4148,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/6d1cfff6-d608-4ae2-ab75-9dd095323a40/b0ff1b60-0508-4fcc-913d-451c15fba2b6.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-4151,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/ccb3a294-e4b3-439a-b168-18c3ae05d3b8/ec029899-15b9-48e6-a716-c3093ac6167b.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-4153,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/acf622b2-9d9f-45c4-992d-28165321a955/caa1cdb5-44e2-4dec-a1e2-923173895ed5.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-4619,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/5d1a0224-01c6-4843-baab-12f1a56b767a/914d92bc-d41c-4dcb-9137-ec672618ffd0.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-4620,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/a3c824d5-5d92-453e-820b-bf879fa38e59/64647547-2b18-4a7c-8135-e18b5a14bea6.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-4622,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/34fd315d-cfd8-4d85-8114-22311d55a1fc/30478577-87f7-4906-9eec-1cba0d2cac85.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5158,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/88aade97-0051-480d-be54-bce61b4e5b91/8bd01b90-18ff-481f-ae57-48eec05dfbd2.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5159,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/577d7013-8d37-427c-82b0-24e46b891a34/4e586300-3127-4e57-9b8b-4d1178598974.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5162,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/dd32c44d-eaf7-4739-94aa-430be880964d/d32d3857-8311-4338-b0f8-2813221bf1cc.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5163,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/39c94a70-a68c-405c-bfbf-9675fbb1411a/d05527b8-f63e-4d0d-900a-6a237d8d4b7d.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5164,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/d70aa630-d9c6-49e0-858b-a5a8e268a92b/651937e1-dbc2-46cb-b101-ed0d9b6b8b7f.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5165,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/8c4bd061-8371-4313-bfdc-1b2213daea12/d85f1c60-f3f3-4355-9f31-6c0e5d53360b.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5545,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/f41b182b-f528-49bf-9d7e-912614796b77/b1f681a4-fef8-4359-afbd-ccf43e262bb1.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5546,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/5f006edb-0f66-45eb-9a36-e31bbcdf8147/b0618ea2-708e-4dc4-ac9f-afd267a08863.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5549,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/bddf0976-c04a-4391-b302-732051d506c5/810a4548-128f-40df-b18c-3d9d4e87aa8f.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5550,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/0897b313-4bb5-4b3c-8146-6b90b58b904c/3e0685e1-e0b3-4f7e-9f30-4c3b0457db77.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5551,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/71b8a9c9-4822-4b40-be0b-0c06b485975a/171a77bb-69df-4976-82ff-0cd674258fc3.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-5553,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/e0999ea7-e0c9-487f-b8a7-3eda87ab8601/297e8576-6af1-4f8d-b709-a14355728c0c.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-A54D,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/3f22ab0f-057b-4d34-8722-63ec8c8d1d33/b7a978df-db12-4e0e-a720-0a03f753d239.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-A54E,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/81cbdf35-12a2-435d-bec9-0f52c47f7a0f/7c51fb1c-73f6-4a42-ad83-ef1b1e780733.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-A54F,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/7e479a5b-d557-4838-b415-3ceb31d1a139/e3d35334-289e-432d-9d15-a88753817cf1.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-B8-A54G,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/c1873d0a-2c67-44c7-97ba-9a10cd7ed962/e9d3cb06-8a78-4e3e-8582-234f5bb23f6c.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4164,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/5acfa9e0-c339-40aa-ab9f-0492fbc6db91/6189d0a9-6d52-40b3-81ac-a840738cfc71.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4167,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/d19fa0dd-5832-46a8-a7a0-142075684a55/911e92db-84e1-495f-9406-c9538be909f3.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4770,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/e8a098f6-ed3e-46a8-ae16-2f130a5fb715/e153d3a3-b0d6-4658-bb1b-33cd3315d7a8.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4782,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/2670a02b-5a81-45b7-8b6c-f94b21bd2aa1/9391a2ca-3305-4030-b806-a9d9ea612af8.rna_seq.augmented_star_gene_counts.tsv,48,19938
