case_id,duplicate_gene_names,error,file_path,protein_coding_duplicate_row_count,unique_gene_count
TCGA-BP-4801,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/929af903-a778-4a8c-9d04-de3c9d9df5eb/b6acbf64-7f21-4723-b89b-afd58a4a77cf.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4960,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/eeb522fe-ab63-4e1f-b2cf-de74af6b64f2/7c73fcc1-2a68-4c8a-ac89-0c16875e4724.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4962,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/9e969cab-9be7-4aa5-957f-5868071cd1c7/3aab23a2-8dab-434e-8a9c-65ead8d76cbc.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4964,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/00174492-1adc-4310-8147-a622befbb466/84e40c7e-2f60-4461-b14c-0859697295a4.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4965,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/4a29721a-1de3-4e14-b905-f39aacb1bd53/1fced4a1-6992-4189-84d9-fddce3e3b937.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4967,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/c2bbfd1c-59bb-42a8-8987-1d36865ec762/66ff55cf-f1a5-46e7-aca6-22a5d659731d.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4970,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/ab55b80d-abac-431c-bd6e-e5e1ed46210f/d1d3a640-c81d-4636-ae22-cc0e6c1d289d.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4971,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/6b95e135-1a51-4d0c-bd2c-ab55273a3eb7/7a6b27cb-f41f-4d57-9116-179c76283d6f.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4972,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/e6a09aba-4d6e-4079-9b34-0e9caf705885/05468136-c936-455f-b5dd-75062f8df0fd.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4976,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/ba97a1ce-36b3-4212-960b-b64a7cc2ea82/fc8c105f-9904-4f9b-8af8-61c49c1a3261.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4977,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/3bca5269-8bb3-4826-bc22-e7b068853f45/44dce722-f50f-4b75-bcf4-aac9afd39e41.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4982,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/5d803708-5262-42a8-a390-71a3d800347d/147bf43c-c4f9-4cb2-9ccd-b468117ed7e5.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4986,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/dd7f3972-e7c6-422b-84ed-a8038645a52b/56a452e7-275e-45ed-957d-70f49a1291ad.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4988,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/e59a58f3-d886-45a8-a296-263297839a63/164ed40d-5a15-43c4-9398-40dc4507d4a7.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4989,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/c4143095-ebf5-4ce2-91fe-6aea9cc62cc7/e4e6d880-0752-4ec8-bd07-e550f20f8f29.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4992,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/c0ab320a-1952-4875-af3e-9f30dcc2406b/1f3497e8-96ac-484f-88c7-21f65eab025c.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4994,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/ce71f29f-134d-4749-bf42-c9620e5c8651/84182188-2ce6-447c-9c83-304f44960f52.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4995,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/7c7bfa90-8754-4170-b009-ba858bddcb38/8618f2c5-a266-45b5-be0b-8eaa64151ee2.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-4999,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/862e5c87-bed8-4310-b9ed-1018568bdc78/7d160562-b94b-4cd9-9905-d15dadbb394a.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5000,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/62482815-63b6-4df9-8698-44a2d5cdafaf/3a3c4890-7697-47b1-9ecb-06bebfde7159.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5001,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/03c6d5d2-1a33-4ae7-9421-f43b14fc97bd/d03c971c-8baa-46bc-8b0a-1ff8b29a8f75.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5004,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/70060c00-5e4c-41f0-abff-f573881194aa/3410d45f-d7d8-4aa6-8f47-eac9404d5a7f.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5006,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/ba3ab6f6-109b-485c-b600-d6cf3edb4b28/5f783279-0c7a-4039-8ecd-f0f545d99894.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5007,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/a3bdc783-f9de-42d6-b0ad-eadec504b7d8/e9ddb0a3-1e6f-4870-a951-f9def2302245.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5009,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/813cb150-7ef6-4fa7-9a64-c70f9401513c/6834bc84-328c-49be-b78e-61ffec46ef97.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5010,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/c59faf4c-0b9f-4c20-acd2-0804a8c9d96c/91809cb1-8d57-40b3-a6b4-6fb01fa0f889.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5168,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/8eb67e14-ab2d-4d8c-a945-fbdc6ad6a7be/c1b13e89-976f-4aff-9bff-054118b30b92.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5169,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/1d4c5088-5f7a-4ac9-8a04-46288af80215/fe5832d5-4e3e-4f0a-b31d-1c3f97fa821f.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5174,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/8225b9d3-d25a-4f08-b369-d0ac81a8748c/7d4e2838-abcf-4a45-8996-4cba6f88fdd6.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5175,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/6d481b79-8322-4ac0-93ba-aaa34fd41ed9/a0b36c13-f9bc-4067-81ca-229299667745.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5180,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/b10d2838-f728-467e-8582-369ad21a98a2/2e1aaa41-3914-432f-b170-4a0904fca443.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5181,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/a78e44f3-6e93-47f4-9653-2ce1b1d7d25d/59fd41dc-60c7-4975-8c63-194c4e613af4.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5183,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/b437c402-fc0d-4268-811e-d9a5a8280aca/c3b95983-1a8d-48f2-8782-fb6f22886cec.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5184,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/6838acd3-3b0b-4ba4-b9da-1d0ffe9c5640/5d61bbe4-613f-4d2c-9fd3-c9740308bd6c.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5186,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/02f13d48-a03a-42e8-917d-e5d9025e2898/c56a5910-5ae3-434a-9093-a4b264a644fd.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5187,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/07857799-d6eb-4a80-83b5-aad368e6cd3c/fe2ff90c-705c-4322-bcc2-641eb4c14c46.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5189,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/36513c94-fb14-4008-838a-13d23d609382/ac27a479-b614-4615-aa33-91bb554d6813.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5190,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/58cdb5fa-ab1d-4b7c-a790-4c81cd86efc4/45d0eb73-f560-4c46-8c49-3e67790ee5a2.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5191,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/822bf4fe-8d43-47c8-9906-5d38c4a21f27/d6fea6a8-b471-41f2-81dc-4ea813897107.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5192,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/451091ae-1364-4e63-b2c6-82e72aae9458/74a834ab-a968-463b-9cb6-4c9504047eac.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5194,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/dcead401-3e21-4718-9ce1-863177be3f10/288cad88-f92f-4e58-824a-7c352838643e.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5195,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/cbabaf06-c15c-4655-a6c2-89a523ec7a9e/9b0359cf-82be-4073-8360-5456ec05d6db.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5196,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/9b794c4e-3176-4cdf-b59b-2b1a13bd603a/544d8dce-d2ab-4680-9b43-138b3c7a85c4.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5199,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/d014104d-47ca-441c-9756-66672008cb14/511fe1c3-6bc0-4610-8a3a-00ca018a04df.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5200,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/c35af344-001b-434d-8756-e410748e8df1/6a3698b3-8d75-4dbc-a2ee-26911899fe89.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-BP-5202,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/cd6333d6-6973-4278-8c7d-ad89e71bd508/f6d0e395-2af2-4d6c-9c75-d693ff742fa4.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-CJ-4636,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/617f7aad-7b59-4e20-8e1c-fa324cc1bef4/4b5e11df-e5b0-42b7-8239-7169a8b7b5ec.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-CJ-4637,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/f8a0a7cf-0444-4039-a255-6d31bcf748ac/d65aca79-6b26-45da-8a9e-d9d0bc1f179b.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-CJ-4641,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/12e9affd-cc06-49d9-b485-47e7034be973/fb7d8768-9749-4d8d-a50b-384c5a726b57.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-CJ-4643,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/2693e892-e285-4d51-b84a-7498437b6956/7a0d5bd0-e053-4438-be82-dc4be659f020.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-CJ-4899,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/cd18a3e0-c431-478a-b5fa-4b75a17a33a7/25dd3b28-da34-4c9a-b4ba-e4c091250dc1.rna_seq.augmented_star_gene_counts.tsv,48,19938
TCGA-CJ-4900,ACTL10|AKAP17A|ASMT|ASMTL|CD99|CRLF2|CSF2RA|DHRSX|GTPBP6|IL3RA|IL9R|MATR3|P2RY8|PDE11A|PLCXD1|POLR2J3|PPP2R3B|SHOX|SLC25A6|SMIM40|TMSB15B|VAMP7|WASH6P|ZBED1,,/data/qijun/data/TCGA/KIRC/RNA-seq/9845de96-d57a-4613-89db-6a6c4e2eca4b/2440ba02-462d-4471-8751-065f468790ef.rna_seq.augmented_star_gene_counts.tsv,48,19938
