view,core_id,partition,best_jaccard,best_overlap_coefficient,best_recall,best_precision,jaccard_retention,delta_jaccard
GENOMIC_only,CORE01,K7,0.28,0.5,0.38888889,0.5,0.32941176,-0.57
GENOMIC_only,CORE01,K8,0.20833333,0.45454545,0.27777778,0.45454545,0.28645833,-0.5189394
GENOMIC_only,CORE02,K2,0.12698413,0.57142857,0.57142857,0.14035088,0.58049888,-0.09176587
GENOMIC_only,CORE02,K3,0.14,0.5,0.5,0.1627907,0.42,-0.19333333
GENOMIC_only,CORE02,K4,0.12195122,0.35714286,0.35714286,0.15625,0.25261324,-0.3608074
GENOMIC_only,CORE02,K5,0.225,0.64285714,0.64285714,0.25714286,0.3375,-0.44166667
GENOMIC_only,CORE02,K6,0.16666667,0.28571429,0.28571429,0.28571429,0.26923077,-0.45238095
GENOMIC_only,CORE02,K7,0.18181818,0.33333333,0.28571429,0.33333333,0.18181818,-0.81818182
GENOMIC_only,CORE02,K8,0.16666667,0.28571429,0.28571429,0.28571429,0.1923077,-0.7
GENOMIC_only,CORE03,K2,0.16326531,0.72727273,0.72727273,0.17391304,0.74376417,-0.05624689
GENOMIC_only,CORE03,K3,0.17241379,0.45454545,0.45454545,0.2173913,0.54858934,-0.14187192
GENOMIC_only,CORE03,K4,0.19354839,0.54545455,0.54545455,0.23076923,0.58064518,-0.13978494
GENOMIC_only,CORE03,K5,0.23809524,0.45454545,0.45454545,0.33333333,0.6926407,-0.10565476
GENOMIC_only,CORE03,K6,0.23809524,0.45454545,0.45454545,0.33333333,0.32467533,-0.49523809
GENOMIC_only,CORE03,K7,0.21052632,0.36363636,0.36363636,0.33333333,0.22966508,-0.70614035
GENOMIC_only,CORE03,K8,0.21052632,0.36363636,0.36363636,0.33333333,0.24880383,-0.63562753
GENOMIC_only,CORE04,K2,0.15254237,0.81818182,0.81818182,0.15789474,0.88751924,-0.01933263
GENOMIC_only,CORE04,K3,0.125,0.54545455,0.54545455,0.13953488,0.74999999,-0.04166667
GENOMIC_only,CORE04,K4,0.16216216,0.54545455,0.54545455,0.1875,0.9189189,-0.01430843
GENOMIC_only,CORE04,K5,0.18181818,0.54545455,0.54545455,0.21428571,0.23140496,-0.60389611
GENOMIC_only,CORE04,K6,0.19354839,0.54545455,0.54545455,0.23076923,0.2111437,-0.72311828
GENOMIC_only,CORE04,K7,0.20833333,0.45454545,0.45454545,0.27777778,0.28409091,-0.525
GENOMIC_only,CORE04,K8,0.25,0.45454545,0.45454545,0.35714286,0.25,-0.75
GENOMIC_only,CORE05,K2,0.05084746,0.6,0.6,0.05263158,0.65084749,-0.02727754
GENOMIC_only,CORE05,K3,0.06666667,0.6,0.6,0.06976744,0.71111115,-0.02708333
GENOMIC_only,CORE05,K4,0.08823529,0.6,0.6,0.09375,0.51176469,-0.0841785
GENOMIC_only,CORE05,K5,0.1,0.6,0.6,0.10714286,0.42,-0.13809524
GENOMIC_only,CORE05,K6,0.10714286,0.6,0.6,0.11538462,0.42857144,-0.14285714
GENOMIC_only,CORE05,K7,0.15,0.6,0.6,0.16666667,0.27,-0.40555556
GENOMIC_only,CORE05,K8,0.1875,0.6,0.6,0.21428571,0.46875,-0.2125
