family_count,family_sizes,min_family_size,valid_min_size,eigengap,silhouette,within_consensus,between_leakage,loo_k_ari,loo_run_ari,loo_k_values,loo_run_values
2,"[50, 53]",50,True,0.31359530857418094,0.1782769492512449,0.21062693229423923,0.036415094339622645,0.7945920294487728,0.9421513165024719,"[0.5843572222718162, 0.9230880296773717, 0.8857719666618538, 0.16892698753036858, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 0.9230880296773717, 1.0, 1.0, 1.0, 0.9230880296773717, 1.0, 0.16892698753036858, 0.8857719666618538, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3,"[31, 53, 19]",19,True,0.03803742035972035,0.18833501302702954,0.2503664822433442,0.043384936561843016,0.790130888421044,0.8592297614211797,"[0.5323840231580416, 0.5673821319770714, 0.9114261031194921, 0.9337196172982095, 0.5860043433944927, 1.0, 1.0]","[0.5767471525732223, 0.5767471525732223, 1.0, 0.5673821319770714, 1.0, 1.0, 1.0, 0.6266883759884572, 1.0, 0.9337196172982095, 0.5323840231580416, 0.5860043433944927, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9256926700396971, 1.0]"
4,"[31, 14, 17, 41]",14,True,0.2616929171200757,0.2115200602166073,0.29396573444192486,0.053538015045633325,0.9432183146577594,0.9638949153504794,"[0.934786541244573, 0.917626606165709, 0.934786541244573, 0.934786541244573, 0.9135688166290677, 1.0, 0.9669731560758198]","[0.9669731560758198, 0.9669731560758198, 1.0, 0.917626606165709, 0.9669731560758198, 1.0, 0.9781198845389681, 1.0, 0.9781198845389681, 0.934786541244573, 0.934786541244573, 0.9135688166290677, 0.9669731560758198, 0.9669731560758198, 1.0, 1.0, 1.0, 0.8551561808423324, 0.9669731560758198]"
5,"[20, 15, 14, 17, 37]",14,True,0.03605812176531986,0.19663554790705068,0.3192640692640692,0.0653077959351022,0.9018733707543036,0.9581534467585652,"[0.9693970543073078, 0.9282937198834988, 1.0, 0.9724510317173612, 0.8944783998185293, 0.9020332624749909, 0.6464601270784377]","[1.0, 1.0, 1.0, 0.9282937198834988, 1.0, 1.0, 0.9804087691239516, 1.0, 0.9804087691239516, 0.9724510317173612, 0.972087689308517, 0.8944783998185293, 1.0, 1.0, 1.0, 1.0, 0.9020332624749909, 0.9282937198834988, 0.6464601270784377]"
6,"[19, 3, 15, 18, 35, 13]",3,False,0.017060449371016917,0.15806661143761755,0.32540400775694894,0.06875373100059695,0.7228976850650362,0.785332193510817,"[0.7311042393530474, 0.6965249935333678, 0.7633688731343579, 0.7590425753556214, 0.7467488580218141, 0.7529015918518563, 0.6105926642051884]","[0.8128644868442215, 0.8128644868442215, 0.8261244701204187, 0.6965249935333678, 0.9884859166738086, 0.7882759690348623, 0.7682846961569738, 0.7633688731343579, 1.0, 0.7590425753556214, 0.7896987362518527, 0.7467488580218141, 0.7683217099469212, 0.7683217099469212, 0.7846383787807291, 0.7604083789348379, 0.7637797620820501, 0.7129650108373513, 0.6105926642051884]"
7,"[18, 15, 14, 17, 13, 15, 11]",11,True,0.04028779110065306,0.13255780102051842,0.31047882500164653,0.09277830337432985,0.8546641400862283,0.8800691539219772,"[0.9544747331964022, 0.8772151264713248, 0.9503951499998172, 0.8675584531544595, 0.8116936015077417, 0.7920674504215651, 0.7292444658522867]","[1.0, 1.0, 0.8915620908833822, 0.8350533057191186, 0.8774982668749143, 0.8727927596740452, 0.8635118541607631, 0.9727657573337213, 0.9044339169541108, 0.8675584531544595, 1.0, 0.8116936015077417, 0.820017482668491, 0.820017482668491, 0.8808175467064532, 0.8148598750691733, 0.8808175467064532, 0.878669518583961, 0.7292444658522867]"
8,"[16, 11, 15, 13, 16, 13, 15, 4]",4,False,0.015455700846650378,0.12737649874376739,0.3219818662097522,0.09376362843436545,0.86951920023703,0.9138423752065817,"[0.8466912987899907, 0.8992343871905956, 1.0, 0.8809350560002294, 0.9030120372706781, 0.8941823629246605, 0.6625792594830558]","[1.0, 1.0, 0.8941823629246605, 0.8660501846765235, 0.8708831398536492, 0.9030120372706781, 0.8941823629246605, 1.0, 0.9760191737046336, 0.8809350560002294, 0.8645064730387187, 0.9030120372706781, 0.8941823629246605, 0.8941823629246605, 1.0, 0.8466912987899907, 1.0, 1.0, 0.6751662766213126]"
