excluded_k,valid_run_count,primary_core_count,primary_core_patient_count,mean_matched_jaccard,min_matched_jaccard,matched_core_mean_jaccard,extra_core_count,missing_core_count
2,18,11,83,0.7388429752066116,0.0,0.8127272727272727,1,0
3,18,10,90,0.7198124098124098,0.0,0.7198124098124098,0,0
4,18,9,76,0.6863636363636363,0.0,0.7626262626262625,0,1
5,18,9,74,0.8048076923076923,0.0,0.8942307692307693,0,1
6,18,8,83,0.5454545454545455,0.0,0.6818181818181819,0,2
7,18,7,81,0.5842788790157212,0.0,0.8346841128796016,0,3
8,18,10,88,0.6690476190476191,0.0,0.6690476190476191,0,0
