core_id,feature,q_value,fisher_p,odds_ratio,ci_low,ci_high,frequency_difference,event,set_altered_n,set_total_n,rest_altered_n,rest_total_n,alteration_frequency,rest_alteration_frequency,delta_alteration_frequency
CORE01,chr3q::gain,1.0,0.58706767,0.33056133,0.01781682,6.1330126,-0.07058823529411765,gain,0,18,6,85,0.0,0.07058823529411765,-0.07058823529411765
CORE01,chr4p::loss,1.0,0.58706767,0.33056133,0.01781682,6.1330126,-0.07058823529411765,loss,0,18,6,85,0.0,0.07058823529411765,-0.07058823529411765
CORE01,chr4p::gain,1.0,1.0,0.63706564,0.03153323,12.87063332,-0.03529411764705882,gain,0,18,3,85,0.0,0.03529411764705882,-0.03529411764705882
CORE01,chr4q::loss,1.0,1.0,0.48948949,0.02523638,9.49423045,-0.047058823529411764,loss,0,18,4,85,0.0,0.047058823529411764,-0.047058823529411764
CORE01,chr4q::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr5p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr5p::gain,1.0,1.0,1.14979424,0.38199159,3.46087935,0.01895424836601306,gain,5,18,22,85,0.2777777777777778,0.25882352941176473,0.01895424836601306
CORE01,chr5q::loss,1.0,1.0,1.52252252,0.05962991,38.87436726,-0.011764705882352941,loss,0,18,1,85,0.0,0.011764705882352941,-0.011764705882352941
CORE01,chr5q::gain,1.0,0.18503119,2.1372549,0.78223797,5.83947426,0.19084967320261442,gain,10,18,31,85,0.5555555555555556,0.36470588235294116,0.19084967320261442
CORE01,chr6p::loss,1.0,0.20487983,0.17508813,0.00985919,3.1093692,-0.12941176470588237,loss,0,18,11,85,0.0,0.12941176470588237,-0.12941176470588237
CORE01,chr6p::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr6q::loss,1.0,0.29336358,0.38986175,0.06735431,2.25660675,-0.12091503267973858,loss,1,18,15,85,0.05555555555555555,0.17647058823529413,-0.12091503267973858
CORE01,chr6q::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr7p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr7p::gain,1.0,0.18573077,0.29230769,0.05119175,1.66909277,-0.16797385620915034,gain,1,18,19,85,0.05555555555555555,0.2235294117647059,-0.16797385620915034
CORE01,chr7q::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr7q::gain,1.0,0.18573077,0.29230769,0.05119175,1.66909277,-0.16797385620915034,gain,1,18,19,85,0.05555555555555555,0.2235294117647059,-0.16797385620915034
CORE01,chr8p::loss,0.64272087,0.03780711,0.20336134,0.03603368,1.14769944,-0.238562091503268,loss,1,18,25,85,0.05555555555555555,0.29411764705882354,-0.238562091503268
CORE01,chr8p::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr8q::loss,1.0,1.0,0.78151261,0.12768575,4.78332105,-0.038562091503267976,loss,1,18,8,85,0.05555555555555555,0.09411764705882353,-0.038562091503267976
CORE01,chr8q::gain,1.0,0.58366905,0.3955774,0.02093581,7.4743471,-0.058823529411764705,gain,0,18,5,85,0.0,0.058823529411764705,-0.058823529411764705
CORE01,chr9p::loss,0.51869422,0.02034095,0.08635465,0.00498253,1.49665477,-0.23529411764705882,loss,0,18,20,85,0.0,0.23529411764705882,-0.23529411764705882
CORE01,chr9p::gain,1.0,0.32038835,4.82857143,0.47403908,49.183924,0.04379084967320261,gain,1,18,1,85,0.05555555555555555,0.011764705882352941,0.04379084967320261
CORE01,chr9q::loss,0.37770668,0.01110902,0.07627628,0.00441247,1.31855265,-0.25882352941176473,loss,0,18,22,85,0.0,0.25882352941176473,-0.25882352941176473
CORE01,chr9q::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr10p::loss,1.0,0.58366905,0.3955774,0.02093581,7.4743471,-0.058823529411764705,loss,0,18,5,85,0.0,0.058823529411764705,-0.058823529411764705
CORE01,chr10p::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr10q::loss,1.0,0.34938325,0.28288288,0.01545295,5.17847653,-0.08235294117647059,loss,0,18,7,85,0.0,0.08235294117647059,-0.08235294117647059
CORE01,chr10q::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr11p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr11p::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr11q::loss,1.0,1.0,1.52252252,0.05962991,38.87436726,-0.011764705882352941,loss,0,18,1,85,0.0,0.011764705882352941,-0.011764705882352941
CORE01,chr11q::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr12p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr12p::gain,1.0,0.29336358,0.38986175,0.06735431,2.25660675,-0.12091503267973858,gain,1,18,15,85,0.05555555555555555,0.17647058823529413,-0.12091503267973858
CORE01,chr12q::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr12q::gain,1.0,0.7315307,0.74712644,0.17612568,3.16931595,-0.05359477124183007,gain,2,18,14,85,0.1111111111111111,0.16470588235294117,-0.05359477124183007
CORE01,chr13p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr13p::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr13q::loss,1.0,1.0,1.25454545,0.19181972,8.20501811,-0.0032679738562091526,loss,1,18,5,85,0.05555555555555555,0.058823529411764705,-0.0032679738562091526
CORE01,chr13q::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr14p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr14p::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr14q::loss,0.64272087,0.03288446,0.26582278,0.07730766,0.91403299,-0.292156862745098,loss,3,18,39,85,0.16666666666666666,0.4588235294117647,-0.292156862745098
CORE01,chr14q::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr15p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr15p::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr15q::loss,1.0,1.0,0.63706564,0.03153323,12.87063332,-0.03529411764705882,loss,0,18,3,85,0.0,0.03529411764705882,-0.03529411764705882
CORE01,chr15q::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr16p::loss,1.0,1.0,1.52252252,0.05962991,38.87436726,-0.011764705882352941,loss,0,18,1,85,0.0,0.011764705882352941,-0.011764705882352941
CORE01,chr16p::gain,1.0,0.46018823,0.4226601,0.07268236,2.45783933,-0.10915032679738562,gain,1,18,14,85,0.05555555555555555,0.16470588235294117,-0.10915032679738562
CORE01,chr16q::loss,1.0,1.0,1.52252252,0.05962991,38.87436726,-0.011764705882352941,loss,0,18,1,85,0.0,0.011764705882352941,-0.011764705882352941
CORE01,chr16q::gain,1.0,0.46018823,0.4226601,0.07268236,2.45783933,-0.10915032679738562,gain,1,18,14,85,0.05555555555555555,0.16470588235294117,-0.10915032679738562
CORE01,chr17p::loss,1.0,1.0,0.48948949,0.02523638,9.49423045,-0.047058823529411764,loss,0,18,4,85,0.0,0.047058823529411764,-0.047058823529411764
CORE01,chr17p::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr17q::loss,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,loss,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr17q::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr18p::loss,1.0,1.0,0.69022556,0.11424635,4.17003533,-0.05032679738562092,loss,1,18,9,85,0.05555555555555555,0.10588235294117647,-0.05032679738562092
CORE01,chr18p::gain,1.0,1.0,1.52252252,0.05962991,38.87436726,-0.011764705882352941,gain,0,18,1,85,0.0,0.011764705882352941,-0.011764705882352941
CORE01,chr18q::loss,1.0,1.0,0.69022556,0.11424635,4.17003533,-0.05032679738562092,loss,1,18,9,85,0.05555555555555555,0.10588235294117647,-0.05032679738562092
CORE01,chr18q::gain,1.0,1.0,0.63706564,0.03153323,12.87063332,-0.03529411764705882,gain,0,18,3,85,0.0,0.03529411764705882,-0.03529411764705882
CORE01,chr19p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr19p::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,chr19q::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr19q::gain,1.0,0.58366905,0.3955774,0.02093581,7.4743471,-0.058823529411764705,gain,0,18,5,85,0.0,0.058823529411764705,-0.058823529411764705
CORE01,chr20p::loss,1.0,0.44150726,2.86285714,0.35451118,23.11901994,0.03202614379084967,loss,1,18,2,85,0.05555555555555555,0.023529411764705882,0.03202614379084967
CORE01,chr20p::gain,1.0,0.11754629,0.14514515,0.00824177,2.55614061,-0.15294117647058825,gain,0,18,13,85,0.0,0.15294117647058825,-0.15294117647058825
CORE01,chr20q::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr20q::gain,0.8644092,0.0677968,0.11384111,0.00652028,1.98761488,-0.18823529411764706,gain,0,18,16,85,0.0,0.18823529411764706,-0.18823529411764706
CORE01,chr21p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr21p::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr21q::loss,1.0,1.0,1.04835165,0.16495467,6.66268624,-0.015032679738562094,loss,1,18,6,85,0.05555555555555555,0.07058823529411765,-0.015032679738562094
CORE01,chr21q::gain,1.0,0.58706767,0.33056133,0.01781682,6.1330126,-0.07058823529411765,gain,0,18,6,85,0.0,0.07058823529411765,-0.07058823529411765
CORE01,chr22p::loss,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,loss,0,18,0,85,0.0,0.0,0.0
CORE01,chr22p::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE01,chr22q::loss,1.0,1.0,0.48948949,0.02523638,9.49423045,-0.047058823529411764,loss,0,18,4,85,0.0,0.047058823529411764,-0.047058823529411764
CORE01,chr22q::gain,1.0,1.0,0.63706564,0.03153323,12.87063332,-0.03529411764705882,gain,0,18,3,85,0.0,0.03529411764705882,-0.03529411764705882
CORE01,locus::VHL::loss,1.0,0.18641888,2.98053528,0.5188747,17.12087826,0.14444444444444438,loss,17,18,68,85,0.9444444444444444,0.8,0.14444444444444438
CORE01,locus::VHL::gain,1.0,1.0,0.63706564,0.03153323,12.87063332,-0.03529411764705882,gain,0,18,3,85,0.0,0.03529411764705882,-0.03529411764705882
CORE01,locus::SETD2::loss,1.0,0.46018823,2.36596737,0.40686142,13.75849689,0.10915032679738557,loss,17,18,71,85,0.9444444444444444,0.8352941176470589,0.10915032679738557
CORE01,locus::SETD2::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,locus::PBRM1::loss,1.0,0.29336358,2.56501182,0.44314323,14.8468604,0.12091503267973858,loss,17,18,70,85,0.9444444444444444,0.8235294117647058,0.12091503267973858
CORE01,locus::PBRM1::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,locus::BAP1::loss,1.0,0.29404477,2.76978417,0.48046684,15.96718791,0.13267973856209148,loss,17,18,69,85,0.9444444444444444,0.8117647058823529,0.13267973856209148
CORE01,locus::BAP1::gain,1.0,1.0,0.9027027,0.04157454,19.60026958,-0.023529411764705882,gain,0,18,2,85,0.0,0.023529411764705882,-0.023529411764705882
CORE01,locus::JAK2::loss,0.37770668,0.01110902,0.07627628,0.00441247,1.31855265,-0.25882352941176473,loss,0,18,22,85,0.0,0.25882352941176473,-0.25882352941176473
CORE01,locus::JAK2::gain,1.0,0.13992118,5.06060606,0.81107806,31.57493091,0.08758169934640522,gain,2,18,2,85,0.1111111111111111,0.023529411764705882,0.08758169934640522
CORE01,locus::CDKN2A::loss,0.37770668,0.00550828,0.06412295,0.00372056,1.10514397,-0.29411764705882354,loss,0,18,25,85,0.0,0.29411764705882354,-0.29411764705882354
CORE01,locus::CDKN2A::gain,1.0,0.17475728,14.65714286,0.57304705,374.89388705,0.05555555555555555,gain,1,18,0,85,0.05555555555555555,0.0,0.05555555555555555
CORE01,locus::PTEN::loss,1.0,0.20487983,0.17508813,0.00985919,3.1093692,-0.12941176470588237,loss,0,18,11,85,0.0,0.12941176470588237,-0.12941176470588237
CORE01,locus::PTEN::gain,1.0,1.0,4.62162162,0.0888025,240.52686977,0.0,gain,0,18,0,85,0.0,0.0,0.0
CORE02,chr1p::loss,1.0,0.24164004,3.07272727,0.61500144,15.35224512,0.08667736757624397,loss,2,14,5,89,0.14285714285714285,0.056179775280898875,0.08667736757624397
CORE02,chr1p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr1q::loss,1.0,1.0,0.85221675,0.04179821,17.37570721,-0.033707865168539325,loss,0,14,3,89,0.0,0.033707865168539325,-0.033707865168539325
CORE02,chr1q::gain,1.0,1.0,1.70707071,0.2567029,11.35199639,0.01524879614767255,gain,1,14,5,89,0.07142857142857142,0.056179775280898875,0.01524879614767255
CORE02,chr2p::loss,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,loss,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr2p::gain,1.0,1.0,1.70707071,0.2567029,11.35199639,0.01524879614767255,gain,1,14,5,89,0.07142857142857142,0.056179775280898875,0.01524879614767255
CORE02,chr2q::loss,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,loss,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr2q::gain,1.0,1.0,0.52978056,0.02777762,10.10408562,-0.056179775280898875,gain,0,14,5,89,0.0,0.056179775280898875,-0.056179775280898875
CORE02,chr3p::loss,1.0,0.74000022,0.7323601,0.21927396,2.44603282,-0.049759229534510396,loss,10,14,68,89,0.7142857142857143,0.7640449438202247,-0.049759229534510396
CORE02,chr3p::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr3q::loss,1.0,0.64307345,1.69473684,0.37241333,7.71221852,0.041733547351524874,loss,2,14,9,89,0.14285714285714285,0.10112359550561797,0.041733547351524874
CORE02,chr3q::gain,1.0,0.1871722,3.8,0.72536886,19.90711323,0.09791332263242375,gain,2,14,4,89,0.14285714285714285,0.0449438202247191,0.09791332263242375
CORE02,chr4p::loss,1.0,1.0,0.44297082,0.02365228,8.29616267,-0.06741573033707865,loss,0,14,6,89,0.0,0.06741573033707865,-0.06741573033707865
CORE02,chr4p::gain,1.0,1.0,0.85221675,0.04179821,17.37570721,-0.033707865168539325,gain,0,14,3,89,0.0,0.033707865168539325,-0.033707865168539325
CORE02,chr4q::loss,1.0,1.0,0.65517241,0.03346662,12.82624075,-0.0449438202247191,loss,0,14,4,89,0.0,0.0449438202247191,-0.0449438202247191
CORE02,chr4q::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr5p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr5p::gain,1.0,0.18772274,2.43638851,0.78674587,7.54498907,0.19261637239165327,gain,6,14,21,89,0.42857142857142855,0.23595505617977527,0.19261637239165327
CORE02,chr5q::loss,1.0,1.0,2.03448276,0.07900557,52.39022903,-0.011235955056179775,loss,0,14,1,89,0.0,0.011235955056179775,-0.011235955056179775
CORE02,chr5q::gain,1.0,1.0,0.84859409,0.27375989,2.63045085,-0.04735152487961475,gain,5,14,36,89,0.35714285714285715,0.4044943820224719,-0.04735152487961475
CORE02,chr6p::loss,1.0,0.16997195,2.91815857,0.72719662,11.71024345,0.12439807383627607,loss,3,14,8,89,0.21428571428571427,0.0898876404494382,0.12439807383627607
CORE02,chr6p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr6q::loss,1.0,1.0,1.04137931,0.23953023,4.52749059,-0.014446227929374,loss,2,14,14,89,0.14285714285714285,0.15730337078651685,-0.014446227929374
CORE02,chr6q::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr7p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr7p::gain,1.0,0.14015541,2.78268251,0.8514998,9.09374495,0.18860353130016053,gain,5,14,15,89,0.35714285714285715,0.16853932584269662,0.18860353130016053
CORE02,chr7q::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr7q::gain,1.0,0.14015541,2.78268251,0.8514998,9.09374495,0.18860353130016053,gain,5,14,15,89,0.35714285714285715,0.16853932584269662,0.18860353130016053
CORE02,chr8p::loss,1.0,0.33563462,1.84455324,0.58023918,5.86374859,0.12118780096308188,loss,5,14,21,89,0.35714285714285715,0.23595505617977527,0.12118780096308188
CORE02,chr8p::gain,1.0,0.25452123,6.55555556,0.6349348,67.68460075,0.06019261637239165,gain,1,14,1,89,0.07142857142857142,0.011235955056179775,0.06019261637239165
CORE02,chr8q::loss,1.0,0.6060288,0.29219601,0.01610465,5.30148023,-0.10112359550561797,loss,0,14,9,89,0.0,0.10112359550561797,-0.10112359550561797
CORE02,chr8q::gain,1.0,0.13537435,4.94285714,0.87804698,27.82520455,0.10914927768860352,gain,2,14,3,89,0.14285714285714285,0.033707865168539325,0.10914927768860352
CORE02,chr9p::loss,1.0,0.46515598,1.90909091,0.559891,6.50953146,0.1059390048154093,loss,4,14,16,89,0.2857142857142857,0.1797752808988764,0.1059390048154093
CORE02,chr9p::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr9q::loss,1.0,0.17154205,2.39849624,0.74236433,7.74927348,0.16613162118780098,loss,5,14,17,89,0.35714285714285715,0.19101123595505617,0.16613162118780098
CORE02,chr9q::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr10p::loss,1.0,1.0,0.52978056,0.02777762,10.10408562,-0.056179775280898875,loss,0,14,5,89,0.0,0.056179775280898875,-0.056179775280898875
CORE02,chr10p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr10q::loss,1.0,1.0,1.42735043,0.22082899,9.22582316,0.004012841091492775,loss,1,14,6,89,0.07142857142857142,0.06741573033707865,0.004012841091492775
CORE02,chr10q::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr11p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr11p::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr11q::loss,1.0,0.13592233,19.88888889,0.77007919,513.6717197,0.07142857142857142,loss,1,14,0,89,0.07142857142857142,0.0,0.07142857142857142
CORE02,chr11q::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr12p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr12p::gain,1.0,0.22484944,2.65714286,0.75705665,9.3261293,0.1508828250401284,gain,4,14,12,89,0.2857142857142857,0.1348314606741573,0.1508828250401284
CORE02,chr12q::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr12q::gain,1.0,0.22484944,2.65714286,0.75705665,9.3261293,0.1508828250401284,gain,4,14,12,89,0.2857142857142857,0.1348314606741573,0.1508828250401284
CORE02,chr13p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr13p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr13q::loss,1.0,0.1871722,3.8,0.72536886,19.90711323,0.09791332263242375,loss,2,14,4,89,0.14285714285714285,0.0449438202247191,0.09791332263242375
CORE02,chr13q::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr14p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr14p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr14q::loss,1.0,1.0,1.12087027,0.37141278,3.38262499,0.02407704654895665,loss,6,14,36,89,0.42857142857142855,0.4044943820224719,0.02407704654895665
CORE02,chr14q::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr15p::loss,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,loss,0,14,0,89,0.0,0.0,0.0
CORE02,chr15p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr15q::loss,1.0,0.35785492,3.88888889,0.47439079,31.87974401,0.048956661316211875,loss,1,14,2,89,0.07142857142857142,0.02247191011235955,0.048956661316211875
CORE02,chr15q::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr16p::loss,1.0,1.0,2.03448276,0.07900557,52.39022903,-0.011235955056179775,loss,0,14,1,89,0.0,0.011235955056179775,-0.011235955056179775
CORE02,chr16p::gain,1.0,0.4248984,1.88695652,0.49539429,7.18741618,0.07945425361155697,gain,3,14,12,89,0.21428571428571427,0.1348314606741573,0.07945425361155697
CORE02,chr16q::loss,1.0,1.0,2.03448276,0.07900557,52.39022903,-0.011235955056179775,loss,0,14,1,89,0.0,0.011235955056179775,-0.011235955056179775
CORE02,chr16q::gain,1.0,0.4248984,1.88695652,0.49539429,7.18741618,0.07945425361155697,gain,3,14,12,89,0.21428571428571427,0.1348314606741573,0.07945425361155697
CORE02,chr17p::loss,1.0,0.44775523,2.74603175,0.37278589,20.22793916,0.0377207062600321,loss,1,14,3,89,0.07142857142857142,0.033707865168539325,0.0377207062600321
CORE02,chr17p::gain,1.0,1.0,6.17241379,0.11777453,323.48838376,0.0,gain,0,14,0,89,0.0,0.0,0.0
CORE02,chr17q::loss,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,loss,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr17q::gain,1.0,1.0,1.20689655,0.05508906,26.44080736,-0.02247191011235955,gain,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955
CORE02,chr18p::loss,1.0,0.62279354,1.91764706,0.41494643,8.862277,0.05296950240770465,loss,2,14,8,89,0.14285714285714285,0.0898876404494382,0.05296950240770465
