core_id,field,level,set_count,set_total,rest_count,rest_total,set_fraction,rest_fraction,frequency_difference,odds_ratio,q_value,set_mean,rest_mean,cliffs_delta,direction,cramers_v,epsilon_squared,available_n,missing_n
CORE01,tissue_source_site,B0,4,18,7,41,0.222222,0.170732,0.051491,1.387755,1.0,,,,,,,,
CORE01,tissue_source_site,B8,0,18,6,41,0.0,0.146341,-0.146341,0.0,0.873013,,,,,,,,
CORE01,tissue_source_site,BP,13,18,20,41,0.722222,0.487805,0.234417,2.73,0.873013,,,,,,,,
CORE01,tissue_source_site,CJ,1,18,5,41,0.055556,0.121951,-0.066396,0.423529,1.0,,,,,,,,
CORE01,tissue_source_site,CZ,0,18,3,41,0.0,0.073171,-0.073171,0.0,1.0,,,,,,,,
CORE01,ct_phase,ART,1,18,3,41,0.055556,0.073171,-0.017615,0.745098,1.0,,,,,,,,
CORE01,ct_phase,CE_UNSPECIFIED,4,18,6,41,0.222222,0.146341,0.075881,1.666667,1.0,,,,,,,,
CORE01,ct_phase,DEL,1,18,7,41,0.055556,0.170732,-0.115176,0.285714,1.0,,,,,,,,
CORE01,ct_phase,MAIN_CE_HIGH,4,18,4,41,0.222222,0.097561,0.124661,2.642857,1.0,,,,,,,,
CORE01,ct_phase,MAIN_CE_MEDIUM,0,18,1,41,0.0,0.02439,-0.02439,0.0,1.0,,,,,,,,
CORE01,ct_phase,NC,1,18,4,41,0.055556,0.097561,-0.042005,0.544118,1.0,,,,,,,,
CORE01,ct_phase,NEPH,0,18,2,41,0.0,0.04878,-0.04878,0.0,1.0,,,,,,,,
CORE01,ct_phase,UNKNOWN,7,18,14,41,0.388889,0.341463,0.047425,1.227273,1.0,,,,,,,,
CORE01,ct_manufacturer,GE,18,18,32,41,1.0,0.780488,0.219512,,0.489099,,,,,,,,
CORE01,ct_manufacturer,SIEMENS,0,18,9,41,0.0,0.219512,-0.219512,0.0,0.489099,,,,,,,,
CORE01,ct_scanner_model,Definition AS+,0,18,1,41,0.0,0.02439,-0.02439,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed Plus,0,18,2,41,0.0,0.04878,-0.04878,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed QX/i,3,18,7,41,0.166667,0.170732,-0.004065,0.971429,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed Ultra,2,18,2,41,0.111111,0.04878,0.062331,2.4375,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed VCT,4,18,6,41,0.222222,0.146341,0.075881,1.666667,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed16,9,18,15,41,0.5,0.365854,0.134146,1.733333,1.0,,,,,,,,
CORE01,ct_scanner_model,Sensation 16,0,18,1,41,0.0,0.02439,-0.02439,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,Sensation 64,0,18,6,41,0.0,0.146341,-0.146341,0.0,0.873013,,,,,,,,
CORE01,ct_scanner_model,Volume Zoom,0,18,1,41,0.0,0.02439,-0.02439,0.0,1.0,,,,,,,,
CORE01,ct_reconstruction_kernel,B30f,0,18,4,41,0.0,0.097561,-0.097561,0.0,1.0,,,,,,,,
CORE01,ct_reconstruction_kernel,B31f,0,18,5,41,0.0,0.121951,-0.121951,0.0,1.0,,,,,,,,
CORE01,ct_reconstruction_kernel,LUNG,0,18,2,41,0.0,0.04878,-0.04878,0.0,1.0,,,,,,,,
CORE01,ct_reconstruction_kernel,SOFT,1,18,4,41,0.055556,0.097561,-0.042005,0.544118,1.0,,,,,,,,
CORE01,ct_reconstruction_kernel,STANDARD,17,18,26,41,0.944444,0.634146,0.310298,9.807692,0.489099,,,,,,,,
CORE01,ct_slice_thickness,,,,,,,,,,1.0,3.402778,3.457317,-0.039295,lower_in_set,,,,
CORE01,ct_z_spacing,,,,,,,,,,1.0,3.225,3.29878,-0.060976,lower_in_set,,,,
CORE01,ct_pixel_spacing,,,,,,,,,,1.0,0.790039,0.816168,-0.163957,lower_in_set,,,,
CORE02,tissue_source_site,B0,5,14,6,45,0.357143,0.133333,0.22381,3.611111,1.0,,,,,,,,
