core_id,m1,m2,m3,m4
CORE01,40.9090909091,25.0,7.1428571429,0.0
CORE02,13.6363636364,8.3333333333,28.5714285714,12.5
CORE03,4.5454545455,25.0,28.5714285714,37.5
CORE04,18.1818181818,0.0,14.2857142857,37.5
CORE05,9.0909090909,25.0,21.4285714286,12.5
CORE06,13.6363636364,16.6666666667,0.0,0.0
